Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,punt,punt_yds,punt_yds_per_punt,awards,Year
J. Schroeder,j-schroeder-1,/cfb/players/j-schroeder-1.html,Western Michigan,MAC,13,43,1764,41.0,,2015
Kevin Phillips,kevin-phillips-1,/cfb/players/kevin-phillips-1.html,Auburn,SEC,13,55,2254,41.0,,2015
Kris Albarado,kris-albarado-1,/cfb/players/kris-albarado-1.html,USC,Pac-12,14,65,2667,41.0,,2015
Matt Flynn,matt-flynn-2,/cfb/players/matt-flynn-2.html,Georgia Southern,Sun Belt,4,8,328,41.0,,2015
Tyler Grassman,tyler-grassman-1,/cfb/players/tyler-grassman-1.html,Buffalo,MAC,12,65,2664,41.0,,2015
Colin Downing,colin-downing-1,/cfb/players/colin-downing-1.html,Iowa State,Big 12,12,53,2166,40.9,,2015
Gerald Shouse,gerald-shouse-1,/cfb/players/gerald-shouse-1.html,Louisiana Tech,CUSA,13,51,2084,40.9,,2015
Marshall Koehn,marshall-koehn-1,/cfb/players/marshall-koehn-1.html,Iowa,Big Ten,14,8,327,40.9,,2015
Tommy Openshaw,tommy-openshaw-1,/cfb/players/tommy-openshaw-1.html,Vanderbilt,SEC,12,79,3234,40.9,,2015
Joey Mangili,joey-mangili-1,/cfb/players/joey-mangili-1.html,North Carolina,ACC,13,24,978,40.8,,2015
Tristan Vizcaino,tristan-vizcaino-1,/cfb/players/tristan-vizcaino-1.html,Washington,Pac-12,13,4,163,40.8,,2015
Drew Galitz,drew-galitz-1,/cfb/players/drew-galitz-1.html,Baylor,Big 12,13,40,1627,40.7,,2015
Jamie Keehn,jamie-keehn-1,/cfb/players/jamie-keehn-1.html,LSU,SEC,12,58,2359,40.7,,2015
Will Gleeson,will-gleeson-1,/cfb/players/will-gleeson-1.html,Ole Miss,SEC,13,43,1748,40.7,,2015
Anthony Torres,anthony-torres-1,/cfb/players/anthony-torres-1.html,New Mexico State,Sun Belt,12,66,2680,40.6,,2015
DeShone Kizer,deshone-kizer-1,/cfb/players/deshone-kizer-1.html,Notre Dame,Ind,13,2,81,40.5,,2015
Stone Wilson,stone-wilson-1,/cfb/players/stone-wilson-1.html,Florida International,CUSA,12,42,1702,40.5,,2015
Joshua Appleby,joshua-appleby-1,/cfb/players/joshua-appleby-1.html,Louisville,ACC,13,69,2791,40.4,,2015
Logan Piper,logan-piper-1,/cfb/players/logan-piper-1.html,Houston,American,14,64,2584,40.4,,2015
Landon Foster,landon-foster-1,/cfb/players/landon-foster-1.html,Kentucky,SEC,12,61,2459,40.3,,2015
Tanner Blain,tanner-blain-1,/cfb/players/tanner-blain-1.html,San Diego State,MWC,14,77,3102,40.3,,2015
Alex Tardieu,alex-tardieu-1,/cfb/players/alex-tardieu-1.html,Army,Ind,12,50,2012,40.2,,2015
Dillon Kidd,dillon-kidd-2,/cfb/players/dillon-kidd-2.html,Iowa,Big Ten,14,59,2371,40.2,,2015
Joe Schopper,joe-schopper-1,/cfb/players/joe-schopper-1.html,Purdue,Big Ten,11,58,2332,40.2,,2015
Ryan Frain,ryan-frain-1,/cfb/players/ryan-frain-1.html,Illinois,Big Ten,12,70,2814,40.2,,2015
Satchel Ziffer,satchel-ziffer-1,/cfb/players/satchel-ziffer-1.html,Old Dominion,CUSA,12,61,2450,40.2,,2015
Alex Kinney,alex-kinney-1,/cfb/players/alex-kinney-1.html,Colorado,Pac-12,13,66,2648,40.1,,2015
Matt Mengel,matt-mengel-1,/cfb/players/matt-mengel-1.html,UCLA,Pac-12,12,54,2163,40.1,,2015
Zach Sinor,zach-sinor-1,/cfb/players/zach-sinor-1.html,Oklahoma State,Big 12,13,75,3010,40.1,,2015
Corliss Waitman,corliss-waitman-1,/cfb/players/corliss-waitman-1.html,South Alabama,Sun Belt,3,4,160,40.0,,2015
Joseph Roth,joseph-roth-1,/cfb/players/joseph-roth-1.html,Rutgers,Big Ten,12,58,2319,40.0,,2015
Luke Strebel,luke-strebel-1,/cfb/players/luke-strebel-1.html,Air Force,MWC,10,13,520,40.0,,2015
P.J. Rosowski,pj-rosowski-1,/cfb/players/pj-rosowski-1.html,Wisconsin,Big Ten,5,1,40,40.0,,2015
Collin Barber,collin-barber-2,/cfb/players/collin-barber-2.html,Georgia,SEC,11,41,1637,39.9,,2015
Daniel Pasquariello,daniel-pasquariello-1,/cfb/players/daniel-pasquariello-1.html,Penn State,Big Ten,11,58,2314,39.9,,2015
Brandon McKee,brandon-mckee-1,/cfb/players/brandon-mckee-1.html,South Alabama,Sun Belt,12,39,1554,39.8,,2015
Ian Wheeler,ian-wheeler-2,/cfb/players/ian-wheeler-2.html,Oregon,Pac-12,11,50,1992,39.8,,2015
Tyler Sarrazin,tyler-sarrazin-1,/cfb/players/tyler-sarrazin-1.html,Southern Mississippi,CUSA,14,45,1789,39.8,,2015
Drew Meyer,drew-meyer-1,/cfb/players/drew-meyer-1.html,Wisconsin,Big Ten,13,69,2737,39.7,,2015
Kyle Schmidt,kyle-schmidt-1,/cfb/players/kyle-schmidt-1.html,Ball State,MAC,12,58,2304,39.7,,2015
Brent Gordon,brent-gordon-1,/cfb/players/brent-gordon-1.html,South Florida,American,1,7,277,39.6,,2015
Jackson Koonce,jackson-koonce-1,/cfb/players/jackson-koonce-1.html,SMU,American,4,27,1069,39.6,,2015
Zach Charme,zach-charme-1,/cfb/players/zach-charme-1.html,Washington State,Pac-12,13,47,1861,39.6,,2015
Andy Teasdall,andy-teasdall-1,/cfb/players/andy-teasdall-1.html,Clemson,ACC,15,67,2647,39.5,,2015
Yannis Routsas,yannis-routsas-1,/cfb/players/yannis-routsas-1.html,UTSA,CUSA,12,62,2447,39.5,,2015
Chris Ayers,chris-ayers-1,/cfb/players/chris-ayers-1.html,Florida International,CUSA,11,21,828,39.4,,2015
Nick Ellis,nick-ellis-1,/cfb/players/nick-ellis-1.html,Toledo,MAC,12,44,1733,39.4,,2015
Ryan Rodwell,ryan-rodwell-1,/cfb/players/ryan-rodwell-1.html,Georgia Tech,ACC,12,45,1770,39.3,,2015
Ron Coluzzi,ron-coluzzi-1,/cfb/players/ron-coluzzi-1.html,Central Michigan,MAC,12,59,2310,39.2,,2015
Thomas Meadows,thomas-meadows-1,/cfb/players/thomas-meadows-1.html,Purdue,Big Ten,10,8,313,39.1,,2015
Adam Searl,adam-searl-1,/cfb/players/adam-searl-1.html,UCLA,Pac-12,1,5,195,39.0,,2015
Alex Egan,alex-egan-1,/cfb/players/alex-egan-1.html,Ball State,MAC,4,8,312,39.0,,2015
Derrick Mitchell,derrick-mitchell-2,/cfb/players/derrick-mitchell-2.html,Western Michigan,MAC,13,1,39,39.0,,2015
Ethan Perry,ethan-perry-1,/cfb/players/ethan-perry-1.html,Texas Christian,Big 12,13,66,2571,39.0,,2015
Josh Williams,josh-williams-9,/cfb/players/josh-williams-9.html,SMU,American,9,38,1472,38.7,,2015
Mitch Bonnstetter,mitch-bonnstetter-1,/cfb/players/mitch-bonnstetter-1.html,Ohio,MAC,13,70,2710,38.7,,2015
Arthur Hart,arthur-hart-1,/cfb/players/arthur-hart-1.html,Charlotte,CUSA,12,75,2895,38.6,,2015
Christian Koch,christian-koch-1,/cfb/players/christian-koch-1.html,Miami (OH),MAC,12,82,3145,38.4,,2015
Tyler O'Connor,tyler-oconnor-1,/cfb/players/tyler-oconnor-1.html,Michigan State,Big Ten,6,5,192,38.4,,2015
Justin Wain,justin-wain-1,/cfb/players/justin-wain-1.html,Connecticut,American,13,75,2866,38.2,,2015
Nicolas Pritchard,nicolas-pritchard-1,/cfb/players/nicolas-pritchard-1.html,Maryland,Big Ten,12,55,2099,38.2,,2015
Brian Eavey,brian-eavey-1,/cfb/players/brian-eavey-1.html,Central Michigan,MAC,13,1,38,38.0,,2015
Hayden Jones,hayden-jones-1,/cfb/players/hayden-jones-1.html,Colorado,Pac-12,6,2,76,38.0,,2015
Hunter Niswander,hunter-niswander-1,/cfb/players/hunter-niswander-1.html,Northwestern,Big Ten,13,85,3227,38.0,,2015
Matt Wogan,matt-wogan-1,/cfb/players/matt-wogan-1.html,Oregon,Pac-12,13,1,38,38.0,,2015
Corbin Daly,corbin-daly-1,/cfb/players/corbin-daly-1.html,North Carolina,ACC,6,13,493,37.9,,2015
Jacob Ambrose,jacob-ambrose-1,/cfb/players/jacob-ambrose-1.html,Northern Illinois,MAC,14,74,2803,37.9,,2015
Joseph Occhipinti,joseph-occhipinti-1,/cfb/players/joseph-occhipinti-1.html,Western Kentucky,CUSA,3,15,568,37.9,,2015
Zachary Block,zachary-block-1,/cfb/players/zachary-block-1.html,Tulane,American,8,47,1783,37.9,,2015
Chris Gulla,chris-gulla-1,/cfb/players/chris-gulla-1.html,Penn State,Big Ten,12,23,868,37.7,,2015
Aaron Novoa,aaron-novoa-1,/cfb/players/aaron-novoa-1.html,Hawaii,MWC,1,5,188,37.6,,2015
Hunter Lent,hunter-lent-1,/cfb/players/hunter-lent-1.html,North Carolina,ACC,3,6,225,37.5,,2015
Cedric Wood,cedric-wood-1,/cfb/players/cedric-wood-1.html,Florida State,ACC,1,1,37,37.0,,2015
Gavin Jernigan,gavin-jernigan-1,/cfb/players/gavin-jernigan-1.html,Navy,American,4,2,74,37.0,,2015
Jonathan Hernandez,jonathan-hernandez-1,/cfb/players/jonathan-hernandez-1.html,Florida State,ACC,1,1,37,37.0,,2015
Steve Brosy,steve-brosy-1,/cfb/players/steve-brosy-1.html,Air Force,MWC,9,33,1222,37.0,,2015
Tyson Broekemeier,tyson-broekemeier-1,/cfb/players/tyson-broekemeier-1.html,Nebraska,Big Ten,2,5,185,37.0,,2015
Chris Qualls,chris-qualls-1,/cfb/players/chris-qualls-1.html,Louisiana-Monroe,Sun Belt,13,87,3192,36.7,,2015
Peter Picerelli,peter-picerelli-1,/cfb/players/peter-picerelli-1.html,Tulane,American,12,31,1138,36.7,,2015
Brad Craddock,brad-craddock-1,/cfb/players/brad-craddock-1.html,Maryland,Big Ten,9,9,328,36.4,,2015
Trevor Owens,trevor-owens-1,/cfb/players/trevor-owens-1.html,Middle Tennessee State,CUSA,6,31,1122,36.2,,2015
Michael Julian,michael-julian-1,/cfb/players/michael-julian-1.html,Toledo,MAC,4,1,36,36.0,,2015
Nick Jacobs,nick-jacobs-1,/cfb/players/nick-jacobs-1.html,Memphis,American,7,14,504,36.0,,2015
Ryan Willis,ryan-willis-2,/cfb/players/ryan-willis-2.html,Kansas,Big 12,10,1,36,36.0,,2015
Blake Macek,blake-macek-1,/cfb/players/blake-macek-1.html,North Texas,CUSA,10,14,502,35.9,,2015
Greg Hutchins,greg-hutchins-1,/cfb/players/greg-hutchins-1.html,New Mexico State,Sun Belt,9,3,107,35.7,,2015
Mike Bercovici,mike-bercovici-1,/cfb/players/mike-bercovici-1.html,Arizona State,Pac-12,13,3,107,35.7,,2015
Ryan Rickel,ryan-rickel-1,/cfb/players/ryan-rickel-1.html,Florida Atlantic,CUSA,5,10,352,35.2,,2015
Ceci Moskowitz,ceci-moskowitz-1,/cfb/players/ceci-moskowitz-1.html,Air Force,MWC,2,1,35,35.0,,2015
Jared Goff,jared-goff-1,/cfb/players/jared-goff-1.html,California,Pac-12,13,6,209,34.8,,2015
Jake Bailey,jake-bailey-1,/cfb/players/jake-bailey-1.html,Stanford,Pac-12,12,10,347,34.7,,2015
Jarrett Cervi,jarrett-cervi-1,/cfb/players/jarrett-cervi-1.html,Old Dominion,CUSA,2,3,103,34.3,,2015
Jarrett Cervl,jarrett-cervl-1,/cfb/players/jarrett-cervl-1.html,Old Dominion,CUSA,1,3,103,34.3,,2015
Blake Lucas,blake-lucas-1,/cfb/players/blake-lucas-1.html,Massachusetts,MAC,12,3,102,34.0,,2015
Eric Kahn,eric-kahn-1,/cfb/players/eric-kahn-1.html,Kansas,Big 12,6,29,986,34.0,,2015
Ryan Graham,ryan-graham-1,/cfb/players/ryan-graham-1.html,Northern Illinois,MAC,10,4,136,34.0,,2015
Dylan Mulder,dylan-mulder-1,/cfb/players/dylan-mulder-1.html,Eastern Michigan,MAC,12,8,267,33.4,,2015
Logan McPherson,logan-mcpherson-1,/cfb/players/logan-mcpherson-1.html,Louisiana Tech,CUSA,3,4,133,33.3,,2015
Lee Shrader,lee-shrader-1,/cfb/players/lee-shrader-1.html,Maryland,Big Ten,1,5,166,33.2,,2015
Kevin Ellison,kevin-ellison-3,/cfb/players/kevin-ellison-3.html,Georgia Southern,Sun Belt,11,1,33,33.0,,2015
Daniel Portillo,daniel-portillo-1,/cfb/players/daniel-portillo-1.html,UTSA,CUSA,12,5,162,32.4,,2015
Holden Kramer,holden-kramer-1,/cfb/players/holden-kramer-1.html,Iowa State,Big 12,6,7,222,31.7,,2015
Matthew Moseley,matthew-moseley-1,/cfb/players/matthew-moseley-1.html,Southern Mississippi,CUSA,3,4,126,31.5,,2015
Bryan Kirshe,bryan-kirshe-1,/cfb/players/bryan-kirshe-1.html,Kentucky,SEC,1,1,31,31.0,,2015
James Coleman,james-coleman-3,/cfb/players/james-coleman-3.html,Virginia,ACC,1,1,31,31.0,,2015
Jake Browning,jake-browning-1,/cfb/players/jake-browning-1.html,Washington,Pac-12,12,6,180,30.0,,2015
Ruben Guzman,ruben-guzman-1,/cfb/players/ruben-guzman-1.html,Kansas,Big 12,1,2,60,30.0,,2015
Mack Leftwich,mack-leftwich-1,/cfb/players/mack-leftwich-1.html,UTEP,CUSA,7,4,118,29.5,,2015
Greg Huegel,greg-huegel-1,/cfb/players/greg-huegel-1.html,Clemson,ACC,15,1,29,29.0,,2015
Ryan Santoso,ryan-santoso-1,/cfb/players/ryan-santoso-1.html,Minnesota,Big Ten,13,1,29,29.0,,2015
Jarrett Stidham,jarrett-stidham-1,/cfb/players/jarrett-stidham-1.html,Baylor,Big 12,10,2,57,28.5,,2015
Eric Dungey,eric-dungey-1,/cfb/players/eric-dungey-1.html,Syracuse,ACC,8,1,28,28.0,,2015
Tyler Rogers,tyler-rogers-1,/cfb/players/tyler-rogers-1.html,New Mexico State,Sun Belt,4,2,55,27.5,,2015
Josh Rosen,josh-rosen-1,/cfb/players/josh-rosen-1.html,UCLA,Pac-12,13,1,25,25.0,,2015
Kenneth Walker III,kenny-walker-2,/cfb/players/kenny-walker-2.html,UCLA,Pac-12,13,3,73,24.3,,2015
Deshaun Watson,deshaun-watson-1,/cfb/players/deshaun-watson-1.html,Clemson,ACC,15,1,23,23.0,"H-3,AA",2015
Taylor Lamb,taylor-lamb-1,/cfb/players/taylor-lamb-1.html,Appalachian State,Sun Belt,13,1,23,23.0,,2015
Luke Rubenzer,luke-rubenzer-1,/cfb/players/luke-rubenzer-1.html,California,Pac-12,12,1,21,21.0,,2015
Davis Plowman,davis-plowman-1,/cfb/players/davis-plowman-1.html,East Carolina,American,11,1,19,19.0,,2015
