sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,yds,yds_g,comp,att,pct,td,int,rate,games_played,year,category
426,Cameron,Mccalister,Cameron Mccalister,/tx/friendswood/clear-brook-wolverines/athletes/cameron-mccalister/football/stats/?careerid=hon42s2v84jue,hon42s2v84jue,QB,Clear Brook,TX,1986,1986,198.6,150,290,0.517,14,7,80,10,2020,sacks
427,Pj,Mcdonald,Pj Mcdonald,/al/bessemer/bessemer-academy-rebels/athletes/pj-mcdonald/football/stats/?careerid=70dlagd5naeaa,70dlagd5naeaa,"QB, FS",Bessemer Academy,AL,1983,1983,180.3,101,158,0.639,27,2,142,11,2020,sacks
428,Trent,Boatright,Trent Boatright,/ok/mcalester/mcalester-buffaloes/athletes/trent-boatright/football/stats/?careerid=68v5fuh87qobb,68v5fuh87qobb,QB,McAlester,OK,1982,1982,165.2,121,179,0.676,11,5,113,12,2020,sacks
429,Conner,Robinson,Conner Robinson,/oh/circleville/logan-elm-braves/athletes/conner-robinson/football/stats/?careerid=37bt3t2ucqb11,37bt3t2ucqb11,"QB, FS",Logan Elm,OH,1981,1981,198.1,127,209,0.608,27,12,108,10,2020,sacks
430,Kj,Lee,Kj Lee,/ga/brunswick/brunswick-pirates/athletes/kj-lee/football/stats/?careerid=uch6b95c8gl33,uch6b95c8gl33,QB,Brunswick,GA,1981,1981,165.1,127,196,0.648,20,10,111,12,2020,sacks
431,Johnnie,W holland,Johnnie W holland,/nc/newton-grove/midway-raiders/athletes/johnnie-w-holland/football/stats/?careerid=fn16tjmr287qa,fn16tjmr287qa,QB,Midway,NC,1977,1977,282.4,121,183,0.661,22,2,137,7,2020,sacks
432,Lucas,Lenhoff,Lucas Lenhoff,/ca/calabasas/calabasas-coyotes/athletes/lucas-lenhoff/football/stats/?careerid=fruilmrkbemo8,fruilmrkbemo8,QB,Myers Park,NC,1977,1977,197.7,113,186,0.608,29,6,123,10,2020,sacks
433,Mitchell,Gibbons,Mitchell Gibbons,/tn/oak-ridge/oak-ridge-wildcats/athletes/mitchell-gibbons/football/stats/?careerid=enjard314khee,enjard314khee,"QB, DB",Oak Ridge,TN,1976,1976,152.0,154,282,0.546,21,9,88,13,2020,sacks
434,Luis,Rivera,Luis Rivera,/tx/el-paso/hanks-knights/athletes/luis-rivera/football/stats/?careerid=tiq7onbcb2l11,tiq7onbcb2l11,"QB, ILB",Hanks,TX,1970,1970,281.4,144,275,0.524,17,10,81,7,2020,sacks
435,Drew,Mathe,Drew Mathe,/al/birmingham/briarwood-christian-lions/athletes/drew-mathe/football/stats/?careerid=v05fsbm8558i2,v05fsbm8558i2,,Briarwood Christian,AL,1969,1969,164.1,150,246,0.61,13,9,89,12,2020,sacks
436,Diego,Tello,Diego Tello,/tx/austin/bowie-bulldogs/athletes/diego-tello/football/stats/?careerid=gt0iu8k6k61l5,gt0iu8k6k61l5,QB,Bowie,TX,1969,1969,281.3,125,186,0.672,22,8,124,7,2020,sacks
437,Ross,Kuhn,Ross Kuhn,/oh/ashland/crestview-cougars/athletes/ross-kuhn/football/stats/?careerid=p9n9ch2gnu2cc,p9n9ch2gnu2cc,"QB, CB",Crestview,OH,1969,1969,179.0,106,164,0.646,18,5,130,11,2020,sacks
438,Jacobi,Nolen,Jacobi Nolen,/ar/prescott/prescott-curley-wolves/athletes/jacobi-nolen/football/stats/?careerid=995tls8dcqjbb,995tls8dcqjbb,"QB, OLB",Prescott,AR,1969,1969,196.9,81,138,0.587,29,3,134,10,2020,sacks
439,Keegan,Patterson,Keegan Patterson,/co/longmont/longmont-trojans/athletes/keegan-patterson/football/stats/?careerid=8srp83pqbuqee,8srp83pqbuqee,"QB, SS",Longmont,CO,1968,1968,328.0,182,268,0.679,14,11,90,6,2020,sacks
440,Luke,Holloway,Luke Holloway,/ga/blue-ridge/fannin-county-rebels/athletes/luke-holloway/football/stats/?careerid=ufj0i3a3aujm6,ufj0i3a3aujm6,QB,Fannin County,GA,1967,1967,178.8,129,223,0.578,26,3,120,11,2020,sacks
441,Bo,Swartz,Bo Swartz,/pa/rural-valley/west-shamokin-wolves/athletes/bo-swartz/football/stats/?careerid=2r5nene5s6bvf,2r5nene5s6bvf,"QB, CB",West Shamokin,PA,1966,1966,245.8,127,209,0.608,20,7,110,8,2020,sacks
442,Gabe,Huitt,Gabe Huitt,/nc/shelby/shelby-golden-lions/athletes/gabe-huitt/football/stats/?careerid=s1lmrbmjmspg0,s1lmrbmjmspg0,QB,Shelby,NC,1960,1960,245.0,138,211,0.654,18,8,108,8,2020,sacks
443,Khamoni,Robinson,Khamoni Robinson,/nc/monroe/monroe-redhawks/athletes/khamoni-robinson/football/stats/?careerid=0sb64md735ep9,0sb64md735ep9,"QB, WR",Monroe,NC,1960,1960,196.0,108,181,0.597,17,7,112,10,2020,sacks
444,Maxwell,Milton,Maxwell Milton,/in/carmel/carmel-greyhounds/athletes/maxwell-milton/football/stats/?careerid=u6p0fdfpiiv99,u6p0fdfpiiv99,QB,Heritage Christian,IN,1958,1958,178.0,139,238,0.584,28,11,105,11,2020,sacks
445,Jered,Sherman,Jered Sherman,/tx/missouri-city/fort-bend-hightower-hurricanes/athletes/jered-sherman/football/stats/?careerid=jleu6fh8ah555,jleu6fh8ah555,"QB, ATH",Fort Bend Hightower,TX,1958,1958,195.8,134,228,0.588,21,1,116,10,2020,sacks
446,Braden,St. ama,Braden St. ama,/tx/fort-worth/vr-eaton-eagles/athletes/braden-st-ama/football/stats/?careerid=g6s11lqo88288,g6s11lqo88288,"QB, TE",V.R. Eaton,TX,1958,1958,150.6,128,220,0.582,21,11,99,13,2020,sacks
447,Will,Dart,Will Dart,/ut/spanish-fork/spanish-fork-dons/athletes/will-dart/football/stats/?careerid=ai7kj9ir12s22,ai7kj9ir12s22,QB,Spanish Fork,UT,1956,1956,163.0,134,254,0.528,15,16,72,12,2020,sacks
448,Dior,Bradfield,Dior Bradfield,/tx/pflugerville/weiss-wolves/athletes/dior-bradfield/football/stats/?careerid=48h3shel0gco8,48h3shel0gco8,QB,Weiss,TX,1955,1955,325.8,129,205,0.629,22,0,130,6,2020,sacks
449,Caleb,Sullivan,Caleb Sullivan,/ut/grantsville/grantsville-cowboys/athletes/caleb-sullivan/football/stats/?careerid=p1gij0rlkq800,p1gij0rlkq800,,Grantsville,UT,1954,1954,150.3,182,297,0.613,15,10,83,13,2020,sacks
450,Dylan,Mcnamara,Dylan Mcnamara,/fl/naples/barron-collier-cougars/athletes/dylan-mcnamara/football/stats/?careerid=1ooijrlhvi3n7,1ooijrlhvi3n7,QB,Barron Collier,FL,1953,1953,217.0,139,303,0.459,16,8,74,9,2020,sacks
451,Chris,Teten,Chris Teten,/tx/dublin/dublin-lions/athletes/chris-teten/football/stats/?careerid=8hso0lej35n66,8hso0lej35n66,"QB, OLB",Dublin,TX,1952,1952,216.9,146,290,0.503,15,17,65,9,2020,sacks
452,Caleb,Pierce,Caleb Pierce,/fl/tampa/hillsborough-terriers/athletes/caleb-pierce/football/stats/?careerid=e7iss1bjimdj3,e7iss1bjimdj3,QB,Hillsborough,FL,1951,1951,195.1,107,196,0.546,17,10,97,10,2020,sacks
453,Lucas,Prewitt,Lucas Prewitt,/in/fishers/fishers-tigers/athletes/lucas-prewitt/football/stats/?careerid=0i7jv4jksv422,0i7jv4jksv422,"QB, OLB",Fishers,IN,1950,1950,177.3,167,270,0.619,13,8,87,11,2020,sacks
454,Zyquez,Perryman,Zyquez Perryman,/al/pleasant-grove/pleasant-grove-spartans/athletes/zyquez-perryman/football/stats/?careerid=f7aosc95e55ue,f7aosc95e55ue,"QB, WR",Pleasant Grove,AL,1950,1950,195.0,123,183,0.672,24,1,140,10,2020,sacks
455,Ayden,Helm,Ayden Helm,/ut/herriman/mountain-ridge-sentinels/athletes/ayden-helm/football/stats/?careerid=ev0rf60ho9uh1,ev0rf60ho9uh1,"QB, WR",Mountain Ridge,UT,1949,1949,216.6,138,291,0.474,15,14,67,9,2020,sacks
456,Folger,Boaz,Folger Boaz,/nc/pilot-mountain/east-surry-cardinals/athletes/folger-boaz/football/stats/?careerid=v7th5udojf811,v7th5udojf811,QB,East Surry,NC,1949,1949,194.9,117,191,0.613,19,3,122,10,2020,sacks
457,Beau,Brungard,Beau Brungard,/oh/new-middletown/springfield-tigers/athletes/beau-brungard/football/stats/?careerid=324o2ambd86dd,324o2ambd86dd,"QB, SS",Springfield,OH,1948,1948,162.3,130,189,0.688,19,2,131,12,2020,sacks
458,Roland,Harvey,Roland Harvey,/tx/houston/westbury-huskies/athletes/roland-harvey/football/stats/?careerid=ivbkn5l2k3th1,ivbkn5l2k3th1,QB,Fort Bend Marshall,TX,1947,1947,149.8,109,185,0.589,28,1,132,13,2020,sacks
459,Carson,Rodgers,Carson Rodgers,/tx/houston/st-pius-x-panthers/athletes/carson-rodgers/football/stats/?careerid=4h4904nlsc7k4,4h4904nlsc7k4,QB,St. Pius X,TX,1946,1946,243.2,109,174,0.626,21,5,128,8,2020,sacks
460,Carter,Sintek,Carter Sintek,/ne/fremont/fremont-tigers/athletes/carter-sintek/football/stats/?careerid=veuunkv4lhmff,veuunkv4lhmff,QB,Fremont,NE,1945,1945,194.5,128,206,0.621,20,7,111,10,2020,sacks
461,Logyn,Ratliff,Logyn Ratliff,/oh/new-lexington/new-lexington-panthers/athletes/logyn-ratliff/football/stats/?careerid=45fb9jlj4j1p9,45fb9jlj4j1p9,"QB, FS",New Lexington,OH,1940,1940,242.5,127,195,0.651,18,6,116,8,2020,sacks
462,Eli,Moore,Eli Moore,/fl/fort-myers/southwest-florida-christian-kings/athletes/eli-moore/football/stats/?careerid=t8vhkkau9catd,t8vhkkau9catd,QB,Southwest Florida Christian,FL,1940,1940,242.5,120,244,0.492,17,12,79,8,2020,sacks
463,William,Robinson,William Robinson,/ga/athens/clarke-central-gladiators/athletes/william-robinson/football/stats/?careerid=avsoctsfov9sc,avsoctsfov9sc,QB,Clarke Central,GA,1937,1937,176.1,102,189,0.54,14,6,101,11,2020,sacks
464,Jack,Studebaker,Jack Studebaker,/tx/pampa/pampa-harvesters/athletes/jack-studebaker/football/stats/?careerid=7i7ko053tdpg0,7i7ko053tdpg0,QB,Pampa,TX,1936,1936,215.1,169,252,0.671,22,9,104,9,2020,sacks
465,Andrew,Smith,Andrew Smith,/tn/jackson/university-school-of-jackson-bruins/athletes/andrew-smith/football/stats/?careerid=4hc8vmkilgeaa,4hc8vmkilgeaa,"QB, WR",University School of Jackson,TN,1936,1936,176.0,139,240,0.579,22,2,111,11,2020,sacks
466,Dylan,Bisson,Dylan Bisson,/nc/mt-holly/mountain-island-charter-raptors/athletes/dylan-bisson/football/stats/?careerid=bm3tes58rdfvf,bm3tes58rdfvf,QB,Mountain Island Charter,NC,1935,1935,322.5,97,149,0.651,15,5,128,6,2020,sacks
467,Zhawn,Holden,Zhawn Holden,/tx/stamford/stamford-bulldogs/athletes/zhawn-holden/football/stats/?careerid=pnvlglok0p5qa,pnvlglok0p5qa,,Stamford,TX,1934,1934,193.4,190,319,0.596,26,13,87,10,2020,sacks
468,Gavin,Sukup,Gavin Sukup,/ne/seward/seward-bluejays/athletes/gavin-sukup/football/stats/?careerid=v2fchr3jljv00,v2fchr3jljv00,"QB, FS",Seward,NE,1934,1934,193.4,150,276,0.543,14,8,81,10,2020,sacks
469,Ashton,Kelley,Ashton Kelley,/tn/franklin/grace-christian-academy-lions/athletes/ashton-kelley/football/stats/?careerid=3i9g94q9o74ue,3i9g94q9o74ue,QB,Grace Christian Academy,TN,1932,1932,175.6,179,295,0.607,15,7,87,11,2020,sacks
470,Ashton,Nunes,Ashton Nunes,/fl/freeport/freeport-bulldogs/athletes/ashton-nunes/football/stats/?careerid=ejl42ecne97ff,ejl42ecne97ff,QB,Freeport,FL,1930,1930,214.4,148,268,0.552,18,14,79,9,2020,sacks
471,Zane,Flores,Zane Flores,/ne/gretna/gretna-dragons/athletes/zane-flores/football/stats/?careerid=l20npddhlguh1,l20npddhlguh1,QB,Gretna,NE,1926,1926,240.8,145,209,0.694,18,3,121,8,2020,sacks
472,Titan,Williamson,Titan Williamson,/fl/seffner/seffner-christian-crusaders/athletes/titan-williamson/football/stats/?careerid=ffhnavj1et000,ffhnavj1et000,QB,Seffner Christian,FL,1922,1922,147.8,172,300,0.573,20,10,85,13,2020,sacks
473,Michael,Mccord,Michael Mccord,/sc/greer/riverside-warriors/athletes/michael-mccord/football/stats/?careerid=m1mg9e5fkl666,m1mg9e5fkl666,QB,Riverside,SC,1920,1920,320.0,112,212,0.528,16,7,95,6,2020,sacks
474,Arch,Manning,Arch Manning,/la/new-orleans/newman-greenies/athletes/arch-manning/football/stats/?careerid=tioj410u1sgrb,tioj410u1sgrb,,Newman,LA,1919,1919,191.9,149,220,0.677,21,7,113,10,2020,sacks
475,Ryan,Bolton,Ryan Bolton,/tn/knoxville/knoxville-central-bobcats/athletes/ryan-bolton/football/stats/?careerid=0if6ksseaqf88,0if6ksseaqf88,"QB, P",Knoxville Central,TN,1918,1918,159.8,146,245,0.596,17,9,92,12,2020,sacks
476,Gavin,Gosnell,Gavin Gosnell,/nc/hendersonville/hendersonville-bearcats/athletes/gavin-gosnell/football/stats/?careerid=cc90prg918maa,cc90prg918maa,QB,Hendersonville,NC,1916,1916,191.6,120,231,0.519,14,3,95,10,2020,sacks
477,Will,Daniel,Will Daniel,/sc/charleston/bishop-england-battling-bishops/athletes/will-daniel/football/stats/?careerid=8h89vk73d2ii2,8h89vk73d2ii2,WR,First Baptist School,SC,1916,1916,239.5,94,157,0.599,22,4,132,8,2020,sacks
478,Tanner,Curry,Tanner Curry,/ks/overland-park/blue-valley-southwest-timberwolves/athletes/tanner-curry/football/stats/?careerid=6h78orci2o3cc,6h78orci2o3cc,"QB, FS",Blue Valley Southwest,KS,1914,1914,239.2,141,256,0.551,16,5,92,8,2020,sacks
479,J'uan,Swanson,J'uan Swanson,/in/indianapolis/ben-davis-giants/athletes/juan-swanson/football/stats/?careerid=2inrtvmvtt8rb,2inrtvmvtt8rb,QB,Ben Davis,IN,1913,1913,147.2,139,241,0.577,20,9,95,13,2020,sacks
480,Ben,Ward,Ben Ward,/ok/pryor/pryor-tigers/athletes/ben-ward/football/stats/?careerid=06786llg57ap9,06786llg57ap9,QB,Pryor,OK,1912,1912,212.4,126,218,0.578,24,10,104,9,2020,sacks
481,Noah,Fuailetolo,Noah Fuailetolo,/ut/st-george/desert-hills-thunder/athletes/noah-fuailetolo/football/stats/?careerid=38jk5718ut1n7,38jk5718ut1n7,QB,Desert Hills,UT,1909,1909,159.1,139,251,0.554,19,6,95,12,2020,sacks
482,Cody,Soliday,Cody Soliday,/ga/ocilla/irwin-county-indians/athletes/cody-soliday/football/stats/?careerid=tmkktdugp1255,tmkktdugp1255,QB,Irwin County,GA,1908,1908,127.2,114,208,0.548,23,7,109,15,2020,sacks
483,Jackson,Edge,Jackson Edge,/tx/fulshear/fulshear-chargers/athletes/jackson-edge/football/stats/?careerid=pldp71lkodtqa,pldp71lkodtqa,"QB, WR",Fulshear,TX,1907,1907,190.7,162,277,0.585,21,12,87,10,2020,sacks
484,Jakob,Foss,Jakob Foss,/al/huntsville/grissom-tigers/athletes/jakob-foss/football/stats/?careerid=g3qvm98dlsabb,g3qvm98dlsabb,QB,Grissom,AL,1906,1906,173.3,130,242,0.537,19,6,96,11,2020,sacks
485,Tate,Yardley,Tate Yardley,/tx/tuscola/jim-ned-indians/athletes/tate-yardley/football/stats/?careerid=jvuknjlsog7o8,jvuknjlsog7o8,"QB, WR",Jim Ned,TX,1904,1904,136.0,130,218,0.596,19,7,104,14,2020,sacks
486,Jaheim,Brown,Jaheim Brown,/ar/fordyce/fordyce-redbugs/athletes/jaheim-brown/football/stats/?careerid=kkt2t47cmu111,kkt2t47cmu111,QB,Fordyce,AR,1902,1902,135.9,104,159,0.654,26,9,122,14,2020,sacks
487,Seve,Moreno,Seve Moreno,/az/goodyear/estrella-foothills-wolves/athletes/seve-moreno/football/stats/?careerid=ik62j08kkt011,ik62j08kkt011,,Estrella Foothills,AZ,1901,1901,237.6,138,232,0.595,18,8,97,8,2020,sacks
488,Jaylond,Police,Jaylond Police,/tx/mesquite/poteet-pirates/athletes/jaylond-police/football/stats/?careerid=8rcb7k7uq53ff,8rcb7k7uq53ff,"QB, FS",Poteet,TX,1901,1901,190.1,129,228,0.566,22,5,107,10,2020,sacks
489,Chrishaad,Rupert,Chrishaad Rupert,/ms/macon/noxubee-county-tigers/athletes/chrishaad-rupert/football/stats/?careerid=8vkam60rtlr11,8vkam60rtlr11,QB,Noxubee County,MS,1898,1898,189.8,123,215,0.572,15,9,92,10,2020,sacks
490,Patrick,Duchien,Patrick Duchien,/mt/florence/florence-carlton-falcons/athletes/patrick-duchien/football/stats/?careerid=br9or5pmtpbl5,br9or5pmtpbl5,"QB, OLB",Florence-Carlton,MT,1895,1895,210.6,119,210,0.567,26,13,101,9,2020,sacks
491,Omari,Smith,Omari Smith,/nc/durham/southern-school-of-energy-and-sustainability-spartans/athletes/omari-smith/football/stats/?careerid=ug20prq6dgm33,ug20prq6dgm33,QB,Southern School of Energy and Sustainability,NC,1895,1895,315.8,95,133,0.714,19,2,147,6,2020,sacks
492,Kameron,Kincheon,Kameron Kincheon,/tx/houston/king-panthers/athletes/kameron-kincheon/football/stats/?careerid=0a74ff4tor6i2,0a74ff4tor6i2,QB,King,TX,1893,1893,157.8,129,206,0.626,21,4,118,12,2020,sacks
493,Zevi,Eckhaus,Zevi Eckhaus,/ca/culver-city/culver-city-centaurs/athletes/zevi-eckhaus/football/stats/?careerid=da6jtkbo9mkdd,da6jtkbo9mkdd,QB,Culver City,CA,1893,1893,378.6,107,137,0.781,24,1,156,5,2020,sacks
494,Gehrig,Slunaker,Gehrig Slunaker,/in/fortville/mt-vernon-marauders/athletes/gehrig-slunaker/football/stats/?careerid=u7t9vs35el344,u7t9vs35el344,"QB, ATH",Mt. Vernon,IN,1889,1889,145.3,144,246,0.585,22,9,97,13,2020,sacks
495,Aj,Simpkins,Aj Simpkins,/nc/charlotte/charlotte-christian-knights/athletes/aj-simpkins/football/stats/?careerid=v2kudeel6son7,v2kudeel6son7,QB,Christ School,NC,1888,1888,236.0,110,160,0.688,19,7,130,8,2020,sacks
496,Cardell,Williams,Cardell Williams,/tx/houston/westfield-mustangs/athletes/cardell-williams/football/stats/?careerid=vmsfd96pmgtcc,vmsfd96pmgtcc,QB,Westfield,TX,1887,1887,188.7,112,189,0.593,20,9,108,10,2020,sacks
497,Calvin,German,Calvin German,/pa/clarion/central-clarion-clarion-clarion-limestone-north-clarion-/athletes/calvin-german/football/stats/?careerid=mu6baqrsaoacc,mu6baqrsaoacc,QB,Central Clarion [Clarion/Clarion-Limestone/North Clarion],PA,1884,1884,269.1,110,212,0.519,22,8,101,7,2020,sacks
498,Will,Morris,Will Morris,/ms/meridian/lamar-raiders/athletes/will-morris/football/stats/?careerid=et7h1nf8oedee,et7h1nf8oedee,"QB, LB",Lamar,MS,1884,1884,188.4,96,172,0.558,21,7,117,10,2020,sacks
499,Korey,Griffith,Korey Griffith,/nc/asheville/erwin-warriors/athletes/korey-griffith/football/stats/?careerid=3cq4kap7m9jp9,3cq4kap7m9jp9,QB,Erwin,NC,1882,1882,268.9,137,218,0.628,23,7,112,7,2020,sacks
500,Jake,Pugh,Jake Pugh,/pa/jefferson-hills/thomas-jefferson-jaguars/athletes/jake-pugh/football/stats/?careerid=6pcq6416gffk4,6pcq6416gffk4,"QB, DB",Thomas Jefferson,PA,1881,1881,188.1,113,192,0.589,25,8,114,10,2020,sacks
