sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,yds,yds_g,comp,att,pct,td,int,rate,games_played,year,category
440,Carson,Proctor,Carson Proctor,/fl/vero-beach/vero-beach-indians/athletes/carson-proctor/football/stats/?careerid=7euk6cs0nik00,7euk6cs0nik00,QB,Vero Beach,FL,2515,2515,228.6,180,280,0.643,23,7,110,11,2015,sacks
441,Deshun,Qualls,Deshun Qualls,/tx/houston/jersey-village-falcons/athletes/deshun-qualls/football/stats/?careerid=64j81bd7d32cc,64j81bd7d32cc,QB,Jersey Village,TX,2512,2512,251.2,172,277,0.621,26,7,112,10,2015,sacks
442,Wesley,Clawson,Wesley Clawson,/ca/red-bluff/red-bluff-spartans/athletes/wesley-clawson/football/stats/?careerid=f767js0gm6rcc,f767js0gm6rcc,"QB, FS",Red Bluff,CA,2511,2511,251.1,163,322,0.506,23,13,84,10,2015,sacks
443,Landry,Turner,Landry Turner,/tx/springtown/springtown-porcupines/athletes/landry-turner/football/stats/?careerid=21eoh6097pd00,21eoh6097pd00,"QB, CB",Graham,TX,2509,2509,228.1,179,292,0.613,24,11,101,11,2015,sacks
444,Kyle,Smith,Kyle Smith,/ct/hamden/hamden-hall-country-day-hornets/athletes/kyle-smith/football/stats/?careerid=hi4npuc6nql33,hi4npuc6nql33,QB,Hamden Hall Country Day,CT,2509,2509,250.9,160,259,0.618,28,3,125,10,2015,sacks
445,Ed,Escobar,Ed Escobar,/ca/edwards-afb/desert-scorpions/athletes/ed-escobar/football/stats/?careerid=t9h849f3eeptd,t9h849f3eeptd,,Desert,CA,2509,2509,209.1,140,248,0.565,32,11,112,12,2015,sacks
446,Keith,Tarango lopez,Keith Tarango lopez,/tx/el-paso/eastlake-falcons/athletes/keith-tarango-lopez/football/stats/?careerid=8671pnl0hotg0,8671pnl0hotg0,QB,Eastlake,TX,2507,2507,192.8,161,268,0.601,24,11,104,13,2015,sacks
447,Dillon,Sterling-Cole,Dillon Sterling-Cole,/tx/houston/westfield-mustangs/athletes/dillon-sterling-cole/football/stats/?careerid=l9c052repnhrb,l9c052repnhrb,QB,Westfield,TX,2507,2507,208.9,119,196,0.607,28,4,136,12,2015,sacks
448,Rhett,Rodriguez,Rhett Rodriguez,/az/tucson/catalina-foothills-falcons/athletes/rhett-rodriguez/football/stats/?careerid=j611i6eufqo11,j611i6eufqo11,QB,Catalina Foothills,AZ,2503,2503,208.6,157,236,0.665,20,2,126,12,2015,sacks
449,Noah,Smith,Noah Smith,/ga/villa-rica/villa-rica-wildcats/athletes/noah-smith/football/stats/?careerid=5f23e3ts7nr55,5f23e3ts7nr55,QB,Villa Rica,GA,2502,2502,250.2,172,302,0.57,19,6,97,10,2015,sacks
450,Hunter,Welch,Hunter Welch,/ar/crossett/crossett-eagles/athletes/hunter-welch/football/stats/?careerid=k9a2nkmp4q9n7,k9a2nkmp4q9n7,"QB, P",Crossett,AR,2502,2502,250.2,141,248,0.569,23,10,106,10,2015,sacks
451,Jimmy,Lahay,Jimmy Lahay,/md/reisterstown/franklin-indians/athletes/jimmy-lahay/football/stats/?careerid=ooif7vl40sn44,ooif7vl40sn44,"QB, MLB",Franklin,MD,2501,2501,208.4,148,277,0.534,37,9,110,12,2015,sacks
452,Malachi,Broadnax,Malachi Broadnax,/tx/cedar-hill/trinity-leadership-tigers/athletes/malachi-broadnax/football/stats/?careerid=5hfqrijci5u44,5hfqrijci5u44,QB,Trinity Leadership,TX,2501,2501,178.6,146,273,0.535,28,10,104,14,2015,sacks
453,"Augusto ""aj""",Colagiovanni,"Augusto ""aj"" Colagiovanni",/fl/bradenton/manatee-hurricanes/athletes/augusto-aj-colagiovanni/football/stats/?careerid=mjjsmsl7rajqa,mjjsmsl7rajqa,QB,Manatee,FL,2500,2500,208.3,175,275,0.636,21,7,108,12,2015,sacks
454,Rene,Ortega,Rene Ortega,/tx/los-fresnos/los-fresnos-falcons/athletes/rene-ortega/football/stats/?careerid=tn8aspt5qk5k4,tn8aspt5qk5k4,QB,Los Fresnos,TX,2500,2500,250.0,161,255,0.631,25,11,110,10,2015,sacks
455,Danny,Vanden boom,Danny Vanden boom,/wi/kimberly/kimberly-papermakers/athletes/danny-vanden-boom/football/stats/?careerid=lo2d55kongvvf,lo2d55kongvvf,QB,Kimberly,WI,2499,2499,178.5,145,211,0.687,25,0,148,14,2015,sacks
456,Ben,Young,Ben Young,/nc/bakersville/mitchell-mountaineers/athletes/ben-young/football/stats/?careerid=d8kcp7m48ikaa,d8kcp7m48ikaa,"QB, DB",Mitchell,NC,2498,2498,156.1,144,253,0.569,20,12,97,16,2015,sacks
457,Sean,Lacey,Sean Lacey,/oh/wooster/triway-titans/athletes/sean-lacey/football/stats/?careerid=3r0gfefpbp6sc,3r0gfefpbp6sc,"QB, FS",Triway,OH,2492,2492,249.2,231,400,0.578,19,14,77,10,2015,sacks
458,Chase,Andries,Chase Andries,/in/beech-grove/beech-grove-hornets/athletes/chase-andries/football/stats/?careerid=9mq2f1o6en488,9mq2f1o6en488,"QB, FS",Beech Grove,IN,2491,2491,249.1,149,248,0.601,23,6,115,10,2015,sacks
459,Cole,Copeland,Cole Copeland,/tn/cleveland/bradley-central-bears/athletes/cole-copeland/football/stats/?careerid=l70nuoq79visc,l70nuoq79visc,"QB, CB",Bradley Central,TN,2489,2489,226.3,187,281,0.665,26,7,115,11,2015,sacks
460,Nick,Szpor,Nick Szpor,/ca/fresno/central-east-bengals/athletes/nick-szpor/football/stats/?careerid=7j93nk19ucbff,7j93nk19ucbff,QB,Central East,CA,2489,2489,207.4,185,328,0.564,22,8,93,12,2015,sacks
461,Cj,Horn,Cj Horn,/tx/tenaha/tenaha-tigers/athletes/cj-horn/football/stats/?careerid=getus71m98gn7,getus71m98gn7,"QB, SS",Tenaha,TX,2488,2488,207.3,154,235,0.655,30,9,124,12,2015,sacks
462,Gabe,Ortega,Gabe Ortega,/nm/rio-rancho/cleveland-storm/athletes/gabe-ortega/football/stats/?careerid=dfm98soh490dd,dfm98soh490dd,"FS, QB",Cleveland,NM,2486,2486,191.2,159,244,0.652,25,5,124,13,2015,sacks
463,Miles,Harlow,Miles Harlow,/wa/eastsound/orcas-island-lopez/athletes/miles-harlow/football/stats/?careerid=j8eug5friiuo8,j8eug5friiuo8,"QB, FS",Orcas Island/Lopez,WA,2486,2486,248.6,153,265,0.577,36,10,113,10,2015,sacks
464,Clay,Roberts,Clay Roberts,/tx/houston/st-pius-x-panthers/athletes/clay-roberts/football/stats/?careerid=melt9d865auue,melt9d865auue,QB,St. Pius X,TX,2485,2485,276.1,152,263,0.578,32,4,123,9,2015,sacks
465,Wendell,Anderson,Wendell Anderson,/il/chicago/north-lawndale-phoenix/athletes/wendell-anderson/football/stats/?careerid=c9k6gphjikao8,c9k6gphjikao8,QB,North Lawndale,IL,2485,2485,276.1,138,181,0.762,24,7,141,9,2015,sacks
466,Caelan,Christian,Caelan Christian,/fl/gainesville/gainesville-hurricanes/athletes/caelan-christian/football/stats/?careerid=mvr3mh3fr7h66,mvr3mh3fr7h66,"QB, P",Gainesville,FL,2484,2484,225.8,179,290,0.617,21,4,108,11,2015,sacks
467,Michael,Goodwin,Michael Goodwin,/tx/tyler/bishop-gorman-crusaders/athletes/michael-goodwin/football/stats/?careerid=njmu0s7mftqg0,njmu0s7mftqg0,"QB, WR",Bishop Gorman,TX,2483,2483,225.7,155,243,0.638,22,5,119,11,2015,sacks
468,Logan,Koch,Logan Koch,/ks/shawnee/mill-valley-jaguars/athletes/logan-koch/football/stats/?careerid=tvi4hq5cravn7,tvi4hq5cravn7,"QB, WR",Mill Valley,KS,2483,2483,191.0,145,220,0.659,32,8,128,13,2015,sacks
469,Austin,Nuessle,Austin Nuessle,/az/scottsdale/desert-mountain-wolves/athletes/austin-nuessle/football/stats/?careerid=ije0s7c2pnk55,ije0s7c2pnk55,QB,Desert Mountain,AZ,2479,2479,225.4,239,405,0.59,29,11,89,11,2015,sacks
470,Clayton,Ladsten,Clayton Ladsten,/wi/green-bay/green-bay-southwest-fighting-trojans/athletes/clayton-ladsten/football/stats/?careerid=hfu4tet7ld9k4,hfu4tet7ld9k4,QB,Green Bay Southwest,WI,2478,2478,247.8,218,369,0.591,25,12,88,10,2015,sacks
471,Erik,Benjamin,Erik Benjamin,/pa/lancaster/manheim-township-blue-streaks/athletes/erik-benjamin/football/stats/?careerid=2mb4tjtpfo522,2mb4tjtpfo522,QB,Manheim Township,PA,2476,2476,206.3,151,254,0.594,31,5,124,12,2015,sacks
472,Reece,Wiseman,Reece Wiseman,/md/baltimore/perry-hall-gators/athletes/reece-wiseman/football/stats/?careerid=vvjcisip3ibdd,vvjcisip3ibdd,"QB, P",Perry Hall,MD,2476,2476,247.6,143,235,0.609,31,10,119,10,2015,sacks
473,Montel,Aaron,Montel Aaron,/ca/antelope/antelope-titans/athletes/montel-aaron/football/stats/?careerid=tisucoejg20sc,tisucoejg20sc,QB,Antelope,CA,2474,2474,190.3,155,238,0.651,29,6,129,13,2015,sacks
474,Dallas,Earnhardt,Dallas Earnhardt,/ga/rabun-gap/rabun-gap-nacoochee-eagles/athletes/dallas-earnhardt/football/stats/?careerid=7vlp5hbvmfi66,7vlp5hbvmfi66,"QB, CB",Rabun Gap-Nacoochee,GA,2473,2473,206.1,151,264,0.572,32,11,111,12,2015,sacks
475,Dj,Johnson,Dj Johnson,/fl/st-petersburg/gibbs-gladiators/athletes/dj-johnson/football/stats/?careerid=eeeb1t3d4rul5,eeeb1t3d4rul5,"QB, SB",Gibbs,FL,2466,2466,246.6,131,231,0.567,27,8,118,10,2015,sacks
476,Michael,Alvarez,Michael Alvarez,/ca/fresno/san-joaquin-memorial-panthers/athletes/michael-alvarez/football/stats/?careerid=r56r9robnhvaa,r56r9robnhvaa,"QB, WR",San Joaquin Memorial,CA,2465,2465,189.6,165,289,0.571,19,11,91,13,2015,sacks
477,Lawsen,Matteson,Lawsen Matteson,/id/homedale/homedale-trojans/athletes/lawsen-matteson/football/stats/?careerid=ia68i056snel5,ia68i056snel5,"QB, FS",Homedale,ID,2463,2463,273.7,184,276,0.667,34,9,121,9,2015,sacks
478,Bradley,Hunnicutt,Bradley Hunnicutt,/ga/gray/jones-county-greyhounds/athletes/bradley-hunnicutt/football/stats/?careerid=o3hnsc23h1due,o3hnsc23h1due,QB,Jones County,GA,2463,2463,223.9,160,248,0.645,21,3,120,11,2015,sacks
479,Brantley,Mauldin,Brantley Mauldin,/ga/dallas/paulding-county-patriots/athletes/brantley-mauldin/football/stats/?careerid=q7l6844fcn366,q7l6844fcn366,QB,Paulding County,GA,2463,2463,246.3,156,269,0.58,12,9,89,10,2015,sacks
480,Holton,Ahlers,Holton Ahlers,/nc/greenville/dh-conley-vikings/athletes/holton-ahlers/football/stats/?careerid=2ge2ukr14fo77,2ge2ukr14fo77,QB,D.H. Conley,NC,2457,2457,175.5,132,262,0.504,27,10,102,14,2015,sacks
481,Braden,Hudson,Braden Hudson,/ok/oklahoma-city/putnam-city-pirates/athletes/braden-hudson/football/stats/?careerid=tc0hch5optjo8,tc0hch5optjo8,"QB, FS",Putnam City,OK,2456,2456,245.6,192,316,0.608,20,8,96,10,2015,sacks
482,Jeremy,Neuman,Jeremy Neuman,/mn/andover/andover-huskies/athletes/jeremy-neuman/football/stats/?careerid=29ed4g66hfv66,29ed4g66hfv66,QB,Andover,MN,2453,2453,223.0,192,358,0.536,27,12,86,11,2015,sacks
483,Jake,Franklin,Jake Franklin,/tx/grapevine/grapevine-faith-christian-lions/athletes/jake-franklin/football/stats/?careerid=navb364u2n8aa,navb364u2n8aa,QB,Grapevine Faith Christian,TX,2453,2453,188.7,126,199,0.633,26,6,133,13,2015,sacks
484,Isaac,Stiebeling,Isaac Stiebeling,/in/fort-wayne/fort-wayne-snider-panthers/athletes/isaac-stiebeling/football/stats/?careerid=3pak6his7llp9,3pak6his7llp9,QB,Fort Wayne Snider,IN,2447,2447,188.2,174,264,0.659,27,4,123,13,2015,sacks
485,Carlevon,Manuel,Carlevon Manuel,/ca/perris/perris-panthers/athletes/carlevon-manuel/football/stats/?careerid=5emooptbuk5o8,5emooptbuk5o8,QB,Perris,CA,2446,2446,244.6,181,281,0.644,28,10,110,10,2015,sacks
486,Kaden,Cordell,Kaden Cordell,/tx/sonora/sonora-broncos/athletes/kaden-cordell/football/stats/?careerid=9gqvgmorvd5m6,9gqvgmorvd5m6,QB,Sonora,TX,2442,2442,203.5,176,283,0.622,26,6,112,12,2015,sacks
487,Peyton,Hoffman,Peyton Hoffman,/tx/windthorst/windthorst-trojans/athletes/peyton-hoffman/football/stats/?careerid=0fvrt3vh9an88,0fvrt3vh9an88,QB,Windthorst,TX,2441,2441,203.4,179,311,0.576,25,18,85,12,2015,sacks
488,Tucker,Burkinshaw,Tucker Burkinshaw,/nc/cary/green-hope-falcons/athletes/tucker-burkinshaw/football/stats/?careerid=td6pgnalg6h99,td6pgnalg6h99,"QB, WR",Green Hope,NC,2441,2441,221.9,178,282,0.631,25,11,104,11,2015,sacks
489,Jj,Anderson,Jj Anderson,/ca/petaluma/casa-grande-gauchos/athletes/jj-anderson/football/stats/?careerid=dhna45ss1s655,dhna45ss1s655,QB,Casa Grande,CA,2439,2439,203.2,190,359,0.529,26,14,82,12,2015,sacks
490,avery,smith,avery smith,/nc/mount-airy/north-surry-greyhounds/athletes/avery-smith/football/stats/?careerid=11mek3vv1ijff,11mek3vv1ijff,QB,North Surry,NC,2439,2439,203.2,136,301,0.452,27,13,85,12,2015,sacks
491,Kahi,Neves,Kahi Neves,/ut/provo/timpview-thunderbirds/athletes/kahi-neves/football/stats/?careerid=e12l9uk92cc99,e12l9uk92cc99,QB,Timpview,UT,2439,2439,187.6,133,240,0.554,19,12,96,13,2015,sacks
492,Daniel,Aguirre,Daniel Aguirre,/ca/north-hills/monroe-vikings/athletes/daniel-aguirre/football/stats/?careerid=d8fgvj8ctogi2,d8fgvj8ctogi2,QB,Monroe,CA,2437,2437,203.1,202,338,0.598,21,11,89,12,2015,sacks
493,Javian,Byrd,Javian Byrd,/co/denver/george-washington-patriots/athletes/javian-byrd/football/stats/?careerid=ofh6s26i0be00,ofh6s26i0be00,QB,George Washington,CO,2435,2435,270.6,151,261,0.579,25,7,110,9,2015,sacks
494,Blake,Dever,Blake Dever,/fl/fort-lauderdale/st-thomas-aquinas-raiders/athletes/blake-dever/football/stats/?careerid=1jm3vhmdo2ftd,1jm3vhmdo2ftd,QB,Wellington,FL,2434,2434,221.3,141,267,0.528,26,8,104,11,2015,sacks
495,Logan,Harmeson,Logan Harmeson,/in/attica/attica-red-ramblers/athletes/logan-harmeson/football/stats/?careerid=c08judl1k2966,c08judl1k2966,"QB, MLB",Attica,IN,2433,2433,221.2,195,347,0.562,26,20,79,11,2015,sacks
496,Sam,Huckabee,Sam Huckabee,/mo/lees-summit/summit-christian-academy-eagles/athletes/sam-huckabee/football/stats/?careerid=prn55eqh4q1p9,prn55eqh4q1p9,QB,Summit Christian Academy,MO,2432,2432,221.1,143,237,0.603,27,8,119,11,2015,sacks
497,Will,Bearden,Will Bearden,/ga/lawrenceville/archer-tigers/athletes/will-bearden/football/stats/?careerid=g4nmb054g7tvf,g4nmb054g7tvf,QB,Archer,GA,2430,2430,202.5,150,217,0.691,23,3,136,12,2015,sacks
498,Hayden,Shelton,Hayden Shelton,/ky/louisville/male-bulldogs/athletes/hayden-shelton/football/stats/?careerid=i4nujr71bqldd,i4nujr71bqldd,QB,Male,KY,2429,2429,186.8,127,210,0.605,26,4,132,13,2015,sacks
499,Steven,Regis,Steven Regis,/tn/memphis/memphis-university-school-owls/athletes/steven-regis/football/stats/?careerid=ne5hd20dddv99,ne5hd20dddv99,"QB, LB",Memphis University School,TN,2428,2428,220.7,191,336,0.568,17,18,74,11,2015,sacks
500,Blake,Jaeckels,Blake Jaeckels,/ca/santa-maria/st-joseph-knights/athletes/blake-jaeckels/football/stats/?careerid=at5b3mjta2pdd,at5b3mjta2pdd,QB,St. Joseph,CA,2427,2427,202.2,178,296,0.601,24,7,104,12,2015,sacks
