sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,yds,yds_g,comp,att,pct,td,int,rate,games_played,year,category
108,Nick,Sellers,Nick Sellers,/in/fort-branch/gibson-southern-titans/athletes/nick-sellers/football/stats/?careerid=648bq779rap22,648bq779rap22,QB,Gibson Southern,IN,3292,3292,235.1,190,259,0.734,40,6,145,14,2015,sacks
109,Matt,Corral,Matt Corral,/ca/westlake-village/oaks-christian-lions/athletes/matt-corral/football/stats/?careerid=cd0qhm9897bsc,cd0qhm9897bsc,QB,Oaks Christian,CA,3283,3283,273.6,168,247,0.68,36,6,140,12,2015,sacks
110,Tanner,Riley,Tanner Riley,/tx/clyde/clyde-bulldogs/athletes/tanner-riley/football/stats/?careerid=bphqise3lsu33,bphqise3lsu33,"QB, DB",Clyde,TX,3280,3280,298.2,216,322,0.671,39,9,128,11,2015,sacks
111,Kody,Becenti,Kody Becenti,/nm/farmington/farmington-scorpions/athletes/kody-becenti/football/stats/?careerid=df3vp164aq988,df3vp164aq988,QB,Farmington,NM,3277,3277,273.1,212,359,0.591,30,7,109,12,2015,sacks
112,Niko,Harris,Niko Harris,/ca/chatsworth/sierra-canyon-trailblazers/athletes/niko-harris/football/stats/?careerid=v2eiep1e7ipg0,v2eiep1e7ipg0,"QB, K",Sierra Canyon,CA,3260,3260,217.3,181,274,0.661,47,6,137,15,2015,sacks
113,Gunner,Mefferd,Gunner Mefferd,/ca/rohnert-park/rancho-cotate-cougars/athletes/gunner-mefferd/football/stats/?careerid=o5q7ohk8j9uo8,o5q7ohk8j9uo8,"QB, P",Rancho Cotate,CA,3254,3254,250.3,200,332,0.602,38,9,120,13,2015,sacks
114,Tanner,Griffin,Tanner Griffin,/ok/bixby/bixby-spartans/athletes/tanner-griffin/football/stats/?careerid=m8c1qkvpaitk4,m8c1qkvpaitk4,"QB, P",Bixby,OK,3248,3248,249.8,233,405,0.575,21,14,86,13,2015,sacks
115,Bailey,Zappe,Bailey Zappe,/tx/victoria/victoria-east-titans/athletes/bailey-zappe/football/stats/?careerid=oolrcdnro7155,oolrcdnro7155,QB,Victoria East,TX,3241,3241,270.1,167,280,0.596,42,7,129,12,2015,sacks
116,Tyrus,Cook,Tyrus Cook,/fl/lake-butler/union-county-fightin-tigers/athletes/tyrus-cook/football/stats/?careerid=kneq2kihph077,kneq2kihph077,"QB, FS",Union County,FL,3232,3232,293.8,196,336,0.583,35,13,109,11,2015,sacks
117,Darius,Gordan,Darius Gordan,/oh/lima/lima-senior-spartans/athletes/darius-gordan/football/stats/?careerid=2tltolenr2sp9,2tltolenr2sp9,QB,Lima Senior,OH,3226,3226,268.8,186,313,0.594,35,14,113,12,2015,sacks
118,Mikey,Kidwell,Mikey Kidwell,/in/west-lafayette/west-lafayette-red-devils/athletes/mikey-kidwell/football/stats/?careerid=htr6g0k3j0ph1,htr6g0k3j0ph1,"QB, P",West Lafayette,IN,3218,3218,214.5,270,402,0.672,40,14,110,15,2015,sacks
119,Ashton,Posey,Ashton Posey,/tn/lewisburg/marshall-county-tigers/athletes/ashton-posey/football/stats/?careerid=rf5pt35dko5ff,rf5pt35dko5ff,QB,Marshall County,TN,3215,3215,229.6,233,334,0.698,28,9,117,14,2015,sacks
120,Cameron,Rising,Cameron Rising,/ca/newbury-park/newbury-park-panthers/athletes/cameron-rising/football/stats/?careerid=s8jum1qa03188,s8jum1qa03188,QB,Newbury Park,CA,3213,3213,292.1,191,319,0.599,40,1,132,11,2015,sacks
121,Danny,Zeigler,Danny Zeigler,/il/rochester/rochester-rockets/athletes/danny-zeigler/football/stats/?careerid=pen43vare6c99,pen43vare6c99,QB,Rochester,IL,3208,3208,267.3,169,265,0.638,40,5,137,12,2015,sacks
122,Blake,Gregory,Blake Gregory,/wa/sammamish/skyline-spartans/athletes/blake-gregory/football/stats/?careerid=4nmopajqnmp00,4nmopajqnmp00,QB,Skyline,WA,3207,3207,229.1,210,341,0.616,33,4,120,14,2015,sacks
123,Mario,Armendarez,Mario Armendarez,/az/phoenix/washington-rams/athletes/mario-armendarez/football/stats/?careerid=rlgd9jo5iip00,rlgd9jo5iip00,"QB, DB",Washington,AZ,3205,3205,320.5,207,400,0.518,34,16,90,10,2015,sacks
124,Ben,Purcell,Ben Purcell,/ca/fair-oaks/del-campo-cougars/athletes/ben-purcell/football/stats/?careerid=fqal3tvoo6j66,fqal3tvoo6j66,"QB, P",Del Campo,CA,3192,3192,266.0,202,322,0.627,38,8,125,12,2015,sacks
125,Coach,Crossland,Coach Crossland,/az/gilbert/higley-knights/athletes/coach-crossland/football/stats/?careerid=6k2pathfbvhcc,6k2pathfbvhcc,QB,Higley,AZ,3190,3190,290.0,238,367,0.649,38,11,114,11,2015,sacks
126,Josh,Green,Josh Green,/tx/boerne/boerne-champion-chargers/athletes/josh-green/football/stats/?careerid=1lb9hd2mcpql5,1lb9hd2mcpql5,QB,Boerne-Champion,TX,3190,3190,265.8,213,323,0.659,40,9,126,12,2015,sacks
127,Carter,Putz,Carter Putz,/ks/shawnee-mission/bishop-miege-stags/athletes/carter-putz/football/stats/?careerid=5cesn5bp42922,5cesn5bp42922,QB,Bishop Miege,KS,3187,3187,245.2,183,265,0.691,36,5,141,13,2015,sacks
128,Spencer,Zur,Spencer Zur,/ut/park-city/park-city-miners/athletes/spencer-zur/football/stats/?careerid=7a2vfd21t4kdd,7a2vfd21t4kdd,QB,Park City,UT,3178,3178,288.9,205,367,0.559,28,17,91,11,2015,sacks
129,Marcus,Romero,Marcus Romero,/ca/san-jose/piedmont-hills-pirates/athletes/marcus-romero/football/stats/?careerid=3970mq679urff,3970mq679urff,QB,Piedmont Hills,CA,3176,3176,288.7,279,430,0.649,28,14,95,11,2015,sacks
130,Isaiah,Sanders,Isaiah Sanders,/co/monument/palmer-ridge-bears/athletes/isaiah-sanders/football/stats/?careerid=vj1q5ufc8jt11,vj1q5ufc8jt11,"QB, FS",Palmer Ridge,CO,3176,3176,264.7,197,327,0.602,32,6,118,12,2015,sacks
131,Julian,Kelley,Julian Kelley,/ca/fresno/mclane-highlanders/athletes/julian-kelley/football/stats/?careerid=u0rdf5doj1dp9,u0rdf5doj1dp9,"QB, WR",McLane,CA,3173,3173,288.5,216,326,0.663,27,8,115,11,2015,sacks
132,Chase,Cord,Chase Cord,/az/peoria/sunrise-mountain-mustangs/athletes/chase-cord/football/stats/?careerid=0t0oulstsriqa,0t0oulstsriqa,QB,Sunrise Mountain,AZ,3173,3173,264.4,169,237,0.713,52,6,143,12,2015,sacks
133,Drayton,Arnold,Drayton Arnold,/sc/myrtle-beach/myrtle-beach-seahawks/athletes/drayton-arnold/football/stats/?careerid=oe82t7gp09dtd,oe82t7gp09dtd,QB,Myrtle Beach,SC,3168,3168,226.3,216,388,0.557,36,15,97,14,2015,sacks
134,George,Krantz,George Krantz,/ca/san-juan-capistrano/st-margarets-tartans/athletes/george-krantz/football/stats/?careerid=lvtgsc502e0k4,lvtgsc502e0k4,QB,St. Margaret's,CA,3165,3165,263.8,188,302,0.623,43,13,119,12,2015,sacks
135,Thomas,Creese,Thomas Creese,/co/boulder/fairview-knights/athletes/thomas-creese/football/stats/?careerid=ukeaeia8dtng0,ukeaeia8dtng0,QB,Fairview,CO,3158,3158,315.8,222,387,0.574,23,12,91,10,2015,sacks
136,K'hari,Lane,K'hari Lane,/ga/montezuma/macon-county-bulldogs/athletes/khari-lane/football/stats/?careerid=tek1sl81otb55,tek1sl81otb55,,Macon County,GA,3156,3156,242.8,180,342,0.526,30,13,98,13,2015,sacks
137,Timothy,Graham,Timothy Graham,/ct/darien/darien-blue-wave/athletes/timothy-graham/football/stats/?careerid=sbkjeodlql0vf,sbkjeodlql0vf,QB,Darien,CT,3155,3155,262.9,223,318,0.701,41,5,135,12,2015,sacks
138,Hunter,Rodrigues,Hunter Rodrigues,/ca/rocklin/whitney-wildcats/athletes/hunter-rodrigues/football/stats/?careerid=87conct1dkt00,87conct1dkt00,QB,Whitney,CA,3154,3154,315.4,244,341,0.716,45,11,126,10,2015,sacks
139,Jadyn,Kowalski,Jadyn Kowalski,/ne/bellevue/bellevue-west-thunderbirds/athletes/jadyn-kowalski/football/stats/?careerid=p40v5v5dklm22,p40v5v5dklm22,"P, QB",Bellevue West,NE,3146,3146,262.2,175,258,0.678,46,5,141,12,2015,sacks
140,Bowman,Sells,Bowman Sells,/tx/lucas/lovejoy-leopards/athletes/bowman-sells/football/stats/?careerid=2iqrqmdh5j0cc,2iqrqmdh5j0cc,QB,Lovejoy,TX,3140,3140,261.7,236,376,0.628,35,2,118,12,2015,sacks
141,Luke,Anthony,Luke Anthony,/tx/fort-worth/all-saints-saints/athletes/luke-anthony/football/stats/?careerid=6tacrqsibeiqa,6tacrqsibeiqa,QB,All Saints,TX,3140,3140,285.5,229,345,0.664,34,8,119,11,2015,sacks
142,Alex,Freeman,Alex Freeman,/wa/seattle/bishop-blanchet-bears/athletes/alex-freeman/football/stats/?careerid=dtkdd5thua0j3,dtkdd5thua0j3,QB,Bishop Blanchet,WA,3140,3140,241.5,191,317,0.603,42,11,119,13,2015,sacks
143,Ezekiel,Coss,Ezekiel Coss,/tx/laredo/alexander-bulldogs/athletes/ezekiel-coss/football/stats/?careerid=3gdble2nasjo8,3gdble2nasjo8,QB,Alexander,TX,3127,3127,260.6,246,436,0.564,29,16,86,12,2015,sacks
144,Jamichael,King,Jamichael King,/al/evergreen/hillcrest-jaguars/athletes/jamichael-king/football/stats/?careerid=bpe5577l39pj3,bpe5577l39pj3,QB,Hillcrest,AL,3124,3124,223.1,208,343,0.606,30,16,100,14,2015,sacks
145,Mason,Gee-montgomery,Mason Gee-montgomery,/mi/stockbridge/stockbridge-panthers/athletes/mason-gee-montgomery/football/stats/?careerid=oohcoejpcd6i2,oohcoejpcd6i2,"QB, DB",Stockbridge,MI,3122,3122,312.2,226,311,0.727,51,9,132,10,2015,sacks
146,Cade,Dyal,Cade Dyal,/tx/kerrville/tivy-antlers/athletes/cade-dyal/football/stats/?careerid=hbmvo72957d66,hbmvo72957d66,QB,Tivy,TX,3120,3120,260.0,199,298,0.668,34,7,130,12,2015,sacks
147,Dayne,Keller,Dayne Keller,/in/newburgh/castle-knights/athletes/dayne-keller/football/stats/?careerid=8ak7tkkct83dd,8ak7tkkct83dd,QB,Castle,IN,3119,3119,239.9,211,335,0.63,43,13,117,13,2015,sacks
148,Christian,Folston,Christian Folston,/nc/ahoskie/hertford-county-bears/athletes/christian-folston/football/stats/?careerid=8dl3lesr8ijn7,8dl3lesr8ijn7,"QB, CB",Hertford County,NC,3118,3118,239.8,173,301,0.575,33,13,112,13,2015,sacks
149,Jhakari,Harrison,Jhakari Harrison,/fl/coconut-creek/coconut-creek-cougars/athletes/jhakari-harrison/football/stats/?careerid=18blu1bnr5ivf,18blu1bnr5ivf,QB,Coconut Creek,FL,3117,3117,311.7,170,272,0.625,41,6,132,10,2015,sacks
150,Willie,Patterson,Willie Patterson,/wa/tacoma/franklin-pierce-cardinals/athletes/willie-patterson/football/stats/?careerid=cg35l6c4rontd,cg35l6c4rontd,"QB, CB",Franklin Pierce,WA,3115,3115,283.2,167,292,0.572,35,13,115,11,2015,sacks
151,Camren,Miller,Camren Miller,/il/chicago/brother-rice-crusaders/athletes/camren-miller/football/stats/?careerid=9hbj0cmobslo8,9hbj0cmobslo8,QB,Brother Rice,IL,3113,3113,283.0,260,368,0.707,36,10,117,11,2015,sacks
152,Connor,Neville,Connor Neville,/or/west-linn/west-linn-lions/athletes/connor-neville/football/stats/?careerid=gr7jk38d00ll5,gr7jk38d00ll5,QB,Wilsonville,OR,3110,3110,311.0,199,309,0.644,37,8,126,10,2015,sacks
153,Everett,Thomas,Everett Thomas,/or/lincoln-city/taft-tigers/athletes/everett-thomas/football/stats/?careerid=r1cemcqufu622,r1cemcqufu622,QB,Taft,OR,3108,3108,310.8,250,439,0.569,18,17,77,10,2015,sacks
154,Jakob,Whitworth,Jakob Whitworth,/tx/christoval/christoval-cougars/athletes/jakob-whitworth/football/stats/?careerid=rnev9c28okhqa,rnev9c28okhqa,QB,Christoval,TX,3107,3107,282.5,236,370,0.638,25,16,95,11,2015,sacks
155,Holden,Thomas,Holden Thomas,/ca/los-angeles/brentwood-school-eagles/athletes/holden-thomas/football/stats/?careerid=jhvaujjv8sh44,jhvaujjv8sh44,QB,Brentwood School,CA,3107,3107,282.5,214,385,0.556,36,9,103,11,2015,sacks
156,Kenyon,Oblad,Kenyon Oblad,/nv/henderson/liberty-patriots/athletes/kenyon-oblad/football/stats/?careerid=77rp85feug6g0,77rp85feug6g0,QB,Liberty,NV,3106,3106,238.9,172,276,0.623,34,11,124,13,2015,sacks
157,Brandon,Peters,Brandon Peters,/in/avon/avon-orioles/athletes/brandon-peters/football/stats/?careerid=vh2pgcs2k23ff,vh2pgcs2k23ff,QB,Avon,IN,3103,3103,238.7,218,363,0.601,37,5,116,13,2015,sacks
158,Bryson,Bolin,Bryson Bolin,/ca/san-marcos/san-marcos-knights/athletes/bryson-bolin/football/stats/?careerid=2voifj0hddsue,2voifj0hddsue,QB,San Marcos,CA,3099,3099,309.9,199,285,0.698,30,5,133,10,2015,sacks
159,Max,Smyth,Max Smyth,/nj/palmyra/palmyra-panthers/athletes/max-smyth/football/stats/?careerid=nbjn2ht3ggp55,nbjn2ht3ggp55,"QB, MLB",Palmyra,NJ,3090,3090,257.5,175,283,0.618,33,11,122,12,2015,sacks
160,Stephen,Sturm,Stephen Sturm,/pa/collegeville/perkiomen-valley-vikings/athletes/stephen-sturm/football/stats/?careerid=lhfmf93c7r4g0,lhfmf93c7r4g0,QB,Perkiomen Valley,PA,3087,3087,280.6,224,327,0.685,31,5,124,11,2015,sacks
161,Timorrius,Conner,Timorrius Conner,/ms/macon/noxubee-county-tigers/athletes/timorrius-conner/football/stats/?careerid=m8dd3ktf4ivtd,m8dd3ktf4ivtd,QB,Noxubee County,MS,3086,3086,192.9,214,314,0.682,25,15,106,16,2015,sacks
162,Ryan,Johnson,Ryan Johnson,/ca/hanford/hanford-bullpups/athletes/ryan-johnson/football/stats/?careerid=3g428tk5n3gsc,3g428tk5n3gsc,QB,Hanford,CA,3085,3085,205.7,214,346,0.618,35,8,115,15,2015,sacks
163,Unique,Perez,Unique Perez,/ca/rancho-cordova/cordova-lancers/athletes/unique-perez/football/stats/?careerid=23669vhc7gij3,23669vhc7gij3,QB,Cordova,CA,3085,3085,308.5,193,297,0.65,35,10,125,10,2015,sacks
164,Brayden,Beal,Brayden Beal,/tx/roscoe/roscoe-plowboys/athletes/brayden-beal/football/stats/?careerid=s4ep84vikh299,s4ep84vikh299,"QB, FS",Roscoe,TX,3076,3076,236.6,217,375,0.579,40,12,107,13,2015,sacks
165,Trent,Banner,Trent Banner,/ca/palo-cedro/foothill-cougars/athletes/trent-banner/football/stats/?careerid=hctv0n2r7h5k4,hctv0n2r7h5k4,QB,Foothill,CA,3075,3075,256.2,204,364,0.56,39,10,108,12,2015,sacks
166,Brayden,Brazeal,Brayden Brazeal,/ar/england/england-lions/athletes/brayden-brazeal/football/stats/?careerid=289b2o5cl51aa,289b2o5cl51aa,"QB, CB",England,AR,3075,3075,219.6,186,282,0.66,42,2,139,14,2015,sacks
167,Wyatt,Williams,Wyatt Williams,/id/gooding/gooding-senators/athletes/wyatt-williams/football/stats/?careerid=mhidr74pjre88,mhidr74pjre88,QB,Gooding,ID,3074,3074,256.2,178,327,0.544,41,8,116,12,2015,sacks
168,Austin,Colonna,Austin Colonna,/nc/waxhaw/marvin-ridge-mavericks/athletes/austin-colonna/football/stats/?careerid=d2vka4kbnctm6,d2vka4kbnctm6,QB,Marvin Ridge,NC,3066,3066,255.5,217,305,0.711,24,11,114,12,2015,sacks
169,Steven,Duncan,Steven Duncan,/sc/summerville/ashley-ridge-swamp-foxes/athletes/steven-duncan/football/stats/?careerid=bun5f7pad2h55,bun5f7pad2h55,QB,Ashley Ridge,SC,3063,3063,278.5,236,359,0.657,26,12,103,11,2015,sacks
170,Sean,Kuenzinger,Sean Kuenzinger,/ca/clovis/clovis-cougars/athletes/sean-kuenzinger/football/stats/?careerid=46tgqr5m0fvcc,46tgqr5m0fvcc,QB,Clovis,CA,3056,3056,235.1,185,305,0.607,30,9,115,13,2015,sacks
171,Beau,Kalbacher,Beau Kalbacher,/tx/austin/austin-maroons/athletes/beau-kalbacher/football/stats/?careerid=knjeo2d3q0lm6,knjeo2d3q0lm6,"QB, P",Austin,TX,3055,3055,277.7,248,400,0.62,29,9,100,11,2015,sacks
172,Brent,Peus,Brent Peus,/ca/santa-barbara/santa-barbara-dons/athletes/brent-peus/football/stats/?careerid=jlckfg232mjn7,jlckfg232mjn7,QB,Santa Barbara,CA,3052,3052,305.2,207,290,0.714,34,6,136,10,2015,sacks
173,Ian,Book,Ian Book,/ca/el-dorado-hills/oak-ridge-trojans/athletes/ian-book/football/stats/?careerid=t30bhde454u99,t30bhde454u99,QB,Oak Ridge,CA,3049,3049,234.5,244,346,0.705,30,5,120,13,2015,sacks
174,Henry,Colombi,Henry Colombi,/fl/fort-lauderdale/nsu-university-sharks/athletes/henry-colombi/football/stats/?careerid=csvnod87v4tee,csvnod87v4tee,QB,NSU University,FL,3044,3044,276.7,181,262,0.691,34,9,133,11,2015,sacks
175,Jt,Daniels,Jt Daniels,/ca/santa-ana/mater-dei-monarchs/athletes/jt-daniels/football/stats/?careerid=trl8ssdfoon44,trl8ssdfoon44,QB,Mater Dei,CA,3042,3042,253.5,174,313,0.556,33,4,119,12,2015,sacks
176,Nick,Chapman,Nick Chapman,/ca/aliso-viejo/aliso-niguel-wolverines/athletes/nick-chapman/football/stats/?careerid=ojm2ukhmkgfue,ojm2ukhmkgfue,"QB, FS",Aliso Niguel,CA,3041,3041,304.1,234,401,0.584,27,8,96,10,2015,sacks
177,Caleb,Paulson,Caleb Paulson,/ca/reedley/immanuel-eagles/athletes/caleb-paulson/football/stats/?careerid=odlv3kjg7san7,odlv3kjg7san7,QB,Immanuel,CA,3041,3041,217.2,198,333,0.595,35,9,113,14,2015,sacks
178,Sean,Mccormack,Sean Mccormack,/il/darien/hinsdale-south-hornets/athletes/sean-mccormack/football/stats/?careerid=523t1v4gft7g0,523t1v4gft7g0,QB,Hinsdale South,IL,3041,3041,233.9,175,282,0.621,35,11,122,13,2015,sacks
179,Lindsey,Scott,Lindsey Scott,/la/zachary/zachary-broncos/athletes/lindsey-scott/football/stats/?careerid=fa09h4l3sd7k4,fa09h4l3sd7k4,QB,Zachary,LA,3040,3040,202.7,163,255,0.639,33,5,136,15,2015,sacks
180,Ej,Stewart,Ej Stewart,/ca/moreno-valley/rancho-verde-mustangs/athletes/ej-stewart/football/stats/?careerid=5qolrtdpof3sc,5qolrtdpof3sc,QB,Rancho Verde,CA,3033,3033,233.3,161,258,0.624,36,9,128,13,2015,sacks
181,Blaine,Barton,Blaine Barton,/tx/seymour/seymour-panthers/athletes/blaine-barton/football/stats/?careerid=e0u5chavifil5,e0u5chavifil5,QB,Seymour,TX,3032,3032,233.2,210,353,0.595,31,8,107,13,2015,sacks
182,Jake,Zembiec,Jake Zembiec,/ny/rochester/aquinas-institute-little-irish/athletes/jake-zembiec/football/stats/?careerid=k1a70a4fv69p9,k1a70a4fv69p9,QB,Aquinas Institute,NY,3030,3030,233.1,184,269,0.684,37,7,135,13,2015,sacks
183,Elway,Tubbs,Elway Tubbs,/co/colorado-springs/vista-ridge-wolves/athletes/elway-tubbs/football/stats/?careerid=3hn3j0p8tr5ue,3hn3j0p8tr5ue,QB,Vista Ridge,CO,3025,3025,275.0,209,309,0.676,38,8,128,11,2015,sacks
184,Matt,Mitchell,Matt Mitchell,/az/glendale/joy-christian-eagles/athletes/matt-mitchell/football/stats/?careerid=gblosf86ph411,gblosf86ph411,"QB, CB",Joy Christian,AZ,3023,3023,232.5,166,231,0.719,45,2,150,13,2015,sacks
185,Sam,Glaesmann,Sam Glaesmann,/tx/waco/midway-panthers/athletes/sam-glaesmann/football/stats/?careerid=uv4mear5ng3g0,uv4mear5ng3g0,QB,Midway,TX,3017,3017,232.1,207,324,0.639,29,10,111,13,2015,sacks
186,Darius,Harper,Darius Harper,/tn/knoxville/austin-east-roadrunners/athletes/darius-harper/football/stats/?careerid=tnpm1nhk6t7cc,tnpm1nhk6t7cc,QB,Austin-East,TN,3013,3013,251.1,145,241,0.602,32,9,128,12,2015,sacks
187,Brock,Hall,Brock Hall,/az/casa-grande/casa-grande-cougars/athletes/brock-hall/football/stats/?careerid=26b2tc3i4r6qa,26b2tc3i4r6qa,"QB, WR",Casa Grande,AZ,3010,3010,273.6,176,306,0.575,36,7,121,11,2015,sacks
188,Dean,Rotger,Dean Rotger,/ny/poughkeepsie/our-lady-of-lourdes-warriors/athletes/dean-rotger/football/stats/?careerid=arsbm98lg06td,arsbm98lg06td,QB,Our Lady of Lourdes,NY,3008,3008,231.4,205,345,0.594,22,5,103,13,2015,sacks
189,Jake,Haener,Jake Haener,/ca/danville/monte-vista-mustangs/athletes/jake-haener/football/stats/?careerid=bce6nfsmsh011,bce6nfsmsh011,QB,Monte Vista,CA,3005,3005,273.2,208,321,0.648,35,6,124,11,2015,sacks
190,Ryan,Mackey,Ryan Mackey,/ca/rio-vista/rio-vista-rams/athletes/ryan-mackey/football/stats/?careerid=1unt342u7l444,1unt342u7l444,"QB, OLB",Rio Vista,CA,3000,3000,272.7,165,266,0.62,33,7,129,11,2015,sacks
191,Carson,Spiers,Carson Spiers,/sc/greenville/greenville-red-raiders/athletes/carson-spiers/football/stats/?careerid=a077c61i2a011,a077c61i2a011,QB,Greenville,SC,2999,2999,272.6,236,432,0.546,27,23,75,11,2015,sacks
192,Brett,Neves,Brett Neves,/ca/modesto/downey-knights/athletes/brett-neves/football/stats/?careerid=g260bsgdu53l5,g260bsgdu53l5,QB,Downey,CA,2998,2998,272.5,184,298,0.617,28,12,110,11,2015,sacks
193,Will,Olvera,Will Olvera,/ca/palm-springs/palm-springs-indians/athletes/will-olvera/football/stats/?careerid=ld6lql3pip7ff,ld6lql3pip7ff,QB,Palm Springs,CA,2994,2994,249.5,218,315,0.692,37,6,131,12,2015,sacks
194,Damien,Ferguson,Damien Ferguson,/nc/asheville/erwin-warriors/athletes/damien-ferguson/football/stats/?careerid=81umi05a2mbue,81umi05a2mbue,"QB, DB",Erwin,NC,2993,2993,272.1,248,387,0.641,27,11,99,11,2015,sacks
195,Steven,Nava,Steven Nava,/ca/rosemead/rosemead-panthers/athletes/steven-nava/football/stats/?careerid=cn0bi9u4i6vh1,cn0bi9u4i6vh1,QB,Rosemead,CA,2991,2991,271.9,218,359,0.607,30,5,109,11,2015,sacks
196,Zac,Spears,Zac Spears,/tx/gilmer/gilmer-buckeyes/athletes/zac-spears/football/stats/?careerid=9qum43nb7k522,9qum43nb7k522,QB,Gilmer,TX,2982,2982,213.0,220,392,0.561,32,12,95,14,2015,sacks
197,Rhett,Ricedorff,Rhett Ricedorff,/az/show-low/show-low-cougars/athletes/rhett-ricedorff/football/stats/?careerid=n9jdqqioq9a55,n9jdqqioq9a55,"QB, DB",Show Low,AZ,2979,2979,248.2,186,291,0.639,29,9,118,12,2015,sacks
198,Mitch,Carlson,Mitch Carlson,/ne/central-city/central-city-bison/athletes/mitch-carlson/football/stats/?careerid=p26qubgtdh4g0,p26qubgtdh4g0,"QB, DB",Central City,NE,2978,2978,270.7,213,368,0.579,29,7,102,11,2015,sacks
199,Elijah,Garcia,Elijah Garcia,/ca/lincoln/lincoln-fighting-zebras/athletes/elijah-garcia/football/stats/?careerid=10j5s4ft863ee,10j5s4ft863ee,QB,Lincoln,CA,2975,2975,297.5,182,306,0.595,28,15,102,10,2015,sacks
200,Luke,Johnston,Luke Johnston,/in/indianapolis/southport-cardinals/athletes/luke-johnston/football/stats/?careerid=2tirtaq5v8nqa,2tirtaq5v8nqa,QB,Southport,IN,2974,2974,270.4,227,323,0.703,39,7,130,11,2015,sacks
201,Jimmy,Ferrell,Jimmy Ferrell,/tn/nashville/pearl-cohn-firebirds/athletes/jimmy-ferrell/football/stats/?careerid=g0e2k21fnuh33,g0e2k21fnuh33,QB,Pearl-Cohn,TN,2974,2974,198.3,170,280,0.607,28,6,121,15,2015,sacks
202,Chris,Duncan,Chris Duncan,/ca/woodland-hills/taft-toreadors/athletes/chris-duncan/football/stats/?careerid=mhl11vg1m9qqa,mhl11vg1m9qqa,QB,Taft,CA,2970,2970,270.0,188,322,0.584,38,7,119,11,2015,sacks
203,Tadas,Tatarunas,Tadas Tatarunas,/oh/mentor/mentor-cardinals/athletes/tadas-tatarunas/football/stats/?careerid=nkn04n25ht1p9,nkn04n25ht1p9,QB,Mentor,OH,2963,2963,246.9,201,321,0.626,24,12,102,12,2015,sacks
204,Anthony,Catalano,Anthony Catalano,/ca/corona/centennial-huskies/athletes/anthony-catalano/football/stats/?careerid=5hdnp0jvdfgbb,5hdnp0jvdfgbb,QB,Centennial,CA,2955,2955,197.0,165,258,0.64,31,5,135,15,2015,sacks
205,Tanner,Darling,Tanner Darling,/ca/simi-valley/simi-valley-pioneers/athletes/tanner-darling/football/stats/?careerid=uku6s993v5b00,uku6s993v5b00,QB,Simi Valley,CA,2947,2947,267.9,271,434,0.624,26,12,91,11,2015,sacks
206,Kolby,Blalock,Kolby Blalock,/ga/tiger/rabun-county-wildcats/athletes/kolby-blalock/football/stats/?careerid=prlphbvmrov11,prlphbvmrov11,WR,Rabun County,GA,2936,2936,225.8,194,288,0.674,38,6,132,13,2015,sacks
207,Jason,Harman,Jason Harman,/ca/anaheim/canyon-comanches/athletes/jason-harman/football/stats/?careerid=o1m586uonfsm6,o1m586uonfsm6,QB,Canyon,CA,2933,2933,195.5,229,404,0.567,32,14,92,15,2015,sacks
208,Tuaniga,Tagovailoa,Tuaniga Tagovailoa,/hi/honolulu/st-louis-crusaders/athletes/tuaniga-tagovailoa/football/stats/?careerid=j2pcskfgb4an7,j2pcskfgb4an7,QB,St. Louis,HI,2932,2932,293.2,187,298,0.628,24,7,112,10,2015,sacks
209,Humberto,Pantoja,Humberto Pantoja,/ca/el-monte/arroyo-knights/athletes/humberto-pantoja/football/stats/?careerid=8jg90889toc44,8jg90889toc44,"QB, P",Arroyo,CA,2931,2931,266.5,191,296,0.645,29,6,121,11,2015,sacks
210,Matthew,Castillo,Matthew Castillo,/tx/el-paso/chapin-huskies/athletes/matthew-castillo/football/stats/?careerid=861fjd6ks8qcc,861fjd6ks8qcc,"QB, DB",Chapin,TX,2926,2926,266.0,133,186,0.715,27,4,144,11,2015,sacks
211,Stetson,Bennett,Stetson Bennett,/ga/blackshear/pierce-county-bears/athletes/stetson-bennett/football/stats/?careerid=133sbpbnm6pk4,133sbpbnm6pk4,QB,Pierce County,GA,2924,2924,265.8,222,343,0.647,18,9,98,11,2015,sacks
212,Junior,Kimmel,Junior Kimmel,/tn/reagan/scotts-hill-lions/athletes/junior-kimmel/football/stats/?careerid=ij6sksf87uln7,ij6sksf87uln7,"QB, SS",Scotts Hill,TN,2924,2924,265.8,176,309,0.57,29,13,103,11,2015,sacks
213,Alex,Fernandes,Alex Fernandes,/tx/austin/vandegrift-vipers/athletes/alex-fernandes/football/stats/?careerid=j3qeipsndfbsc,j3qeipsndfbsc,QB,Vandegrift,TX,2924,2924,208.9,176,283,0.622,37,8,125,14,2015,sacks
214,Gresch,Jensen,Gresch Jensen,/wa/auburn/auburn-mountainview-lions/athletes/gresch-jensen/football/stats/?careerid=9ail8hgv1qlue,9ail8hgv1qlue,"QB, FS",Auburn Mountainview,WA,2922,2922,292.2,204,333,0.613,30,14,102,10,2015,sacks
