Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Terry Swanson,terry-swanson-1,/cfb/players/terry-swanson-1.html,Toledo,MAC,13,242,1363,5.6,14,104.8,20,194,9.7,0,14.9,262,1557,5.9,14,,2017
Nick Chubb,nick-chubb-1,/cfb/players/nick-chubb-1.html,Georgia,SEC,15,223,1345,6.0,15,89.7,4,30,7.5,0,2.0,227,1375,6.1,15,,2017
Lexington Thomas,lexington-thomas-1,/cfb/players/lexington-thomas-1.html,Nevada-Las Vegas,MWC,12,211,1336,6.3,17,111.3,8,143,17.9,0,11.9,219,1479,6.8,17,,2017
Benjamin Snell Jr.,benjamin-snell-jr-1,/cfb/players/benjamin-snell-jr-1.html,Kentucky,SEC,13,262,1333,5.1,19,102.5,10,72,7.2,0,5.5,272,1405,5.2,19,,2017
Spencer Brown,spencer-brown-3,/cfb/players/spencer-brown-3.html,UAB,CUSA,13,250,1329,5.3,10,102.2,4,42,10.5,0,3.2,254,1371,5.4,10,,2017
Justin Jackson,justin-jackson-5,/cfb/players/justin-jackson-5.html,Northwestern,Big Ten,13,287,1311,4.6,11,100.8,44,276,6.3,0,21.2,331,1587,4.8,11,,2017
Saquon Barkley,saquon-barkley-1,/cfb/players/saquon-barkley-1.html,Penn State,Big Ten,13,217,1271,5.9,18,97.8,54,632,11.7,3,48.6,271,1903,7.0,21,"H-4,AA",2017
Derrius Guice,derrius-guice-1,/cfb/players/derrius-guice-1.html,LSU,SEC,12,237,1251,5.3,11,104.3,18,124,6.9,2,10.3,255,1375,5.4,13,,2017
Jarvion Franklin,jarvion-franklin-1,/cfb/players/jarvion-franklin-1.html,Western Michigan,MAC,12,235,1228,5.2,11,102.3,5,35,7.0,1,2.9,240,1263,5.3,12,,2017
Sony Michel,sony-michel-1,/cfb/players/sony-michel-1.html,Georgia,SEC,14,156,1227,7.9,16,87.6,9,96,10.7,1,6.9,165,1323,8.0,17,,2017
Jeffery Wilson,jeffery-wilson-2,/cfb/players/jeffery-wilson-2.html,North Texas,CUSA,11,188,1215,6.5,16,110.5,24,168,7.0,0,15.3,212,1383,6.5,16,,2017
Malcolm Perry,malcolm-perry-1,/cfb/players/malcolm-perry-1.html,Navy,American,12,138,1182,8.6,11,98.5,13,303,23.3,2,25.3,151,1485,9.8,13,,2017
Zack Moss,zack-moss-1,/cfb/players/zack-moss-1.html,Utah,Pac-12,13,214,1173,5.5,10,90.2,29,243,8.4,0,18.7,243,1416,5.8,10,,2017
Rodney Anderson,rodney-anderson-1,/cfb/players/rodney-anderson-1.html,Oklahoma,Big 12,14,188,1161,6.2,13,82.9,17,281,16.5,5,20.1,205,1442,7.0,18,,2017
Darrell Henderson,darrell-henderson-1,/cfb/players/darrell-henderson-1.html,Memphis,American,12,130,1154,8.9,9,96.2,24,226,9.4,2,18.8,154,1380,9.0,11,,2017
David Montgomery,david-montgomery-1,/cfb/players/david-montgomery-1.html,Iowa State,Big 12,13,258,1146,4.4,11,88.2,36,296,8.2,0,22.8,294,1442,4.9,11,,2017
TaQuon Marshall,taquon-marshall-1,/cfb/players/taquon-marshall-1.html,Georgia Tech,ACC,11,247,1146,4.6,17,104.2,0,0,,0,0.0,247,1146,4.6,17,,2017
Patrick Laird,patrick-laird-2,/cfb/players/patrick-laird-2.html,California,Pac-12,11,191,1127,5.9,8,102.5,45,322,7.2,1,29.3,236,1449,6.1,9,,2017
Nyheim Hines,nyheim-hines-1,/cfb/players/nyheim-hines-1.html,North Carolina State,ACC,13,197,1112,5.6,12,85.5,26,152,5.8,0,11.7,223,1264,5.7,12,,2017
Akrum Wadley,akrum-wadley-1,/cfb/players/akrum-wadley-1.html,Iowa,Big Ten,13,252,1109,4.4,10,85.3,28,353,12.6,3,27.2,280,1462,5.2,13,,2017
Aeris Williams,aeris-williams-1,/cfb/players/aeris-williams-1.html,Mississippi State,SEC,13,236,1107,4.7,6,85.2,16,142,8.9,0,10.9,252,1249,5.0,6,,2017
Dontrell Hilliard,dontrell-hilliard-1,/cfb/players/dontrell-hilliard-1.html,Tulane,American,12,210,1091,5.2,12,90.9,8,115,14.4,2,9.6,218,1206,5.5,14,,2017
Alexander Mattison,alexander-mattison-1,/cfb/players/alexander-mattison-1.html,Boise State,MWC,14,212,1086,5.1,12,77.6,28,284,10.1,1,20.3,240,1370,5.7,13,,2017
Quinton Flowers,quinton-flowers-1,/cfb/players/quinton-flowers-1.html,South Florida,American,12,196,1078,5.5,11,89.8,0,0,,0,0.0,196,1078,5.5,11,,2017
Xavier Jones,xavier-jones-2,/cfb/players/xavier-jones-2.html,SMU,American,13,182,1075,5.9,9,82.7,14,84,6.0,0,6.5,196,1159,5.9,9,,2017
Justin Crawford,justin-crawford-1,/cfb/players/justin-crawford-1.html,West Virginia,Big 12,12,190,1061,5.6,7,88.4,8,38,4.8,0,3.2,198,1099,5.6,7,,2017
KirVonte Benson,kirvonte-benson-1,/cfb/players/kirvonte-benson-1.html,Georgia Tech,ACC,11,204,1053,5.2,6,95.7,2,16,8.0,0,1.5,206,1069,5.2,6,,2017
Ish Witter,ish-witter-1,/cfb/players/ish-witter-1.html,Missouri,SEC,13,188,1049,5.6,6,80.7,11,87,7.9,1,6.7,199,1136,5.7,7,,2017
Boston Scott,boston-scott-1,/cfb/players/boston-scott-1.html,Louisiana Tech,CUSA,13,182,1040,5.7,8,80.0,20,181,9.1,1,13.9,202,1221,6.0,9,,2017
Jalin Moore,jalin-moore-1,/cfb/players/jalin-moore-1.html,Appalachian State,Sun Belt,11,183,1037,5.7,12,94.3,12,163,13.6,1,14.8,195,1200,6.2,13,,2017
Demario Richard,demario-richard-1,/cfb/players/demario-richard-1.html,Arizona State,Pac-12,12,198,1027,5.2,12,85.6,8,67,8.4,0,5.6,206,1094,5.3,12,,2017
Aaron Duckworth,aaron-duckworth-1,/cfb/players/aaron-duckworth-1.html,Idaho,Sun Belt,12,193,1025,5.3,4,85.4,15,193,12.9,0,16.1,208,1218,5.9,4,,2017
Cam Akers,cam-akers-1,/cfb/players/cam-akers-1.html,Florida State,ACC,13,194,1024,5.3,7,78.8,16,116,7.3,1,8.9,210,1140,5.4,8,,2017
Jonathan Ward,jonathan-ward-3,/cfb/players/jonathan-ward-3.html,Central Michigan,MAC,13,179,1017,5.7,10,78.2,48,470,9.8,3,36.2,227,1487,6.6,13,,2017
Jordan Wilkins,jordan-wilkins-1,/cfb/players/jordan-wilkins-1.html,Ole Miss,SEC,12,155,1011,6.5,9,84.3,26,241,9.3,1,20.1,181,1252,6.9,10,,2017
A.J. Ouellette,aj-ouellette-1,/cfb/players/aj-ouellette-1.html,Ohio,MAC,13,192,1006,5.2,7,77.4,10,97,9.7,1,7.5,202,1103,5.5,8,,2017
Caleb Huntley,caleb-huntley-1,/cfb/players/caleb-huntley-1.html,Ball State,MAC,12,210,1003,4.8,3,83.6,6,26,4.3,0,2.2,216,1029,4.8,3,,2017
Damien Harris,damien-harris-1,/cfb/players/damien-harris-1.html,Alabama,SEC,14,135,1000,7.4,11,71.4,12,91,7.6,0,6.5,147,1091,7.4,11,,2017
Karan Higdon,karan-higdon-1,/cfb/players/karan-higdon-1.html,Michigan,Big Ten,13,164,994,6.1,11,76.5,8,131,16.4,0,10.1,172,1125,6.5,11,,2017
Nick Fitzgerald,nick-fitzgerald-2,/cfb/players/nick-fitzgerald-2.html,Mississippi State,SEC,12,162,984,6.1,14,82.0,0,0,,0,0.0,162,984,6.1,14,,2017
Marquis Young,marquis-young-1,/cfb/players/marquis-young-1.html,Massachusetts,Ind,12,182,982,5.4,9,81.8,35,280,8.0,2,23.3,217,1262,5.8,11,,2017
Rodney Smith,rodney-smith-5,/cfb/players/rodney-smith-5.html,Minnesota,Big Ten,12,229,977,4.3,3,81.4,17,107,6.3,0,8.9,246,1084,4.4,3,,2017
Travis Homer,travis-homer-1,/cfb/players/travis-homer-1.html,Miami (FL),ACC,13,163,966,5.9,8,74.3,18,219,12.2,1,16.8,181,1185,6.5,9,,2017
Darius Tice,darius-tice-1,/cfb/players/darius-tice-1.html,South Florida,American,12,178,943,5.3,11,78.6,2,13,6.5,0,1.1,180,956,5.3,11,,2017
Larry Rose III,larry-rose-iii-1,/cfb/players/larry-rose-iii-1.html,New Mexico State,Sun Belt,12,187,939,5.0,10,78.3,55,522,9.5,2,43.5,242,1461,6.0,12,,2017
Nathan Rourke,nathan-rourke-1,/cfb/players/nathan-rourke-1.html,Ohio,MAC,13,137,912,6.7,21,70.2,2,18,9.0,1,1.4,139,930,6.7,22,,2017
Matt Colburn,matt-colburn-1,/cfb/players/matt-colburn-1.html,Wake Forest,ACC,13,166,904,5.4,7,69.5,11,67,6.1,0,5.2,177,971,5.5,7,,2017
LJ Scott,lj-scott-2,/cfb/players/lj-scott-2.html,Michigan State,Big Ten,12,201,898,4.5,8,74.8,20,146,7.3,1,12.2,221,1044,4.7,9,,2017
Ty Johnson,ty-johnson-1,/cfb/players/ty-johnson-1.html,Maryland,Big Ten,12,137,875,6.4,5,72.9,5,60,12.0,1,5.0,142,935,6.6,6,,2017
Patrick Taylor Jr.,patrick-taylor-jr-1,/cfb/players/patrick-taylor-jr-1.html,Memphis,American,12,157,866,5.5,13,72.2,19,148,7.8,1,12.3,176,1014,5.8,14,,2017
Jalen Hurts,jalen-hurts-1,/cfb/players/jalen-hurts-1.html,Alabama,SEC,14,154,855,5.6,8,61.1,1,-1,-1.0,0,-0.1,155,854,5.5,8,,2017
Kelton Moore,kelton-moore-1,/cfb/players/kelton-moore-1.html,Nevada,MWC,12,164,855,5.2,4,71.3,19,189,9.9,1,15.8,183,1044,5.7,5,,2017
J.J. Taylor,jj-taylor-1,/cfb/players/jj-taylor-1.html,Arizona,Pac-12,13,146,847,5.8,5,65.2,12,49,4.1,2,3.8,158,896,5.7,7,,2017
Emmanuel Reed,emmanuel-reed-1,/cfb/players/emmanuel-reed-1.html,Buffalo,MAC,12,199,840,4.2,9,70.0,11,116,10.5,1,9.7,210,956,4.6,10,,2017
Jordan Ellis,jordan-ellis-2,/cfb/players/jordan-ellis-2.html,Virginia,ACC,13,215,836,3.9,6,64.3,22,137,6.2,1,10.5,237,973,4.1,7,,2017
Ralph Webb,ralph-webb-1,/cfb/players/ralph-webb-1.html,Vanderbilt,SEC,12,192,831,4.3,10,69.3,13,188,14.5,1,15.7,205,1019,5.0,11,,2017
Lajuan Hunt,lajuan-hunt-1,/cfb/players/lajuan-hunt-1.html,Utah State,MWC,13,169,828,4.9,11,63.7,30,187,6.2,1,14.4,199,1015,5.1,12,,2017
Arion Worthman,arion-worthman-1,/cfb/players/arion-worthman-1.html,Air Force,MWC,10,217,821,3.8,13,82.1,1,24,24.0,0,2.4,218,845,3.9,13,,2017
Darrel Williams,darrel-williams-1,/cfb/players/darrel-williams-1.html,LSU,SEC,13,145,820,5.7,9,63.1,23,331,14.4,0,25.5,168,1151,6.9,9,,2017
Tyler King,tyler-king-4,/cfb/players/tyler-king-4.html,Marshall,CUSA,11,158,820,5.2,7,74.5,12,97,8.1,0,8.8,170,917,5.4,7,,2017
Alex Barnes,alex-barnes-1,/cfb/players/alex-barnes-1.html,Kansas State,Big 12,13,146,819,5.6,7,63.0,5,29,5.8,0,2.2,151,848,5.6,7,,2017
Shaun Wilson,shaun-wilson-1,/cfb/players/shaun-wilson-1.html,Duke,ACC,13,162,818,5.0,6,62.9,36,263,7.3,4,20.2,198,1081,5.5,10,,2017
Trey Ragas,trey-ragas-1,/cfb/players/trey-ragas-1.html,Louisiana,Sun Belt,11,142,813,5.7,9,73.9,9,32,3.6,0,2.9,151,845,5.6,9,,2017
Darnell Woolfolk,darnell-woolfolk-1,/cfb/players/darnell-woolfolk-1.html,Army,Ind,10,157,812,5.2,14,81.2,0,0,,0,0.0,157,812,5.2,14,,2017
Keion Davis,keion-davis-1,/cfb/players/keion-davis-1.html,Marshall,CUSA,13,179,812,4.5,6,62.5,19,134,7.1,0,10.3,198,946,4.8,6,,2017
Wesley Fields,wesley-fields-1,/cfb/players/wesley-fields-1.html,Georgia Southern,Sun Belt,12,173,811,4.7,5,67.6,11,71,6.5,1,5.9,184,882,4.8,6,,2017
Ryan Nall,ryan-nail-1,/cfb/players/ryan-nail-1.html,Oregon State,Pac-12,11,165,810,4.9,8,73.6,27,240,8.9,2,21.8,192,1050,5.5,10,,2017
Ian Eriksen,ian-eriksen-1,/cfb/players/ian-eriksen-1.html,Eastern Michigan,MAC,12,179,805,4.5,8,67.1,16,119,7.4,0,9.9,195,924,4.7,8,,2017
Brandon Wimbush,brandon-wimbush-1,/cfb/players/brandon-wimbush-1.html,Notre Dame,Ind,12,141,803,5.7,14,66.9,0,0,,0,0.0,141,803,5.7,14,,2017
J.T. Barrett,jt-barrett-1,/cfb/players/jt-barrett-1.html,Ohio State,Big Ten,14,165,798,4.8,12,57.0,0,0,,0,0.0,165,798,4.8,12,,2017
Trayveon Williams,trayveon-williams-1,/cfb/players/trayveon-williams-1.html,Texas A&M,SEC,12,173,798,4.6,8,66.5,20,192,9.6,0,16.0,193,990,5.1,8,,2017
Justin Stockton,justin-stockton-1,/cfb/players/justin-stockton-1.html,Texas Tech,Big 12,11,132,797,6.0,4,72.5,27,235,8.7,1,21.4,159,1032,6.5,5,,2017
D'Ernest Johnson,dernest-johnson-1,/cfb/players/dernest-johnson-1.html,South Florida,American,12,193,796,4.1,7,66.3,11,153,13.9,2,12.8,204,949,4.7,9,,2017
Josh Cleveland,josh-cleveland-1,/cfb/players/josh-cleveland-1.html,Bowling Green,MAC,12,147,793,5.4,4,66.1,12,101,8.4,0,8.4,159,894,5.6,4,,2017
Alex Gardner,alex-gardner-2,/cfb/players/alex-gardner-2.html,Florida International,CUSA,13,181,791,4.4,6,60.8,17,70,4.1,0,5.4,198,861,4.3,6,,2017
Adrian Killins,adrian-killins-1,/cfb/players/adrian-killins-1.html,UCF,American,13,122,790,6.5,10,60.8,25,169,6.8,1,13.0,147,959,6.5,11,,2017
Kenny Young,kenny-young-2,/cfb/players/kenny-young-2.html,Miami (OH),MAC,11,145,781,5.4,6,71.0,27,250,9.3,2,22.7,172,1031,6.0,8,,2017
Armani Rogers,armani-rogers-1,/cfb/players/armani-rogers-1.html,Nevada-Las Vegas,MWC,10,146,780,5.3,8,78.0,0,0,,0,0.0,146,780,5.3,8,,2017
John Kelly,john-kelly-6,/cfb/players/john-kelly-6.html,Tennessee,SEC,11,189,778,4.1,9,70.7,37,299,8.1,0,27.2,226,1077,4.8,9,,2017
Jordan Chunn,jordan-chunn-1,/cfb/players/jordan-chunn-1.html,Troy,Sun Belt,10,154,774,5.0,10,77.4,28,204,7.3,0,20.4,182,978,5.4,10,,2017
Tyrone Owens,tyrone-owens-1,/cfb/players/tyrone-owens-1.html,New Mexico,MWC,12,139,770,5.5,4,64.2,7,20,2.9,0,1.7,146,790,5.4,4,,2017
Darius Anderson,darius-anderson-1,/cfb/players/darius-anderson-1.html,Texas Christian,Big 12,11,128,768,6.0,8,69.8,9,57,6.3,0,5.2,137,825,6.0,8,,2017
Travis Etienne,travis-etienne-1,/cfb/players/travis-etienne-1.html,Clemson,ACC,13,107,766,7.2,13,58.9,5,57,11.4,0,4.4,112,823,7.3,13,,2017
Juwan Washington,juwan-washington-1,/cfb/players/juwan-washington-1.html,San Diego State,MWC,13,127,759,6.0,7,58.4,3,39,13.0,0,3.0,130,798,6.1,7,,2017
Dorian Brown,dorian-brown-1,/cfb/players/dorian-brown-1.html,Ohio,MAC,12,111,757,6.8,11,63.1,3,16,5.3,0,1.3,114,773,6.8,11,,2017
Jacques Patrick,jacques-patrick-1,/cfb/players/jacques-patrick-1.html,Florida State,ACC,11,134,748,5.6,7,68.0,21,171,8.1,0,15.5,155,919,5.9,7,,2017
Trey Sermon,trey-sermon-1,/cfb/players/trey-sermon-1.html,Oklahoma,Big 12,14,121,744,6.1,5,53.1,16,139,8.7,2,9.9,137,883,6.4,7,,2017
Ray Lawry,ray-lawry-1,/cfb/players/ray-lawry-1.html,Old Dominion,CUSA,8,132,742,5.6,7,92.8,11,55,5.0,1,6.9,143,797,5.6,8,,2017
Timothy McVey,timothy-mcvey-1,/cfb/players/timothy-mcvey-1.html,Air Force,MWC,12,128,741,5.8,7,61.8,6,136,22.7,0,11.3,134,877,6.5,7,,2017
Greg Howell,greg-howell-1,/cfb/players/greg-howell-1.html,Florida Atlantic,CUSA,12,112,740,6.6,5,61.7,0,0,,0,0.0,112,740,6.6,5,,2017
Jordan Huff,jordan-huff-1,/cfb/players/jordan-huff-1.html,Northern Illinois,MAC,9,127,740,5.8,4,82.2,7,43,6.1,2,4.8,134,783,5.8,6,,2017
Ben LeMay,ben-lemay-1,/cfb/players/ben-lemay-1.html,Charlotte,CUSA,12,137,732,5.3,2,61.0,9,88,9.8,2,7.3,146,820,5.6,4,,2017
Andrew Clair,andrew-clair-1,/cfb/players/andrew-clair-1.html,Bowling Green,MAC,11,107,725,6.8,4,65.9,13,129,9.9,2,11.7,120,854,7.1,6,,2017
Osharmar Abercrombie,osharmar-abercrombie-1,/cfb/players/osharmar-abercrombie-1.html,Coastal Carolina,Sun Belt,12,140,724,5.2,7,60.3,8,73,9.1,0,6.1,148,797,5.4,7,,2017
Shai Werts,shai-werts-1,/cfb/players/shai-werts-1.html,Georgia Southern,Sun Belt,11,207,722,3.5,3,65.6,1,30,30.0,0,2.7,208,752,3.6,3,,2017
Warren Wand,warren-wand-1,/cfb/players/warren-wand-1.html,Arkansas State,Sun Belt,10,138,715,5.2,6,71.5,17,145,8.5,1,14.5,155,860,5.5,7,,2017
Gus Edwards,gus-edwards-1,/cfb/players/gus-edwards-1.html,Rutgers,Big Ten,12,164,713,4.3,6,59.4,13,103,7.9,1,8.6,177,816,4.6,7,,2017
Squally Canada,squally-canada-1,/cfb/players/squally-canada-1.html,BYU,Ind,11,120,710,5.9,6,64.5,3,9,3.0,0,0.8,123,719,5.8,6,,2017
Morgon Ellison,morgon-ellison-1,/cfb/players/morgon-ellison-1.html,Indiana,Big Ten,11,143,704,4.9,6,64.0,9,60,6.7,0,5.5,152,764,5.0,6,,2017
Larry Rountree III,larry-rountree-iii-1,/cfb/players/larry-rountree-iii-1.html,Missouri,SEC,13,126,703,5.6,6,54.1,5,57,11.4,0,4.4,131,760,5.8,6,,2017
Shakif Seymour,shakif-seymour-1,/cfb/players/shakif-seymour-1.html,Toledo,MAC,14,116,702,6.1,12,50.1,10,104,10.4,1,7.4,126,806,6.4,13,,2017
Brittain Brown,brittain-brown-1,/cfb/players/brittain-brown-1.html,Duke,ACC,13,130,701,5.4,7,53.9,14,161,11.5,0,12.4,144,862,6.0,7,,2017
Shamari Brooks,shamari-brooks-1,/cfb/players/shamari-brooks-1.html,Tulsa,American,9,119,687,5.8,10,76.3,1,4,4.0,0,0.4,120,691,5.8,10,,2017
Chris Evans,chris-evans-2,/cfb/players/chris-evans-2.html,Michigan,Big Ten,13,135,685,5.1,6,52.7,16,157,9.8,1,12.1,151,842,5.6,7,,2017
Nic Smith,nic-smith-1,/cfb/players/nic-smith-1.html,North Texas,CUSA,14,138,684,5.0,6,48.9,18,140,7.8,2,10.0,156,824,5.3,8,,2017
John Wolford,john-wolford-1,/cfb/players/john-wolford-1.html,Wake Forest,ACC,12,140,683,4.9,10,56.9,0,0,,0,0.0,140,683,4.9,10,,2017
Tyler Nevens,tyler-nevens-1,/cfb/players/tyler-nevens-1.html,San Jose State,MWC,11,163,670,4.1,1,60.9,4,55,13.8,0,5.0,167,725,4.3,1,,2017
Kalen Ballage,kalen-ballage-1,/cfb/players/kalen-ballage-1.html,Arizona State,Pac-12,13,157,669,4.3,6,51.5,20,91,4.6,0,7.0,177,760,4.3,6,,2017
Tavien Feaster,tavien-feaster-1,/cfb/players/tavien-feaster-1.html,Clemson,ACC,14,107,669,6.3,7,47.8,12,112,9.3,1,8.0,119,781,6.6,8,,2017
Kelly Bryant,kelly-bryant-1,/cfb/players/kelly-bryant-1.html,Clemson,ACC,14,192,665,3.5,11,47.5,0,0,,0,0.0,192,665,3.5,11,,2017
Khalil Herbert,khalil-herbert-1,/cfb/players/khalil-herbert-1.html,Kansas,Big 12,11,120,663,5.5,4,60.3,8,38,4.8,0,3.5,128,701,5.5,4,,2017
Alonzo Smith,alonzo-smith-2,/cfb/players/alonzo-smith-2.html,Miami (OH),MAC,10,144,660,4.6,2,66.0,9,74,8.2,0,7.4,153,734,4.8,2,,2017
Jalen Rhodes,jalen-rhodes-1,/cfb/players/jalen-rhodes-1.html,UTSA,CUSA,11,134,659,4.9,5,59.9,15,136,9.1,1,12.4,149,795,5.3,6,,2017
David Williams,david-williams-5,/cfb/players/david-williams-5.html,Arkansas,SEC,12,117,656,5.6,8,54.7,10,171,17.1,2,14.3,127,827,6.5,10,,2017
David Hood,david-hood-2,/cfb/players/david-hood-2.html,Temple,American,13,130,638,4.9,5,49.1,25,172,6.9,1,13.2,155,810,5.2,6,,2017
Jon Hilliman,jon-hilliman-1,/cfb/players/jon-hilliman-1.html,Boston College,ACC,13,167,638,3.8,5,49.1,24,155,6.5,2,11.9,191,793,4.2,7,,2017
Duke Catalon,duke-catalon-1,/cfb/players/duke-catalon-1.html,Houston,American,12,149,637,4.3,8,53.1,15,86,5.7,1,7.2,164,723,4.4,9,,2017
Kyle Hicks,kyle-hicks-1,/cfb/players/kyle-hicks-1.html,Texas Christian,Big 12,12,139,637,4.6,4,53.1,30,291,9.7,1,24.3,169,928,5.5,5,,2017
Art Thompkins,art-thompkins-1,/cfb/players/art-thompkins-1.html,Toledo,MAC,14,104,629,6.0,2,44.9,16,123,7.7,0,8.8,120,752,6.3,2,,2017
Kell Walker,kell-walker-1,/cfb/players/kell-walker-1.html,Army,Ind,12,86,629,7.3,6,52.4,5,111,22.2,0,9.3,91,740,8.1,6,,2017
Darrin Hall,darrin-hall-1,/cfb/players/darrin-hall-1.html,Pitt,ACC,12,128,628,4.9,9,52.3,16,157,9.8,1,13.1,144,785,5.5,10,,2017
Andy Davidson,andy-davidson-1,/cfb/players/andy-davidson-1.html,Army,Ind,13,116,627,5.4,5,48.2,0,0,,0,0.0,116,627,5.4,5,,2017
Jordan Mims,jordan-mims-1,/cfb/players/jordan-mims-1.html,Fresno State,MWC,14,151,627,4.2,6,44.8,14,143,10.2,0,10.2,165,770,4.7,6,,2017
Mike Weber,mike-weber-1,/cfb/players/mike-weber-1.html,Ohio State,Big Ten,12,101,626,6.2,10,52.2,10,94,9.4,0,7.8,111,720,6.5,10,,2017
Tre King,tre-king-1,/cfb/players/tre-king-1.html,Texas Tech,Big 12,13,131,623,4.8,5,47.9,17,104,6.1,0,8.0,148,727,4.9,5,,2017
Lorenzo Harrison,lorenzo-harrison-1,/cfb/players/lorenzo-harrison-1.html,Maryland,Big Ten,12,137,622,4.5,3,51.8,11,36,3.3,0,3.0,148,658,4.4,3,,2017
Chris High,chris-high-1,/cfb/players/chris-high-1.html,Navy,American,11,144,621,4.3,2,56.5,0,0,,0,0.0,144,621,4.3,2,,2017
Jeremy Cox,jeremy-cox-1,/cfb/players/jeremy-cox-1.html,Old Dominion,CUSA,9,147,621,4.2,4,69.0,20,176,8.8,0,19.6,167,797,4.8,4,,2017
