Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,awards,Year
E.J. Warner,ej-warner-1,/cfb/players/ej-warner-1.html,Temple,American,10,256,445,57.5,3076,23,5.2,12,2.7,6.9,6.73,12.0,307.6,127.3,,2023
J.J. McCarthy,jj-mccarthy-1,/cfb/players/jj-mccarthy-1.html,Michigan,Big Ten,15,240,332,72.3,2991,22,6.6,4,1.2,9.0,9.79,12.5,199.4,167.4,H-10,2023
Mikey Keene,mikey-keene-1,/cfb/players/mikey-keene-1.html,Fresno State,MWC,12,283,422,67.1,2976,24,5.7,10,2.4,7.1,7.12,10.5,248.0,140.3,,2023
Diego Pavia,diego-pavia-1,/cfb/players/diego-pavia-1.html,New Mexico State,CUSA,15,221,366,60.4,2973,26,7.1,9,2.5,8.1,8.44,13.5,198.2,147.1,,2023
Graham Mertz,graham-mertz-1,/cfb/players/graham-mertz-1.html,Florida,SEC,11,261,358,72.9,2903,20,5.6,3,0.8,8.1,8.85,11.1,263.9,157.8,,2023
Kaidon Salter,kaidon-salter-1,/cfb/players/kaidon-salter-1.html,Liberty,CUSA,14,177,290,61.0,2876,32,11.0,6,2.1,9.9,11.19,16.2,205.4,176.6,,2023
Noah Fifita,noah-fifita-1,/cfb/players/noah-fifita-1.html,Arizona,Pac-12,12,241,333,72.4,2869,25,7.5,6,1.8,8.6,9.31,11.9,239.1,165.9,,2023
Cade Klubnik,cade-klubnik-1,/cfb/players/cade-klubnik-1.html,Clemson,ACC,13,290,454,63.9,2844,19,4.2,9,2.0,6.3,6.21,9.8,218.8,126.3,,2023
Haynes King,haynes-king-1,/cfb/players/haynes-king-1.html,Georgia Tech,ACC,13,226,367,61.6,2842,27,7.4,16,4.4,7.7,7.25,12.6,218.6,142.2,,2023
Jalen Milroe,jalen-milroe-1,/cfb/players/jalen-milroe-1.html,Alabama,SEC,13,187,284,65.8,2834,23,8.1,6,2.1,10.0,10.65,15.2,218.0,172.2,H-6,2023
Joe Milton,joe-milton-2,/cfb/players/joe-milton-2.html,Tennessee,SEC,12,229,354,64.7,2813,20,5.6,5,1.4,7.9,8.44,12.3,234.4,147.3,,2023
Donovan Smith,donovan-smith-2,/cfb/players/donovan-smith-2.html,Houston,Big 12,12,256,397,64.5,2801,22,5.5,13,3.3,7.1,6.69,10.9,233.4,135.5,,2023
Chevan Cordeiro,chevan-cordeiro-1,/cfb/players/chevan-cordeiro-1.html,San Jose State,MWC,13,223,362,61.6,2773,20,5.5,4,1.1,7.7,8.27,12.4,213.3,142.0,,2023
Jordan Travis,jordan-travis-1,/cfb/players/jordan-travis-1.html,Florida State,ACC,11,207,324,63.9,2756,20,6.2,2,0.6,8.5,9.46,13.3,250.5,154.5,H-5,2023
Devin Leary,devin-leary-1,/cfb/players/devin-leary-1.html,Kentucky,SEC,13,209,371,56.3,2746,25,6.7,12,3.2,7.4,7.29,13.1,211.2,134.3,,2023
Tyler Van Dyke,tyler-van-dyke-1,/cfb/players/tyler-van-dyke-1.html,Miami (FL),ACC,11,219,333,65.8,2703,19,5.7,12,3.6,8.1,7.64,12.3,245.7,145.6,,2023
Sam Hartman,sam-hartman-1,/cfb/players/sam-hartman-1.html,Notre Dame,Ind,12,191,301,63.5,2689,24,8.0,8,2.7,8.9,9.33,14.1,224.1,159.5,,2023
Carter Bradley,carter-bradley-1,/cfb/players/carter-bradley-1.html,South Alabama,Sun Belt,11,221,326,67.8,2660,19,5.8,7,2.1,8.2,8.36,12.0,241.8,151.3,,2023
DeQuan Finn,dequan-finn-1,/cfb/players/dequan-finn-1.html,Toledo,MAC,13,201,317,63.4,2657,22,6.9,9,2.8,8.4,8.49,13.2,204.4,151.0,,2023
Will Howard,will-howard-2,/cfb/players/will-howard-2.html,Kansas State,Big 12,12,219,357,61.3,2643,24,6.7,10,2.8,7.4,7.49,12.1,220.3,140.1,,2023
D.J. Uiagalelei,dj-uiagalelei-1,/cfb/players/dj-uiagalelei-1.html,Oregon State,Pac-12,12,180,315,57.1,2638,21,6.7,7,2.2,8.4,8.71,14.7,219.8,145.0,,2023
Drew Allar,drew-allar-1,/cfb/players/drew-allar-1.html,Penn State,Big Ten,13,233,389,59.9,2631,25,6.4,2,0.5,6.8,7.82,11.3,202.4,136.9,,2023
Darren Grainger,darren-grainger-1,/cfb/players/darren-grainger-1.html,Georgia State,Sun Belt,13,244,358,68.2,2621,20,5.6,7,2.0,7.3,7.56,10.7,201.6,144.2,,2023
Jaylen Raynor,jaylen--raynor-1,/cfb/players/jaylen--raynor-1.html,Arkansas State,Sun Belt,11,166,285,58.2,2550,17,6.0,7,2.5,8.9,9.04,15.4,231.8,148.2,,2023
Frank Harris,frank-harris-3,/cfb/players/frank-harris-3.html,UTSA,American,10,218,336,64.9,2506,18,5.4,8,2.4,7.5,7.46,11.5,250.6,140.4,,2023
Keegan Shoemaker,keegan-shoemaker-1,/cfb/players/keegan-shoemaker-1.html,Sam Houston,CUSA,11,264,419,63.0,2506,15,3.6,11,2.6,6.0,5.52,9.5,227.8,119.8,,2023
JT Daniels,jt-daniels-1,/cfb/players/jt-daniels-1.html,Rice,American,9,181,287,63.1,2443,21,7.3,7,2.4,8.5,8.88,13.5,271.4,153.8,,2023
Keyone Jenkins,keyone-jenkins-1,/cfb/players/keyone-jenkins-1.html,Florida International,CUSA,11,194,332,58.4,2414,11,3.3,11,3.3,7.3,6.44,12.4,219.5,123.8,,2023
Garrett Greene,garrett-greene-1,/cfb/players/garrett-greene-1.html,West Virginia,Big 12,12,147,277,53.1,2406,16,5.8,4,1.4,8.7,9.19,16.4,200.5,142.2,,2023
Michael Pratt,michael-pratt-1,/cfb/players/michael-pratt-1.html,Tulane,American,11,185,283,65.4,2406,22,7.8,5,1.8,8.5,9.26,13.0,218.7,158.9,,2023
Hudson Card,hudson-card-1,/cfb/players/hudson-card-1.html,Purdue,Big Ten,11,215,365,58.9,2387,15,4.1,8,2.2,6.5,6.38,11.1,217.0,123.0,,2023
Rocky Lombardi,rocky-lombardi-1,/cfb/players/rocky-lombardi-1.html,Northern Illinois,MAC,13,189,327,57.8,2274,11,3.4,7,2.1,7.0,6.66,12.0,174.9,123.0,,2023
John Rhys Plumlee,john-rhys-plumlee-1,/cfb/players/john-rhys-plumlee-1.html,UCF,Big 12,10,161,256,62.9,2271,15,5.9,8,3.1,8.9,8.64,14.1,227.1,150.5,,2023
Thomas Castellanos,thomas-castellanos-1,/cfb/players/thomas-castellanos-1.html,Boston College,ACC,13,189,330,57.3,2248,15,4.5,14,4.2,6.8,5.81,11.9,172.9,121.0,,2023
Ashton Daniels,ashton-daniels-1,/cfb/players/ashton-daniels-1.html,Stanford,Pac-12,12,191,325,58.8,2247,11,3.4,8,2.5,6.9,6.48,11.8,187.3,123.1,,2023
Emory Jones,emory-jones-1,/cfb/players/emory-jones-1.html,Cincinnati,Big 12,12,197,322,61.2,2219,18,5.6,10,3.1,6.9,6.61,11.3,184.9,131.3,,2023
Kurtis Rourke,kurtis-rourke-1,/cfb/players/kurtis-rourke-1.html,Ohio,MAC,11,195,307,63.5,2207,11,3.6,5,1.6,7.2,7.17,11.3,200.6,132.5,,2023
Josh Hoover,josh-hoover-1,/cfb/players/josh-hoover-1.html,Texas Christian,Big 12,10,185,298,62.1,2206,15,5.0,9,3.0,7.4,7.05,11.9,220.6,134.8,,2023
Blake Shapen,blake-shapen-1,/cfb/players/blake-shapen-1.html,Baylor,Big 12,8,184,298,61.7,2188,13,4.4,3,1.0,7.3,7.76,11.9,273.5,135.8,,2023
Cam Fancher,cam-fancher-1,/cfb/players/cam-fancher-1.html,Marshall,Sun Belt,10,202,309,65.4,2162,11,3.6,11,3.6,7.0,6.11,10.7,216.2,128.8,,2023
Grant Wilson,grant-wilson-1,/cfb/players/grant-wilson-1.html,Old Dominion,Sun Belt,12,178,312,57.1,2149,17,5.4,8,2.6,6.9,6.82,12.1,179.1,127.8,,2023
Jason Bean,jason-bean-1,/cfb/players/jason-bean-1.html,Kansas,Big 12,12,124,199,62.3,2130,18,9.0,7,3.5,10.7,10.93,17.2,177.5,175.0,,2023
Cole Snyder,cole-snyder-2,/cfb/players/cole-snyder-2.html,Buffalo,MAC,12,203,372,54.6,2108,13,3.5,9,2.4,5.7,5.28,10.4,175.7,108.9,,2023
K.J. Jefferson,kj-jefferson-1,/cfb/players/kj-jefferson-1.html,Arkansas,SEC,12,190,296,64.2,2107,19,6.4,8,2.7,7.1,7.19,11.1,175.6,139.8,,2023
Kyron Drones,kyron-drones-1,/cfb/players/kyron-drones-1.html,Virginia Tech,ACC,13,166,285,58.2,2085,17,6.0,3,1.1,7.3,8.04,12.6,160.4,137.3,,2023
Ta'Quan Roberson,taquan-roberson-1,/cfb/players/taquan-roberson-1.html,Connecticut,Ind,11,197,338,58.3,2075,12,3.6,6,1.8,6.1,6.05,10.5,188.6,118.0,,2023
Dylan Hopkins,dylan-hopkins-1,/cfb/players/dylan-hopkins-1.html,New Mexico,MWC,11,157,282,55.7,2074,11,3.9,9,3.2,7.4,6.70,13.2,188.5,123.9,,2023
Tanner Mordecai,tanner-mordecai-1,/cfb/players/tanner-mordecai-1.html,Wisconsin,Big Ten,10,204,314,65.0,2066,9,2.9,4,1.3,6.6,6.58,10.1,206.6,127.1,,2023
Hank Bachmeier,hank-bachmeier-1,/cfb/players/hank-bachmeier-1.html,Louisiana Tech,CUSA,9,182,269,67.7,2058,10,3.7,5,1.9,7.7,7.56,11.3,228.7,140.5,,2023
Jalen Mayden,jalen-mayden-1,/cfb/players/jalen-mayden-1.html,San Diego State,MWC,12,199,314,63.4,2031,10,3.2,9,2.9,6.5,5.82,10.2,169.3,122.5,,2023
Daniel Richardson,daniel-richardson-1,/cfb/players/daniel-richardson-1.html,Florida Atlantic,American,11,208,322,64.6,2001,13,4.0,10,3.1,6.2,5.62,9.6,181.9,123.9,,2023
Andrew Peasley,andrew-peasley-1,/cfb/players/andrew-peasley-1.html,Wyoming,MWC,12,166,266,62.4,1991,20,7.5,5,1.9,7.5,8.14,12.0,165.9,146.3,,2023
Anthony Colandrea,anthony-colandrea-1,/cfb/players/anthony-colandrea-1.html,Virginia,ACC,8,154,246,62.6,1958,13,5.3,9,3.7,8.0,7.37,12.7,244.8,139.6,,2023
Billy Wiles,billy-wiles-1,/cfb/players/billy-wiles-1.html,Southern Mississippi,Sun Belt,11,162,301,53.8,1940,11,3.7,7,2.3,6.4,6.13,12.0,176.4,115.4,,2023
Connor Bazelak,connor-bazelak-1,/cfb/players/connor-bazelak-1.html,Bowling Green,MAC,11,168,278,60.4,1935,12,4.3,7,2.5,7.0,6.69,11.5,175.9,128.1,,2023
Grayson McCall,grayson-mccall-1,/cfb/players/grayson-mccall-1.html,Coastal Carolina,Sun Belt,7,151,224,67.4,1919,10,4.5,6,2.7,8.6,8.25,12.7,274.1,148.7,,2023
Luke Altmyer,luke-altmyer-1,/cfb/players/luke-altmyer-1.html,Illinois,Big Ten,9,175,270,64.8,1883,13,4.8,10,3.7,7.0,6.27,10.8,209.2,131.9,,2023
Jase Bauer,jase-bauer-1,/cfb/players/jase-bauer-1.html,Central Michigan,MAC,12,163,287,56.8,1881,12,4.2,8,2.8,6.6,6.14,11.5,156.8,120.1,,2023
Athan Kaliakmanis,athan-kaliakmanis-1,/cfb/players/athan-kaliakmanis-1.html,Minnesota,Big Ten,12,156,294,53.1,1838,14,4.8,9,3.1,6.3,5.83,11.8,153.2,115.2,,2023
Cooper Legas,cooper-legas-1,/cfb/players/cooper-legas-1.html,Utah State,MWC,9,138,213,64.8,1815,19,8.9,8,3.8,8.5,8.62,13.2,201.7,158.3,,2023
Ben Bryant,ben-bryant-1,/cfb/players/ben-bryant-1.html,Northwestern,Big Ten,9,173,277,62.5,1807,13,4.7,6,2.2,6.5,6.49,10.4,200.8,128.4,,2023
Brennan Armstrong,brennan-armstrong-1,/cfb/players/brennan-armstrong-1.html,North Carolina State,ACC,12,160,262,61.1,1785,11,4.2,7,2.7,6.8,6.45,11.2,148.8,126.8,,2023
Austin Smith,austin-smith-5,/cfb/players/austin-smith-5.html,Eastern Michigan,MAC,12,171,298,57.4,1775,9,3.0,7,2.3,6.0,5.50,10.4,147.9,112.7,,2023
Behren Morton,behren-morton-1,/cfb/players/behren-morton-1.html,Texas Tech,Big 12,10,182,293,62.1,1757,15,5.1,8,2.7,6.0,5.79,9.7,175.7,123.9,,2023
Payton Thorne,payton-thorne-1,/cfb/players/payton-thorne-1.html,Auburn,SEC,13,162,265,61.1,1755,16,6.0,10,3.8,6.6,6.13,10.8,135.0,129.1,,2023
Taylen Green,taylen-green-1,/cfb/players/taylen-green-1.html,Boise State,MWC,13,121,212,57.1,1752,11,5.2,9,4.2,8.3,7.39,14.5,134.8,135.1,,2023
Gavin Wimsatt,gavin-wimsatt-1,/cfb/players/gavin-wimsatt-1.html,Rutgers,Big Ten,13,138,289,47.8,1735,9,3.1,8,2.8,6.0,5.38,12.6,133.5,102.9,,2023
Kedon Slovis,kedon-slovis-1,/cfb/players/kedon-slovis-1.html,BYU,Big 12,8,153,266,57.5,1716,12,4.5,6,2.3,6.5,6.34,11.2,214.5,122.1,,2023
Fernando Mendoza,fernando-mendoza-1,/cfb/players/fernando-mendoza-1.html,California,Pac-12,9,153,243,63.0,1708,14,5.8,10,4.1,7.0,6.33,11.2,189.8,132.8,,2023
Garrett Shrader,garrett-shrader-1,/cfb/players/garrett-shrader-1.html,Syracuse,ACC,11,134,214,62.6,1686,13,6.1,6,2.8,7.9,7.83,12.6,153.3,143.2,,2023
Brett Gabbert,brett-gabbert-1,/cfb/players/brett-gabbert-1.html,Miami (OH),MAC,8,111,187,59.4,1634,14,7.5,5,2.7,8.7,9.03,14.7,204.3,152.1,,2023
Will Rogers,will-rogers-1,/cfb/players/will-rogers-1.html,Mississippi State,SEC,8,142,237,59.9,1626,12,5.1,4,1.7,6.9,7.11,11.5,203.3,130.9,,2023
Dante Moore,dante-moore-1,/cfb/players/dante-moore-1.html,UCLA,Pac-12,9,114,213,53.5,1610,11,5.2,9,4.2,7.6,6.69,14.1,178.9,125.6,,2023
Brendan Sorsby,brendan-sorsby-1,/cfb/players/brendan-sorsby-1.html,Indiana,Big Ten,10,135,237,57.0,1587,15,6.3,5,2.1,6.7,7.01,11.8,158.7,129.9,,2023
Bryson Barnes,bryson-barnes-1,/cfb/players/bryson-barnes-1.html,Utah,Pac-12,11,142,242,58.7,1572,12,5.0,11,4.5,6.5,5.44,11.1,142.9,120.5,,2023
Alex Flinn,alex-flinn-1,/cfb/players/alex-flinn-1.html,East Carolina,American,12,159,290,54.8,1558,6,2.1,12,4.1,5.4,3.92,9.8,129.8,98.5,,2023
Mitch Griffis,mitch-griffis-1,/cfb/players/mitch-griffis-1.html,Wake Forest,ACC,9,124,207,59.9,1553,9,4.3,7,3.4,7.5,6.85,12.5,172.6,130.5,,2023
Chandler Morris,chandler-morris-1,/cfb/players/chandler-morris-1.html,Texas Christian,Big 12,7,133,203,65.5,1532,12,5.9,5,2.5,7.5,7.62,11.5,218.9,143.5,,2023
Taisun Phommachanh,taisun-phommachanh-1,/cfb/players/taisun-phommachanh-1.html,Massachusetts,Ind,9,139,227,61.2,1507,6,2.6,6,2.6,6.6,5.98,10.8,167.4,120.4,,2023
Hayden Wolff,hayden-wolff-1,/cfb/players/hayden-wolff-1.html,Western Michigan,MAC,8,148,226,65.5,1505,8,3.5,5,2.2,6.7,6.37,10.2,188.1,128.7,,2023
Trenton Bourguet,trenton-bourguet-1,/cfb/players/trenton-bourguet-1.html,Arizona State,Pac-12,8,151,248,60.9,1486,1,0.4,4,1.6,6.0,5.35,9.8,185.8,109.3,,2023
AJ Swann,aj-swann-1,/cfb/players/aj-swann-1.html,Vanderbilt,SEC,6,107,196,54.6,1457,12,6.1,7,3.6,7.4,7.05,13.6,242.8,130.1,,2023
Max Johnson,max-johnson-2,/cfb/players/max-johnson-2.html,Texas A&M,SEC,8,118,190,62.1,1452,9,4.7,5,2.6,7.6,7.41,12.3,181.5,136.7,,2023
Cade McConnell,cade-mcconnell-2,/cfb/players/cade-mcconnell-2.html,UTEP,CUSA,7,92,172,53.5,1437,6,3.5,4,2.3,8.4,8.01,15.6,205.3,130.5,,2023
Zion Webb,zion-webb-1,/cfb/players/zion-webb-1.html,Jacksonville State,CUSA,12,111,220,50.5,1437,6,2.7,8,3.6,6.5,5.44,12.9,119.8,107.0,,2023
Jeff Undercuffler,jeff-undercuffler-2,/cfb/players/jeff-undercuffler-2.html,Akron,MAC,10,138,224,61.6,1378,4,1.8,9,4.0,6.2,4.70,10.0,137.8,111.1,,2023
Brendon Lewis,brendon-lewis-1,/cfb/players/brendon-lewis-1.html,Nevada,MWC,12,131,236,55.5,1313,2,0.8,6,2.5,5.6,4.59,10.0,109.4,100.0,,2023
John Paddock,john-paddock-1,/cfb/players/john-paddock-1.html,Illinois,Big Ten,7,85,143,59.4,1278,9,6.3,3,2.1,8.9,9.25,15.0,182.6,151.1,,2023
Trexler Ivey,trexler-ivey-1,/cfb/players/trexler-ivey-1.html,Charlotte,American,11,112,203,55.2,1263,4,2.0,10,4.9,6.2,4.40,11.3,114.8,104.1,,2023
Jiya Wright,jiya-wright-1,/cfb/players/jiya-wright-1.html,Louisiana-Monroe,Sun Belt,12,107,204,52.5,1246,10,4.9,8,3.9,6.1,5.32,11.6,103.8,112.1,,2023
Zeon Chriss,zeon-chriss-1,/cfb/players/zeon-chriss-1.html,Louisiana,Sun Belt,8,102,153,66.7,1222,11,7.2,5,3.3,8.0,7.95,12.0,152.8,150.9,,2023
Maddux Madsen,maddux-madsen-1,/cfb/players/maddux-madsen-1.html,Boise State,MWC,9,81,132,61.4,1191,9,6.8,3,2.3,9.0,9.36,14.7,132.3,155.1,,2023
Ken Seals,ken-seals-1,/cfb/players/ken-seals-1.html,Vanderbilt,SEC,10,105,179,58.7,1183,11,6.1,4,2.2,6.6,6.83,11.3,118.3,130.0,,2023
Christian Veilleux,christian-veilleux-1,/cfb/players/christian-veilleux-1.html,Pitt,ACC,7,94,184,51.1,1179,7,3.8,8,4.3,6.4,5.21,12.5,168.4,108.8,,2023
Deacon Hill,deacon-hill-1,/cfb/players/deacon-hill-1.html,Iowa,Big Ten,13,122,251,48.6,1152,5,2.0,8,3.2,4.6,3.55,9.4,88.6,87.4,,2023
Cardell Williams,cardell-williams-1,/cfb/players/cardell-williams-1.html,Tulsa,American,9,79,132,59.8,1149,10,7.6,7,5.3,8.7,7.83,14.5,127.7,147.4,,2023
Ethan Garbers,ethan-garbers-1,/cfb/players/ethan-garbers-1.html,UCLA,Pac-12,11,98,146,67.1,1136,11,7.5,3,2.1,7.8,8.36,11.6,103.3,153.2,,2023
Katin Houser,katin-houser-1,/cfb/players/katin-houser-1.html,Michigan State,Big Ten,11,112,191,58.6,1130,6,3.1,5,2.6,5.9,5.37,10.1,102.7,113.5,,2023
Jayden De Laura,jayden-de-laura-1,/cfb/players/jayden-de-laura-1.html,Arizona,Pac-12,7,89,128,69.5,1120,10,7.8,5,3.9,8.8,8.55,12.6,160.0,161.0,,2023
Riley Leonard,riley-leonard-1,/cfb/players/riley-leonard-1.html,Duke,ACC,7,95,165,57.6,1102,3,1.8,3,1.8,6.7,6.22,11.6,157.4,116.0,,2023
Noah Kim,noah-kim-1,/cfb/players/noah-kim-1.html,Michigan State,Big Ten,5,91,160,56.9,1090,6,3.8,6,3.8,6.8,5.88,12.0,218.0,119.0,,2023
Chandler Fields,chandler-fields-1,/cfb/players/chandler-fields-1.html,Louisiana,Sun Belt,7,96,143,67.1,1069,7,4.9,3,2.1,7.5,7.51,11.1,152.7,141.9,,2023
Timmy Mcclain,timmy-mcclain-1,/cfb/players/timmy-mcclain-1.html,UCF,Big 12,7,64,102,62.7,1065,9,8.8,3,2.9,10.4,10.88,16.6,152.1,173.7,,2023
McCae Hillstead,mccae-hillstead-1,/cfb/players/mccae-hillstead-1.html,Utah State,MWC,8,94,158,59.5,1062,11,7.0,8,5.1,6.7,5.84,11.3,132.8,128.8,,2023
Tony Muskett,tony-muskett-1,/cfb/players/tony-muskett-1.html,Virginia,ACC,6,93,147,63.3,1031,6,4.1,5,3.4,7.0,6.30,11.1,171.8,128.8,,2023
Jack Turner,jack-turner-1,/cfb/players/jack-turner-1.html,Louisiana Tech,CUSA,8,84,148,56.8,1017,5,3.4,5,3.4,6.9,6.03,12.1,127.1,118.9,,2023
Grayson Loftis,grayson-loftis-1,/cfb/players/grayson-loftis-1.html,Duke,ACC,8,91,163,55.8,1006,8,4.9,4,2.5,6.2,6.05,11.1,125.8,119.0,,2023
Conner Weigman,conner-weigman-1,/cfb/players/conner-weigman-1.html,Texas A&M,SEC,4,82,119,68.9,979,8,6.7,2,1.7,8.2,8.82,11.9,244.8,156.8,,2023
