Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Jordan Williams,jordan-williams-3,/cfb/players/jordan-williams-3.html,Ball State,MAC,12,72,920,12.8,8,76.7,0,0,,0,0.0,72,920,12.8,8,,2015
De'Runnya Wilson,derunnya-wilson-1,/cfb/players/derunnya-wilson-1.html,Mississippi State,SEC,13,60,918,15.3,10,70.6,0,0,,0,0.0,60,918,15.3,10,,2015
Jordan Westerkamp,jordan-westerkamp-1,/cfb/players/jordan-westerkamp-1.html,Nebraska,Big Ten,13,65,918,14.1,7,70.6,0,0,,0,0.0,65,918,14.1,7,,2015
Travis Rudolph,travis-rudolph-1,/cfb/players/travis-rudolph-1.html,Florida State,ACC,13,59,916,15.5,7,70.5,0,0,,0,0.0,59,916,15.5,7,,2015
Josh Reynolds,josh-reynolds-1,/cfb/players/josh-reynolds-1.html,Texas A&M,SEC,12,51,907,17.8,5,75.6,0,0,,0,0.0,51,907,17.8,5,,2015
Ricky Jones,ricky-jones-1,/cfb/players/ricky-jones-1.html,Indiana,Big Ten,13,54,906,16.8,5,69.7,2,20,10.0,0,1.5,56,926,16.5,5,,2015
Cayleb Jones,cayleb-jones-2,/cfb/players/cayleb-jones-2.html,Arizona,Pac-12,13,55,904,16.4,5,69.5,0,0,,0,0.0,55,904,16.4,5,,2015
Devonte Boyd,devonte-boyd-1,/cfb/players/devonte-boyd-1.html,Nevada-Las Vegas,MWC,12,54,904,16.7,7,75.3,0,0,,0,0.0,54,904,16.7,7,,2015
Artavis Scott,artavis-scott-1,/cfb/players/artavis-scott-1.html,Clemson,ACC,15,93,901,9.7,6,60.1,6,20,3.3,1,1.3,99,921,9.3,7,,2015
Shelton Gibson,shelton-gibson-1,/cfb/players/shelton-gibson-1.html,West Virginia,Big 12,13,37,887,24.0,9,68.2,0,0,,0,0.0,37,887,24.0,9,,2015
Geronimo Allison,geronimo-allison-1,/cfb/players/geronimo-allison-1.html,Illinois,Big Ten,12,65,882,13.6,3,73.5,0,0,,0,0.0,65,882,13.6,3,,2015
Teddy Ruben,teddy-ruben-1,/cfb/players/teddy-ruben-1.html,Troy,Sun Belt,12,63,879,14.0,9,73.3,2,12,6.0,0,1.0,65,891,13.7,9,,2015
Thomas Duarte,thomas-duarte-1,/cfb/players/thomas-duarte-1.html,UCLA,Pac-12,13,53,872,16.5,10,67.1,0,0,,0,0.0,53,872,16.5,10,,2015
Chris Moore,chris-moore-4,/cfb/players/chris-moore-4.html,Cincinnati,American,12,40,870,21.8,7,72.5,2,10,5.0,0,0.8,42,880,21.0,7,,2015
K.D. Cannon,kd-cannon-1,/cfb/players/kd-cannon-1.html,Baylor,Big 12,13,50,868,17.4,6,66.8,1,2,2.0,0,0.2,51,870,17.1,6,,2015
David Glidden,david-glidden-1,/cfb/players/david-glidden-1.html,Oklahoma State,Big 12,13,57,866,15.2,3,66.6,0,0,,0,0.0,57,866,15.2,3,,2015
Jesse Kroll,jesse-kroll-1,/cfb/players/jesse-kroll-1.html,Central Michigan,MAC,13,61,866,14.2,4,66.6,0,0,,0,0.0,61,866,14.2,4,,2015
Malcolm Mitchell,malcolm-mitchell-2,/cfb/players/malcolm-mitchell-2.html,Georgia,SEC,13,58,865,14.9,5,66.5,0,0,,0,0.0,58,865,14.9,5,,2015
Courtland Sutton,courtland-sutton-1,/cfb/players/courtland-sutton-1.html,SMU,American,12,49,862,17.6,9,71.8,0,0,,0,0.0,49,862,17.6,9,,2015
Jared Dangerfield,jared-dangerfield-1,/cfb/players/jared-dangerfield-1.html,Western Kentucky,CUSA,14,82,844,10.3,8,60.3,0,0,,0,0.0,82,844,10.3,8,,2015
Drew Morgan,drew-morgan-1,/cfb/players/drew-morgan-1.html,Arkansas,SEC,13,63,843,13.4,10,64.8,4,20,5.0,0,1.5,67,863,12.9,10,,2015
Hunter Sharp,hunter-sharp-1,/cfb/players/hunter-sharp-1.html,Utah State,MWC,11,71,835,11.8,9,75.9,8,20,2.5,0,1.8,79,855,10.8,9,,2015
Cody Thompson,cody-thompson-1,/cfb/players/cody-thompson-1.html,Toledo,MAC,12,37,825,22.3,5,68.8,0,0,,0,0.0,37,825,22.3,5,,2015
Jamal Robinson,jamal-robinson-3,/cfb/players/jamal-robinson-3.html,Louisiana,Sun Belt,12,54,824,15.3,5,68.7,0,0,,0,0.0,54,824,15.3,5,,2015
Rodney Adams,rodney-adams-1,/cfb/players/rodney-adams-1.html,South Florida,American,13,45,822,18.3,9,63.2,10,81,8.1,1,6.2,55,903,16.4,10,,2015
Jenson Stoshak,jenson-stoshak-1,/cfb/players/jenson-stoshak-1.html,Florida Atlantic,CUSA,12,57,820,14.4,2,68.3,0,0,,0,0.0,57,820,14.4,2,,2015
Ron Willoughby,ron-willoughby-1,/cfb/players/ron-willoughby-1.html,Buffalo,MAC,12,62,813,13.1,6,67.8,0,0,,0,0.0,62,813,13.1,6,,2015
Leonte Carroo,leonte-carroo-1,/cfb/players/leonte-carroo-1.html,Rutgers,Big Ten,8,39,809,20.7,10,101.1,0,0,,0,0.0,39,809,20.7,10,,2015
Bralon Addison,bralon-addison-1,/cfb/players/bralon-addison-1.html,Oregon,Pac-12,13,63,804,12.8,10,61.8,17,84,4.9,2,6.5,80,888,11.1,12,,2015
Kermit Whitfield,kermit-whitfield-1,/cfb/players/kermit-whitfield-1.html,Florida State,ACC,13,57,798,14.0,6,61.4,5,29,5.8,0,2.2,62,827,13.3,6,,2015
Mose Frazier,mose-frazier-1,/cfb/players/mose-frazier-1.html,Memphis,American,13,70,797,11.4,4,61.3,17,119,7.0,2,9.2,87,916,10.5,6,,2015
Jerome Lane,jerome-lane-1,/cfb/players/jerome-lane-1.html,Akron,MAC,13,39,782,20.1,8,60.2,0,0,,0,0.0,39,782,20.1,8,,2015
Michael Thomas,michael-thomas-3,/cfb/players/michael-thomas-3.html,Ohio State,Big Ten,13,56,781,13.9,9,60.1,0,0,,0,0.0,56,781,13.9,9,,2015
D.J. Thompson,dj-thompson-1,/cfb/players/dj-thompson-1.html,Southern Mississippi,CUSA,14,55,779,14.2,6,55.6,0,0,,0,0.0,55,779,14.2,6,,2015
Carlos Henderson,carlos-henderson-1,/cfb/players/carlos-henderson-1.html,Louisiana Tech,CUSA,11,36,774,21.5,5,70.4,5,54,10.8,0,4.9,41,828,20.2,5,,2015
K.J. Maye,kj-maye-1,/cfb/players/kj-maye-1.html,Minnesota,Big Ten,13,73,773,10.6,5,59.5,9,46,5.1,1,3.5,82,819,10.0,6,,2015
Sebastian Smith,sebastian-smith-1,/cfb/players/sebastian-smith-1.html,Ohio,MAC,13,64,770,12.0,7,59.2,0,0,,0,0.0,64,770,12.0,7,,2015
Marcell Ateman,marcell-ateman-1,/cfb/players/marcell-ateman-1.html,Oklahoma State,Big 12,13,45,766,17.0,5,58.9,1,1,1.0,0,0.1,46,767,16.7,5,,2015
Jehu Chesson,jehu-chesson-1,/cfb/players/jehu-chesson-1.html,Michigan,Big Ten,13,50,764,15.3,9,58.8,8,155,19.4,2,11.9,58,919,15.8,11,,2015
Canaan Severin,canaan-severin-1,/cfb/players/canaan-severin-1.html,Virginia,ACC,12,54,759,14.1,8,63.3,0,0,,0,0.0,54,759,14.1,8,,2015
Jay Lee,jay-lee-1,/cfb/players/jay-lee-1.html,Baylor,Big 12,13,38,758,19.9,8,58.3,1,-1,-1.0,0,-0.1,39,757,19.4,8,,2015
Dezmon Epps,dezmon-epps-1,/cfb/players/dezmon-epps-1.html,Idaho,Sun Belt,6,61,757,12.4,2,126.2,0,0,,0,0.0,61,757,12.4,2,,2015
Brandon Reilly,brandon-reilly-1,/cfb/players/brandon-reilly-1.html,Nebraska,Big Ten,13,40,754,18.9,4,58.0,11,96,8.7,0,7.4,51,850,16.7,4,,2015
Chance Allen,chance-allen-2,/cfb/players/chance-allen-2.html,Houston,American,14,56,752,13.4,6,53.7,0,0,,0,0.0,56,752,13.4,6,,2015
Jerico Richardson,jerico-richardson-1,/cfb/players/jerico-richardson-1.html,Nevada,MWC,13,68,750,11.0,5,57.7,1,1,1.0,1,0.1,69,751,10.9,6,,2015
Callen Hightower,callen-hightower-1,/cfb/players/callen-hightower-1.html,Idaho,Sun Belt,11,57,749,13.1,2,68.1,2,12,6.0,0,1.1,59,761,12.9,2,,2015
Kevonn Mabon,kevonn-mabon-1,/cfb/players/kevonn-mabon-1.html,Ball State,MAC,12,70,745,10.6,2,62.1,2,-4,-2.0,0,-0.3,72,741,10.3,2,,2015
Mack Hollins,mack-hollins-1,/cfb/players/mack-hollins-1.html,North Carolina,ACC,14,30,745,24.8,8,53.2,0,0,,0,0.0,30,745,24.8,8,,2015
Dede Westbrook,dede-westbrook-1,/cfb/players/dede-westbrook-1.html,Oklahoma,Big 12,13,46,743,16.2,4,57.2,5,17,3.4,0,1.3,51,760,14.9,4,,2015
Hasaan Henderson,hasaan-henderson-1,/cfb/players/hasaan-henderson-1.html,Nevada,MWC,13,52,741,14.3,4,57.0,0,0,,0,0.0,52,741,14.3,4,,2015
Hunter Henry,hunter-henry-1,/cfb/players/hunter-henry-1.html,Arkansas,SEC,13,51,739,14.5,3,56.8,0,0,,0,0.0,51,739,14.5,3,AA,2015
Mitch Mathews,mitch-mathews-1,/cfb/players/mitch-mathews-1.html,BYU,Ind,13,54,737,13.6,11,56.7,0,0,,0,0.0,54,737,13.6,11,,2015
Amara Darboh,amara-darboh-1,/cfb/players/amara-darboh-1.html,Michigan,Big Ten,13,58,727,12.5,5,55.9,2,2,1.0,0,0.2,60,729,12.2,5,,2015
Carlos Harris,carlos-harris-1,/cfb/players/carlos-harris-1.html,North Texas,CUSA,12,61,727,11.9,7,60.6,6,21,3.5,0,1.8,67,748,11.2,7,,2015
Donovan Harden,donovan-harden-2,/cfb/players/donovan-harden-2.html,Georgia State,Sun Belt,10,39,725,18.6,5,72.5,1,-2,-2.0,0,-0.2,40,723,18.1,5,,2015
Tre'Quan Smith,trequan-smith-1,/cfb/players/trequan-smith-1.html,UCF,American,12,52,724,13.9,4,60.3,0,0,,0,0.0,52,724,13.9,4,,2015
Taquan Mizzell,taquan-mizzell-1,/cfb/players/taquan-mizzell-1.html,Virginia,ACC,12,75,721,9.6,4,60.1,163,671,4.1,4,55.9,238,1392,5.8,8,,2015
Noel Thomas,noel-thomas-1,/cfb/players/noel-thomas-1.html,Connecticut,American,13,54,719,13.3,3,55.3,5,22,4.4,0,1.7,59,741,12.6,3,,2015
Charone Peake,charone-peake-1,/cfb/players/charone-peake-1.html,Clemson,ACC,15,50,716,14.3,5,47.7,0,0,,0,0.0,50,716,14.3,5,,2015
Ricardo Louis,ricardo-louis-1,/cfb/players/ricardo-louis-1.html,Auburn,SEC,13,46,716,15.6,3,55.1,29,158,5.4,1,12.2,75,874,11.7,4,,2015
Davonte Allen,davonte-allen-1,/cfb/players/davonte-allen-1.html,Marshall,CUSA,13,58,715,12.3,5,55.0,0,0,,0,0.0,58,715,12.3,5,,2015
Ajalen Holley,ajalen-holley-1,/cfb/players/ajalen-holley-1.html,Louisiana-Monroe,Sun Belt,12,60,709,11.8,6,59.1,1,4,4.0,0,0.3,61,713,11.7,6,,2015
Deandre Reaves,deandre-reaves-1,/cfb/players/deandre-reaves-1.html,Marshall,CUSA,13,56,705,12.6,4,54.2,0,0,,0,0.0,56,705,12.6,4,,2015
Matt Vandeberg,matt-vandeberg-1,/cfb/players/matt-vandeberg-1.html,Iowa,Big Ten,14,65,703,10.8,4,50.2,2,24,12.0,0,1.7,67,727,10.9,4,,2015
Antwane Grant,antwane-grant-1,/cfb/players/antwane-grant-1.html,Western Kentucky,CUSA,14,55,701,12.7,7,50.1,3,65,21.7,1,4.6,58,766,13.2,8,,2015
Ardarius Stewart,ardarius-stewart-1,/cfb/players/ardarius-stewart-1.html,Alabama,SEC,15,63,700,11.1,4,46.7,5,14,2.8,0,0.9,68,714,10.5,4,,2015
Deangelo Yancey,deangelo-yancey-1,/cfb/players/deangelo-yancey-1.html,Purdue,Big Ten,12,48,700,14.6,5,58.3,0,0,,0,0.0,48,700,14.6,5,,2015
Malachi Dupre,malachi-dupre-1,/cfb/players/malachi-dupre-1.html,LSU,SEC,12,43,698,16.2,6,58.2,0,0,,0,0.0,43,698,16.2,6,,2015
Marcus Green,marcus-green-6,/cfb/players/marcus-green-6.html,Louisiana-Monroe,Sun Belt,12,63,698,11.1,7,58.2,3,5,1.7,0,0.4,66,703,10.7,7,,2015
Ryan Switzer,ryan-switzer-1,/cfb/players/ryan-switzer-1.html,North Carolina,ACC,14,55,697,12.7,6,49.8,3,6,2.0,0,0.4,58,703,12.1,6,,2015
Rashawn Scott,rashawn-scott-1,/cfb/players/rashawn-scott-1.html,Miami (FL),ACC,13,52,695,13.4,5,53.5,0,0,,0,0.0,52,695,13.4,5,,2015
Anthony Miller,anthony-miller-6,/cfb/players/anthony-miller-6.html,Memphis,American,12,47,694,14.8,5,57.8,9,54,6.0,2,4.5,56,748,13.4,7,,2015
Garrett Johnson,garrett-johnson-3,/cfb/players/garrett-johnson-3.html,Kentucky,SEC,12,46,694,15.1,2,57.8,1,0,0.0,0,0.0,47,694,14.8,2,,2015
Stacy Coley,stacy-coley-1,/cfb/players/stacy-coley-1.html,Miami (FL),ACC,11,48,693,14.4,4,63.0,1,15,15.0,0,1.4,49,708,14.4,4,,2015
Jaydon Mickens,jaydon-mickens-1,/cfb/players/jaydon-mickens-1.html,Washington,Pac-12,13,58,692,11.9,2,53.2,7,44,6.3,1,3.4,65,736,11.3,3,,2015
Tyrain Taylor,tyrain-taylor-1,/cfb/players/tyrain-taylor-1.html,New Mexico State,Sun Belt,12,39,691,17.7,4,57.6,1,-2,-2.0,0,-0.2,40,689,17.2,4,,2015
Mitchell Paige,mitchell-paige-1,/cfb/players/mitchell-paige-1.html,Indiana,Big Ten,13,57,684,12.0,6,52.6,3,11,3.7,0,0.8,60,695,11.6,6,,2015
Antonio Callaway,antonio-callaway-1,/cfb/players/antonio-callaway-1.html,Florida,SEC,14,35,678,19.4,4,48.4,3,19,6.3,0,1.4,38,697,18.3,4,,2015
Tanner Gentry,tanner-gentry-1,/cfb/players/tanner-gentry-1.html,Wyoming,MWC,7,37,678,18.3,4,96.9,5,48,9.6,0,6.9,42,726,17.3,4,,2015
Trevor Davis,trevor-davis-1,/cfb/players/trevor-davis-1.html,California,Pac-12,13,40,672,16.8,2,51.7,3,4,1.3,0,0.3,43,676,15.7,2,,2015
Phil Mayhue,phil-mayhue-1,/cfb/players/phil-mayhue-1.html,Memphis,American,13,51,670,13.1,1,51.5,1,4,4.0,0,0.3,52,674,13.0,1,,2015
Devon Blackmon,devon-blackmon-1,/cfb/players/devon-blackmon-1.html,BYU,Ind,13,46,669,14.5,0,51.5,0,0,,0,0.0,46,669,14.5,0,,2015
Jordan Villamin,jordan-villamin-1,/cfb/players/jordan-villamin-1.html,Oregon State,Pac-12,12,43,660,15.3,5,55.0,0,0,,0,0.0,43,660,15.3,5,,2015
Trent Sherfield,trent-sherfield-1,/cfb/players/trent-sherfield-1.html,Vanderbilt,SEC,12,51,659,12.9,3,54.9,4,55,13.8,0,4.6,55,714,13.0,3,,2015
Kenny Lawler,kenny-lawler-1,/cfb/players/kenny-lawler-1.html,California,Pac-12,13,52,658,12.7,13,50.6,1,5,5.0,0,0.4,53,663,12.5,13,,2015
Paul Turner,paul-turner-3,/cfb/players/paul-turner-3.html,Louisiana Tech,CUSA,11,45,657,14.6,3,59.7,1,7,7.0,0,0.6,46,664,14.4,3,,2015
Jake Butt,jake-butt-1,/cfb/players/jake-butt-1.html,Michigan,Big Ten,13,51,654,12.8,3,50.3,0,2,,0,0.2,51,656,12.9,3,,2015
Jake Maulhardt,jake-maulhardt-1,/cfb/players/jake-maulhardt-1.html,Wyoming,MWC,12,57,653,11.5,8,54.4,0,0,,0,0.0,57,653,11.5,8,,2015
KaVontae Turpin,kavontae-turpin-1,/cfb/players/kavontae-turpin-1.html,Texas Christian,Big 12,13,45,649,14.4,8,49.9,20,116,5.8,0,8.9,65,765,11.8,8,,2015
Christian McCaffrey,christian-mccaffrey-1,/cfb/players/christian-mccaffrey-1.html,Stanford,Pac-12,14,45,645,14.3,5,46.1,337,2019,6.0,8,144.2,382,2664,7.0,13,"H-2,AA",2015
Cody Core,cody-core-1,/cfb/players/cody-core-1.html,Ole Miss,SEC,13,37,644,17.4,4,49.5,1,1,1.0,0,0.1,38,645,17.0,4,,2015
Teddy Veal,teddy-veal-1,/cfb/players/teddy-veal-1.html,Tulane,American,12,48,644,13.4,5,53.7,0,1,,0,0.1,48,645,13.4,5,,2015
Max McCaffrey,max-mccaffrey-1,/cfb/players/max-mccaffrey-1.html,Duke,ACC,13,52,643,12.4,5,49.5,0,0,,0,0.0,52,643,12.4,5,,2015
Jalen Robinette,jalen-robinette-1,/cfb/players/jalen-robinette-1.html,Air Force,MWC,14,26,641,24.7,5,45.8,2,-2,-1.0,0,-0.1,28,639,22.8,5,,2015
Devin Lauderdale,devin-lauderdale-1,/cfb/players/devin-lauderdale-1.html,Texas Tech,Big 12,11,43,639,14.9,4,58.1,0,0,,0,0.0,43,639,14.9,4,,2015
Jamari Staples,jamari-staples-1,/cfb/players/jamari-staples-1.html,Louisville,ACC,10,37,638,17.2,3,63.8,0,0,,0,0.0,37,638,17.2,3,,2015
Quinshad Davis,quinshad-davis-1,/cfb/players/quinshad-davis-1.html,North Carolina,ACC,14,55,638,11.6,4,45.6,0,0,,0,0.0,55,638,11.6,4,,2015
Thomas Owens,thomas-owens-1,/cfb/players/thomas-owens-1.html,Florida International,CUSA,12,51,638,12.5,8,53.2,0,0,,0,0.0,51,638,12.5,8,,2015
Jonathan Duhart,jonathan-duhart-1,/cfb/players/jonathan-duhart-1.html,Old Dominion,CUSA,12,47,636,13.5,8,53.0,0,0,,0,0.0,47,636,13.5,8,,2015
Tim White,tim-white-1,/cfb/players/tim-white-1.html,Arizona State,Pac-12,13,57,633,11.1,8,48.7,2,69,34.5,0,5.3,59,702,11.9,8,,2015
Ryan Burbrink,ryan-burbrink-1,/cfb/players/ryan-burbrink-1.html,Bowling Green,MAC,13,56,627,11.2,4,48.2,1,7,7.0,1,0.5,57,634,11.1,5,,2015
