Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_defense,games_pff,tackles_combined,tackles_loss,sacks,def_int,pass_defended,fumbles_forced,award_aa,award_aac_defensive_player_of_the_year,award_acc_defensive_player_of_the_year,award_bednarik,award_big_12_defensive_player_of_the_year,award_big_ten_defensive_player_of_the_year,award_bronko_nagurski_award_most_outstanding_defensive_player,award_cusa_defensive_player_of_the_year,award_chuck_bednarik_award_defensive_player_of_the_year,award_john_outland_trophy_most_outstanding_interior_lineman,award_mac_defensive_player_of_the_year,award_mwc_defensive_player_of_the_year,award_nagurski,award_pac_12_defensive_player_of_the_year,award_ronnie_lott_trophy_defensive_impact_player_of_the_year,award_sec_defensive_player_of_the_year,award_sun_belt_defensive_player_of_the_year,award_sun_belt_player_of_the_year,award_ted_hendricks_award_defensive_end_of_the_year_award,award_vern_smith_leadership_award,award_vince_lombardi_award_lineman_of_the_year
john-kirven-1,John Kirven,IDL,Virginia,Virginia,2,10.0,3.55,0.0,,0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnathon-weir-1,Johnathon Weir,IDL,Massachusetts,Massachusetts,2,10.0,-8.87,0.0,,0,10.0,9.0,15.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordyn-mahaffey-1,Jordyn Mahaffey,IDL,Southern Mississippi,Southern Mississippi,2,10.0,-3.4939999999999998,0.0,,0,10.0,0.0,20.0,3.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julien-obioha-1,Julien Obioha,IDL,Texas A&M,Texas A&M,1,10.0,4.47,0.0,,0,10.0,9.0,29.0,3.5,1.5,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justin-lohrenz-1,Justin Lohrenz,IDL,Tulsa,Tulsa,1,10.0,-2.98,0.0,,0,10.0,9.0,8.0,1.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justus-terry-1,Justus Terry,IDL,Texas,Texas,1,10.0,4.55,0.0,,0,10.0,9.0,8.0,1.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keegan-shank-1,Keegan Shank,IDL,Colorado State,Colorado State,2,10.0,-0.71,0.0,,0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keenan-sykes-1,Keenan Sykes,IDL,San Jose State,San Jose State,1,10.0,-4.37,0.0,,0,10.0,9.0,28.0,2.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kendrick-dujour-1,Kendrick DuJour,IDL,Sam Houston,Sam Houston,1,10.0,-7.93,0.0,,0,10.0,10.0,24.0,4.5,3.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenneth-orji-1,Kenneth Orji,IDL,Rice,Rice,1,10.0,-3.75,0.0,,0,10.0,9.0,18.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin-pointer-1,Kevin Pointer,IDL,Louisiana-Monroe,Louisiana-Monroe,3,10.0,-2.87,0.0,,0,9.0,10.0,38.0,7.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khalid-moore-1,Khalid Moore,IDL,Southern Mississippi,Southern Mississippi,1,10.0,-2.59,0.0,,0,10.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimo-makaneole-1,Kimo Makaneole,IDL,LSU,LSU,1,10.0,6.82,0.0,,0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kobi-gorman-1,Kobi Gorman,IDL,Ohio,Ohio,1,10.0,-9.12,0.0,,0,10.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kyiev-bennermon-1,Kyiev Bennermon,IDL,Boston College,Boston College,3,10.0,1.17,0.0,,0,9.0,10.0,11.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
landon-rink-1,Landon Rink,IDL,Texas A&M,Texas A&M,1,10.0,5.39,0.0,,0,10.0,10.0,9.0,1.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
langi-tuifua-1,Langi Tuifua,IDL,BYU,BYU,2,10.0,-1.37,0.0,,0,10.0,0.0,7.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loni-fa-1,Loni Fa,IDL,San Jose State,San Jose State,1,10.0,-4.37,0.0,,0,10.0,10.0,6.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lorenzo-mcfadden-pressley-1,Lorenzo McFadden-Pressley,IDL,Old Dominion,Old Dominion,2,10.0,-3.14,0.0,,0,10.0,9.0,7.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maason-smith-1,Maason Smith,IDL,LSU,LSU,2,10.0,5.3660000000000005,0.0,,0,9.0,9.0,19.0,5.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makai-byerson-1,Makai Byerson,IDL,Boston College,Boston College|West Virginia,2,10.0,2.807,0.0,,0,9.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mandy-alonso-1,Mandy Alonso,IDL,Virginia,Virginia,1,10.0,3.55,0.0,,0,10.0,10.0,14.0,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus-smith-8,Marcus Smith,IDL,Texas Tech,Texas Tech,1,10.0,2.89,0.0,,0,10.0,10.0,5.0,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus-winfield-1,Marcus Winfield,IDL,Kent State,Kent State,1,10.0,-6.75,0.0,,0,10.0,10.0,12.0,3.0,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marlem-louis-1,Marlem Louis,IDL,San Diego State,San Diego State,1,10.0,-5.53,0.0,,0,10.0,10.0,11.0,3.5,3.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marlon-dawson-jr-1,Marlon Dawson Jr.,IDL,Miami (OH),Miami (OH),2,10.0,-5.75,0.0,,0,9.0,7.0,4.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marquayveon-evans-1,MarQuayveon Evans,IDL,Connecticut,Connecticut,2,10.0,-2.59,0.0,,0,10.0,10.0,19.0,1.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martin-owusu-1,Martin Owusu,IDL,Fresno State,Fresno State|Minnesota,3,10.0,-5.274,0.0,,0,10.0,10.0,23.0,1.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max-stege-1,Max Stege,IDL,Boise State,Boise State,1,10.0,-0.77,0.0,,0,10.0,8.0,2.0,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael-boykin-1,Michael Boykin,IDL,Louisville,Louisville,1,10.0,5.41,0.0,,0,10.0,10.0,9.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milton-williams-1,Milton Williams,IDL,Louisiana Tech,Louisiana Tech,2,10.0,-4.24,0.0,,0,10.0,9.0,44.0,10.0,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitchell-hurtado-1,Mitchell Hurtado,IDL,Liberty,Liberty,1,10.0,-6.62,0.0,,0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitchell-loewen-1,Mitchell Loewen,IDL,Arkansas,Arkansas,1,10.0,6.02,0.0,,0,10.0,10.0,15.0,1.5,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mohammed-hazime-1,Mohammed Hazime,IDL,Kent State,Kent State,1,10.0,-6.08,0.0,,0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myles-cecil-1,Myles Cecil,IDL,Vanderbilt,Vanderbilt,1,10.0,5.11,0.0,,0,10.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
norman-oglesby-1,Norman Oglesby,IDL,Cincinnati,Cincinnati,2,10.0,-0.7270000000000001,0.0,,0,10.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oluwole-betiku-jr-1,Oluwole Betiku Jr.,IDL,Illinois,Illinois,1,10.0,0.61,0.0,,0,10.0,9.0,36.0,13.0,9.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pat-caughey-1,Pat Caughey,IDL,Stanford,Stanford,2,10.0,5.9,0.0,,0,8.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pj-johnson-1,P.J. Johnson,IDL,Arizona,Arizona,2,10.0,0.76,0.0,,0,10.0,10.0,31.0,8.5,3.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preston-zinter-1,Preston Zinter,IDL,Notre Dame,Notre Dame,1,10.0,5.35,0.0,,0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
priest-ashe-1,Priest Ashe,IDL,Louisiana,Louisiana,2,10.0,-5.55,0.0,,0,10.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quay-hood-1,Quay Hood,IDL,Jacksonville State,Jacksonville State,1,10.0,-8.02,0.0,,0,10.0,10.0,12.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
randy-ramsey-1,Randy Ramsey,IDL,Arkansas,Arkansas,1,10.0,4.96,0.0,,0,10.0,10.0,32.0,7.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regie-meant-1,Regie Meant,IDL,Kentucky,Kentucky,1,10.0,0.41,0.0,,0,10.0,10.0,31.0,1.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robert-wooten-1,Robert Wooten,IDL,Texas Tech,Texas Tech|Virginia Tech,2,10.0,1.78,0.0,,0,9.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russell-chambers-1,Russell Chambers,IDL,Northern Illinois,Northern Illinois,1,10.0,-1.95,0.0,,0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-betro-1,Ryan Betro,IDL,Boston College,Boston College,4,10.0,0.727,0.0,,0,8.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-edwards-1,Ryan Edwards,IDL,Idaho,Idaho,1,10.0,-4.57,0.0,,0,10.0,10.0,31.0,3.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-fines-1,Ryan Fines,IDL,Connecticut,Connecticut|Miami (FL),4,10.0,0.732,0.0,,0,9.0,10.0,9.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saivon-davis-1,Saivon Davis,IDL,Kent State,Kent State,1,10.0,-2.22,0.0,,0,10.0,9.0,24.0,9.0,7.5,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
samu-taumanupep-1,Samu Taumanupep,IDL,Baylor,Baylor|Texas A&M,3,10.0,4.3100000000000005,0.0,,0,8.0,10.0,8.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seleti-fevaleaki-1,Seleti Fevaleaki,IDL,BYU,BYU,3,10.0,-3.8899999999999997,0.0,,0,10.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sinjun-astani-1,Sinjun Astani,IDL,USC,San Jose State|USC,3,10.0,0.7560000000000002,0.0,,0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stanley-lambert-1,Stanley Lambert,IDL,Arizona State,Arizona State,2,10.0,-1.718,0.0,,0,9.0,10.0,4.0,2.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stuart-mouchantaf-1,Stuart Mouchantaf,IDL,Rice,Rice,1,10.0,-7.05,0.0,,0,10.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tee-sims-1,Tee Sims,IDL,Appalachian State,Appalachian State,1,10.0,-7.720000000000001,0.0,,0,10.0,0.0,41.0,13.5,9.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terence-cherry-1,Terence Cherry,IDL,Southern Mississippi,Southern Mississippi,1,10.0,-7.790000000000001,0.0,,0,10.0,0.0,27.0,2.5,2.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thad-abram-1,Thad Abram,IDL,Eastern Michigan,Eastern Michigan,1,10.0,-5.81,0.0,,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiano-tialavea-1,Tiano Tialavea,IDL,UTEP,UTEP,2,10.0,-8.508,0.0,,0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tico-brown-1,Tico Brown,IDL,Texas Christian,Texas Christian,1,10.0,4.48,0.0,,0,10.0,10.0,8.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
timothy-moulton-1,Timothy Moulton,IDL,Massachusetts,Massachusetts,4,10.0,-6.4449999999999985,0.0,,0,10.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tommy-schutt-1,Tommy Schutt,IDL,Ohio State,Ohio State,1,10.0,3.81,0.0,,0,10.0,10.0,25.0,5.0,2.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tre-moore-2,Tre Moore,IDL,Georgia State,Georgia State,1,10.0,-1.8799999999999997,0.0,,0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trevell-vivians-1,Trevell Vivians,IDL,Louisiana Tech,Louisiana Tech,2,10.0,-7.029999999999999,0.0,,0,10.0,9.0,4.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
troy-teo-1,Troy Te'o,IDL,Texas Tech,Texas Tech,3,10.0,2.768,0.0,,0,10.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuli-fakauho-1,Tuli Fakauho,IDL,Nevada-Las Vegas,Nevada-Las Vegas,1,10.0,-3.3299999999999996,0.0,,0,10.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tycoolhill-luman-1,Tycoolhill Luman,IDL,Florida Atlantic,Florida Atlantic|Rutgers,2,10.0,-2.05,0.0,,0,9.0,10.0,3.0,1.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler-puccio-1,Tyler Puccio,IDL,Fresno State,Fresno State,1,10.0,-1.7899999999999998,0.0,,0,10.0,9.0,11.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyree-owens-1,Tyree Owens,IDL,East Carolina,East Carolina|West Virginia,2,10.0,-0.04,0.0,,0,10.0,10.0,30.0,3.5,1.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyrik-jones-1,Tyrik Jones,IDL,Bowling Green,Bowling Green,1,10.0,-4.08,0.0,,0,10.0,10.0,24.0,5.0,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tysheik-galloway-1,Tysheik Galloway,IDL,Liberty,Liberty,1,10.0,-4.75,0.0,,0,10.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vaka-hansen-1,Vaka Hansen,IDL,San Jose State,San Jose State,1,10.0,-1.7399999999999998,0.0,,0,10.0,6.0,2.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vince-czerniewski-1,Vince Czerniewski,IDL,UTEP,UTEP,1,10.0,-8.11,0.0,,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vincent-valentine-1,Vincent Valentine,IDL,Nebraska,Nebraska,1,10.0,3.94,0.0,,0,10.0,9.0,10.0,3.5,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wesley-faagau-1,Wesley Faagau,IDL,Hawaii,Hawaii,1,10.0,-5.34,0.0,,0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
will-cunningham-1,Will Cunningham,IDL,Georgia State,Georgia State,3,10.0,-5.57,0.0,,0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xavier-gonsalves-1,Xavier Gonsalves,IDL,Massachusetts,Massachusetts,3,10.0,-4.504999999999999,0.0,,0,10.0,8.0,9.0,1.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zamar-grove-1,Zamar Grove,IDL,Temple,Temple,2,10.0,-3.272,0.0,,0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zion-grady-1,Zion Grady,IDL,Ohio State,Ohio State,1,10.0,6.22,0.0,,0,10.0,9.0,13.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adam-gotsis-1,Adam Gotsis,IDL,Georgia Tech,Georgia Tech,1,9.0,4.6,0.0,,0,9.0,9.0,31.0,5.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adam-tomczyk-1,Adam Tomczyk,IDL,West Virginia,Utah State|West Virginia,2,9.0,5.62,0.0,,0,9.0,6.0,3.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adrian-farrow-1,Adrian Farrow,IDL,North Carolina State,North Carolina State,1,9.0,5.74,0.0,,0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alex-mullings-1,Alex Mullings,IDL,Georgia State,Georgia State,1,9.0,-0.44,0.0,,0,8.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alex-neering-1,Alex Neering,IDL,Central Michigan,Central Michigan,2,9.0,-2.91,0.0,,0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrew-turvy-1,Andrew Turvy,IDL,Indiana,Indiana,2,9.0,4.916666666666667,0.0,,0,9.0,8.0,9.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aneesh-vyas-1,Aneesh Vyas,IDL,Wyoming,Wyoming,1,9.0,-4.92,0.0,,0,9.0,9.0,12.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antavious-woody-1,Antavious Woody,IDL,Louisiana-Monroe,Florida State|Louisiana-Monroe,2,9.0,-3.7799999999999994,0.0,,0,9.0,0.0,18.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ben-nelson-1,Ben Nelson,IDL,Michigan State,Michigan State,3,9.0,5.441111111111111,0.0,,0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bobby-leath-1,Bobby Leath,IDL,Iowa State,Iowa State,1,9.0,4.28,0.0,,0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
braiden-mcgregor-1,Braiden McGregor,IDL,Michigan,Michigan,2,9.0,6.23,0.0,,0,9.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-davis-swain-1,Brandon Davis-Swain,IDL,Colorado,Colorado,1,9.0,5.93,0.0,,0,9.0,9.0,15.0,2.5,1.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-maddox-1,Brandon Maddox,IDL,Vanderbilt,Vanderbilt,2,9.0,2.97,0.0,,0,9.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cael-newton-1,Cael Newton,IDL,Army,Army,1,9.0,-2.67,0.0,,0,9.0,4.0,4.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caleb-pitts-1,Caleb Pitts,IDL,Appalachian State,Appalachian State,1,9.0,-5.59,0.0,,0,9.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calvin-thomas-2,Calvin Thomas,IDL,Tulane,Tulane,1,9.0,-2.42,0.0,,0,9.0,8.0,9.0,3.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camden-hardy-1,Camden Hardy,IDL,Wake Forest,Wake Forest,2,9.0,1.1588888888888889,0.0,,0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cherif-seye-1,Cherif Seye,IDL,UCLA,UCLA,1,9.0,9.21,0.0,,0,9.0,9.0,4.0,0.5,0.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-lee-1,Chris Lee,IDL,New Mexico,New Mexico,1,9.0,-5.84,0.0,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christian-hill-1,Christian Hill,IDL,Arizona State,Arizona State,2,9.0,3.9000000000000004,0.0,,0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clinton-mahoni-1,Clinton Mahoni,IDL,Florida International,Florida International,1,9.0,-10.4,0.0,,0,8.0,9.0,2.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cortez-crosby-1,Cortez Crosby,IDL,Memphis,Memphis,1,9.0,0.16,0.0,,0,8.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
craig-settles-jr-1,Craig Settles Jr.,IDL,Kansas State,Kansas State,2,9.0,1.4922222222222221,0.0,,0,9.0,7.0,10.0,2.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalles-jacobus-1,Dalles Jacobus,IDL,Iowa,Iowa,4,9.0,2.3633333333333337,0.0,,0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darien-jackson-1,Darien Jackson,IDL,Sam Houston,Sam Houston,1,9.0,-5.6,0.0,,0,9.0,9.0,10.0,2.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david-paine-jr-1,David Paine Jr.,IDL,Nevada,Nevada,2,9.0,-3.6866666666666665,0.0,,0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
