Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,punt,punt_yds,punt_yds_per_punt,awards,Year
Patrick Foley,patrick-foley-1,/cfb/players/patrick-foley-1.html,UAB,American,12,40,1715,42.9,,2023
Brady Hodges,brady-hodges-1,/cfb/players/brady-hodges-1.html,Louisville,ACC,14,28,1197,42.8,,2023
David Shanahan,david-shanahan-1,/cfb/players/david-shanahan-1.html,Georgia Tech,ACC,13,45,1927,42.8,,2023
John McConnell,john-mcconnell-2,/cfb/players/john-mcconnell-2.html,Marshall,Sun Belt,13,61,2613,42.8,,2023
Angus Davies,angus-davies-1,/cfb/players/angus-davies-1.html,Tulsa,American,12,58,2479,42.7,,2023
Hugh Robertson,hugh-robertson-1,/cfb/players/hugh-robertson-1.html,Illinois,Big Ten,12,51,2176,42.7,,2023
Jack Wilson,jack-wilson-4,/cfb/players/jack-wilson-4.html,Ohio,MAC,8,29,1237,42.7,,2023
Luke Freer,luke-freer-1,/cfb/players/luke-freer-1.html,Air Force,MWC,8,15,640,42.7,,2023
Aidan Flintoft,aidan-flintoft-1,/cfb/players/aidan-flintoft-1.html,Stanford,Pac-12,10,30,1278,42.6,,2023
Caden Noonkester,caden-noonkester-1,/cfb/players/caden-noonkester-1.html,North Carolina State,ACC,13,71,3022,42.6,,2023
Fraser Masin,fraser-masin-1,/cfb/players/fraser-masin-1.html,Ole Miss,SEC,13,48,2038,42.5,,2023
Jackson Ross,jackson-ross-1,/cfb/players/jackson-ross-1.html,Tennessee,SEC,13,55,2337,42.5,,2023
Luke Akers,luke-akers-1,/cfb/players/luke-akers-1.html,Northwestern,Big Ten,4,2,85,42.5,,2023
Mark Crawford,mark-crawford-4,/cfb/players/mark-crawford-4.html,Minnesota,Big Ten,13,65,2762,42.5,,2023
Trey Turk,trey-turk-1,/cfb/players/trey-turk-1.html,Middle Tennessee State,CUSA,12,33,1404,42.5,,2023
Aaron Rodriguez,aaron-rodriguez-1,/cfb/players/aaron-rodriguez-1.html,New Mexico,MWC,12,52,2204,42.4,,2023
Kyle Ostendorp,kyle-ostendorp-1,/cfb/players/kyle-ostendorp-1.html,Arizona,Pac-12,13,35,1485,42.4,,2023
Cameron Skattebo,cameron-skattebo-1,/cfb/players/cameron-skattebo-1.html,Arizona State,Pac-12,12,8,338,42.3,,2023
Lucas Dean,lucas-dean-1,/cfb/players/lucas-dean-1.html,UTSA,American,13,51,2156,42.3,,2023
Robert Cole,robert-cole-1,/cfb/players/robert-cole-1.html,Troy,Sun Belt,14,52,2198,42.3,,2023
Colton Spangler,colton-spangler-1,/cfb/players/colton-spangler-1.html,Maryland,Big Ten,13,38,1605,42.2,,2023
Connor Weselman,connor-weselman-1,/cfb/players/connor-weselman-1.html,Stanford,Pac-12,12,22,928,42.2,,2023
Jack Dawson,jack-dawson-2,/cfb/players/jack-dawson-2.html,Jacksonville State,CUSA,13,65,2746,42.2,,2023
Jordy Sandy,jordy-sandy-1,/cfb/players/jordy-sandy-1.html,Texas Christian,Big 12,12,37,1561,42.2,,2023
Clayton Stewart,clayton-stewart-1,/cfb/players/clayton-stewart-1.html,Wyoming,MWC,13,61,2567,42.1,,2023
Laine Wilkins,laine-wilkins-1,/cfb/players/laine-wilkins-1.html,Houston,Big 12,12,48,2022,42.1,,2023
Luke Bauer,luke-bauer-1,/cfb/players/luke-bauer-1.html,Missouri,SEC,13,22,927,42.1,,2023
Josh Green,josh-green-2,/cfb/players/josh-green-2.html,Oregon State,Pac-12,12,32,1343,42.0,,2023
Will Powers,will-powers-2,/cfb/players/will-powers-2.html,UCLA,Pac-12,13,48,2018,42.0,,2023
Alex Weir,alex-weir-1,/cfb/players/alex-weir-1.html,San Jose State,MWC,13,44,1840,41.8,,2023
Carson King,carson-king-2,/cfb/players/carson-king-2.html,Fresno State,MWC,12,52,2172,41.8,,2023
Lucas Borrow,lucas-borrow-1,/cfb/players/lucas-borrow-1.html,Ball State,MAC,12,58,2422,41.8,,2023
Jack McCallister,jack-mccallister-1,/cfb/players/jack-mccallister-1.html,Washington,Pac-12,15,45,1878,41.7,,2023
Caleb Junko,caleb-junko-1,/cfb/players/caleb-junko-1.html,Pitt,ACC,12,63,2623,41.6,,2023
Ivan Mora,ivan-mora-1,/cfb/players/ivan-mora-1.html,Wake Forest,ACC,12,58,2410,41.6,,2023
Evan Crenshaw,evan-crenshaw-1,/cfb/players/evan-crenshaw-1.html,Coastal Carolina,Sun Belt,13,37,1536,41.5,,2023
Thomas Leo,thomas-leo-1,/cfb/players/thomas-leo-1.html,Louisiana,Sun Belt,13,53,2194,41.4,,2023
Atticus Bertrams,atticus-bertrams-1,/cfb/players/atticus-bertrams-1.html,Wisconsin,Big Ten,13,63,2602,41.3,,2023
Jadon Cardell,jadon-cardell-1,/cfb/players/jadon-cardell-1.html,Sam Houston,CUSA,12,74,3059,41.3,,2023
Mitch McCarthy,mitch-mccarthy-1,/cfb/players/mitch-mccarthy-1.html,UCF,Big 12,13,36,1485,41.3,,2023
Nik Constantinou,nik-constantinou-1,/cfb/players/nik-constantinou-1.html,Texas A&M,SEC,13,41,1693,41.3,,2023
Will Reichard,will-reichard-1,/cfb/players/will-reichard-1.html,Alabama,SEC,14,4,165,41.3,,2023
Ben Kiernan,ben-kiernan-1,/cfb/players/ben-kiernan-1.html,North Carolina,ACC,5,9,371,41.2,,2023
Casey Glover,casey-glover-1,/cfb/players/casey-glover-1.html,Tulane,American,14,5,206,41.2,,2023
Max Morgan,max-morgan-2,/cfb/players/max-morgan-2.html,Liberty,CUSA,14,35,1441,41.2,,2023
Kade Loggins,kade-loggins-1,/cfb/players/kade-loggins-1.html,Georgia State,Sun Belt,13,59,2422,41.1,,2023
Matt Freem,matt-freem-3,/cfb/players/matt-freem-3.html,Nevada,MWC,12,65,2670,41.1,,2023
Braxton Guilbeau,braxton-guilbeau-1,/cfb/players/braxton-guilbeau-1.html,Louisiana-Monroe,Sun Belt,12,61,2499,41.0,,2023
CJ Kolodziey,cj-kolodziey-1,/cfb/players/cj-kolodziey-1.html,Massachusetts,Ind,11,51,2093,41.0,,2023
Josh Smith,josh-smith-19,/cfb/players/josh-smith-19.html,Kent State,MAC,12,50,2052,41.0,,2023
Tom Ellard,tom-ellard-1,/cfb/players/tom-ellard-1.html,Western Kentucky,CUSA,9,46,1886,41.0,,2023
Andrew Stokes,andrew-stokes-2,/cfb/players/andrew-stokes-2.html,South Florida,American,13,56,2292,40.9,,2023
Jay Bramblett,jay-bramblett-1,/cfb/players/jay-bramblett-1.html,LSU,SEC,13,26,1064,40.9,,2023
Keelan Crimmins,keelan-crimmins-1,/cfb/players/keelan-crimmins-1.html,Mississippi State,SEC,12,49,2003,40.9,,2023
Luke Larsen,luke-larsen-1,/cfb/players/luke-larsen-1.html,East Carolina,American,11,60,2453,40.9,,2023
Zach Haynes,zach-haynes-2,/cfb/players/zach-haynes-2.html,New Mexico State,CUSA,15,52,2129,40.9,,2023
Seamus O'Kelly,seamus-okelly-1,/cfb/players/seamus-okelly-1.html,Texas State,Sun Belt,13,45,1836,40.8,,2023
Brian Buschini,brian-buschini-1,/cfb/players/brian-buschini-1.html,Nebraska,Big Ten,12,57,2320,40.7,,2023
Jack Ansell,jack-ansell-1,/cfb/players/jack-ansell-1.html,Purdue,Big Ten,12,60,2444,40.7,,2023
Luke Dunne,luke-dunne-1,/cfb/players/luke-dunne-1.html,Oregon,Pac-12,5,3,122,40.7,,2023
Jack Blumer,jack-blumer-1,/cfb/players/jack-blumer-1.html,Kansas State,Big 12,13,53,2150,40.6,,2023
Ryan Hanson,ryan-hanson-1,/cfb/players/ryan-hanson-1.html,James Madison,Sun Belt,13,59,2395,40.6,,2023
Tom Foley,tom-foley-1,/cfb/players/tom-foley-1.html,Northern Illinois,MAC,13,51,2070,40.6,,2023
Drake Maye,drake-maye-1,/cfb/players/drake-maye-1.html,North Carolina,ACC,12,2,81,40.5,,2023
Bryce Lofton,bryce-lofton-1,/cfb/players/bryce-lofton-1.html,Southern Mississippi,Sun Belt,12,60,2422,40.4,,2023
Alec Clark,alec-clark-1,/cfb/players/alec-clark-1.html,Marshall,Sun Belt,1,7,282,40.3,,2023
Josh Plaster,josh-plaster-1,/cfb/players/josh-plaster-1.html,Oklahoma,Big 12,13,14,564,40.3,,2023
Ethan Duane,ethan-duane-1,/cfb/players/ethan-duane-1.html,Old Dominion,Sun Belt,12,44,1767,40.2,,2023
Riley Williams,riley-williams-2,/cfb/players/riley-williams-2.html,Missouri,SEC,7,28,1126,40.2,,2023
Michael O'Shaughnessy,michael-oshaughnessy-1,/cfb/players/michael-oshaughnessy-1.html,Michigan State,Big Ten,7,14,562,40.1,,2023
Alex Smith,alex-smith-12,/cfb/players/alex-smith-12.html,Georgia Southern,Sun Belt,13,47,1882,40.0,,2023
Cory Munson,cory-munson-1,/cfb/players/cory-munson-1.html,Western Kentucky,CUSA,13,12,480,40.0,,2023
Joshua Taylor,joshua-taylor-3,/cfb/players/joshua-taylor-3.html,Georgia Tech,ACC,1,1,40,40.0,,2023
Rocky Lombardi,rocky-lombardi-1,/cfb/players/rocky-lombardi-1.html,Northern Illinois,MAC,13,1,40,40.0,,2023
Jack Martin,jack-martin-1,/cfb/players/jack-martin-1.html,South Alabama,Sun Belt,13,40,1595,39.9,,2023
Cameron Peasley,cameron-peasley-1,/cfb/players/cameron-peasley-1.html,Western Michigan,MAC,4,11,438,39.8,,2023
Tom Maginness,tom-maginness-1,/cfb/players/tom-maginness-1.html,North Carolina,ACC,8,33,1313,39.8,,2023
Brock Travelstead,brock-travelstead-1,/cfb/players/brock-travelstead-1.html,Louisville,ACC,14,26,1031,39.7,,2023
Hudson Kaak,hudson-kaak-1,/cfb/players/hudson-kaak-1.html,Oklahoma State,Big 12,13,38,1508,39.7,,2023
Wilson Berry,wilson-berry-1,/cfb/players/wilson-berry-1.html,Kentucky,SEC,13,56,2222,39.7,,2023
Flynn Appleby,flynn-appleby-1,/cfb/players/flynn-appleby-1.html,Rutgers,Big Ten,13,57,2258,39.6,,2023
Ian Hershey,ian-hershey-1,/cfb/players/ian-hershey-1.html,Arizona State,Pac-12,4,16,634,39.6,,2023
Matthew Shipley,matthew-shipley-1,/cfb/players/matthew-shipley-1.html,Hawaii,MWC,13,60,2369,39.5,,2023
Carson Bay,carson-bay-1,/cfb/players/carson-bay-1.html,Air Force,MWC,13,25,985,39.4,,2023
Dante Atton,dante-atton-1,/cfb/players/dante-atton-1.html,Temple,American,12,43,1693,39.4,,2023
Carson Voss,carson-voss-1,/cfb/players/carson-voss-1.html,Western Michigan,MAC,12,43,1691,39.3,,2023
Conor Hunt,conor-hunt-1,/cfb/players/conor-hunt-1.html,Rice,American,13,54,2123,39.3,,2023
Jackson Kleather,jackson-kleather-1,/cfb/players/jackson-kleather-1.html,Bowling Green,MAC,10,33,1296,39.3,,2023
Daton Montiel,daton-montiel-1,/cfb/players/daton-montiel-1.html,Florida International,CUSA,12,72,2820,39.2,,2023
Cole Maynard,cole-maynard-1,/cfb/players/cole-maynard-1.html,North Carolina,ACC,11,1,39,39.0,,2023
Damon Greaves,damon-greaves-1,/cfb/players/damon-greaves-1.html,Kansas,Big 12,12,32,1248,39.0,,2023
Mitchell Lake,mitchell-lake-1,/cfb/players/mitchell-lake-1.html,Appalachian State,Sun Belt,14,54,2107,39.0,,2023
Ian Brandt,ian-brandt-1,/cfb/players/ian-brandt-1.html,Old Dominion,Sun Belt,5,22,856,38.9,,2023
Sami Sir,sami-sir-1,/cfb/players/sami-sir-1.html,Bowling Green,MAC,4,17,659,38.8,,2023
Adam Jacklin,adam-jacklin-1,/cfb/players/adam-jacklin-1.html,North Texas,American,4,9,348,38.7,,2023
Hunter Renner,hunter-renner-1,/cfb/players/hunter-renner-1.html,Northwestern,Big Ten,13,70,2702,38.6,,2023
Brenden Segovia,brenden-segovia-1,/cfb/players/brenden-segovia-1.html,Maryland,Big Ten,4,8,307,38.4,,2023
Josh Carlson,josh-carlson-1,/cfb/players/josh-carlson-1.html,Arizona State,Pac-12,12,25,956,38.2,,2023
Sam Candotti,sam-candotti-1,/cfb/players/sam-candotti-1.html,Boston College,ACC,13,32,1218,38.1,,2023
Emilio Duran,emilio-duran-1,/cfb/players/emilio-duran-1.html,Toledo,MAC,13,53,2003,37.8,,2023
Loren Diloreto,loren-diloreto-1,/cfb/players/loren-diloreto-1.html,Boston College,ACC,10,21,792,37.7,,2023
Dante Jackson,dante-jackson-2,/cfb/players/dante-jackson-2.html,Akron,MAC,12,64,2400,37.5,,2023
Austin Reed,austin-reed-2,/cfb/players/austin-reed-2.html,Western Kentucky,CUSA,12,1,37,37.0,,2023
Bo Nix,bo-nix-1,/cfb/players/bo-nix-1.html,Oregon,Pac-12,14,1,37,37.0,H-3,2023
Brendan Cropsey,brendan-cropsey-1,/cfb/players/brendan-cropsey-1.html,Purdue,Big Ten,12,2,74,37.0,,2023
Cade Klubnik,cade-klubnik-1,/cfb/players/cade-klubnik-1.html,Clemson,ACC,13,1,37,37.0,,2023
Dillon Gabriel,dillon-gabriel-1,/cfb/players/dillon-gabriel-1.html,Oklahoma,Big 12,12,1,37,37.0,,2023
Cooper Allen,cooper-allen-1,/cfb/players/cooper-allen-1.html,Army,Ind,12,44,1617,36.8,,2023
Jared Wheatley,jared-wheatley-1,/cfb/players/jared-wheatley-1.html,Ohio,MAC,13,19,699,36.8,,2023
Preston Stone,preston-stone-1,/cfb/players/preston-stone-1.html,SMU,American,12,4,147,36.8,,2023
Riley Moore,riley-moore-2,/cfb/players/riley-moore-2.html,Massachusetts,Ind,2,3,107,35.7,,2023
Nick Salmon,nick-salmon-1,/cfb/players/nick-salmon-1.html,Florida Atlantic,American,11,3,106,35.3,,2023
Andrew Osteen,andrew-osteen-1,/cfb/players/andrew-osteen-1.html,Mississippi State,SEC,12,9,316,35.1,,2023
D.J. Uiagalelei,dj-uiagalelei-1,/cfb/players/dj-uiagalelei-1.html,Oregon State,Pac-12,12,2,70,35.0,,2023
Michael Alaimo,michael-alaimo-1,/cfb/players/michael-alaimo-1.html,Kent State,MAC,8,1,35,35.0,,2023
Charlie Durkin,charlie-durkin-1,/cfb/players/charlie-durkin-1.html,Kent State,MAC,5,20,680,34.0,,2023
Logan Smothers,logan-smothers-1,/cfb/players/logan-smothers-1.html,Jacksonville State,CUSA,12,3,98,32.7,,2023
Tristan Lyon,tristan-lyon-1,/cfb/players/tristan-lyon-1.html,Georgia State,Sun Belt,2,1,32,32.0,,2023
Jayden De Laura,jayden-de-laura-1,/cfb/players/jayden-de-laura-1.html,Arizona,Pac-12,7,1,31,31.0,,2023
Riley Leonard,riley-leonard-1,/cfb/players/riley-leonard-1.html,Duke,ACC,7,1,28,28.0,,2023
E.J. Warner,ej-warner-1,/cfb/players/ej-warner-1.html,Temple,American,10,1,27,27.0,,2023
Lieghton Bechdel,lieghton-bechdel-1,/cfb/players/lieghton-bechdel-1.html,West Virginia,Big 12,7,1,26,26.0,,2023
Hayden Wolff,hayden-wolff-1,/cfb/players/hayden-wolff-1.html,Western Michigan,MAC,8,1,23,23.0,,2023
Jack Smith,jack-smith-3,/cfb/players/jack-smith-3.html,Clemson,ACC,1,1,18,18.0,,2023
Gunnar Watson,gunnar-watson-1,/cfb/players/gunnar-watson-1.html,Troy,Sun Belt,14,1,11,11.0,,2023
League Average,,,,,,,,42.6,,2023
