Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,punt,punt_yds,punt_yds_per_punt,awards,Year
Caile Hogan,caile-hogan-1,/cfb/players/caile-hogan-1.html,UTSA,American,13,54,2468,45.7,,2025
Evan Crenshaw,evan-crenshaw-1,/cfb/players/evan-crenshaw-1.html,Troy,Sun Belt,14,68,3107,45.7,,2025
Grant Chadwick,grant-chadwick-1,/cfb/players/grant-chadwick-1.html,LSU,SEC,13,62,2834,45.7,,2025
Devin Bale,devin-bale-1,/cfb/players/devin-bale-1.html,Arkansas,SEC,12,34,1552,45.6,,2025
Nathan Totten,nathan-totten-1,/cfb/players/nathan-totten-1.html,Marshall,Sun Belt,12,56,2551,45.6,,2025
Trent Carrizosa,trent-carrizosa-1,/cfb/players/trent-carrizosa-1.html,San Jose State,MWC,12,39,1777,45.6,,2025
Brett Thorson,brett-thorson-1,/cfb/players/brett-thorson-1.html,Georgia,SEC,12,46,2094,45.5,,2025
Nick Veltsistas,nick-veltsistas-1,/cfb/players/nick-veltsistas-1.html,Virginia Tech,ACC,11,47,2137,45.5,,2025
Daniel Hughes,daniel-hughes-1,/cfb/players/daniel-hughes-1.html,New Mexico,MWC,12,41,1863,45.4,,2025
Max Fletcher,max-fletcher-1,/cfb/players/max-fletcher-1.html,Cincinnati,Big 12,13,41,1861,45.4,,2025
Finn Lappin,finn-lappin-1,/cfb/players/finn-lappin-1.html,Kansas,Big 12,10,39,1767,45.3,,2025
Mason Love,mason-love-1,/cfb/players/mason-love-1.html,South Carolina,SEC,12,53,2389,45.1,,2025
Alex Bacchetta,alex-bacchetta-1,/cfb/players/alex-bacchetta-1.html,Rice,American,12,62,2788,45.0,,2025
Connor Stutz,connor-stutz-1,/cfb/players/connor-stutz-1.html,Connecticut,Ind,13,49,2203,45.0,,2025
Kalieb Osborne,kalieb-osborne-1,/cfb/players/kalieb-osborne-1.html,Toledo,MAC,7,1,45,45.0,,2025
Logan Lupo,logan-lupo-1,/cfb/players/logan-lupo-1.html,Florida Atlantic,American,12,28,1261,45.0,,2025
Luke Akers,luke-akers-1,/cfb/players/luke-akers-1.html,Northwestern,Big Ten,13,36,1619,45.0,,2025
Nick McLarty,nick-mclarty-1,/cfb/players/nick-mclarty-1.html,Ohio State,Big Ten,1,1,45,45.0,,2025
Dylan Drennan,dylan-drennan-1,/cfb/players/dylan-drennan-1.html,Buffalo,MAC,12,65,2909,44.8,,2025
AJ Winsor,aj-winsor-1,/cfb/players/aj-winsor-1.html,Oregon State,Ind,12,62,2774,44.7,,2025
Ashton Logan,ashton-logan-2,/cfb/players/ashton-logan-2.html,Middle Tennessee State,CUSA,12,66,2948,44.7,,2025
Bailey Ettridge,bailey-ettridge-1,/cfb/players/bailey-ettridge-1.html,Nevada,MWC,11,47,2099,44.7,,2025
James Rendell,james-rendell-1,/cfb/players/james-rendell-1.html,Notre Dame,Ind,11,25,1114,44.6,,2025
Kade Reynoldson,kade-reynoldson-1,/cfb/players/kade-reynoldson-1.html,Duke,ACC,14,44,1963,44.6,,2025
Aiden Laros,aiden-laros-1,/cfb/players/aiden-laros-1.html,Kentucky,SEC,12,50,2226,44.5,,2025
David Barker,david-barker-1,/cfb/players/david-barker-1.html,New Mexico State,CUSA,3,6,267,44.5,,2025
Jack Bouwmeester,jack-bouwmeester-1,/cfb/players/jack-bouwmeester-1.html,Texas,SEC,13,59,2627,44.5,,2025
Jacob Carlson,jacob-carlson-1,/cfb/players/jacob-carlson-1.html,Navy,American,13,37,1647,44.5,,2025
Luke Freer,luke-freer-1,/cfb/players/luke-freer-1.html,Air Force,MWC,12,23,1024,44.5,,2025
Dylan Joyce,dylan-joyce-1,/cfb/players/dylan-joyce-1.html,Miami (FL),ACC,16,54,2398,44.4,,2025
Tyler White,tyler-white-6,/cfb/players/tyler-white-6.html,Texas A&M,SEC,13,50,2213,44.3,,2025
Bryce McFerson,bryce-mcferson-1,/cfb/players/bryce-mcferson-1.html,Maryland,Big Ten,12,56,2473,44.2,,2025
Caleb Junko,caleb-junko-1,/cfb/players/caleb-junko-1.html,Pitt,ACC,13,51,2253,44.2,,2025
Jakob Anderson,jakob-anderson-1,/cfb/players/jakob-anderson-1.html,Rutgers,Big Ten,11,33,1460,44.2,,2025
Liam Dougherty,liam-dougherty-1,/cfb/players/liam-dougherty-1.html,Houston,Big 12,13,53,2336,44.1,,2025
Jackson Ross,jackson-ross-1,/cfb/players/jackson-ross-1.html,Tennessee,SEC,13,39,1717,44.0,,2025
Mac Chiumento,mac-chiumento-1,/cfb/players/mac-chiumento-1.html,Florida State,ACC,12,27,1187,44.0,,2025
Tommy Doman,tommy-doman-1,/cfb/players/tommy-doman-1.html,Florida,SEC,12,50,2202,44.0,,2025
Keelan Crimmins,keelan-crimmins-1,/cfb/players/keelan-crimmins-1.html,Illinois,Big Ten,13,36,1580,43.9,,2025
Cameron Brown,cameron-brown-3,/cfb/players/cameron-brown-3.html,Nevada-Las Vegas,MWC,14,46,2015,43.8,,2025
Ian Ratliff,ian-ratliff-1,/cfb/players/ian-ratliff-1.html,Appalachian State,Sun Belt,13,56,2454,43.8,,2025
Trey Wilhoit,trey-wilhoit-1,/cfb/players/trey-wilhoit-1.html,Florida International,CUSA,13,53,2324,43.8,,2025
Damon Greaves,damon-greaves-1,/cfb/players/damon-greaves-1.html,Colorado,Big 12,12,64,2799,43.7,,2025
Jake Ference,jake-ference-1,/cfb/players/jake-ference-1.html,Northern Illinois,MAC,7,30,1310,43.7,,2025
Chase Leon,chase-leon-1,/cfb/players/chase-leon-1.html,South Florida,American,13,37,1614,43.6,,2025
Oscar Doyle,oscar-doyle-1,/cfb/players/oscar-doyle-1.html,Boise State,MWC,14,56,2440,43.6,,2025
Rhys Dakin,rhys-dakin-1,/cfb/players/rhys-dakin-1.html,Iowa,Big Ten,13,42,1833,43.6,,2025
Angus Davies,angus-davies-1,/cfb/players/angus-davies-1.html,Tulsa,American,12,47,2044,43.5,,2025
Caden Noonkester,caden-noonkester-1,/cfb/players/caden-noonkester-1.html,North Carolina State,ACC,13,57,2478,43.5,,2025
Chubba Purdy,chubba-purdy-1,/cfb/players/chubba-purdy-1.html,Nevada,MWC,12,2,87,43.5,,2025
Jack Burgess,jack-burgess-1,/cfb/players/jack-burgess-1.html,Texas Tech,Big 12,14,44,1913,43.5,,2025
Will Karoll,will-karoll-1,/cfb/players/will-karoll-1.html,UCLA,Big Ten,12,44,1913,43.5,,2025
Aidan Flintoft,aidan-flintoft-1,/cfb/players/aidan-flintoft-1.html,Stanford,ACC,12,58,2514,43.3,,2025
Hudson Hollenbeck,hudson-hollenbeck-1,/cfb/players/hudson-hollenbeck-1.html,Michigan,Big Ten,13,40,1729,43.2,,2025
Jack McCallister,jack-mccallister-1,/cfb/players/jack-mccallister-1.html,Purdue,Big Ten,12,50,2162,43.2,,2025
Lachlan Carrigan,lachlan-carrigan-1,/cfb/players/lachlan-carrigan-1.html,Memphis,American,13,46,1989,43.2,,2025
James Wagenseller,james-wagenseller-1,/cfb/players/james-wagenseller-1.html,Army,American,11,32,1380,43.1,,2025
Blake Shapen,blake-shapen-1,/cfb/players/blake-shapen-1.html,Mississippi State,SEC,11,1,43,43.0,,2025
Curtis Gerrand,curtis-gerrand-1,/cfb/players/curtis-gerrand-1.html,Sam Houston,CUSA,12,64,2755,43.0,,2025
Grayden Addison,grayden-addison-1,/cfb/players/grayden-addison-1.html,Kansas,Big 12,12,3,129,43.0,,2025
Joseph Castle,joseph-castle-1,/cfb/players/joseph-castle-1.html,Akron,MAC,12,47,2015,42.9,,2025
Landon Rehkow,landon-rehkow-1,/cfb/players/landon-rehkow-1.html,Utah State,MWC,13,68,2919,42.9,,2025
Alex Smith,alex-smith-12,/cfb/players/alex-smith-12.html,Georgia Southern,Sun Belt,13,56,2397,42.8,,2025
Bronson Long,bronson-long-1,/cfb/players/bronson-long-1.html,Charlotte,American,12,70,2988,42.7,,2025
Emile Sebafundi,emile-sebafundi-1,/cfb/players/emile-sebafundi-1.html,Coastal Carolina,Sun Belt,13,73,3116,42.7,,2025
Stewart McDonald,stewart-mcdonald-1,/cfb/players/stewart-mcdonald-1.html,Missouri State,CUSA,13,49,2093,42.7,,2025
Tom Maginness,tom-maginness-1,/cfb/players/tom-maginness-1.html,North Carolina,ACC,12,56,2389,42.7,,2025
Isaac Lovison,isaac-lovison-1,/cfb/players/isaac-lovison-1.html,Arizona,Big 12,11,35,1491,42.6,,2025
Sam Vander Haar,sam-vander-haar-1,/cfb/players/sam-vander-haar-1.html,BYU,Big 12,14,40,1703,42.6,,2025
Tom Weston,tom-weston-1,/cfb/players/tom-weston-1.html,Minnesota,Big Ten,13,65,2768,42.6,,2025
Oliver Straw,oliver-straw-1,/cfb/players/oliver-straw-1.html,West Virginia,Big 12,12,66,2803,42.5,,2025
Simon McClannan,simon-mcclannan-1,/cfb/players/simon-mcclannan-1.html,Kansas State,Big 12,12,48,2041,42.5,,2025
Wade McSparron,wade-mcsparron-1,/cfb/players/wade-mcsparron-1.html,SMU,ACC,13,55,2337,42.5,,2025
Joe McGuire,joe-mcguire-1,/cfb/players/joe-mcguire-1.html,Ohio State,Big Ten,14,29,1229,42.4,,2025
Ryan Millmore,ryan-millmore-1,/cfb/players/ryan-millmore-1.html,Western Michigan,MAC,14,57,2417,42.4,,2025
Tyler Perkins,tyler-perkins-1,/cfb/players/tyler-perkins-1.html,Iowa State,Big 12,12,42,1779,42.4,,2025
Blake Doud,blake-doud-1,/cfb/players/blake-doud-1.html,Alabama,SEC,15,52,2201,42.3,,2025
Danny Vuckovic,danny-vuckovic-1,/cfb/players/danny-vuckovic-1.html,Northern Illinois,MAC,12,25,1057,42.3,,2025
Magnus Haines,magnus-haines-1,/cfb/players/magnus-haines-1.html,Ohio,MAC,13,40,1693,42.3,,2025
Max Dean,max-dean-1,/cfb/players/max-dean-1.html,New Mexico State,CUSA,12,55,2325,42.3,,2025
Orion Phillips,orion-phillips-1,/cfb/players/orion-phillips-1.html,Utah,Big 12,13,38,1609,42.3,,2025
Pierse Stainton,pierse-stainton-1,/cfb/players/pierse-stainton-1.html,Miami (OH),MAC,14,63,2663,42.3,,2025
Dante Atton,dante-atton-1,/cfb/players/dante-atton-1.html,Temple,American,12,62,2615,42.2,,2025
Sam Johnson,sam-johnson-9,/cfb/players/sam-johnson-9.html,USC,Big Ten,13,24,1010,42.1,,2025
Tomas O'Halloran,tomas-ohalloran-1,/cfb/players/tomas-ohalloran-1.html,East Carolina,American,7,21,885,42.1,,2025
Hudson Kaak,hudson-kaak-1,/cfb/players/hudson-kaak-1.html,Auburn,SEC,12,49,2060,42.0,,2025
James Ferguson-Reynolds,james-ferguson-reynolds-1,/cfb/players/james-ferguson-reynolds-1.html,Oregon,Big Ten,15,35,1470,42.0,,2025
Max Morgan,max-morgan-2,/cfb/players/max-morgan-2.html,Liberty,CUSA,12,46,1934,42.0,,2025
Nathan Torney,nathan-torney-1,/cfb/players/nathan-torney-1.html,Louisiana,Sun Belt,13,52,2186,42.0,,2025
Connor Weselman,connor-weselman-1,/cfb/players/connor-weselman-1.html,Missouri,SEC,13,45,1879,41.8,,2025
Michael Salgado-Medina,michael-salgado-medina-1,/cfb/players/michael-salgado-medina-1.html,Arizona,Big 12,13,6,250,41.7,,2025
Mitch McCarthy,mitch-mccarthy-1,/cfb/players/mitch-mccarthy-1.html,Indiana,Big Ten,14,37,1541,41.6,,2025
Patrick Foley,patrick-foley-1,/cfb/players/patrick-foley-1.html,UAB,American,12,30,1247,41.6,,2025
Atticus Bertrams,atticus-bertrams-1,/cfb/players/atticus-bertrams-1.html,Wisconsin,Big Ten,12,37,1537,41.5,,2025
Ethan Craw,ethan-craw-1,/cfb/players/ethan-craw-1.html,Texas Christian,Big 12,13,46,1907,41.5,,2025
Michael Kern,michael-kern-2,/cfb/players/michael-kern-2.html,California,ACC,11,39,1620,41.5,,2025
Brook Honore,brook-honore-1,/cfb/players/brook-honore-1.html,California,ACC,13,20,827,41.4,,2025
Charlie Durkin,charlie-durkin-1,/cfb/players/charlie-durkin-1.html,Kent State,MAC,12,49,2031,41.4,,2025
Jack Smith,jack-smith-3,/cfb/players/jack-smith-3.html,Clemson,ACC,13,50,2072,41.4,,2025
Kanyon Floyd,kanyon-floyd-1,/cfb/players/kanyon-floyd-1.html,Arizona State,Big 12,13,36,1491,41.4,,2025
Adam Saul,adam-saul-1,/cfb/players/adam-saul-1.html,Ball State,MAC,12,69,2847,41.3,,2025
Jackson Waller,jackson-waller-1,/cfb/players/jackson-waller-1.html,Arkansas State,Sun Belt,13,59,2438,41.3,,2025
Declan Duley,declan-duley-1,/cfb/players/declan-duley-1.html,Central Michigan,MAC,13,54,2221,41.1,,2025
Chandler Morris,chandler-morris-1,/cfb/players/chandler-morris-1.html,Virginia,ACC,14,1,41,41.0,,2025
Fuller Shurtz,fuller-shurtz-1,/cfb/players/fuller-shurtz-1.html,BYU,Big 12,1,1,41,41.0,,2025
Ian Brandt,ian-brandt-1,/cfb/players/ian-brandt-1.html,Old Dominion,Sun Belt,13,47,1926,41.0,,2025
Patrick Rea,patrick-rea-1,/cfb/players/patrick-rea-1.html,James Madison,Sun Belt,14,48,1968,41.0,,2025
Joshua Huiet,joshua-huiet-1,/cfb/players/joshua-huiet-1.html,Kennesaw State,CUSA,14,64,2611,40.8,,2025
Anthony Venneri,anthony-venneri-1,/cfb/players/anthony-venneri-1.html,UCF,Big 12,12,48,1952,40.7,,2025
David Nunez,david-nunez-1,/cfb/players/david-nunez-1.html,Texas State,Sun Belt,13,39,1587,40.7,,2025
Ryan Harris,ryan-harris-4,/cfb/players/ryan-harris-4.html,Washington State,Ind,13,52,2116,40.7,,2025
Emilio Duran,emilio-duran-1,/cfb/players/emilio-duran-1.html,Toledo,MAC,12,60,2438,40.6,,2025
Brayden Fowler-Nicolosi,brayden-fowler-nicolosi-1,/cfb/players/brayden-fowler-nicolosi-1.html,Colorado State,MWC,3,2,81,40.5,,2025
John Henderson,john-henderson-5,/cfb/players/john-henderson-5.html,Bowling Green,MAC,12,59,2391,40.5,,2025
Reed Harradine,reed-harradine-1,/cfb/players/reed-harradine-1.html,Southern Mississippi,Sun Belt,13,40,1618,40.5,,2025
Sawyer Evans,sawyer-evans-1,/cfb/players/sawyer-evans-1.html,North Texas,American,14,31,1256,40.5,,2025
Aleksi Pulkkinen,aleksi-pulkkinen-1,/cfb/players/aleksi-pulkkinen-1.html,South Alabama,Sun Belt,12,49,1979,40.4,,2025
Cade Backe,cade-backe-1,/cfb/players/cade-backe-1.html,Jacksonville State,CUSA,12,7,282,40.3,,2025
Nick Verdugo,nick-verdugo-1,/cfb/players/nick-verdugo-1.html,Fresno State,MWC,13,52,2096,40.3,,2025
Zac Chapeau,zac-chapeau-1,/cfb/players/zac-chapeau-1.html,Central Michigan,MAC,5,3,121,40.3,,2025
Carter Schwartz,carter-schwartz-1,/cfb/players/carter-schwartz-1.html,Louisville,ACC,8,13,523,40.2,,2025
Luke Dunne,luke-dunne-1,/cfb/players/luke-dunne-1.html,Washington,Big Ten,13,34,1364,40.1,,2025
Aidan Chiles,aidan-chiles-1,/cfb/players/aidan-chiles-1.html,Michigan State,Big Ten,9,1,40,40.0,,2025
Jalon Daniels,jalon-daniels-1,/cfb/players/jalon-daniels-1.html,Kansas,Big 12,12,1,40,40.0,,2025
Jaxon Potter,jaxon-potter-1,/cfb/players/jaxon-potter-1.html,Washington State,Ind,3,1,40,40.0,,2025
John Mateer,john-mateer-1,/cfb/players/john-mateer-1.html,Oklahoma,SEC,12,1,40,40.0,,2025
Owen McCown,owen-mccown-1,/cfb/players/owen-mccown-1.html,UTSA,American,13,1,40,40.0,,2025
Brayden Johnson,brayden-johnson-2,/cfb/players/brayden-johnson-2.html,Akron,MAC,12,13,519,39.9,,2025
David Chapeau,david-chapeau-2,/cfb/players/david-chapeau-2.html,Louisville,ACC,13,43,1706,39.7,,2025
Shamus Florio,shamus-florio-1,/cfb/players/shamus-florio-1.html,Boston College,ACC,12,49,1943,39.7,,2025
Conor Donaghy,conor-donaghy-1,/cfb/players/conor-donaghy-1.html,Jacksonville State,CUSA,14,53,2098,39.6,,2025
Brenden Lach,brenden-lach-1,/cfb/players/brenden-lach-1.html,Delaware,CUSA,13,45,1779,39.5,,2025
Archie Wilson,archie-wilson-1,/cfb/players/archie-wilson-1.html,Nebraska,Big Ten,12,37,1459,39.4,,2025
Nathan Tiyce,nathan-tiyce-1,/cfb/players/nathan-tiyce-1.html,Mississippi State,SEC,9,12,468,39.0,,2025
Skyler Locklear,skyler-locklear-1,/cfb/players/skyler-locklear-1.html,UTEP,CUSA,9,1,39,39.0,,2025
Makenzie Ryan,makenzie-ryan-1,/cfb/players/makenzie-ryan-1.html,Louisiana-Monroe,Sun Belt,12,59,2293,38.9,,2025
Ryan Leavy,ryan-leavy-2,/cfb/players/ryan-leavy-2.html,East Carolina,American,13,22,843,38.3,,2025
Cal Joseph,cal-joseph-1,/cfb/players/cal-joseph-1.html,Wake Forest,ACC,12,63,2402,38.1,,2025
Anthony Frederique,anthony-frederique-1,/cfb/players/anthony-frederique-1.html,Missouri State,CUSA,3,11,406,36.9,,2025
Jack Murley,jack-murley-1,/cfb/players/jack-murley-1.html,Southern Mississippi,Sun Belt,9,24,877,36.5,,2025
Luke Goater,luke-goater-1,/cfb/players/luke-goater-1.html,South Florida,American,3,9,326,36.2,,2025
Mike Wright,mike-wright-8,/cfb/players/mike-wright-8.html,East Carolina,American,12,5,181,36.2,,2025
Alessio Milivojevic,alessio-milivojevic-1,/cfb/players/alessio-milivojevic-1.html,Michigan State,Big Ten,9,3,108,36.0,,2025
Anthony Ruggles,anthony-ruggles-1,/cfb/players/anthony-ruggles-1.html,Toledo,MAC,2,3,108,36.0,,2025
Rudy Kessinger,rudy-kessinger-1,/cfb/players/rudy-kessinger-1.html,Eastern Michigan,MAC,12,1,36,36.0,,2025
Steve Angeli,steve-angeli-1,/cfb/players/steve-angeli-1.html,Syracuse,ACC,4,2,72,36.0,,2025
Will McCune,will-mccune-1,/cfb/players/will-mccune-1.html,Clemson,ACC,1,1,36,36.0,,2025
Beckham Sunderland,beckham-sunderland-1,/cfb/players/beckham-sunderland-1.html,Michigan,Big Ten,13,1,35,35.0,,2025
Liam Boyd,liam-boyd-1,/cfb/players/liam-boyd-1.html,Charlotte,American,12,1,35,35.0,,2025
Matthew McKenzie,matthew-mckenzie-1,/cfb/players/matthew-mckenzie-1.html,Arizona State,Big 12,6,12,415,34.6,,2025
Parker Navarro,parker-navarro-1,/cfb/players/parker-navarro-1.html,Ohio,MAC,13,1,34,34.0,,2025
William Hudlow,william-hudlow-1,/cfb/players/william-hudlow-1.html,Tulane,American,1,1,34,34.0,,2025
Jace Gilbert,jace-gilbert-1,/cfb/players/jace-gilbert-1.html,Iowa State,Big 12,6,1,33,33.0,,2025
Dru DeShields,dru-deshields-1,/cfb/players/dru-deshields-1.html,Kent State,MAC,11,2,64,32.0,,2025
Jake Stoeckel,jake-stoeckel-1,/cfb/players/jake-stoeckel-1.html,Kent State,MAC,3,9,283,31.4,,2025
Maalik Murphy,maalik-murphy-1,/cfb/players/maalik-murphy-1.html,Oregon State,Ind,10,4,122,30.5,,2025
Zevi Eckhaus,zevi-eckhaus-1,/cfb/players/zevi-eckhaus-1.html,Washington State,Ind,11,1,30,30.0,,2025
Easton Black,easton-black-1,/cfb/players/easton-black-1.html,Texas Christian,Big 12,10,1,28,28.0,,2025
Nolan Hauser,nolan-hauser-1,/cfb/players/nolan-hauser-1.html,Clemson,ACC,13,2,55,27.5,,2025
Chris Freeman,chris-freeman-2,/cfb/players/chris-freeman-2.html,Connecticut,Ind,13,1,23,23.0,,2025
Baylor Hayes,baylor-hayes-1,/cfb/players/baylor-hayes-1.html,Tulsa,American,10,1,22,22.0,,2025
David Dellenbach,david-dellenbach-1,/cfb/players/david-dellenbach-1.html,Ohio,MAC,13,1,21,21.0,,2025
Gabarri Johnson,gabarri-johnson-1,/cfb/players/gabarri-johnson-1.html,Oregon State,Ind,11,1,13,13.0,,2025
Robert Gunn III,robert-gunn-iii-1,/cfb/players/robert-gunn-iii-1.html,Clemson,ACC,13,1,5,5.0,,2025
League Average,,,,,,,,43.4,,2025
