Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Easton Messer,easton-messer-1,/cfb/players/easton-messer-1.html,Florida Atlantic,American,12,104,1052,10.1,6,87.7,3,45,15.0,1,3.8,107,1097,10.3,7,,2025
Chase Hendricks,chase-hendricks-1,/cfb/players/chase-hendricks-1.html,Ohio,MAC,13,71,1037,14.6,7,79.8,1,1,1.0,0,0.1,72,1038,14.4,7,,2025
Corey Rucker,corey-rucker-1,/cfb/players/corey-rucker-1.html,Arkansas State,Sun Belt,13,75,1032,13.8,4,79.4,4,16,4.0,0,1.2,79,1048,13.3,4,,2025
Jacob De Jesus,jacob-de-jesus-1,/cfb/players/jacob-de-jesus-1.html,California,ACC,13,108,1030,9.5,6,79.2,7,-7,-1.0,0,-0.5,115,1023,8.9,6,,2025
Chris Brazzell II,chris-brazzell-ii-1,/cfb/players/chris-brazzell-ii-1.html,Tennessee,SEC,12,62,1017,16.4,9,84.8,0,0,,0,0.0,62,1017,16.4,9,,2025
Junior Vandeross III,junior-vandeross-iii-1,/cfb/players/junior-vandeross-iii-1.html,Toledo,MAC,13,82,1008,12.3,11,77.5,2,5,2.5,0,0.4,84,1013,12.1,11,,2025
Chris Dawn Jr.,chris-dawn-jr-1,/cfb/players/chris-dawn-jr-1.html,Texas State,Sun Belt,12,65,1007,15.5,4,83.9,1,-2,-2.0,0,-0.2,66,1005,15.2,4,,2025
Ted Hurst,ted-hurst-1,/cfb/players/ted-hurst-1.html,Georgia State,Sun Belt,12,71,1004,14.1,6,83.7,0,0,,0,0.0,71,1004,14.1,6,,2025
Lewis Bond,lewis-bond-1,/cfb/players/lewis-bond-1.html,Boston College,ACC,12,88,993,11.3,1,82.8,4,3,0.8,0,0.3,92,996,10.8,1,,2025
Nik McMillan,nik-mcmillan-1,/cfb/players/nik-mcmillan-1.html,Buffalo,MAC,12,62,981,15.8,3,81.8,0,0,,0,0.0,62,981,15.8,3,,2025
Kamryn Perry,kamryn-perry-1,/cfb/players/kamryn-perry-1.html,Miami (OH),MAC,14,43,976,22.7,6,69.7,0,0,,0,0.0,43,976,22.7,6,,2025
Amare Thomas,amare-thomas-1,/cfb/players/amare-thomas-1.html,Houston,Big 12,13,67,966,14.4,12,74.3,5,9,1.8,0,0.7,72,975,13.5,12,,2025
Isaiah Sategna,isaiah-sategna-1,/cfb/players/isaiah-sategna-1.html,Oklahoma,SEC,13,67,965,14.4,8,74.2,4,24,6.0,0,1.8,71,989,13.9,8,,2025
Jackson Harris,jackson-harris-3,/cfb/players/jackson-harris-3.html,Hawaii,MWC,11,49,963,19.7,12,87.5,0,0,,0,0.0,49,963,19.7,12,,2025
Gabriel Benyard,gabriel-benyard-1,/cfb/players/gabriel-benyard-1.html,Kennesaw State,CUSA,14,60,949,15.8,9,67.8,17,117,6.9,1,8.4,77,1066,13.8,10,,2025
Eli Heidenreich,eli-heidenreich-1,/cfb/players/eli-heidenreich-1.html,Navy,American,13,51,941,18.5,6,72.4,77,499,6.5,3,38.4,128,1440,11.3,9,,2025
Omar Cooper Jr.,omar-cooper-jr-1,/cfb/players/omar-cooper-jr-1.html,Indiana,Big Ten,16,69,937,13.6,13,58.6,3,74,24.7,1,4.6,72,1011,14.0,14,,2025
Harrison Wallace III,harrison-wallace-iii-1,/cfb/players/harrison-wallace-iii-1.html,Ole Miss,SEC,15,61,934,15.3,4,62.3,3,1,0.3,0,0.1,64,935,14.6,4,,2025
Jaden Bradley,jaden-bradley-1,/cfb/players/jaden-bradley-1.html,Nevada-Las Vegas,MWC,14,58,931,16.1,4,66.5,1,15,15.0,0,1.1,59,946,16.0,4,,2025
Iverson Hooks,iverson-hooks-1,/cfb/players/iverson-hooks-1.html,UAB,American,12,72,927,12.9,7,77.3,1,0,0.0,0,0.0,73,927,12.7,7,,2025
Braden Pegan,braden-pegan-1,/cfb/players/braden-pegan-1.html,Utah State,MWC,12,60,926,15.4,5,77.2,4,11,2.8,1,0.9,64,937,14.6,6,,2025
Parker Kingston,parker-kingston-1,/cfb/players/parker-kingston-1.html,BYU,Big 12,14,66,924,14.0,5,66.0,26,123,4.7,3,8.8,92,1047,11.4,8,,2025
Kevin Concepcion,kevin-concepcion-2,/cfb/players/kevin-concepcion-2.html,Texas A&M,SEC,13,61,919,15.1,9,70.7,10,75,7.5,1,5.8,71,994,14.0,10,AA,2025
Chris Bell,chris-bell-2,/cfb/players/chris-bell-2.html,Louisville,ACC,11,72,917,12.7,6,83.4,0,0,,0,0.0,72,917,12.7,6,,2025
Mario Craver,mario-craver-1,/cfb/players/mario-craver-1.html,Texas A&M,SEC,12,59,917,15.5,4,76.4,11,81,7.4,1,6.8,70,998,14.3,5,,2025
Cameron Dorner,cameron-dorner-1,/cfb/players/cameron-dorner-1.html,North Texas,American,14,56,911,16.3,8,65.1,1,2,2.0,0,0.1,57,913,16.0,8,,2025
Cortez Braham,cortez-braham-1,/cfb/players/cortez-braham-1.html,Memphis,American,12,63,889,14.1,8,74.1,0,0,,0,0.0,63,889,14.1,8,,2025
Matthew Henry,matthew-henry-1,/cfb/players/matthew-henry-1.html,Western Kentucky,CUSA,13,55,888,16.1,6,68.3,3,-6,-2.0,0,-0.5,58,882,15.2,6,,2025
Denzel Boston,denzel-boston-1,/cfb/players/denzel-boston-1.html,Washington,Big Ten,12,62,881,14.2,11,73.4,0,0,,0,0.0,62,881,14.2,11,,2025
Griffin Wilde,griffin-wilde-1,/cfb/players/griffin-wilde-1.html,Northwestern,Big Ten,13,71,880,12.4,8,67.7,1,5,5.0,0,0.4,72,885,12.3,8,,2025
Keshaun Singleton,keshaun-singleton-1,/cfb/players/keshaun-singleton-1.html,South Florida,American,12,50,877,17.5,8,73.1,0,0,,0,0.0,50,877,17.5,8,,2025
Sean Wilson,sean-wilson-5,/cfb/players/sean-wilson-5.html,Delaware,CUSA,13,68,877,12.9,3,67.5,0,0,,0,0.0,68,877,12.9,3,,2025
Carnell Tate,carnell-tate-1,/cfb/players/carnell-tate-1.html,Ohio State,Big Ten,11,51,875,17.2,9,79.5,2,16,8.0,0,1.5,53,891,16.8,9,,2025
Josh Cameron,josh-cameron-1,/cfb/players/josh-cameron-1.html,Baylor,Big 12,12,69,872,12.6,9,72.7,0,0,,0,0.0,69,872,12.6,9,,2025
Hank Beatty,beatty-hank-1,/cfb/players/beatty-hank-1.html,Illinois,Big Ten,13,70,864,12.3,3,66.5,4,46,11.5,1,3.5,74,910,12.3,4,,2025
Germie Bernard,germie-bernard-1,/cfb/players/germie-bernard-1.html,Alabama,SEC,14,64,862,13.5,7,61.6,18,101,5.6,2,7.2,82,963,11.7,9,,2025
Trell Harris,trell-harris-1,/cfb/players/trell-harris-1.html,Virginia,ACC,13,59,847,14.4,5,65.2,0,0,,0,0.0,59,847,14.4,5,,2025
Caleb Douglas,caleb-douglas-1,/cfb/players/caleb-douglas-1.html,Texas Tech,Big 12,14,54,846,15.7,7,60.4,0,0,,0,0.0,54,846,15.7,7,,2025
Sean Brown,sean-brown-8,/cfb/players/sean-brown-8.html,Duke,ACC,14,64,846,13.2,5,60.4,2,-13,-6.5,0,-0.9,66,833,12.6,5,,2025
Alex Perry,alex-perry-3,/cfb/players/alex-perry-3.html,Florida International,CUSA,13,56,840,15.0,9,64.6,0,0,,0,0.0,56,840,15.0,9,,2025
Braylon Staley,braylon-staley-1,/cfb/players/braylon-staley-1.html,Tennessee,SEC,13,68,837,12.3,6,64.4,0,0,,0,0.0,68,837,12.3,6,,2025
T.J. Moore,tj-moore-3,/cfb/players/tj-moore-3.html,Clemson,ACC,13,52,837,16.1,4,64.4,2,8,4.0,0,0.6,54,845,15.6,4,,2025
Ryan Wingo,ryan-wingo-1,/cfb/players/ryan-wingo-1.html,Texas,SEC,13,54,834,15.4,7,64.2,7,42,6.0,0,3.2,61,876,14.4,7,,2025
Anthony Evans III,anthony-evans-iii-1,/cfb/players/anthony-evans-iii-1.html,Mississippi State,SEC,13,67,831,12.4,4,63.9,7,47,6.7,0,3.6,74,878,11.9,4,,2025
Elijah Sarratt,elijah-sarratt-1,/cfb/players/elijah-sarratt-1.html,Indiana,Big Ten,14,65,830,12.8,15,59.3,0,0,,0,0.0,65,830,12.8,15,,2025
Pofele Ashlock,pofele-ashlock-1,/cfb/players/pofele-ashlock-1.html,Hawaii,MWC,13,76,827,10.9,8,63.6,0,0,,0,0.0,76,827,10.9,8,,2025
Kyre Duplessis,kyre-duplessis-1,/cfb/players/kyre-duplessis-1.html,Delaware,CUSA,13,60,824,13.7,5,63.4,3,19,6.3,0,1.5,63,843,13.4,5,,2025
Trent Walker,trent-walker-1,/cfb/players/trent-walker-1.html,Oregon State,Ind,12,68,823,12.1,2,68.6,0,0,,0,0.0,68,823,12.1,2,,2025
Victor Snow,victor-snow-1,/cfb/players/victor-snow-1.html,Buffalo,MAC,12,62,815,13.1,8,67.9,12,91,7.6,2,7.6,74,906,12.2,10,,2025
Mike Matthews,mike-matthews-4,/cfb/players/mike-matthews-4.html,Tennessee,SEC,13,53,813,15.3,4,62.5,2,32,16.0,0,2.5,55,845,15.4,4,,2025
De'Zhaun Stribling,dezhaun-stribling-1,/cfb/players/dezhaun-stribling-1.html,Ole Miss,SEC,15,55,811,14.7,6,54.1,0,0,,0,0.0,55,811,14.7,6,,2025
Zachariah Branch,zachariah-branch-1,/cfb/players/zachariah-branch-1.html,Georgia,SEC,14,81,811,10.0,6,57.9,4,7,1.8,0,0.5,85,818,9.6,6,,2025
Omarion Miller,omarion-miller-1,/cfb/players/omarion-miller-1.html,Colorado,Big 12,11,45,808,18.0,8,73.5,0,0,,0,0.0,45,808,18.0,8,,2025
Tre Richardson,tre-richardson-1,/cfb/players/tre-richardson-1.html,Vanderbilt,SEC,13,46,806,17.5,7,62.0,11,62,5.6,0,4.8,57,868,15.2,7,,2025
Chase Roberts,chase-roberts-2,/cfb/players/chase-roberts-2.html,BYU,Big 12,13,54,802,14.9,6,61.7,0,0,,0,0.0,54,802,14.9,6,,2025
Chauncy Cobb,chauncy-cobb-1,/cfb/players/chauncy-cobb-1.html,Arkansas State,Sun Belt,13,73,797,10.9,1,61.3,1,-2,-2.0,0,-0.2,74,795,10.7,1,,2025
Marcus Sanders Jr.,marcus-sanders-jr-1,/cfb/players/marcus-sanders-jr-1.html,Georgia Southern,Sun Belt,13,50,797,15.9,5,61.3,0,0,,0,0.0,50,797,15.9,5,,2025
Trond Grizzell,trond-grizzell-1,/cfb/players/trond-grizzell-1.html,California,ACC,13,55,788,14.3,1,60.6,0,0,,0,0.0,55,788,14.3,1,,2025
Junior Sherrill,junior-sherrill-1,/cfb/players/junior-sherrill-1.html,Vanderbilt,SEC,13,54,784,14.5,7,60.3,4,16,4.0,1,1.2,58,800,13.8,8,,2025
Devin Voisin,devin-voisin-1,/cfb/players/devin-voisin-1.html,South Alabama,Sun Belt,12,67,776,11.6,4,64.7,0,0,,0,0.0,67,776,11.6,4,,2025
Keagan Johnson,keagan-johnson-1,/cfb/players/keagan-johnson-1.html,New Mexico,MWC,12,61,772,12.7,3,64.3,2,9,4.5,0,0.8,63,781,12.4,3,,2025
Demarcus Lacey,demarcus-lacey-1,/cfb/players/demarcus-lacey-1.html,Marshall,Sun Belt,12,65,769,11.8,5,64.1,19,157,8.3,0,13.1,84,926,11.0,5,,2025
Eli Stowers,eli-stowers-1,/cfb/players/eli-stowers-1.html,Vanderbilt,SEC,12,62,769,12.4,4,64.1,2,2,1.0,0,0.2,64,771,12.0,4,AA,2025
O'Mega Blake,omega-blake-1,/cfb/players/omega-blake-1.html,Arkansas,SEC,12,58,769,13.3,5,64.1,0,0,,0,0.0,58,769,13.3,5,,2025
Kyri Shoels,kyri-shoels-1,/cfb/players/kyri-shoels-1.html,San Jose State,MWC,12,59,768,13.0,2,64.0,0,0,,0,0.0,59,768,13.0,2,,2025
Emmanuel Henderson,emmanuel-henderson-1,/cfb/players/emmanuel-henderson-1.html,Kansas,Big 12,12,45,766,17.0,5,63.8,4,16,4.0,0,1.3,49,782,16.0,5,,2025
Jordan Hudson,jordan-hudson-1,/cfb/players/jordan-hudson-1.html,SMU,ACC,11,61,766,12.6,6,69.6,1,6,6.0,0,0.5,62,772,12.5,6,,2025
Kris Hutson,kris-hutson-1,/cfb/players/kris-hutson-1.html,Arizona,Big 12,12,60,764,12.7,4,63.7,2,14,7.0,0,1.2,62,778,12.5,4,,2025
Ian Strong,ian-strong-1,/cfb/players/ian-strong-1.html,Rutgers,Big Ten,10,52,762,14.7,5,76.2,0,0,,0,0.0,52,762,14.7,5,,2025
Tre Brown,tre-brown-4,/cfb/players/tre-brown-4.html,Old Dominion,Sun Belt,13,38,762,20.1,4,58.6,0,0,,0,0.0,38,762,20.1,4,,2025
CJ Williams,cj-williams-4,/cfb/players/cj-williams-4.html,Stanford,ACC,12,59,749,12.7,6,62.4,0,0,,0,0.0,59,749,12.7,6,,2025
Keelan Marion,keelan-marion-1,/cfb/players/keelan-marion-1.html,Miami (FL),ACC,16,57,746,13.1,2,46.6,4,25,6.3,0,1.6,61,771,12.6,2,,2025
Ja'Kobi Lane,jakobi-lane-1,/cfb/players/jakobi-lane-1.html,USC,Big Ten,11,49,745,15.2,4,67.7,0,0,,0,0.0,49,745,15.2,4,,2025
Brady Boyd,brady-boyd-1,/cfb/players/brady-boyd-1.html,Utah State,MWC,13,46,743,16.2,8,57.2,2,10,5.0,0,0.8,48,753,15.7,8,,2025
Javen Nicholas,javen-nicholas-1,/cfb/players/javen-nicholas-1.html,Charlotte,American,12,60,740,12.3,5,61.7,7,36,5.1,0,3.0,67,776,11.6,5,,2025
Kevin Coleman Jr.,kevin-coleman-jr-1,/cfb/players/kevin-coleman-jr-1.html,Missouri,SEC,13,66,732,11.1,1,56.3,9,76,8.4,0,5.8,75,808,10.8,1,,2025
Jordan Dwyer,jordan-dwyer-1,/cfb/players/jordan-dwyer-1.html,Texas Christian,Big 12,12,54,730,13.5,7,60.8,0,0,,0,0.0,54,730,13.5,7,,2025
Tanner Koziol,tanner-koziol-1,/cfb/players/tanner-koziol-1.html,Houston,Big 12,13,74,727,9.8,6,55.9,0,0,,0,0.0,74,727,9.8,6,,2025
Devin McCuin,devin-mccuin-1,/cfb/players/devin-mccuin-1.html,UTSA,American,12,65,726,11.2,8,60.5,2,11,5.5,0,0.9,67,737,11.0,8,,2025
Ryan Davis,ryan-davis-6,/cfb/players/ryan-davis-6.html,Utah,Big 12,12,62,725,11.7,4,60.4,0,0,,0,0.0,62,725,11.7,4,,2025
Deondre Johnson,deondre-johnson-2,/cfb/players/deondre-johnson-2.html,Jacksonville State,CUSA,14,30,724,24.1,6,51.7,1,-1,-1.0,0,-0.1,31,723,23.3,6,,2025
Josh Meredith,josh-meredith-1,/cfb/players/josh-meredith-1.html,Washington State,Ind,13,57,723,12.7,3,55.6,0,0,,0,0.0,57,723,12.7,3,,2025
Shazz Preston,shazz-preston-1,/cfb/players/shazz-preston-1.html,Tulane,American,14,43,723,16.8,4,51.6,0,0,,0,0.0,43,723,16.8,4,,2025
Jayshon Platt,jayshon-platt-1,/cfb/players/jayshon-platt-1.html,Florida Atlantic,American,12,46,720,15.7,5,60.0,3,36,12.0,1,3.0,49,756,15.4,6,,2025
Ja'Cory Thomas,jacory-thomas-1,/cfb/players/jacory-thomas-1.html,Old Dominion,Sun Belt,12,41,719,17.5,5,59.9,0,0,,0,0.0,41,719,17.5,5,,2025
Malik Benson,malik-benson-1,/cfb/players/malik-benson-1.html,Oregon,Big Ten,15,43,719,16.7,6,47.9,1,-4,-4.0,0,-0.3,44,715,16.3,6,,2025
Shaleak Knotts,shaleak-knotts-1,/cfb/players/shaleak-knotts-1.html,Maryland,Big Ten,12,44,717,16.3,6,59.8,0,0,,0,0.0,44,717,16.3,6,,2025
Jayce Brown,jayce-brown-1,/cfb/players/jayce-brown-1.html,Kansas State,Big 12,10,41,712,17.4,5,71.2,7,116,16.6,1,11.6,48,828,17.3,6,,2025
Jordyn Tyson,jordyn-tyson-1,/cfb/players/jordyn-tyson-1.html,Arizona State,Big 12,9,61,711,11.7,8,79.0,2,4,2.0,1,0.4,63,715,11.3,9,,2025
Cam Coleman,cam-coleman-2,/cfb/players/cam-coleman-2.html,Auburn,SEC,12,56,708,12.6,5,59.0,0,0,,0,0.0,56,708,12.6,5,,2025
Reginald Virgil,reginald-virgil-1,/cfb/players/reginald-virgil-1.html,Texas Tech,Big 12,14,57,705,12.4,6,50.4,2,35,17.5,2,2.5,59,740,12.5,8,,2025
Raphael Williams,raphael-williams-1,/cfb/players/raphael-williams-1.html,Pitt,ACC,13,51,701,13.7,7,53.9,1,4,4.0,0,0.3,52,705,13.6,7,,2025
Asaad Waseem,asaad-waseem-1,/cfb/players/asaad-waseem-1.html,Florida Atlantic,American,12,66,699,10.6,5,58.3,1,-7,-7.0,0,-0.6,67,692,10.3,5,,2025
Kenny Johnson,kenny-johnson-3,/cfb/players/kenny-johnson-3.html,Pitt,ACC,13,48,695,14.5,5,53.5,2,3,1.5,0,0.2,50,698,14.0,5,,2025
Michael Trigg,michael-trigg-1,/cfb/players/michael-trigg-1.html,Baylor,Big 12,11,50,694,13.9,6,63.1,0,0,,0,0.0,50,694,13.9,6,,2025
Christian Moss,christian-moss-1,/cfb/players/christian-moss-1.html,Kennesaw State,CUSA,14,45,689,15.3,2,49.2,0,0,,0,0.0,45,689,15.3,2,,2025
Ryan Williams,ryan-williams-11,/cfb/players/ryan-williams-11.html,Alabama,SEC,14,49,689,14.1,4,49.2,2,21,10.5,0,1.5,51,710,13.9,4,,2025
Leland Smith,leland-smith-1,/cfb/players/leland-smith-1.html,San Jose State,MWC,12,43,688,16.0,3,57.3,0,0,,0,0.0,43,688,16.0,3,,2025
Deuce Alexander,deuce-alexander-1,/cfb/players/deuce-alexander-1.html,Ole Miss,SEC,15,44,684,15.5,2,45.6,19,122,6.4,0,8.1,63,806,12.8,2,,2025
Elijah Metcalf,elijah-metcalf-1,/cfb/players/elijah-metcalf-1.html,Southern Mississippi,Sun Belt,13,54,683,12.6,2,52.5,4,26,6.5,0,2.0,58,709,12.2,2,,2025
Charlie Becker,charlie-becker-1,/cfb/players/charlie-becker-1.html,Indiana,Big Ten,16,34,679,20.0,4,42.4,0,0,,0,0.0,34,679,20.0,4,,2025
Cyrus Allen,cyrus-allen-1,/cfb/players/cyrus-allen-1.html,Cincinnati,Big 12,13,51,674,13.2,13,51.8,7,20,2.9,0,1.5,58,694,12.0,13,,2025
Reed Harris,reed-harris-1,/cfb/players/reed-harris-1.html,Boston College,ACC,12,39,673,17.3,5,56.1,1,-4,-4.0,0,-0.3,40,669,16.7,5,,2025
Jordan Shipp,jordan-shipp-1,/cfb/players/jordan-shipp-1.html,North Carolina,ACC,12,60,671,11.2,6,55.9,2,8,4.0,0,0.7,62,679,11.0,6,,2025
Na'eem Abdul-Rahim Gladding,naeem-abdul-rahim-gladding-1,/cfb/players/naeem-abdul-rahim-gladding-1.html,Old Dominion,Sun Belt,13,51,667,13.1,6,51.3,0,0,,0,0.0,51,667,13.1,6,,2025
Dalton Stroman,dalton-stroman-1,/cfb/players/dalton-stroman-1.html,Appalachian State,Sun Belt,13,35,666,19.0,4,51.2,0,0,,0,0.0,35,666,19.0,4,,2025
Nick Marsh,nick-marsh-3,/cfb/players/nick-marsh-3.html,Michigan State,Big Ten,12,59,662,11.2,6,55.2,3,11,3.7,0,0.9,62,673,10.9,6,,2025
Donovan Faupel,donovan-faupel-1,/cfb/players/donovan-faupel-1.html,New Mexico State,CUSA,12,61,661,10.8,7,55.1,0,0,,0,0.0,61,661,10.8,7,,2025
Eric Rivers,eric-rivers-2,/cfb/players/eric-rivers-2.html,Georgia Tech,ACC,13,46,658,14.3,2,50.6,7,56,8.0,0,4.3,53,714,13.5,2,,2025
Andrew Marsh,andrew-marsh-1,/cfb/players/andrew-marsh-1.html,Michigan,Big Ten,13,45,651,14.5,4,50.1,2,13,6.5,1,1.0,47,664,14.1,5,,2025
Cole Weaver,cole-weaver-2,/cfb/players/cole-weaver-2.html,Miami (OH),MAC,14,45,642,14.3,1,45.9,0,0,,0,0.0,45,642,14.3,1,,2025
Josiah Freeman,josiah-freeman-1,/cfb/players/josiah-freeman-1.html,Fresno State,MWC,12,52,642,12.3,6,53.5,3,17,5.7,0,1.4,55,659,12.0,6,,2025
Marcel Williams,marcel-williams-3,/cfb/players/marcel-williams-3.html,Akron,MAC,12,45,641,14.2,2,53.4,0,0,,0,0.0,45,641,14.2,2,,2025
Alred Luke,alred-luke-1,/cfb/players/alred-luke-1.html,Missouri State,CUSA,13,43,640,14.9,5,49.2,0,0,,0,0.0,43,640,14.9,5,,2025
Jordan Faison,jordan-faison-1,/cfb/players/jordan-faison-1.html,Notre Dame,Ind,12,49,640,13.1,4,53.3,1,-8,-8.0,0,-0.7,50,632,12.6,4,,2025
Romello Brinson,romello-brinson-1,/cfb/players/romello-brinson-1.html,SMU,ACC,12,43,638,14.8,3,53.2,1,4,4.0,0,0.3,44,642,14.6,3,,2025
Coy Eakin,coy-eakin-1,/cfb/players/coy-eakin-1.html,Texas Tech,Big 12,14,48,637,13.3,6,45.5,0,0,,0,0.0,48,637,13.3,6,,2025
Yamir Knight,yamir-knight-1,/cfb/players/yamir-knight-1.html,SMU,ACC,13,54,637,11.8,5,49.0,1,2,2.0,0,0.2,55,639,11.6,5,,2025
Caullin Lacy,caullin-lacy-1,/cfb/players/caullin-lacy-1.html,Louisville,ACC,13,60,635,10.6,2,48.8,15,53,3.5,0,4.1,75,688,9.2,2,,2025
Cayden Lee,cayden-lee-1,/cfb/players/cayden-lee-1.html,Ole Miss,SEC,15,44,635,14.4,3,42.3,0,0,,0,0.0,44,635,14.4,3,,2025
Dae'Quan Wright,daequan-wright-1,/cfb/players/daequan-wright-1.html,Ole Miss,SEC,15,39,635,16.3,5,42.3,1,2,2.0,0,0.1,40,637,15.9,5,,2025
Jmariyae Robinson,jmariyae-robinson-1,/cfb/players/jmariyae-robinson-1.html,Missouri State,CUSA,12,44,632,14.4,7,52.7,3,18,6.0,0,1.5,47,650,13.8,7,,2025
Malachi Fields,malachi-fields-1,/cfb/players/malachi-fields-1.html,Notre Dame,Ind,12,36,630,17.5,5,52.5,0,0,,0,0.0,36,630,17.5,5,,2025
Jordan Napier,jordan-napier-1,/cfb/players/jordan-napier-1.html,San Diego State,MWC,10,48,629,13.1,2,62.9,11,40,3.6,1,4.0,59,669,11.3,3,,2025
Rara Thomas,rara-thomas-1,/cfb/players/rara-thomas-1.html,Troy,Sun Belt,14,39,629,16.1,5,44.9,6,39,6.5,0,2.8,45,668,14.8,5,,2025
Terrell Anderson,terrell-anderson-2,/cfb/players/terrell-anderson-2.html,North Carolina State,ACC,13,39,629,16.1,5,48.4,0,0,,0,0.0,39,629,16.1,5,,2025
Omari Kelly,omari-kelly-1,/cfb/players/omari-kelly-1.html,Michigan State,Big Ten,12,47,626,13.3,2,52.2,6,33,5.5,0,2.8,53,659,12.4,2,,2025
Landon Ellis,landon-ellis-1,/cfb/players/landon-ellis-1.html,James Madison,Sun Belt,13,36,624,17.3,5,48.0,0,0,,0,0.0,36,624,17.3,5,,2025
Terrance Carter,terrance-carter-2,/cfb/players/terrance-carter-2.html,Texas Tech,Big 12,13,55,624,11.3,5,48.0,2,24,12.0,0,1.8,57,648,11.4,5,,2025
Jamari Hawkins,jamari-hawkins-1,/cfb/players/jamari-hawkins-1.html,Memphis,American,13,38,623,16.4,2,47.9,3,14,4.7,0,1.1,41,637,15.5,2,,2025
Ashtyn Hawkins,ashtyn-hawkins-1,/cfb/players/ashtyn-hawkins-1.html,Baylor,Big 12,12,53,621,11.7,0,51.8,0,0,,0,0.0,53,621,11.7,0,,2025
Carsen Ryan,carsen-ryan-1,/cfb/players/carsen-ryan-1.html,BYU,Big 12,14,45,620,13.8,3,44.3,0,0,,0,0.0,45,620,13.8,3,,2025
Dallen Bentley,dallen-bentley-1,/cfb/players/dallen-bentley-1.html,Utah,Big 12,13,48,620,12.9,6,47.7,0,0,,0,0.0,48,620,12.9,6,,2025
Deion Burks,deion-burks-1,/cfb/players/deion-burks-1.html,Oklahoma,SEC,13,57,620,10.9,4,47.7,6,-1,-0.2,0,-0.1,63,619,9.8,4,,2025
K.D. Hutchinson,kd-hutchinson-1,/cfb/players/kd-hutchinson-1.html,Western Kentucky,CUSA,13,66,618,9.4,3,47.5,13,88,6.8,2,6.8,79,706,8.9,5,,2025
Nyck Harbor,nyck-harbor-1,/cfb/players/nyck-harbor-1.html,South Carolina,SEC,11,30,618,20.6,6,56.2,1,12,12.0,0,1.1,31,630,20.3,6,,2025
