Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Erik Ezukanma,erik-ezukanma-1,/cfb/players/erik-ezukanma-1.html,Texas Tech,Big 12,10,46,748,16.3,6,74.8,0,0,,0,0.0,46,748,16.3,6,,2020
Tahj Washington,tahj-washington-1,/cfb/players/tahj-washington-1.html,Memphis,American,11,43,743,17.3,6,67.5,4,11,2.8,1,1.0,47,754,16.0,7,,2020
Emeka Emezie,emeka-emezie-1,/cfb/players/emeka-emezie-1.html,North Carolina State,ACC,12,47,738,15.7,5,61.5,1,5,5.0,0,0.4,48,743,15.5,5,,2020
Kayshon Boutte,kayshon-boutte-1,/cfb/players/kayshon-boutte-1.html,LSU,SEC,10,45,735,16.3,5,73.5,0,0,,0,0.0,45,735,16.3,5,,2020
Taj Harris,taj-harris-1,/cfb/players/taj-harris-1.html,Syracuse,ACC,10,58,733,12.6,5,73.3,1,4,4.0,0,0.4,59,737,12.5,5,,2020
Terrace Marshall Jr.,terrace-marshall-jr-1,/cfb/players/terrace-marshall-jr-1.html,LSU,SEC,7,48,731,15.2,10,104.4,0,0,,0,0.0,48,731,15.2,10,,2020
Chris Olave,chris-olave-1,/cfb/players/chris-olave-1.html,Ohio State,Big Ten,7,50,729,14.6,7,104.1,1,0,0.0,0,0.0,51,729,14.3,7,,2020
Bailey Gaither,bailey-gaither-1,/cfb/players/bailey-gaither-1.html,San Jose State,MWC,7,41,725,17.7,4,103.6,0,0,,0,0.0,41,725,17.7,4,,2020
Garrett Wilson,garrett-wilson-2,/cfb/players/garrett-wilson-2.html,Ohio State,Big Ten,8,43,723,16.8,6,90.4,2,67,33.5,0,8.4,45,790,17.6,6,,2020
Ty Fryfogle,ty-fryfogle-1,/cfb/players/ty-fryfogle-1.html,Indiana,Big Ten,8,37,721,19.5,7,90.1,0,0,,0,0.0,37,721,19.5,7,,2020
Khalil Shakir,khalil-shakir-1,/cfb/players/khalil-shakir-1.html,Boise State,MWC,7,52,719,13.8,6,102.7,17,148,8.7,0,21.1,69,867,12.6,6,,2020
Jaden Walley,jaden-walley-1,/cfb/players/jaden-walley-1.html,Mississippi State,SEC,11,52,718,13.8,2,65.3,0,0,,0,0.0,52,718,13.8,2,,2020
Javon McKinley,javon-mckinley-1,/cfb/players/javon-mckinley-1.html,Notre Dame,ACC,12,42,717,17.1,3,59.8,1,15,15.0,0,1.3,43,732,17.0,3,,2020
Zakhari Franklin,zakhari-franklin-1,/cfb/players/zakhari-franklin-1.html,UTSA,CUSA,10,49,694,14.2,7,69.4,1,8,8.0,0,0.8,50,702,14.0,7,,2020
Jacob Cowing,jacob-cowing-1,/cfb/players/jacob-cowing-1.html,UTEP,CUSA,8,41,691,16.9,3,86.4,0,0,,0,0.0,41,691,16.9,3,,2020
Hunter Long,hunter-long-3,/cfb/players/hunter-long-3.html,Boston College,ACC,11,57,685,12.0,5,62.3,0,0,,0,0.0,57,685,12.0,5,,2020
Dazz Newsome,dazz-newsome-1,/cfb/players/dazz-newsome-1.html,North Carolina,ACC,12,54,684,12.7,6,57.0,2,21,10.5,1,1.8,56,705,12.6,7,,2020
Rashee Rice,rashee-rice-1,/cfb/players/rashee-rice-1.html,SMU,American,10,48,683,14.2,5,68.3,0,0,,0,0.0,48,683,14.2,5,,2020
Jordan Addison,jordan-addison-1,/cfb/players/jordan-addison-1.html,Pitt,ACC,10,60,666,11.1,4,66.6,9,58,6.4,0,5.8,69,724,10.5,4,,2020
Justin Hall,justin-hall-3,/cfb/players/justin-hall-3.html,Ball State,MAC,7,49,665,13.6,4,95.0,30,231,7.7,1,33.0,79,896,11.3,5,,2020
Kawaan Baker,kawaan-baker-1,/cfb/players/kawaan-baker-1.html,South Alabama,Sun Belt,11,51,659,12.9,8,59.9,13,42,3.2,0,3.8,64,701,11.0,8,,2020
Billy Kemp,billy-kemp-2,/cfb/players/billy-kemp-2.html,Virginia,ACC,10,67,644,9.6,1,64.4,6,22,3.7,0,2.2,73,666,9.1,1,,2020
Keylon Stokes,keylon-stokes-1,/cfb/players/keylon-stokes-1.html,Tulsa,American,9,46,644,14.0,3,71.6,13,65,5.0,0,7.2,59,709,12.0,3,,2020
Bo Melton,bo-melton-1,/cfb/players/bo-melton-1.html,Rutgers,Big Ten,9,47,638,13.6,6,70.9,6,69,11.5,2,7.7,53,707,13.3,8,,2020
Anthony Schwartz,anthony-schwartz-1,/cfb/players/anthony-schwartz-1.html,Auburn,SEC,10,54,636,11.8,3,63.6,4,-6,-1.5,0,-0.6,58,630,10.9,3,,2020
DJ Turner,dj-turner-1,/cfb/players/dj-turner-1.html,Pitt,ACC,11,44,634,14.4,3,57.6,10,65,6.5,0,5.9,54,699,12.9,3,,2020
Shi Smith,shi-smith-1,/cfb/players/shi-smith-1.html,South Carolina,SEC,9,57,633,11.1,4,70.3,6,6,1.0,0,0.7,63,639,10.1,4,,2020
Tre Walker,tre-walker-3,/cfb/players/tre-walker-3.html,San Jose State,MWC,8,45,627,13.9,4,78.4,0,0,,0,0.0,45,627,13.9,4,,2020
Chatarius Atwell,chatarius-atwell-1,/cfb/players/chatarius-atwell-1.html,Louisville,ACC,9,46,625,13.6,7,69.4,2,-2,-1.0,1,-0.2,48,623,13.0,8,,2020
David Bell,david-bell-6,/cfb/players/david-bell-6.html,Purdue,Big Ten,6,53,625,11.8,8,104.2,0,0,,0,0.0,53,625,11.8,8,,2020
Michael Woods,michael-woods-4,/cfb/players/michael-woods-4.html,Arkansas,SEC,10,32,619,19.3,5,61.9,1,2,2.0,0,0.2,33,621,18.8,5,,2020
Thomas Hennigan,thomas-hennigan-1,/cfb/players/thomas-hennigan-1.html,Appalachian State,Sun Belt,12,47,616,13.1,3,51.3,0,0,,0,0.0,47,616,13.1,3,,2020
Jason Brownlee,jason-brownlee-1,/cfb/players/jason-brownlee-1.html,Southern Mississippi,CUSA,10,34,610,17.9,5,61.0,0,0,,0,0.0,34,610,17.9,5,,2020
Marvin Mims,marvin-mims-1,/cfb/players/marvin-mims-1.html,Oklahoma,Big 12,11,37,610,16.5,9,55.5,2,17,8.5,0,1.5,39,627,16.1,9,,2020
Yo'Heinz Tyler,yoheinz-tyler-1,/cfb/players/yoheinz-tyler-1.html,Ball State,MAC,8,42,607,14.5,8,75.9,0,0,,0,0.0,42,607,14.5,8,,2020
Cole Turner,cole-turner-2,/cfb/players/cole-turner-2.html,Nevada,MWC,9,49,605,12.3,9,67.2,0,0,,0,0.0,49,605,12.3,9,,2020
Neil Pau'u,neil-pauu-1,/cfb/players/neil-pauu-1.html,BYU,Ind,12,45,603,13.4,4,50.3,5,-1,-0.2,0,-0.1,50,602,12.0,4,,2020
Isaiah Likely,isaiah-likely-1,/cfb/players/isaiah-likely-1.html,Coastal Carolina,Sun Belt,11,30,601,20.0,5,54.6,0,0,,0,0.0,30,601,20.0,5,,2020
Tyrice Richie,tyrice-richie-1,/cfb/players/tyrice-richie-1.html,Northern Illinois,MAC,6,53,597,11.3,4,99.5,6,27,4.5,0,4.5,59,624,10.6,4,,2020
Tayvion Robinson,tayvion-robinson-1,/cfb/players/tayvion-robinson-1.html,Virginia Tech,ACC,11,38,592,15.6,3,53.8,5,48,9.6,0,4.4,43,640,14.9,3,,2020
Charlie Kolar,charlie-kolar-1,/cfb/players/charlie-kolar-1.html,Iowa State,Big 12,11,44,591,13.4,7,53.7,0,0,,0,0.0,44,591,13.4,7,,2020
Jaylen Waddle,jaylen-waddle-1,/cfb/players/jaylen-waddle-1.html,Alabama,SEC,6,28,591,21.1,4,98.5,3,12,4.0,0,2.0,31,603,19.5,4,,2020
Trevon Grimes,trevon-grimes-1,/cfb/players/trevon-grimes-1.html,Florida,SEC,11,38,589,15.5,9,53.5,1,4,4.0,0,0.4,39,593,15.2,9,,2020
Travis Etienne,travis-etienne-1,/cfb/players/travis-etienne-1.html,Clemson,ACC,12,48,588,12.3,2,49.0,168,914,5.4,14,76.2,216,1502,7.0,16,AA,2020
Antonio Nunn,antonio-nunn-1,/cfb/players/antonio-nunn-1.html,Buffalo,MAC,7,37,584,15.8,2,83.4,0,0,,0,0.0,37,584,15.8,2,,2020
Jarrin Pierce,jarrin-pierce-1,/cfb/players/jarrin-pierce-1.html,Middle Tennessee State,CUSA,9,59,584,9.9,3,64.9,0,0,,0,0.0,59,584,9.9,3,,2020
Marcell Barbee,marcell-barbee-1,/cfb/players/marcell-barbee-1.html,Texas State,Sun Belt,12,40,584,14.6,10,48.7,0,0,,0,0.0,40,584,14.6,10,,2020
Donavon Greene,donavon-greene-1,/cfb/players/donavon-greene-1.html,Wake Forest,ACC,8,29,582,20.1,2,72.8,0,0,,0,0.0,29,582,20.1,2,,2020
Sean Dykes,sean-dykes-2,/cfb/players/sean-dykes-2.html,Memphis,American,11,47,581,12.4,7,52.8,0,0,,0,0.0,47,581,12.4,7,,2020
Blake Proehl,blake-proehl-1,/cfb/players/blake-proehl-1.html,East Carolina,American,9,47,577,12.3,4,64.1,0,0,,0,0.0,47,577,12.3,4,,2020
Brevin Jordan,brevin-jordan-1,/cfb/players/brevin-jordan-1.html,Miami (FL),ACC,8,38,576,15.2,7,72.0,2,1,0.5,0,0.1,40,577,14.4,7,,2020
Simi Fehoko,simi-fehoko-1,/cfb/players/simi-fehoko-1.html,Stanford,Pac-12,6,37,574,15.5,3,95.7,1,-1,-1.0,0,-0.2,38,573,15.1,3,,2020
Dillon Stoner,dillon-stoner-1,/cfb/players/dillon-stoner-1.html,Oklahoma State,Big 12,11,42,573,13.6,4,52.1,0,0,,0,0.0,42,573,13.6,4,,2020
Ainias Smith,ainias-smith-1,/cfb/players/ainias-smith-1.html,Texas A&M,SEC,10,43,564,13.1,6,56.4,49,293,6.0,4,29.3,92,857,9.3,10,,2020
Winston Wright,winston-wright-1,/cfb/players/winston-wright-1.html,West Virginia,Big 12,10,47,553,11.8,2,55.3,2,4,2.0,0,0.4,49,557,11.4,2,,2020
Joshua Cephus,joshua-cephus-1,/cfb/players/joshua-cephus-1.html,UTSA,CUSA,12,58,547,9.4,5,45.6,2,-13,-6.5,0,-1.1,60,534,8.9,5,,2020
Calvin Turner,calvin-turner-2,/cfb/players/calvin-turner-2.html,Hawaii,MWC,9,33,546,16.5,6,60.7,60,331,5.5,4,36.8,93,877,9.4,10,,2020
Cam Johnson,cam-johnson-2,/cfb/players/cam-johnson-2.html,Vanderbilt,SEC,9,56,545,9.7,3,60.6,0,0,,0,0.0,56,545,9.7,3,,2020
J.C. Santana,jc-santana-1,/cfb/players/jc-santana-1.html,Tulsa,American,9,34,544,16.0,4,60.4,2,20,10.0,0,2.2,36,564,15.7,4,,2020
Dahu Green,dahu-green-1,/cfb/players/dahu-green-1.html,Arkansas State,Sun Belt,10,32,542,16.9,5,54.2,0,0,,0,0.0,32,542,16.9,5,,2020
Jacob Harris,jacob-harris-2,/cfb/players/jacob-harris-2.html,UCF,American,10,30,539,18.0,8,53.9,0,0,,0,0.0,30,539,18.0,8,,2020
Kylen Granson,kylen-granson-1,/cfb/players/kylen-granson-1.html,SMU,American,10,35,536,15.3,5,53.6,1,0,0.0,0,0.0,36,536,14.9,5,,2020
Malik Williams,malik-williams-2,/cfb/players/malik-williams-2.html,Appalachian State,Sun Belt,11,41,536,13.1,3,48.7,1,-2,-2.0,0,-0.2,42,534,12.7,3,,2020
Reginald Todd,reginald-todd-1,/cfb/players/reginald-todd-1.html,Troy,Sun Belt,11,43,530,12.3,6,48.2,0,0,,0,0.0,43,530,12.3,6,,2020
Theo Wease,theo-wease-1,/cfb/players/theo-wease-1.html,Oklahoma,Big 12,11,37,530,14.3,4,48.2,1,-10,-10.0,0,-0.9,38,520,13.7,4,,2020
Thayer Thomas,thayer-thomas-1,/cfb/players/thayer-thomas-1.html,North Carolina State,ACC,12,42,529,12.6,6,44.1,1,-6,-6.0,0,-0.5,43,523,12.2,6,,2020
Tre Turner,tre-turner-2,/cfb/players/tre-turner-2.html,Virginia Tech,ACC,10,34,529,15.6,3,52.9,9,60,6.7,2,6.0,43,589,13.7,5,,2020
Kenny Yeboah,kenny-yeboah-1,/cfb/players/kenny-yeboah-1.html,Ole Miss,SEC,8,27,524,19.4,6,65.5,0,0,,0,0.0,27,524,19.4,6,,2020
Tyler Snead,tyler-snead-1,/cfb/players/tyler-snead-1.html,East Carolina,American,9,53,524,9.9,5,58.2,3,68,22.7,1,7.6,56,592,10.6,6,,2020
D.J. Stubbs,dj-stubbs-1,/cfb/players/dj-stubbs-1.html,Liberty,Ind,11,38,523,13.8,3,47.5,2,-10,-5.0,0,-0.9,40,513,12.8,3,,2020
Jalen Cropper,jalen-cropper-1,/cfb/players/jalen-cropper-1.html,Fresno State,MWC,6,37,520,14.1,5,86.7,4,27,6.8,0,4.5,41,547,13.3,5,,2020
Deonte Simpson,deonte-simpson-1,/cfb/players/deonte-simpson-1.html,North Texas,CUSA,8,25,517,20.7,4,64.6,0,-4,,0,-0.5,25,513,20.5,4,,2020
Greg Dulcich,greg-dulcich-1,/cfb/players/greg-dulcich-1.html,UCLA,Pac-12,7,26,517,19.9,5,73.9,0,0,,0,0.0,26,517,19.9,5,,2020
Jalen Nailor,jalen-nailor-1,/cfb/players/jalen-nailor-1.html,Michigan State,Big Ten,7,26,515,19.8,4,73.6,2,11,5.5,0,1.6,28,526,18.8,4,,2020
Lavel Davis,lavel-davis-1,/cfb/players/lavel-davis-1.html,Virginia,ACC,8,20,515,25.8,5,64.4,0,0,,0,0.0,20,515,25.8,5,,2020
Kearis Jackson,kearis-jackson-1,/cfb/players/kearis-jackson-1.html,Georgia,SEC,10,36,514,14.3,3,51.4,0,0,,0,0.0,36,514,14.3,3,,2020
George Pickens,george-pickens-1,/cfb/players/george-pickens-1.html,Georgia,SEC,8,36,513,14.3,6,64.1,0,0,,0,0.0,36,513,14.3,6,,2020
Duece Watts,duece-watts-1,/cfb/players/duece-watts-1.html,Tulane,American,12,31,512,16.5,6,42.7,1,2,2.0,0,0.2,32,514,16.1,6,,2020
Justin Garrett,justin-garrett-3,/cfb/players/justin-garrett-3.html,UTEP,CUSA,8,38,510,13.4,3,63.8,0,0,,0,0.0,38,510,13.4,3,,2020
Hassan Beydoun,hassan-beydoun-1,/cfb/players/hassan-beydoun-1.html,Eastern Michigan,MAC,5,40,508,12.7,0,101.6,0,0,,0,0.0,40,508,12.7,0,,2020
Ramaud Chiaokhiao-Bowman,ramaud-chiaokhiao-bowman-1,/cfb/players/ramaud-chiaokhiao-bowman-1.html,Northwestern,Big Ten,9,41,508,12.4,5,56.4,1,0,0.0,0,0.0,42,508,12.1,5,,2020
Brandon Bowling,brandon-bowling-1,/cfb/players/brandon-bowling-1.html,Arkansas State,Sun Belt,11,39,507,13.0,7,46.1,0,0,,0,0.0,39,507,13.0,7,,2020
Jalen Wydermyer,jalen-wydermyer-1,/cfb/players/jalen-wydermyer-1.html,Texas A&M,SEC,10,46,506,11.0,6,50.6,0,0,,0,0.0,46,506,11.0,6,,2020
Osirus Mitchell,osirus-mitchell-1,/cfb/players/osirus-mitchell-1.html,Mississippi State,SEC,11,47,505,10.7,4,45.9,0,0,,0,0.0,47,505,10.7,4,,2020
Drake London,drake-london-1,/cfb/players/drake-london-1.html,USC,Pac-12,6,33,502,15.2,3,83.7,0,0,,0,0.0,33,502,15.2,3,,2020
Josh Johnson,josh-johnson-9,/cfb/players/josh-johnson-9.html,Tulsa,American,9,38,499,13.1,6,55.4,1,3,3.0,0,0.3,39,502,12.9,6,,2020
R.J. Sneed,rj-sneed-1,/cfb/players/rj-sneed-1.html,Baylor,Big 12,9,39,497,12.7,3,55.2,0,0,,0,0.0,39,497,12.7,3,,2020
Whop Philyor,whop-philyor-1,/cfb/players/whop-philyor-1.html,Indiana,Big Ten,8,54,495,9.2,3,61.9,1,8,8.0,0,1.0,55,503,9.1,3,,2020
Parker Washington,parker-washington-1,/cfb/players/parker-washington-1.html,Penn State,Big Ten,9,36,489,13.6,6,54.3,0,0,,0,0.0,36,489,13.6,6,,2020
Quentin Johnston,quentin-johnston-1,/cfb/players/quentin-johnston-1.html,Texas Christian,Big 12,9,22,487,22.1,2,54.1,3,3,1.0,2,0.3,25,490,19.6,4,,2020
Tim Jones,tim-jones-8,/cfb/players/tim-jones-8.html,Southern Mississippi,CUSA,8,30,480,16.0,4,60.0,0,0,,0,0.0,30,480,16.0,4,,2020
Amon-Ra St. Brown,amon-ra-st-brown-1,/cfb/players/amon-ra-st-brown-1.html,USC,Pac-12,6,41,478,11.7,7,79.7,0,0,,0,0.0,41,478,11.7,7,,2020
Devin Carter,devin-carter-1,/cfb/players/devin-carter-1.html,North Carolina State,ACC,12,29,477,16.4,2,39.8,0,0,,0,0.0,29,477,16.4,2,,2020
Josh Palmer,josh-palmer-1,/cfb/players/josh-palmer-1.html,Tennessee,SEC,10,33,475,14.4,4,47.5,0,0,,0,0.0,33,475,14.4,4,,2020
Reggie Roberson Jr.,reggie-roberson-jr-1,/cfb/players/reggie-roberson-jr-1.html,SMU,American,5,22,474,21.5,5,94.8,0,0,,0,0.0,22,474,21.5,5,,2020
Josh Ali,josh-ali-1,/cfb/players/josh-ali-1.html,Kentucky,SEC,11,54,473,8.8,1,43.0,1,15,15.0,0,1.4,55,488,8.9,1,,2020
Joshua Moore,joshua-moore-2,/cfb/players/joshua-moore-2.html,Texas,Big 12,10,30,472,15.7,9,47.2,1,-1,-1.0,0,-0.1,31,471,15.2,9,,2020
Rashod Bateman,rashod-bateman-1,/cfb/players/rashod-bateman-1.html,Minnesota,Big Ten,5,36,472,13.1,2,94.4,0,0,,0,0.0,36,472,13.1,2,,2020
Brennan Eagles,brennan-eagles-1,/cfb/players/brennan-eagles-1.html,Texas,Big 12,9,28,469,16.8,5,52.1,0,0,,0,0.0,28,469,16.8,5,,2020
Austin Watkins,austin-watkins-1,/cfb/players/austin-watkins-1.html,UAB,CUSA,7,34,468,13.8,3,66.9,0,0,,0,0.0,34,468,13.8,3,,2020
Wan'Dale Robinson,wandale-robinson-1,/cfb/players/wandale-robinson-1.html,Nebraska,Big Ten,8,51,461,9.0,1,57.6,46,240,5.2,1,30.0,97,701,7.2,2,,2020
CJ Lewis,cj-lewis-2,/cfb/players/cj-lewis-2.html,Boston College,ACC,11,28,460,16.4,5,41.8,0,0,,0,0.0,28,460,16.4,5,,2020
Keke Chism,keke-chism-1,/cfb/players/keke-chism-1.html,Missouri,SEC,9,35,458,13.1,1,50.9,1,-15,-15.0,0,-1.7,36,443,12.3,1,,2020
Kwamie Lassiter II,kwamie-lassiter-ii-1,/cfb/players/kwamie-lassiter-ii-1.html,Kansas,Big 12,9,43,458,10.7,2,50.9,0,0,,0,0.0,43,458,10.7,2,,2020
Yusuf Ali,yusuf-ali-1,/cfb/players/yusuf-ali-1.html,Middle Tennessee State,CUSA,7,37,457,12.4,2,65.3,0,0,,0,0.0,37,457,12.4,2,,2020
Antwan Davis,antwan-davis-2,/cfb/players/antwan-davis-2.html,Ball State,MAC,8,39,456,11.7,1,57.0,1,1,1.0,0,0.1,40,457,11.4,1,,2020
Isaiah McKoy,isaiah-mckoy-1,/cfb/players/isaiah-mckoy-1.html,Kent State,MAC,4,25,455,18.2,5,113.8,0,0,,0,0.0,25,455,18.2,5,,2020
Corey Rucker,corey-rucker-1,/cfb/players/corey-rucker-1.html,Arkansas State,Sun Belt,8,16,453,28.3,5,56.6,0,0,,0,0.0,16,453,28.3,5,,2020
Kevin Shaa,kevin-shaa-1,/cfb/players/kevin-shaa-1.html,Liberty,Ind,11,25,450,18.0,4,40.9,0,0,,0,0.0,25,450,18.0,4,,2020
Michael Mayer,michael-mayer-1,/cfb/players/michael-mayer-1.html,Notre Dame,ACC,12,42,450,10.7,2,37.5,0,0,,0,0.0,42,450,10.7,2,,2020
Danny Gray,danny-gray-1,/cfb/players/danny-gray-1.html,SMU,American,8,33,448,13.6,4,56.0,3,30,10.0,2,3.8,36,478,13.3,6,,2020
Cornelius McCoy,cornelius-mccoy-1,/cfb/players/cornelius-mccoy-1.html,Georgia State,Sun Belt,7,31,447,14.4,4,63.9,0,0,,0,0.0,31,447,14.4,4,,2020
Adrian Hardy,adrian-hardy-1,/cfb/players/adrian-hardy-1.html,Louisiana Tech,CUSA,7,33,440,13.3,4,62.9,0,0,,0,0.0,33,440,13.3,4,,2020
Ben Skowronek,ben-skowronek-1,/cfb/players/ben-skowronek-1.html,Notre Dame,ACC,11,29,439,15.1,5,39.9,2,17,8.5,1,1.5,31,456,14.7,6,,2020
Jalen Camp,jalen-camp-1,/cfb/players/jalen-camp-1.html,Georgia Tech,ACC,10,29,439,15.1,4,43.9,0,0,,0,0.0,29,439,15.1,4,,2020
Jeff Foreman,jeff-foreman-1,/cfb/players/jeff-foreman-1.html,Arkansas State,Sun Belt,11,13,439,33.8,3,39.9,0,0,,0,0.0,13,439,33.8,3,,2020
Myron Mitchell,myron-mitchell-1,/cfb/players/myron-mitchell-1.html,UAB,CUSA,9,29,436,15.0,3,48.4,1,9,9.0,0,1.0,30,445,14.8,3,,2020
Jacob Copeland,jacob-copeland-1,/cfb/players/jacob-copeland-1.html,Florida,SEC,11,23,435,18.9,3,39.5,1,17,17.0,0,1.5,24,452,18.8,3,,2020
Jaelen Gill,jaelen-gill-1,/cfb/players/jaelen-gill-1.html,Boston College,ACC,11,29,435,15.0,1,39.5,0,0,,0,0.0,29,435,15.0,1,,2020
James Mitchell,james-mitchell-2,/cfb/players/james-mitchell-2.html,Virginia Tech,ACC,10,26,435,16.7,4,43.5,1,1,1.0,1,0.1,27,436,16.1,5,,2020
Deuce Vaughn,deuce-vaughn-1,/cfb/players/deuce-vaughn-1.html,Kansas State,Big 12,10,25,434,17.4,2,43.4,123,642,5.2,7,64.2,148,1076,7.3,9,,2020
