recruit_name,recruit_year,committed_to,recruit_id,sports_ref_id,roster_name,roster_school,roster_year,pos,name_score,team_match,year_diff,match_strategy
Luke Haugo,2025,Arizona,202501490,luke-haugo-1,Luke Haugo,Arizona,2025,QB,100,1,0,PRIMARY_LAYER
Amory Hills,2025,Maryland,202501491,amory-hills-1,Amory Hills,Maryland,2025,OL,100,1,0,PRIMARY_LAYER
Maguire Richman,2025,Kansas State,202501492,maguire-richman-1,Maguire Richman,Kansas State,2025,LB,100,1,0,PRIMARY_LAYER
Gabe Smith,2025,Liberty,202501493,gabe-smith-2,Gabe Smith,Liberty,2025,OL,100,1,0,PRIMARY_LAYER
Ben Beymer,2025,Maryland,202501494,ben-beymer-1,Ben Beymer,Maryland,2025,OL,100,1,0,PRIMARY_LAYER
Kenneth McManus IV,2025,Akron,202501495,kenneth-mcmanus-iv-1,Kenneth McManus IV,Akron,2025,OL,100,1,0,PRIMARY_LAYER
Corbin Laisure,2025,Colorado,202501496,corbin-laisure-1,Corbin Laisure,Colorado,2025,TE,100,1,0,PRIMARY_LAYER
Josiah Clemons,2025,Memphis,202501497,josiah-clemons-1,Josiah Clemons,Memphis,2025,OL,100,1,0,PRIMARY_LAYER
Robert James III,2025,UCLA,202501498,robert-james-iii-1,Robert James III,UCLA,2025,DL,100,1,0,PRIMARY_LAYER
Jermane Hayes,2025,Southern Miss,202501499,jermane-hayes-1,Jermane Hayes,Southern Mississippi,2025,WR,100,1,0,PRIMARY_LAYER
Kaimana Tufaga,2025,San Diego State,202501500,kaimana-tufaga-1,Kaimana Tufaga,San Diego State,2025,S,100,1,0,PRIMARY_LAYER
Colton Gumino,2025,UCLA,202501501,colton-gumino-1,Colton Gumino,UCLA,2025,QB,100,1,0,PRIMARY_LAYER
Ryder Treadway,2025,Toledo,202501505,ryder-treadway-1,Ryder Treadway,Toledo,2025,WR,100,1,0,PRIMARY_LAYER
John Baker IV,2025,Toledo,202501506,john-baker-iv-1,John Baker IV,Toledo,2025,DE,100,1,0,PRIMARY_LAYER
DeShaun Lanier,2025,Bowling Green,202501507,deshaun-lanier-1,DeShaun Lanier,Bowling Green,2025,WR,100,1,0,PRIMARY_LAYER
Ellijah Washington,2025,Oregon State,202501508,ellijah-washington-1,Ellijah Washington,Oregon State,2025,WR,100,1,0,PRIMARY_LAYER
Kahlil Stewart,2025,Syracuse,202501509,kahlil-stewart-1,Kahlil Stewart,Syracuse,2025,OL,100,1,0,PRIMARY_LAYER
Cassidee Miles,2025,UNLV,202501510,cassidee-miles-1,Cassidee Miles,Nevada-Las Vegas,2025,WR,100,1,0,PRIMARY_LAYER
Gabe Fields,2025,Vanderbilt,202501511,gabe-fields-1,Gabe Fields,Vanderbilt,2025,RB,100,1,0,PRIMARY_LAYER
Amareon Blue,2025,Eastern Michigan,202501512,amareon-blue-1,Amareon Blue,Eastern Michigan,2025,RB,100,1,0,PRIMARY_LAYER
Omarian Abraham,2025,NC State,202501513,omarian-abraham-1,Omarian Abraham,North Carolina State,2025,DT,100,1,0,PRIMARY_LAYER
Cash Landau,2025,Washington State,202501514,cash-landau-1,Cash Landau,Washington State,2025,TE,100,1,0,PRIMARY_LAYER
Sidney Stewart,2025,Maryland,202501515,sidney-stewart-2,Sidney Stewart,Maryland,2025,DL,100,1,0,PRIMARY_LAYER
Grayson Rigdon,2025,Arizona State,202501516,grayson-rigdon-1,Grayson Rigdon,Arizona State,2025,RB,100,1,0,PRIMARY_LAYER
Jack Foley,2025,Wake Forest,202501517,jack-foley-1,Jack Foley,Wake Forest,2025,WR,100,1,0,PRIMARY_LAYER
Kolin Wilson,2025,Mississippi State,202501518,kolin-wilson-1,Kolin Wilson,Mississippi State,2025,RB,100,1,0,PRIMARY_LAYER
Eli Morcos,2025,Texas A&M,202501519,eli-morcos-1,Eli Morcos,Texas A&M,2025,QB,100,1,0,PRIMARY_LAYER
Bol Bol,2025,Boise State,202501521,bol-bol-1,Bol Bol,Boise State,2025,DE,100,1,0,PRIMARY_LAYER
Sione Tohi,2025,Arizona,202501522,sione-tohi-1,Sione Tohi,Arizona,2025,OL,100,1,0,PRIMARY_LAYER
Evan Parker,2025,Indiana,202501523,evan-parker-1,Evan Parker,Indiana,2025,OL,100,1,0,PRIMARY_LAYER
CJ Simon,2025,UTEP,202501524,cj-simon-1,CJ Simon,UTEP,2025,WR,100,1,0,PRIMARY_LAYER
Osiris Gilbert,2025,UConn,202501525,osiris-gilbert-1,Osiris Gilbert,Connecticut,2025,DB,100,1,0,PRIMARY_LAYER
Axavier Bridges-Brooks,2025,UConn,202501526,axavier-bridges-brooks-1,Axavier Bridges-Brooks,Connecticut,2025,DB,100,1,0,PRIMARY_LAYER
Jordan Covington,2025,UNLV,202501527,jordan-covington-1,Jordan Covington,Nevada-Las Vegas,2025,DL,100,1,0,PRIMARY_LAYER
Jamauri Brice,2025,Georgia Tech,202501528,jamauri-brice-1,Jamauri Brice,Georgia Tech,2025,WR,100,1,0,PRIMARY_LAYER
Takaylen Muex,2025,FIU,202501529,takaylen-muex-1,Takaylen Muex,Florida International,2025,OL,100,1,0,PRIMARY_LAYER
Joshua Tuchek,2025,UNLV,202501530,joshua-tuchek-1,Joshua Tuchek,Nevada-Las Vegas,2025,DB,100,1,0,PRIMARY_LAYER
Kaveon Lee,2025,Minnesota,202501531,kaveon-lee-1,Kaveon Lee,Minnesota,2025,OL,100,1,0,PRIMARY_LAYER
RJ Shamberger,2025,Troy,202501532,rj-shamberger-1,RJ Shamberger,Troy,2025,DT,100,1,0,PRIMARY_LAYER
Isaiah Dillon,2025,Fresno State,202501534,isaiah-dillon-1,Isaiah Dillon,Fresno State,2025,WR,100,1,0,PRIMARY_LAYER
Josiah Alanis,2025,Boise State,202501535,josiah-alanis-1,Josiah Alanis,Boise State,2025,S,100,1,0,PRIMARY_LAYER
Amari Wilson,2025,Georgia Southern,202501536,amari-wilson-1,Amari Wilson,Georgia Southern,2025,DL,100,1,0,PRIMARY_LAYER
Marcus Mozer,2025,San Diego State,202501537,marcus-mozer-1,Marcus Mozer,San Diego State,2025,WR,100,1,0,PRIMARY_LAYER
Landon Pace,2025,Wyoming,202501538,landon-pace-1,Landon Pace,Wyoming,2025,TE,100,1,0,PRIMARY_LAYER
Mike Taylor Jr.,2025,Ohio,202501539,mike-taylor-jr-1,Mike Taylor Jr.,Ohio,2025,RB,100,1,0,PRIMARY_LAYER
Quinton Brown,2025,Boise State,202501541,quinton-brown-3,Quinton Brown,Boise State,2025,WR,100,1,0,PRIMARY_LAYER
Sterling Sanders,2025,Boston College,202501542,sterling-sanders-1,Sterling Sanders,Boston College,2025,DL,100,1,0,PRIMARY_LAYER
Nigel Nelson,2025,Arkansas State,202501543,nigel-nelson-1,Nigel Nelson,Arkansas State,2025,LB,100,1,0,PRIMARY_LAYER
Alvin Jones III,2025,Buffalo,202501544,alvin-jones-iii-1,Alvin Jones III,Buffalo,2025,WR,100,1,0,PRIMARY_LAYER
Bryce Randolph,2025,Liberty,202501545,bryce-randolph-1,Bryce Randolph,Liberty,2025,WR,100,1,0,PRIMARY_LAYER
Jackson Cook,2025,Kansas,202501546,jackson-cook-1,Jackson Cook,Kansas,2025,WR,100,1,0,PRIMARY_LAYER
Rob Lapuaho,2025,Arizona State,202501547,rob-lapuaho-1,Rob Lapuaho,Arizona State,2025,OL,100,1,0,PRIMARY_LAYER
Uriah Neloms,2025,Arizona State,202501548,uriah-neloms-1,Uriah Neloms,Arizona State,2025,WR,100,1,0,PRIMARY_LAYER
Triston Pierre,2025,Central Michigan,202501549,triston-pierre-1,Triston Pierre,Central Michigan,2025,OL,100,1,0,PRIMARY_LAYER
Johnny Williams,2025,East Carolina,202501551,johnny-williams-8,Johnny Williams,East Carolina,2025,WR,100,1,0,PRIMARY_LAYER
Andre Thomas,2025,Central Michigan,202501552,andre-thomas-jr-1,"Andre Thomas, Jr.",Central Michigan,2025,LB,90,1,0,PRIMARY_LAYER
Vaea Ikakoula,2025,Iowa State,202501553,vaea-ikakoula-1,Vaea Ikakoula,Iowa State,2025,OL,100,1,0,PRIMARY_LAYER
Jaxon Griffin,2025,Arizona,202501554,jaxon-griffin-1,Jaxon Griffin,Arizona,2025,OL,100,1,0,PRIMARY_LAYER
Baylor Wilkin,2025,Indiana,202501556,baylor-wilkin-1,Baylor Wilkin,Indiana,2025,OL,100,1,0,PRIMARY_LAYER
Maddox Conway,2025,Oregon State,202501557,maddox-conway-1,Maddox Conway,Oregon State,2025,OL,100,1,0,PRIMARY_LAYER
Hayden Wright,2025,Northwestern,202501558,hayden-wright-1,Hayden Wright,Northwestern,2025,OL,100,1,0,PRIMARY_LAYER
Cam Sapp,2025,Pittsburgh,202501559,cam-sapp-1,Cam Sapp,Pitt,2025,WR,100,1,0,PRIMARY_LAYER
LeBron Williams,2025,California,202501560,lebron-williams-1,LeBron Williams,California,2025,DL,100,1,0,PRIMARY_LAYER
TJ Tillman,2025,UTEP,202501561,tj-tillman-1,TJ Tillman,UTEP,2025,CB,100,1,0,PRIMARY_LAYER
Ma'khi Jones,2025,Duke,202501562,makhi-jones-1,Ma'khi Jones,Duke,2025,S,100,1,0,PRIMARY_LAYER
Ja'Kyrian Turner,2025,Pittsburgh,202501563,jakyrian-turner-1,Ja'Kyrian Turner,Pitt,2025,RB,100,1,0,PRIMARY_LAYER
Brody Whatley,2025,TCU,202501565,brody-whatley-1,Brody Whatley,Texas Christian,2025,DT,100,1,0,PRIMARY_LAYER
Ke'Breion Winston,2025,Baylor,202501566,kebreion-winston-1,Ke'Breion Winston,Baylor,2025,LB,100,1,0,PRIMARY_LAYER
Gabriel Cline,2025,UAB,202501570,gabriel-cline-1,Gabriel Cline,UAB,2025,TE,100,1,0,PRIMARY_LAYER
Luke Stuewe,2025,Virginia Tech,202501571,luke-stuewe-1,Luke Stuewe,Virginia Tech,2025,WR,100,1,0,PRIMARY_LAYER
Skylar Harvey,2025,Syracuse,202501573,skylar-harvey-1,Skylar Harvey,Syracuse,2025,OL,100,1,0,PRIMARY_LAYER
Terrell Holcomb,2025,Cincinnati,202501574,terrell-holcomb-1,Terrell Holcomb,Cincinnati,2025,LB,100,1,0,PRIMARY_LAYER
Ayden Webb,2025,Oklahoma State,202501575,ayden-webb-1,Ayden Webb,Oklahoma State,2025,S,100,1,0,PRIMARY_LAYER
Ryan Fitzgerald,2025,Iowa,202501576,ryan-fitzgerald-2,Ryan Fitzgerald,Iowa,2025,QB,100,1,0,PRIMARY_LAYER
Elgin Sessions,2025,Georgia Tech,202501577,elgin-sessions-1,Elgin Sessions,Georgia Tech,2025,DB,100,1,0,PRIMARY_LAYER
Braylan McDonald,2025,Texas Tech,202501578,braylan-mcdonald-1,Braylan McDonald,Texas Tech,2025,DB,100,1,0,PRIMARY_LAYER
Jake Stanish,2025,Vanderbilt,202501579,jake-stanish-1,Jake Stanish,Vanderbilt,2025,DL,100,1,0,PRIMARY_LAYER
Marcelous Townsend,2025,Boston College,202501580,marcelous-townsend-1,Marcelous Townsend,Boston College,2025,DB,100,1,0,PRIMARY_LAYER
Nick Spence,2025,Minnesota,202501581,nick-spence-1,Nick Spence,Minnesota,2025,OL,100,1,0,PRIMARY_LAYER
Cole Allen,2025,Duke,202501582,cole-allen-1,Cole Allen,Duke,2025,OL,100,1,0,PRIMARY_LAYER
Jeffrey Hairston Jr.,2025,Liberty,202501583,jeffrey-hairston-jr-1,"Jeffrey Hairston, Jr.",Liberty,2025,DE,100,1,0,PRIMARY_LAYER
Dylan Singleton,2025,Texas Tech,202501584,dylan-singleton-2,Dylan Singleton,Texas Tech,2025,DL,100,1,0,PRIMARY_LAYER
Nathan Nyandoro,2025,Syracuse,202501585,nathan-nyandoro-1,Nathan Nyandoro,Syracuse,2025,DL,100,1,0,PRIMARY_LAYER
Braxtin McLester,2025,Georgia Southern,202501586,braxtin-mclester-1,Braxtin McLester,Georgia Southern,2025,LB,100,1,0,PRIMARY_LAYER
Keenan Arcega-Whiteside,2025,Rice,202501587,keenan-arcega-whiteside-1,Keenan Arcega-Whiteside,Rice,2025,WR,100,1,0,PRIMARY_LAYER
Tanner Jumpp,2025,Northwestern,202501588,tanner-jumpp-1,Tanner Jumpp,Northwestern,2025,DL,100,1,0,PRIMARY_LAYER
Ty Thames,2025,Rice,202501589,ty-thames-1,Ty Thames,Rice,2025,LB,100,1,0,PRIMARY_LAYER
Jon Grimmett,2025,Purdue,202501590,jon-grimmett-1,Jon Grimmett,Purdue,2025,TE,100,1,0,PRIMARY_LAYER
Jaden Manning,2025,North Texas,202501591,jaden-manning-1,Jaden Manning,North Texas,2025,LB,100,1,0,PRIMARY_LAYER
Nissi Ogbebor,2025,Syracuse,202501592,nissi-ogbebor-1,Nissi Ogbebor,Syracuse,2025,DL,100,1,0,PRIMARY_LAYER
Marcus Williams,2025,South Florida,202501593,marcus-williams-14,Marcus Williams,South Florida,2025,DT,100,1,0,PRIMARY_LAYER
Sam Brousseau,2025,Utah State,202501594,sam-brousseau-1,Sam Brousseau,Utah State,2025,OL,100,1,0,PRIMARY_LAYER
Jah'Marren Jackson,2025,Troy,202501595,jahmarren-jackson-1,Jah'Marren Jackson,Troy,2025,WR,100,1,0,PRIMARY_LAYER
Tyrell Russell,2025,Toledo,202501596,tyrell-russell-1,Tyrell Russell,Toledo,2025,DB,100,1,0,PRIMARY_LAYER
Antonio Johnson,2025,Michigan State,202501597,antonio-johnson-8,Antonio Johnson,Michigan State,2025,OL,100,1,0,PRIMARY_LAYER
Desean Bryant Jr.,2025,Arizona State,202501598,desean-bryant-jr-1,Desean Bryant Jr.,Arizona State,2025,OL,100,1,0,PRIMARY_LAYER
Jeremiah Ticket,2025,Georgia Southern,202501599,jeremiah-ticket-1,Jeremiah Ticket,Georgia Southern,2025,DL,100,1,0,PRIMARY_LAYER
Makih Johnson,2025,UConn,202501600,makih-johnson-1,Makih Johnson,Connecticut,2025,WR,100,1,0,PRIMARY_LAYER
JJ Garner,2025,Louisiana,202501601,jj-garner-1,JJ Garner,Louisiana,2025,RB,100,1,0,PRIMARY_LAYER
David Madison,2025,Oregon State,202501602,david-madison-1,David Madison,Oregon State,2025,DB,100,1,0,PRIMARY_LAYER
Braxton Winston III,2025,Wake Forest,202501604,braxton-winston-iii-1,Braxton Winston III,Wake Forest,2025,DB,100,1,0,PRIMARY_LAYER
Rich Belin,2025,Syracuse,202501605,rich-belin-1,Rich Belin,Syracuse,2025,QB,100,1,0,PRIMARY_LAYER
Chase Garnett,2025,South Florida,202501606,chase-garnett-1,Chase Garnett,South Florida,2025,RB,100,1,0,PRIMARY_LAYER
Nicco Maggio,2025,North Carolina,202501607,nicco-maggio-1,Nicco Maggio,North Carolina,2025,DL,100,1,0,PRIMARY_LAYER
Matthew Hawn,2025,Syracuse,202501608,matthew-hawn-1,Matthew Hawn,Syracuse,2025,OL,100,1,0,PRIMARY_LAYER
JT Alvis,2025,Troy,202501609,jt-alvis-1,JT Alvis,Troy,2025,S,100,1,0,PRIMARY_LAYER
Julyon Jordan,2025,South Alabama,202501610,julyon-jordan-1,Julyon Jordan,South Alabama,2025,RB,100,1,0,PRIMARY_LAYER
Zeke Chinwike,2025,Virginia Tech,202501611,zeke-chinwike-1,Zeke Chinwike,Virginia Tech,2025,DL,100,1,0,PRIMARY_LAYER
Njita Sinkala,2025,Boston College,202501612,njita-sinkala-1,Njita Sinkala,Boston College,2025,DB,100,1,0,PRIMARY_LAYER
Stewart Taufa,2025,Boise State,202501613,stewart-taufa-1,Stewart Taufa,Boise State,2025,OL,100,1,0,PRIMARY_LAYER
Jordan Andrus,2025,UTEP,202501614,jordan-andrus-1,Jordan Andrus,UTEP,2025,TE,100,1,0,PRIMARY_LAYER
Nehemiah Johnson,2025,UCLA,202501615,nehemiah-johnson-1,Nehemiah Johnson,UCLA,2025,OL,100,1,0,PRIMARY_LAYER
Charger Doty,2025,Utah State,202501616,charger-doty-1,Charger Doty,Utah State,2025,S,100,1,0,PRIMARY_LAYER
Javion Antai,2025,Tulsa,202501617,javion-antai-1,Javion Antai,Tulsa,2025,OL,100,1,0,PRIMARY_LAYER
Caden Branston,2025,Colorado State,202501618,caden-branston-1,Caden Branston,Colorado State,2025,DL,100,1,0,PRIMARY_LAYER
Courtney Patterson,2025,Arkansas State,202501619,courtney-patterson-1,Courtney Patterson,Arkansas State,2025,CB,100,1,0,PRIMARY_LAYER
Nahsir Taylor,2025,Maryland,202501620,nahsir-taylor-1,Nahsir Taylor,Maryland,2025,DL,100,1,0,PRIMARY_LAYER
Xavier Watson,2025,UConn,202501622,xavier-watson-2,Xavier Watson,Connecticut,2025,TE,100,1,0,PRIMARY_LAYER
Breyden Turnage,2025,Mississippi State,202501623,breyden-turnage-1,Breyden Turnage,Mississippi State,2025,OL,100,1,0,PRIMARY_LAYER
Karon Brookins,2025,Iowa State,202501624,karon-brookins-1,Karon Brookins,Iowa State,2025,WR,100,1,0,PRIMARY_LAYER
D'ontae Fulton,2025,Georgia State,202501625,dontae-fulton-1,D'Ontae Fulton,Georgia State,2025,WR,100,1,0,PRIMARY_LAYER
Evan Stroman,2025,Louisiana,202501626,evan-stroman-1,Evan Stroman,Louisiana,2025,WR,100,1,0,PRIMARY_LAYER
Jackson Jones,2025,TCU,202501629,jackson-jones-3,Jackson Jones,Texas Christian,2025,OL,100,1,0,PRIMARY_LAYER
Brennan Johnson,2025,Virginia Tech,202501630,brennan-johnson-1,Brennan Johnson,Virginia Tech,2025,S,100,1,0,PRIMARY_LAYER
Garrett Reese,2025,Indiana,202501632,garrett-reese-1,Garrett Reese,Indiana,2025,DB,100,1,0,PRIMARY_LAYER
Steele Pizzella,2025,Wake Forest,202501633,steele-pizzella-1,Steele Pizzella,Wake Forest,2025,QB,100,1,0,PRIMARY_LAYER
Kris Thompson,2025,Kentucky,202501634,kris-thompson-2,Kris Thompson,Kentucky,2025,LB,100,1,0,PRIMARY_LAYER
Carter Jones,2025,Nevada,202501635,carter-jones-1,Carter Jones,Nevada,2025,QB,100,1,0,PRIMARY_LAYER
Charlie Woleben,2025,Iowa State,202501636,charlie-woleben-1,Charlie Woleben,Iowa State,2025,DL,100,1,0,PRIMARY_LAYER
Anthony Ludington,2025,Miami (OH),202501637,anthony-ludington-1,Anthony Ludington,Miami (OH),2025,DL,100,1,0,PRIMARY_LAYER
Logan Knapp,2025,Oregon State,202501638,logan-knapp-1,Logan Knapp,Oregon State,2025,LB,100,1,0,PRIMARY_LAYER
Josiah Victor,2025,NC State,202501639,josiah-victor-1,Josiah Victor,North Carolina State,2025,DL,100,1,0,PRIMARY_LAYER
Roman Fina,2025,Duke,202501641,roman-fina-1,Roman Fina,Duke,2025,OL,100,1,0,PRIMARY_LAYER
Connor Roush,2025,Georgia Tech,202501642,connor-roush-1,Connor Roush,Georgia Tech,2025,TE,100,1,0,PRIMARY_LAYER
Kaleb Bilal-Jones,2025,Arizona,202501645,kaleb-bilal-jones-1,Kaleb Bilal-Jones,Arizona,2025,DL,100,1,0,PRIMARY_LAYER
Ashdon Wnetrzak,2025,San Diego State,202501646,ashdon-wnetrzak-1,Ashdon Wnetrzak,San Diego State,2025,OL,100,1,0,PRIMARY_LAYER
Eric Hazzard,2025,Louisville,202501647,eric-hazzard-1,Eric Hazzard,Louisville,2025,DL,100,1,0,PRIMARY_LAYER
Zion Lawson,2025,Georgia State,202501648,zion-lawson-1,Zion Lawson,Georgia State,2025,LB,100,1,0,PRIMARY_LAYER
Andrew Leslie,2025,Memphis,202501650,andrew-leslie-1,Andrew Leslie,Memphis,2025,WR,100,1,0,PRIMARY_LAYER
Antoine Martin Jr.,2025,Colorado State,202501651,antoine-martin-1,Antoine Martin,Colorado State,2025,WR,90,1,0,PRIMARY_LAYER
Ksaan Farrar,2025,UConn,202501653,ksaan-farrar-1,Ksaan Farrar,Connecticut,2025,QB,100,1,0,PRIMARY_LAYER
Etene Pritchard,2025,San Diego State,202501654,etene-pritchard-1,Etene Pritchard,San Diego State,2025,LB,100,1,0,PRIMARY_LAYER
JP Mialovski,2025,San Diego State,202501655,jp-mialovski-1,JP Mialovski,San Diego State,2025,QB,100,1,0,PRIMARY_LAYER
Alijah Jones,2025,Northwestern,202501656,alijah-jones-1,Alijah Jones,Northwestern,2025,DB,100,1,0,PRIMARY_LAYER
Ronny Johnson,2025,Northwestern,202501657,ronny-johnson-2,Ronny Johnson,Northwestern,2025,RB,100,1,0,PRIMARY_LAYER
Colin Bellomy,2025,South Florida,202501658,colin-bellomy-1,Colin Bellomy,South Florida,2025,OL,100,1,0,PRIMARY_LAYER
Ren Brown,2025,Texas Tech,202501659,ren-brown-1,Ren Brown,Texas Tech,2025,OL,100,1,0,PRIMARY_LAYER
Anderson Kopp,2025,Kansas,202501660,anderson-kopp-1,Anderson Kopp,Kansas,2025,OL,100,1,0,PRIMARY_LAYER
Brandon Edozie,2025,Liberty,202501661,brandon-edozie-1,Brandon Edozie,Liberty,2025,OL,100,1,0,PRIMARY_LAYER
Kardiear Shepherd,2025,Syracuse,202501662,kardiear-shepherd-1,Kardiear Shepherd,Syracuse,2025,OL,100,1,0,PRIMARY_LAYER
Rae Sykes Jr.,2025,Boston College,202501663,rae-sykes-jr-1,Rae Sykes Jr.,Boston College,2025,DB,100,1,0,PRIMARY_LAYER
John Peters,2025,Western Michigan,202501665,john-peters-2,John Peters,Western Michigan,2025,CB,100,1,0,PRIMARY_LAYER
Jamar Searcy,2025,Wake Forest,202501666,jamar-searcy-1,Jamar Searcy,Wake Forest,2025,RB,100,1,0,PRIMARY_LAYER
DJ Asiasi,2025,Nevada,202501667,dj-asiasi-1,DJ Asiasi,Nevada,2025,TE,100,1,0,PRIMARY_LAYER
Chris Fileppo,2025,West Virginia,202501668,chris-fileppo-1,Chris Fileppo,West Virginia,2025,S,100,1,0,PRIMARY_LAYER
Lucas Farrington,2025,Jacksonville State,202501669,lucas-farrington-1,Lucas Farrington,Jacksonville State,2025,RB,100,1,0,PRIMARY_LAYER
Jayden Jackson,2025,Iowa State,202501670,jayden-jackson-3,Jayden Jackson,Iowa State,2025,RB,100,1,0,PRIMARY_LAYER
Tyler Partlow,2025,UCLA,202501671,tyler-partlow-1,Tyler Partlow,UCLA,2025,DL,100,1,0,PRIMARY_LAYER
Michael Scott,2025,James Madison,202501672,michael-scott-5,Michael Scott,James Madison,2025,WR,100,1,0,PRIMARY_LAYER
Tony Carter Jr.,2025,Arkansas State,202501673,tony-carter-3,Tony Carter,Arkansas State,2025,DE,90,1,0,PRIMARY_LAYER
Lamar Fairfax Jr.,2025,Memphis,202501674,lamar-fairfax-jr-1,Lamar Fairfax Jr,Memphis,2025,DL,100,1,0,PRIMARY_LAYER
Tobias Gary,2025,Louisiana Tech,202501677,tobias-gary-1,Tobias Gary,Louisiana Tech,2025,DB,100,1,0,PRIMARY_LAYER
Sione Perkins,2025,Iowa State,202501678,sione-perkins-1,Sione Perkins,Iowa State,2025,OL,100,1,0,PRIMARY_LAYER
Bryce Kania,2025,Wake Forest,202501679,bryce-kania-1,Bryce Kania,Wake Forest,2025,WR,100,1,0,PRIMARY_LAYER
Ishmael Gibbs,2025,Washington State,202501680,ishmael-gibbs-1,Ishmael Gibbs,Washington State,2025,CB,100,1,0,PRIMARY_LAYER
John Tofi Jr.,2025,California,202501681,john-tofi-jr-1,John Tofi Jr.,California,2025,LB,100,1,0,PRIMARY_LAYER
Sidney Dupuy,2025,San Diego State,202501682,sidney-dupuy-1,Sidney Dupuy,San Diego State,2025,DL,100,1,0,PRIMARY_LAYER
Charles Taplin,2025,Michigan State,202501683,charles-taplin-1,Charles Taplin,Michigan State,2025,WR,100,1,0,PRIMARY_LAYER
Tucker Kelleher,2025,BYU,202501684,tucker-kelleher-1,Tucker Kelleher,BYU,2025,TE,100,1,0,PRIMARY_LAYER
Kingston Jones,2025,UTSA,202501686,kingston-jones-1,Kingston Jones,UTSA,2025,WR,100,1,0,PRIMARY_LAYER
Kendal Wall,2025,BYU,202501687,kendal-wall-1,Kendal Wall,BYU,2025,DL,100,1,0,PRIMARY_LAYER
DJ Kelly,2025,Toledo,202501689,dj-kelly-1,DJ Kelly,Toledo,2025,CB,100,1,0,PRIMARY_LAYER
Akram Elnagmi,2025,Pittsburgh,202501690,akram-elnagmi-1,Akram Elnagmi,Pitt,2025,OL,100,1,0,PRIMARY_LAYER
Kavon Simmons,2025,Duke,202501691,kavon-simmons-1,Kavon Simmons,Duke,2025,WR,100,1,0,PRIMARY_LAYER
Kaden Ellis,2025,Appalachian State,202501693,kaden-ellis-1,Kaden Ellis,Appalachian State,2025,DL,100,1,0,PRIMARY_LAYER
Jack James,2025,Troy,202501695,jack-james-1,Jack James,Troy,2025,QB,100,1,0,PRIMARY_LAYER
Miles Uter,2025,SMU,202501696,miles-uter-1,Miles Uter,SMU,2025,TE,100,1,0,PRIMARY_LAYER
Robby Preckel,2025,Northwestern,202501698,robby-preckel-1,Robby Preckel,Northwestern,2025,RB,100,1,0,PRIMARY_LAYER
Ashton Moore,2025,Kansas State,202501700,ashton-moore-1,Ashton Moore,Kansas State,2025,LB,100,1,0,PRIMARY_LAYER
Dominic Rijos,2025,Coastal Carolina,202501701,dominic-rijos-1,Dominic Rijos,Coastal Carolina,2025,OL,100,1,0,PRIMARY_LAYER
Sean Craig,2025,Oregon State,202501704,sean-craig-1,Sean Craig,Oregon State,2025,DB,100,1,0,PRIMARY_LAYER
Chris Garland,2025,Stanford,202501705,chris-garland-1,Chris Garland,Stanford,2025,CB,100,1,0,PRIMARY_LAYER
Cameron Kossmann,2025,Florida,202501706,cameron-kossmann-1,Cameron Kossmann,Florida,2025,TE,100,1,0,PRIMARY_LAYER
Durante Speer,2025,East Carolina,202501707,durante-speer-1,Durante Speer,East Carolina,2025,DB,100,1,0,PRIMARY_LAYER
Kaleb Mitchell,2025,Utah State,202501710,kaleb-mitchell-1,Kaleb Mitchell,Utah State,2025,WR,100,1,0,PRIMARY_LAYER
Ka'Maurri Smith,2025,Cincinnati,202501711,kamaurri-smith-1,Ka'Maurri Smith,Cincinnati,2025,TE,100,1,0,PRIMARY_LAYER
Jacob Alvarez,2025,San Diego State,202501712,jacob-alvarez-1,Jacob Alvarez,San Diego State,2025,TE,100,1,0,PRIMARY_LAYER
Kohl Bradley,2025,South Alabama,202501713,kohl-bradley-1,Kohl Bradley,South Alabama,2025,S,100,1,0,PRIMARY_LAYER
Cade Wilhelmi,2025,Toledo,202501715,cade-wilhelmi-1,Cade Wilhelmi,Toledo,2025,OL,100,1,0,PRIMARY_LAYER
Donte Utu,2025,Stanford,202501716,donte-utu-1,Donte Utu,Stanford,2025,S,100,1,0,PRIMARY_LAYER
Luke Webb,2025,Washington State,202501718,luke-webb-2,Luke Webb,Washington State,2025,DL,100,1,0,PRIMARY_LAYER
Joshua Brantley,2025,Tulane,202501719,joshua-brantley-1,Joshua Brantley,Tulane,2025,LB,100,1,0,PRIMARY_LAYER
Cameron Roberts,2025,Tulane,202501720,cameron-roberts-2,Cameron Roberts,Tulane,2025,TE,100,1,0,PRIMARY_LAYER
Noah LaPorte,2025,Northwestern,202501721,noah-laporte-1,Noah LaPorte,Northwestern,2025,TE,100,1,0,PRIMARY_LAYER
Beckham Barney,2025,California,202501724,beckham-barney-1,Beckham Barney,California,2025,LB,100,1,0,PRIMARY_LAYER
Brad Stanyer,2025,Kansas State,202501726,brad-stanyer-1,Brad Stanyer,Kansas State,2025,DE,100,1,0,PRIMARY_LAYER
Deante Ruffin,2025,Kent State,202501727,deante-ruffin-1,Deante Ruffin,Kent State,2025,QB,100,1,0,PRIMARY_LAYER
Elijah Crawford,2025,Syracuse,202501728,elijah-crawford-1,Elijah Crawford,Syracuse,2025,DL,100,1,0,PRIMARY_LAYER
