Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,awards,Year
Riley Ferguson,riley-ferguson-1,/cfb/players/riley-ferguson-1.html,Memphis,American,13,280,443,63.2,3698,32,7.2,10,2.3,8.3,8.78,13.2,284.5,152.6,,2016
Brett Rypien,brett-rypien-1,/cfb/players/brett-rypien-1.html,Boise State,MWC,13,244,394,61.9,3646,24,6.1,8,2.0,9.3,9.56,14.9,280.5,155.7,,2016
Trace McSorley,trace-mcsorley-1,/cfb/players/trace-mcsorley-1.html,Penn State,Big Ten,14,224,387,57.9,3614,29,7.5,8,2.1,9.3,9.91,16.1,258.1,156.9,,2016
Greg Ward Jr.,greg-ward-jr-1,/cfb/players/greg-ward-jr-1.html,Houston,American,12,319,469,68.0,3557,22,4.7,13,2.8,7.6,7.28,11.2,296.4,141.7,,2016
Jerod Evans,jerod-evans-1,/cfb/players/jerod-evans-1.html,Virginia Tech,ACC,14,268,422,63.5,3552,29,6.9,8,1.9,8.4,8.94,13.3,253.7,153.1,,2016
Lamar Jackson,lamar-jackson-1,/cfb/players/lamar-jackson-1.html,Louisville,ACC,13,230,409,56.2,3543,30,7.3,9,2.2,8.7,9.14,15.4,272.5,148.8,"H-1,Maxwell,AA,Camp",2016
Cooper Rush,cooper-rush-1,/cfb/players/cooper-rush-1.html,Central Michigan,MAC,13,278,465,59.8,3540,23,4.9,16,3.4,7.6,7.05,12.7,272.3,133.2,,2016
Zach Terrell,zach-terrell-1,/cfb/players/zach-terrell-1.html,Western Michigan,MAC,14,263,377,69.8,3533,33,8.8,4,1.1,9.4,10.64,13.4,252.4,175.2,,2016
Brad Kaaya,brad-kaaya-1,/cfb/players/brad-kaaya-1.html,Miami (FL),ACC,13,261,421,62.0,3532,27,6.4,7,1.7,8.4,8.92,13.5,271.7,150.3,,2016
Austin Allen,austin-allen-1,/cfb/players/austin-allen-1.html,Arkansas,SEC,13,245,401,61.1,3430,25,6.2,15,3.7,8.6,8.12,14.0,263.8,146.0,,2016
Jake Browning,jake-browning-1,/cfb/players/jake-browning-1.html,Washington,Pac-12,14,243,391,62.1,3430,43,11.0,9,2.3,8.8,9.94,14.1,245.0,167.5,H-6,2016
Drew Lock,drew-lock-1,/cfb/players/drew-lock-1.html,Missouri,SEC,12,237,434,54.6,3399,23,5.3,10,2.3,7.8,7.85,14.3,283.3,133.3,,2016
Richard Lagow,richard-lagow-1,/cfb/players/richard-lagow-1.html,Indiana,Big Ten,13,253,438,57.8,3362,19,4.3,17,3.9,7.7,6.80,13.3,258.6,128.8,,2016
David Blough,david-blough-1,/cfb/players/david-blough-1.html,Purdue,Big Ten,12,295,517,57.1,3352,25,4.8,21,4.1,6.5,5.62,11.4,279.3,119.4,,2016
Deondre Francois,deondre-francois-1,/cfb/players/deondre-francois-1.html,Florida State,ACC,13,235,400,58.8,3350,20,5.0,7,1.8,8.4,8.59,14.3,257.7,142.1,,2016
Dane Evans,dane-evans-1,/cfb/players/dane-evans-1.html,Tulsa,American,13,259,435,59.5,3348,32,7.4,12,2.8,7.7,7.93,12.9,257.5,142.9,,2016
Skyler Howard,skyler-howard-1,/cfb/players/skyler-howard-1.html,West Virginia,Big 12,13,247,404,61.1,3328,26,6.4,10,2.5,8.2,8.41,13.5,256.0,146.6,,2016
P.J. Walker,pj-walker-1,/cfb/players/pj-walker-1.html,Temple,American,14,230,395,58.2,3295,22,5.6,13,3.3,8.3,7.97,14.3,235.4,140.1,,2016
Nick Mullens,nick-mullens-1,/cfb/players/nick-mullens-1.html,Southern Mississippi,CUSA,11,243,384,63.3,3272,24,6.3,11,2.9,8.5,8.48,13.5,297.5,149.8,,2016
Brent Stockstill,brent-stockstill-1,/cfb/players/brent-stockstill-1.html,Middle Tennessee State,CUSA,10,262,414,63.3,3233,31,7.5,7,1.7,7.8,8.55,12.3,323.3,150.2,,2016
Kenny Hill,kenny-hill-1,/cfb/players/kenny-hill-1.html,Texas Christian,Big 12,13,269,440,61.1,3208,17,3.9,13,3.0,7.3,6.73,11.9,246.8,129.2,,2016
Josh Allen,josh-allen-7,/cfb/players/josh-allen-7.html,Wyoming,MWC,14,209,373,56.0,3203,28,7.5,15,4.0,8.6,8.28,15.3,228.8,144.9,,2016
Matt Linehan,matt-linehan-1,/cfb/players/matt-linehan-1.html,Idaho,Sun Belt,13,257,415,61.9,3184,19,4.6,10,2.4,7.7,7.50,12.4,244.9,136.7,,2016
Clayton Thorson,clayton-thorson-1,/cfb/players/clayton-thorson-1.html,Northwestern,Big Ten,13,280,478,58.6,3182,22,4.6,9,1.9,6.7,6.73,11.4,244.8,125.9,,2016
Brandon Silvers,brandon-silvers-2,/cfb/players/brandon-silvers-2.html,Troy,Sun Belt,13,293,460,63.7,3180,23,5.0,12,2.6,6.9,6.74,10.9,244.6,133.0,,2016
Sam Darnold,sam-darnold-1,/cfb/players/sam-darnold-1.html,USC,Pac-12,13,246,366,67.2,3086,31,8.5,9,2.5,8.4,9.02,12.5,237.4,161.1,,2016
Ryan Finley,ryan-finley-1,/cfb/players/ryan-finley-1.html,North Carolina State,ACC,13,243,402,60.4,3055,18,4.5,8,2.0,7.6,7.60,12.6,235.0,135.1,,2016
Shane Buechele,shane-buechele-1,/cfb/players/shane-buechele-1.html,Texas,Big 12,12,236,391,60.4,2958,21,5.4,11,2.8,7.6,7.37,12.5,246.5,136.0,,2016
Joshua Dobbs,joshua-dobbs-1,/cfb/players/joshua-dobbs-1.html,Tennessee,SEC,13,225,357,63.0,2946,27,7.6,12,3.4,8.3,8.25,13.1,226.6,150.6,,2016
Ben Hicks,ben-hicks-1,/cfb/players/ben-hicks-1.html,SMU,American,12,234,422,55.5,2930,19,4.5,15,3.6,6.9,6.24,12.5,244.2,121.5,,2016
DeShone Kizer,deshone-kizer-1,/cfb/players/deshone-kizer-1.html,Notre Dame,Ind,12,212,361,58.7,2925,26,7.2,9,2.5,8.1,8.42,13.8,243.8,145.6,,2016
Nathan Peterman,nathan-peterman-1,/cfb/players/nathan-peterman-1.html,Pitt,ACC,13,185,306,60.5,2855,27,8.8,7,2.3,9.3,10.07,15.4,219.6,163.4,,2016
Daniel Jones,daniel-jones-4,/cfb/players/daniel-jones-4.html,Duke,ACC,12,270,430,62.8,2836,16,3.7,9,2.1,6.6,6.40,10.5,236.3,126.3,,2016
David Washington,david-washington-4,/cfb/players/david-washington-4.html,Old Dominion,CUSA,13,202,340,59.4,2836,31,9.1,5,1.5,8.3,9.50,14.0,218.2,156.6,,2016
Quinton Flowers,quinton-flowers-1,/cfb/players/quinton-flowers-1.html,South Florida,American,13,207,331,62.5,2812,24,7.3,7,2.1,8.5,8.99,13.6,216.3,153.6,,2016
Jalen Hurts,jalen-hurts-1,/cfb/players/jalen-hurts-1.html,Alabama,SEC,15,240,382,62.8,2780,23,6.0,9,2.4,7.3,7.42,11.6,185.3,139.1,,2016
Chad Kelly,chad-kelly-1,/cfb/players/chad-kelly-1.html,Ole Miss,SEC,9,205,328,62.5,2758,19,5.8,8,2.4,8.4,8.47,13.5,306.4,147.4,,2016
Troy Williams,troy-williams-2,/cfb/players/troy-williams-2.html,Utah,Pac-12,13,207,390,53.1,2757,15,3.8,8,2.1,7.1,6.92,13.3,212.1,121.0,,2016
Justice Hansen,justice-hansen-1,/cfb/players/justice-hansen-1.html,Arkansas State,Sun Belt,13,197,340,57.9,2719,19,5.6,8,2.4,8.0,8.06,13.8,209.2,138.9,,2016
Dallas Davis,dallas-davis-2,/cfb/players/dallas-davis-2.html,South Alabama,Sun Belt,11,198,349,56.7,2706,11,3.2,12,3.4,7.8,6.84,13.7,246.0,125.4,,2016
Brogan Roback,brogan-roback-1,/cfb/players/brogan-roback-1.html,Eastern Michigan,MAC,10,219,372,58.9,2694,18,4.8,7,1.9,7.2,7.36,12.3,269.4,131.9,,2016
Conner Manning,conner-manning-1,/cfb/players/conner-manning-1.html,Georgia State,Sun Belt,10,207,373,55.5,2684,16,4.3,13,3.5,7.2,6.49,13.0,268.4,123.1,,2016
Eric Dungey,eric-dungey-1,/cfb/players/eric-dungey-1.html,Syracuse,ACC,9,230,355,64.8,2679,15,4.2,7,2.0,7.5,7.50,11.6,297.7,138.2,,2016
Andrew Ford,andrew-ford-1,/cfb/players/andrew-ford-1.html,Massachusetts,Ind,11,222,365,60.8,2665,26,7.1,14,3.8,7.3,7.00,12.0,242.3,138.0,,2016
Philip Nelson,philip-nelson-1,/cfb/players/philip-nelson-1.html,East Carolina,American,10,237,349,67.9,2621,16,4.6,8,2.3,7.5,7.40,11.1,262.1,141.5,,2016
Chase Litton,chase-litton-1,/cfb/players/chase-litton-1.html,Marshall,CUSA,10,231,371,62.3,2612,24,6.5,9,2.4,7.0,7.24,11.3,261.2,137.9,,2016
Tyler Rogers,tyler-rogers-1,/cfb/players/tyler-rogers-1.html,New Mexico State,Sun Belt,11,224,404,55.4,2603,16,4.0,12,3.0,6.4,5.90,11.6,236.6,116.7,,2016
J.T. Barrett,jt-barrett-1,/cfb/players/jt-barrett-1.html,Ohio State,Big Ten,13,233,379,61.5,2555,24,6.3,7,1.8,6.7,7.18,11.0,196.5,135.3,,2016
Kurt Benkert,kurt-benkert-1,/cfb/players/kurt-benkert-1.html,Virginia,ACC,11,228,406,56.2,2552,21,5.2,11,2.7,6.3,6.10,11.2,232.0,120.6,,2016
Riley Neal,riley-neal-1,/cfb/players/riley-neal-1.html,Ball State,MAC,11,242,394,61.4,2541,13,3.3,12,3.0,6.4,5.74,10.5,231.0,120.4,,2016
Wilton Speight,wilton-speight-1,/cfb/players/wilton-speight-1.html,Michigan,Big Ten,12,204,331,61.6,2538,18,5.4,7,2.1,7.7,7.80,12.4,211.5,139.8,,2016
Dru Brown,dru-brown-1,/cfb/players/dru-brown-1.html,Hawaii,MWC,13,209,335,62.4,2488,19,5.7,7,2.1,7.4,7.62,11.9,191.4,139.3,,2016
Trevor Knight,trevor-knight-1,/cfb/players/trevor-knight-1.html,Texas A&M,SEC,11,193,362,53.3,2432,19,5.2,7,1.9,6.7,6.90,12.6,221.1,123.2,,2016
Jacob Eason,jacob-eason-1,/cfb/players/jacob-eason-1.html,Georgia,SEC,13,204,370,55.1,2430,16,4.3,8,2.2,6.6,6.46,11.9,186.9,120.2,,2016
Nick Fitzgerald,nick-fitzgerald-2,/cfb/players/nick-fitzgerald-2.html,Mississippi State,SEC,13,196,361,54.3,2423,21,5.8,10,2.8,6.7,6.63,12.4,186.4,124.3,,2016
Jason Driskel,jason-driskel-1,/cfb/players/jason-driskel-1.html,Florida Atlantic,CUSA,12,200,327,61.2,2415,9,2.8,11,3.4,7.4,6.42,12.1,201.3,125.6,,2016
Kyle Shurmur,kyle-shurmur-1,/cfb/players/kyle-shurmur-1.html,Vanderbilt,SEC,13,204,375,54.4,2409,9,2.4,10,2.7,6.4,5.70,11.8,185.3,110.9,,2016
Kent Myers,kent-myers-1,/cfb/players/kent-myers-1.html,Utah State,MWC,12,211,361,58.4,2389,10,2.8,8,2.2,6.6,6.17,11.3,199.1,118.7,,2016
Sefo Liufau,sefo-liufau-1,/cfb/players/sefo-liufau-1.html,Colorado,Pac-12,12,200,319,62.7,2366,11,3.4,6,1.9,7.4,7.26,11.8,197.2,132.6,,2016
Manny Wilkins,manny-wilkins-1,/cfb/players/manny-wilkins-1.html,Arizona State,Pac-12,10,197,311,63.3,2329,12,3.9,9,2.9,7.5,6.96,11.8,232.9,133.2,,2016
Taysom Hill,taysom-hill-1,/cfb/players/taysom-hill-1.html,BYU,Ind,12,222,372,59.7,2323,12,3.2,11,3.0,6.2,5.56,10.5,193.6,116.9,,2016
Taylor Lamb,taylor-lamb-1,/cfb/players/taylor-lamb-1.html,Appalachian State,Sun Belt,13,197,325,60.6,2281,15,4.6,8,2.5,7.0,6.83,11.6,175.5,129.9,,2016
Kenny Potter,kenny-potter-1,/cfb/players/kenny-potter-1.html,San Jose State,MWC,11,183,308,59.4,2273,16,5.2,10,3.2,7.4,6.96,12.4,206.6,132.1,,2016
Tyler Jones,tyler-jones-4,/cfb/players/tyler-jones-4.html,Texas State,Sun Belt,11,221,343,64.4,2186,11,3.2,14,4.1,6.4,5.18,9.9,198.7,120.4,,2016
Tommy Armstrong Jr.,tommy-armstrong-jr-1,/cfb/players/tommy-armstrong-jr-1.html,Nebraska,Big Ten,11,151,294,51.4,2180,14,4.8,8,2.7,7.4,7.14,14.4,198.2,123.9,,2016
Anthony Jennings,anthony-jennings-1,/cfb/players/anthony-jennings-1.html,Louisiana,Sun Belt,13,193,323,59.8,2178,11,3.4,13,4.0,6.7,5.61,11.3,167.5,119.6,,2016
Dalton Sturm,dalton-sturm-1,/cfb/players/dalton-sturm-1.html,UTSA,CUSA,13,169,299,56.5,2170,20,6.7,6,2.0,7.3,7.69,12.8,166.9,135.5,,2016
Mitch Leidner,mitch-leidner-1,/cfb/players/mitch-leidner-1.html,Minnesota,Big Ten,12,173,307,56.4,2169,8,2.6,12,3.9,7.1,5.83,12.5,180.8,116.5,,2016
Seth Russell,seth-russell-1,/cfb/players/seth-russell-1.html,Baylor,Big 12,9,152,278,54.7,2126,20,7.2,8,2.9,7.6,7.79,14.0,236.2,136.9,,2016
Danny Etling,danny-etling-1,/cfb/players/danny-etling-1.html,LSU,SEC,11,160,269,59.5,2123,11,4.1,5,1.9,7.9,7.87,13.3,193.0,135.6,,2016
James Morgan,james-morgan-1,/cfb/players/james-morgan-1.html,Bowling Green,MAC,12,183,326,56.1,2082,16,4.9,15,4.6,6.4,5.30,11.4,173.5,116.8,,2016
Tommy Woodson,tommy-woodson-1,/cfb/players/tommy-woodson-1.html,Akron,MAC,8,146,242,60.3,2079,18,7.4,6,2.5,8.6,8.96,14.2,259.9,152.1,,2016
Tyler Stehling,tyler-stehling-1,/cfb/players/tyler-stehling-1.html,Rice,CUSA,11,194,316,61.4,2049,12,3.8,7,2.2,6.5,6.25,10.6,186.3,124.0,,2016
Stephen Johnson,stephen-johnson-8,/cfb/players/stephen-johnson-8.html,Kentucky,SEC,12,145,265,54.7,2037,13,4.9,6,2.3,7.7,7.65,14.0,169.8,130.9,,2016
Chason Virgil,chason-virgil-1,/cfb/players/chason-virgil-1.html,Fresno State,MWC,10,166,322,51.6,2021,13,4.0,10,3.1,6.3,5.69,12.2,202.1,111.4,,2016
Bryant Shirreffs,bryant-shirreffs-1,/cfb/players/bryant-shirreffs-1.html,Connecticut,American,9,166,283,58.7,2010,7,2.5,6,2.1,7.1,6.64,12.1,223.3,122.2,,2016
Christian Chapman,christian-chapman-1,/cfb/players/christian-chapman-1.html,San Diego State,MWC,14,153,251,61.0,1994,20,8.0,6,2.4,7.9,8.46,13.0,142.4,149.2,,2016
McKenzie Milton,mckenzie-milton-1,/cfb/players/mckenzie-milton-1.html,UCF,American,10,194,336,57.7,1983,10,3.0,7,2.1,5.9,5.56,10.2,198.3,113.0,,2016
Tyler O'Connor,tyler-oconnor-1,/cfb/players/tyler-oconnor-1.html,Michigan State,Big Ten,11,154,262,58.8,1970,16,6.1,9,3.4,7.5,7.19,12.8,179.1,135.2,,2016
Justin Herbert,justin-herbert-1,/cfb/players/justin-herbert-1.html,Oregon,Pac-12,9,162,255,63.5,1936,19,7.5,4,1.6,7.6,8.38,12.0,215.1,148.8,,2016
Nick Stevens,nick-stevens-1,/cfb/players/nick-stevens-1.html,Colorado State,MWC,10,129,201,64.2,1936,19,9.5,5,2.5,9.6,10.40,15.0,193.6,171.3,,2016
C.J. Beathard,cj-beathard-1,/cfb/players/cj-beathard-1.html,Iowa,Big Ten,13,170,301,56.5,1929,17,5.6,10,3.3,6.4,6.04,11.3,148.4,122.3,,2016
Josh Rosen,josh-rosen-1,/cfb/players/josh-rosen-1.html,UCLA,Pac-12,6,137,231,59.3,1915,10,4.3,5,2.2,8.3,8.18,14.0,319.2,138.9,,2016
Greg Windham,greg-windham-1,/cfb/players/greg-windham-1.html,Ohio,MAC,11,161,297,54.2,1895,14,4.7,8,2.7,6.4,6.11,11.8,172.3,118.0,,2016
Alex McGough,alex-mcgough-1,/cfb/players/alex-mcgough-1.html,Florida International,CUSA,9,167,286,58.4,1891,13,4.5,11,3.8,6.6,5.79,11.3,210.1,121.2,,2016
Jacob Park,jacob-park-1,/cfb/players/jacob-park-1.html,Iowa State,Big 12,10,133,226,58.8,1791,12,5.3,5,2.2,7.9,7.99,13.5,179.1,138.5,,2016
John Wolford,john-wolford-1,/cfb/players/john-wolford-1.html,Wake Forest,ACC,12,166,299,55.5,1774,9,3.0,10,3.3,5.9,5.03,10.7,147.8,108.6,,2016
Tyree Jackson,tyree-jackson-1,/cfb/players/tyree-jackson-1.html,Buffalo,MAC,10,165,311,53.1,1772,9,2.9,9,2.9,5.7,4.97,10.7,177.2,104.7,,2016
Jesse Ertz,jesse-ertz-1,/cfb/players/jesse-ertz-1.html,Kansas State,Big 12,13,152,264,57.6,1755,9,3.4,4,1.5,6.6,6.65,11.5,135.0,121.6,,2016
Hayden Moore,hayden-moore-1,/cfb/players/hayden-moore-1.html,Cincinnati,American,7,146,255,57.3,1744,11,4.3,7,2.7,6.8,6.47,11.9,249.1,123.4,,2016
Patrick Towles,patrick-towles-1,/cfb/players/patrick-towles-1.html,Boston College,ACC,13,138,273,50.5,1730,12,4.4,7,2.6,6.3,6.06,12.5,133.1,113.2,,2016
Sean White,sean-white-3,/cfb/players/sean-white-3.html,Auburn,SEC,11,133,208,63.9,1679,9,4.3,3,1.4,8.1,8.29,12.6,152.6,143.1,,2016
Mike Fafaul,mike-fafaul-1,/cfb/players/mike-fafaul-1.html,UCLA,Pac-12,12,135,259,52.1,1602,12,4.6,11,4.2,6.2,5.20,11.9,133.5,110.9,,2016
Mason Fine,mason-fine-1,/cfb/players/mason-fine-1.html,North Texas,CUSA,10,155,261,59.4,1572,6,2.3,5,1.9,6.0,5.62,10.1,157.2,113.7,,2016
Justin Thomas,justin-thomas-3,/cfb/players/justin-thomas-3.html,Georgia Tech,ACC,12,79,148,53.4,1559,8,5.4,2,1.4,10.5,11.01,19.7,129.9,157.0,,2016
Gus Ragland,gus-ragland-1,/cfb/players/gus-ragland-1.html,Miami (OH),MAC,7,115,179,64.2,1537,17,9.5,1,0.6,8.6,10.23,13.4,219.6,166.6,,2016
Zach Smith,zach-smith-6,/cfb/players/zach-smith-6.html,Baylor,Big 12,10,116,196,59.2,1526,13,6.6,7,3.6,7.8,7.51,13.2,152.6,139.3,,2016
Perry Hills,perry-hills-1,/cfb/players/perry-hills-1.html,Maryland,Big Ten,11,122,197,61.9,1464,12,6.1,4,2.0,7.4,7.74,12.0,133.1,140.4,,2016
Austin Appleby,austin-appleby-1,/cfb/players/austin-appleby-1.html,Florida,SEC,9,127,209,60.8,1447,10,4.8,7,3.3,6.9,6.37,11.4,160.8,128.0,,2016
Jake Bentley,jake-bentley-2,/cfb/players/jake-bentley-2.html,South Carolina,SEC,7,125,190,65.8,1420,9,4.7,4,2.1,7.5,7.47,11.4,202.9,140.0,,2016
Will Worth,will-worth-1,/cfb/players/will-worth-1.html,Navy,American,12,72,117,61.5,1397,8,6.8,3,2.6,11.9,12.15,19.4,116.4,179.3,,2016
Wes Lunt,wes-lunt-1,/cfb/players/wes-lunt-1.html,Illinois,Big Ten,8,127,232,54.7,1376,8,3.4,3,1.3,5.9,6.04,10.8,172.0,113.4,,2016
Ryan Metz,ryan-metz-1,/cfb/players/ryan-metz-1.html,UTEP,CUSA,11,130,201,64.7,1375,14,7.0,4,2.0,6.8,7.34,10.6,125.0,141.1,,2016
Luke Del Rio,luke-del-rio-1,/cfb/players/luke-del-rio-1.html,Florida,SEC,6,114,201,56.7,1358,8,4.0,8,4.0,6.8,5.76,11.9,226.3,118.6,,2016
Hasaan Klugh,hasaan-klugh-1,/cfb/players/hasaan-klugh-1.html,Charlotte,CUSA,11,120,224,53.6,1356,10,4.5,3,1.3,6.1,6.34,11.3,123.3,116.5,,2016
Brandon Dawkins,brandon-dawkins-2,/cfb/players/brandon-dawkins-2.html,Arizona,Pac-12,10,98,182,53.8,1348,8,4.4,6,3.3,7.4,6.80,13.8,134.8,124.0,,2016
Gardner Minshew,gardner-minshew-1,/cfb/players/gardner-minshew-1.html,East Carolina,American,7,119,202,58.9,1347,8,4.0,4,2.0,6.7,6.57,11.3,192.4,124.0,,2016
Glen Cuiellette,glen-cuiellette-1,/cfb/players/glen-cuiellette-1.html,Tulane,American,12,101,237,42.6,1309,10,4.2,8,3.4,5.5,4.85,13.0,109.1,96.2,,2016
Ty Gangi,ty-gangi-1,/cfb/players/ty-gangi-1.html,Nevada,MWC,10,99,172,57.6,1301,8,4.7,6,3.5,7.6,6.92,13.1,130.1,129.5,,2016
Joel Lanning,joel-lanning-2,/cfb/players/joel-lanning-2.html,Iowa State,Big 12,12,99,169,58.6,1290,9,5.3,3,1.8,7.6,7.90,13.0,107.5,136.7,,2016
Marcus McMaryion,marcus-mcmaryion-1,/cfb/players/marcus-mcmaryion-1.html,Oregon State,Pac-12,8,101,170,59.4,1286,10,5.9,5,2.9,7.6,7.42,12.7,160.8,136.5,,2016
Alex Hornibrook,alex-hornibrook-1,/cfb/players/alex-hornibrook-1.html,Wisconsin,Big Ten,13,106,181,58.6,1262,9,5.0,7,3.9,7.0,6.23,11.9,97.1,125.8,,2016
Quinton Maxwell,quinton-maxwell-1,/cfb/players/quinton-maxwell-1.html,Ohio,MAC,11,89,161,55.3,1247,8,5.0,4,2.5,7.7,7.62,14.0,113.4,131.8,,2016
Bart Houston,bart-houston-1,/cfb/players/bart-houston-1.html,Wisconsin,Big Ten,11,96,141,68.1,1245,5,3.5,3,2.1,8.8,8.58,13.0,113.2,149.7,,2016
Garrett Smith,garrett-smith-2,/cfb/players/garrett-smith-2.html,Louisiana-Monroe,Sun Belt,8,103,179,57.5,1237,9,5.0,7,3.9,6.9,6.16,12.0,154.6,124.4,,2016
Dakota Prukop,dakota-prukop-1,/cfb/players/dakota-prukop-1.html,Oregon,Pac-12,6,94,143,65.7,1214,8,5.6,2,1.4,8.5,8.98,12.9,202.3,152.7,,2016
Anthony Maddie,anthony-maddie-1,/cfb/players/anthony-maddie-1.html,Northern Illinois,MAC,7,105,175,60.0,1213,8,4.6,5,2.9,6.9,6.56,11.6,173.3,127.6,,2016
Nate Romine,nate-romine-1,/cfb/players/nate-romine-1.html,Air Force,MWC,9,45,108,41.7,1206,10,9.3,4,3.7,11.2,11.35,26.8,134.0,158.6,,2016
Tyler Stewart,tyler-stewart-1,/cfb/players/tyler-stewart-1.html,Nevada,MWC,8,110,174,63.2,1161,9,5.2,3,1.7,6.7,6.93,10.6,145.1,132.9,,2016
Billy Bahl,billy-bahl-1,/cfb/players/billy-bahl-1.html,Miami (OH),MAC,5,69,125,55.2,1154,8,6.4,4,3.2,9.2,9.07,16.7,230.8,147.5,,2016
Ryan Burns,ryan-burns-1,/cfb/players/ryan-burns-1.html,Stanford,Pac-12,11,102,167,61.1,1151,5,3.0,7,4.2,6.9,5.60,11.3,104.6,120.5,,2016
Alec Morris,alec-morris-1,/cfb/players/alec-morris-1.html,North Texas,CUSA,7,105,185,56.8,1126,9,4.9,7,3.8,6.1,5.36,10.7,160.9,116.4,,2016
Collin Hill,collin-hill-1,/cfb/players/collin-hill-1.html,Colorado State,MWC,5,75,129,58.1,1096,8,6.2,2,1.6,8.5,9.04,14.6,219.2,146.9,,2016
Steven Montez,steven-montez-1,/cfb/players/steven-montez-1.html,Colorado,Pac-12,11,83,140,59.3,1078,9,6.4,5,3.6,7.7,7.38,13.0,98.0,138.0,,2016
Montell Cozart,montell-cozart-1,/cfb/players/montell-cozart-1.html,Kansas,Big 12,8,112,191,58.6,1075,7,3.7,9,4.7,5.6,4.24,9.6,134.4,108.6,,2016
Todd Porter,todd-porter-1,/cfb/players/todd-porter-1.html,Eastern Michigan,MAC,5,87,142,61.3,1064,7,4.9,9,6.3,7.5,5.63,12.2,212.8,127.8,,2016
Carter Stanley,carter-stanley-1,/cfb/players/carter-stanley-1.html,Kansas,Big 12,9,93,156,59.6,959,6,3.8,6,3.8,6.1,5.19,10.3,106.6,116.3,,2016
Zack Mahoney,zack-mahoney-1,/cfb/players/zack-mahoney-1.html,Syracuse,ACC,10,82,135,60.7,943,8,5.9,4,3.0,7.0,6.84,11.5,94.3,133.0,,2016
Keller Chryst,keller-chryst-1,/cfb/players/keller-chryst-1.html,Stanford,Pac-12,12,77,136,56.6,905,10,7.4,2,1.5,6.7,7.46,11.8,75.4,133.8,,2016
Giovanni Rescigno,giovanni-rescigno-1,/cfb/players/giovanni-rescigno-1.html,Rutgers,Big Ten,7,86,163,52.8,889,5,3.1,5,3.1,5.5,4.69,10.3,127.0,102.6,,2016
Jake Hubenak,jake-hubenak-1,/cfb/players/jake-hubenak-1.html,Texas A&M,SEC,7,61,104,58.7,884,6,5.8,2,1.9,8.5,8.79,14.5,126.3,145.2,,2016
Shea Patterson,shea-patterson-1,/cfb/players/shea-patterson-1.html,Ole Miss,SEC,3,72,132,54.5,880,6,4.5,3,2.3,6.7,6.55,12.2,293.3,121.0,,2016
Kevin Ellison,kevin-ellison-3,/cfb/players/kevin-ellison-3.html,Georgia Southern,Sun Belt,11,66,106,62.3,871,8,7.5,3,2.8,8.2,8.45,13.2,79.2,150.5,,2016
