Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Dominic DiMaccio,dominic-dimaccio-1,/cfb/players/dominic-dimaccio-1.html,Ohio State,Big Ten,5,2,2,100.0,0,0,,2,,2021
Emmet Kenney,emmet-kenney-1,/cfb/players/emmet-kenney-1.html,Stanford,Pac-12,1,1,1,100.0,0,0,,1,,2021
Evan Johnson,evan-johnson-3,/cfb/players/evan-johnson-3.html,Michigan State,Big Ten,1,1,2,50.0,0,0,,1,,2021
Evan Staley,evan-staley-2,/cfb/players/evan-staley-2.html,West Virginia,Big 12,13,2,2,100.0,0,0,,2,,2021
Garrett Selover,garrett-selover-1,/cfb/players/garrett-selover-1.html,Buffalo,MAC,1,1,1,100.0,0,0,,1,,2021
Harrison Leonard,harrison-leonard-1,/cfb/players/harrison-leonard-1.html,Notre Dame,Ind,1,1,1,100.0,0,0,,1,,2021
Jabari Taylor,jabari-taylor-1,/cfb/players/jabari-taylor-1.html,Cincinnati,American,14,1,1,100.0,0,0,,1,,2021
Jack Howes,jack-howes-1,/cfb/players/jack-howes-1.html,Maryland,Big Ten,1,1,1,100.0,0,0,,1,,2021
Jack Olsen,jack-olsen-1,/cfb/players/jack-olsen-1.html,Northwestern,Big Ten,2,1,1,100.0,0,0,,1,,2021
Jason Stricker,jason-stricker-1,/cfb/players/jason-stricker-1.html,Liberty,Ind,7,0,1,0.0,0,0,,0,,2021
Jonathan Kim,jonathan-kim-2,/cfb/players/jonathan-kim-2.html,North Carolina,ACC,13,1,1,100.0,0,0,,1,,2021
Jonathan Weitz,jonathan-weitz-1,/cfb/players/jonathan-weitz-1.html,Clemson,ACC,2,1,1,100.0,0,0,,1,,2021
Josh Bryan,josh-bryan-2,/cfb/players/josh-bryan-2.html,Notre Dame,Ind,1,1,1,100.0,0,0,,1,,2021
JT Carver,jt-carver-1,/cfb/players/jt-carver-1.html,Tennessee,SEC,1,1,1,100.0,0,0,,1,,2021
Kyle Ramsey,kyle-ramsey-1,/cfb/players/kyle-ramsey-1.html,Houston,American,4,3,3,100.0,0,0,,3,,2021
Mitch Jeter,mitch-jeter-1,/cfb/players/mitch-jeter-1.html,South Carolina,SEC,12,2,2,100.0,0,0,,2,,2021
Preston Stafford,preston-stafford-2,/cfb/players/preston-stafford-2.html,LSU,SEC,3,3,3,100.0,0,0,,3,,2021
Tevye Schuettpelz-Rohl,tevye-schuettpelz-rohl-1,/cfb/players/tevye-schuettpelz-rohl-1.html,Air Force,MWC,1,2,2,100.0,0,0,,2,,2021
Tim Horn,tim-horn-3,/cfb/players/tim-horn-3.html,Washington,Pac-12,4,3,3,100.0,0,0,,3,,2021
Trey Finison,trey-finison-1,/cfb/players/trey-finison-1.html,Northwestern,Big Ten,4,1,1,100.0,0,0,,1,,2021
Trey Gronotte,trey-gronotte-1,/cfb/players/trey-gronotte-1.html,Army,Ind,1,1,1,100.0,0,0,,1,,2021
League Average,,,,,,,,97.5,,,75.0,,,2021
