Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Drew Costa,drew-costa-1,/cfb/players/drew-costa-1.html,Clemson,ACC,1,1,2,50.0,0,0,,1,,2017
Jack Fox,jack-fox-1,/cfb/players/jack-fox-1.html,Rice,CUSA,12,1,1,100.0,0,0,,1,,2017
John Abercrombie,john-abercrombie-1,/cfb/players/john-abercrombie-1.html,Army,Ind,1,2,2,100.0,0,0,,2,,2017
Landon Salyers,landon-salyers-1,/cfb/players/landon-salyers-1.html,Army,Ind,1,1,1,100.0,0,0,,1,,2017
Makay Redd,makay-redd-1,/cfb/players/makay-redd-1.html,Northwestern,Big Ten,2,2,2,100.0,0,0,,2,,2017
Nicholas McLellan,nicholas-mclellan-1,/cfb/players/nicholas-mclellan-1.html,Kansas State,Big 12,1,1,1,100.0,0,0,,1,,2017
Noah Crabbe,noah-crabbe-1,/cfb/players/noah-crabbe-1.html,Air Force,MWC,1,0,1,0.0,0,0,,0,,2017
Peter Webster,peter-webster-1,/cfb/players/peter-webster-1.html,Baylor,Big 12,1,1,1,100.0,0,0,,1,,2017
Riley Guay,riley-guay-1,/cfb/players/riley-guay-1.html,Vanderbilt,SEC,2,1,1,100.0,0,0,,1,,2017
Ryan Rickel,ryan-rickel-1,/cfb/players/ryan-rickel-1.html,Florida Atlantic,CUSA,14,1,1,100.0,0,0,,1,,2017
Zach Gingerich,zach-gingerich-1,/cfb/players/zach-gingerich-1.html,Akron,MAC,1,1,1,100.0,0,0,,1,,2017
League Average,,,,,,,,96.8,,,73.1,,,2017
