Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Josh Williams,josh-williams-9,/cfb/players/josh-williams-9.html,SMU,American,12,38,38,100.0,17,22,77.3,89,,2016
Matthew Wright,matthew-wright-1,/cfb/players/matthew-wright-1.html,UCF,American,13,39,41,95.1,17,22,77.3,90,,2016
Tyler Durbin,tyler-durbin-1,/cfb/players/tyler-durbin-1.html,Ohio State,Big Ten,13,63,65,96.9,17,22,77.3,114,,2016
Nick Dowd,nick-dowd-1,/cfb/players/nick-dowd-1.html,Miami (OH),MAC,12,30,35,85.7,10,13,76.9,60,,2016
Elliott Fry,elliot-fry-1,/cfb/players/elliot-fry-1.html,South Carolina,SEC,13,31,31,100.0,13,17,76.5,70,,2016
Justin Yoon,justin-yoon-1,/cfb/players/justin-yoon-1.html,Notre Dame,Ind,12,44,46,95.7,13,17,76.5,83,,2016
Ben Grogan,ben-grogan-1,/cfb/players/ben-grogan-1.html,Oklahoma State,Big 12,13,60,61,98.4,19,25,76.0,117,,2016
Adam Griffith,adam-griffith-1,/cfb/players/adam-griffith-1.html,Alabama,SEC,15,66,67,98.5,21,28,75.0,129,,2016
Aidan Schneider,aidan-schneider-1,/cfb/players/aidan-schneider-1.html,Oregon,Pac-12,12,42,43,97.7,9,12,75.0,69,,2016
Austin Taylor,austin-taylor-2,/cfb/players/austin-taylor-2.html,Florida International,CUSA,12,34,35,97.1,12,16,75.0,70,,2016
Brock Warren,brock-warren-1,/cfb/players/brock-warren-1.html,Utah State,MWC,12,35,36,97.2,9,12,75.0,62,,2016
Diego Gonzalez,diego-gonzalez-2,/cfb/players/diego-gonzalez-2.html,Colorado,Pac-12,3,16,16,100.0,3,4,75.0,25,,2016
Jake Oldroyd,jake-oldroyd-1,/cfb/players/jake-oldroyd-1.html,BYU,Ind,3,1,1,100.0,3,4,75.0,10,,2016
Jake Suder,jake-suder-1,/cfb/players/jake-suder-1.html,Bowling Green,MAC,12,35,38,92.1,9,12,75.0,62,,2016
Stephen Brauchle,stephen-brauchle-1,/cfb/players/stephen-brauchle-1.html,Southern Mississippi,CUSA,5,10,12,83.3,3,4,75.0,19,,2016
Joey Slye,joey-slye-1,/cfb/players/joey-slye-1.html,Virginia Tech,ACC,14,58,59,98.3,20,27,74.1,118,,2016
Davis Plowman,davis-plowman-1,/cfb/players/davis-plowman-1.html,East Carolina,American,11,29,30,96.7,17,23,73.9,80,,2016
Greg Huegel,greg-huegel-1,/cfb/players/greg-huegel-1.html,Clemson,ACC,15,71,73,97.3,14,19,73.7,113,,2016
Colby Delahoussaye,colby-delahoussaye-1,/cfb/players/colby-delahoussaye-1.html,LSU,SEC,12,40,42,95.2,11,15,73.3,73,,2016
Ricky Aguayo,ricky-aguayo-1,/cfb/players/ricky-aguayo-1.html,Florida State,ACC,13,51,52,98.1,19,26,73.1,108,,2016
Skyler Simcox,skyler-simcox-1,/cfb/players/skyler-simcox-1.html,Western Kentucky,CUSA,14,70,71,98.6,16,22,72.7,118,,2016
Bobby Puyol,bobby-puyol-1,/cfb/players/bobby-puyol-1.html,Connecticut,American,12,19,19,100.0,13,18,72.2,58,,2016
Matt Boermeester,matt-boermeester-1,/cfb/players/matt-boermeester-1.html,USC,Pac-12,13,53,54,98.1,18,25,72.0,107,,2016
Cole Hedlund,cole-hedlund-1,/cfb/players/cole-hedlund-1.html,Arkansas,SEC,7,25,25,100.0,5,7,71.4,40,,2016
David Bonagura,david-bonagura-1,/cfb/players/david-bonagura-1.html,Rutgers,Big Ten,12,20,22,90.9,10,14,71.4,50,,2016
Greg Joseph,greg-joseph-2,/cfb/players/greg-joseph-2.html,Florida Atlantic,CUSA,12,39,39,100.0,10,14,71.4,69,,2016
Jay Mattox,jay-mattox-1,/cfb/players/jay-mattox-1.html,UTEP,CUSA,12,39,40,97.5,5,7,71.4,54,,2016
J.D. Dillinger,jd-dillinger-1,/cfb/players/jd-dillinger-1.html,Purdue,Big Ten,12,35,36,97.2,10,14,71.4,65,,2016
Michael Rubino,michael-rubino-1,/cfb/players/michael-rubino-1.html,Appalachian State,Sun Belt,13,47,48,97.9,15,21,71.4,92,,2016
Nick Weiler,nick-weiler-1,/cfb/players/nick-weiler-1.html,North Carolina,ACC,13,51,52,98.1,15,21,71.4,96,,2016
Stephen Muscarello,stephen-muscarello-1,/cfb/players/stephen-muscarello-1.html,Charlotte,CUSA,8,19,23,82.6,5,7,71.4,34,,2016
Daniel LaCamera,daniel-lacamera-1,/cfb/players/daniel-lacamera-1.html,Texas A&M,SEC,13,54,54,100.0,17,24,70.8,105,,2016
Chase McLaughlin,chase-mclaughlin-1,/cfb/players/chase-mclaughlin-1.html,Illinois,Big Ten,11,26,26,100.0,12,17,70.6,62,,2016
Victor Falcon,victor-falcon-1,/cfb/players/victor-falcon-1.html,UTSA,CUSA,12,43,43,100.0,12,17,70.6,79,,2016
Craig Ford,craig-ford-1,/cfb/players/craig-ford-1.html,Louisiana-Monroe,Sun Belt,12,35,36,97.2,9,13,69.2,62,,2016
Trevor Moore,trevor-moore-1,/cfb/players/trevor-moore-1.html,North Texas,CUSA,12,41,41,100.0,9,13,69.2,68,,2016
Ty Rausa,tyler-rausa-1,/cfb/players/tyler-rausa-1.html,Boise State,MWC,13,58,58,100.0,9,13,69.2,85,,2016
Aaron Medley,aaron-medley-1,/cfb/players/aaron-medley-1.html,Tennessee,SEC,13,61,61,100.0,11,16,68.8,94,,2016
Austin Seibert,austin-seibert-1,/cfb/players/austin-seibert-1.html,Oklahoma,Big 12,13,72,74,97.3,11,16,68.8,105,,2016
Andrew Endicott,andrew-endicott-1,/cfb/players/andrew-endicott-1.html,Wisconsin,Big Ten,12,35,37,94.6,13,19,68.4,74,,2016
Brandon Hatfield,brandon-hatfield-1,/cfb/players/brandon-hatfield-1.html,Texas Christian,Big 12,11,27,29,93.1,13,19,68.4,66,,2016
Jameson Vest,jameson-vest-1,/cfb/players/jameson-vest-1.html,Toledo,MAC,13,61,62,98.4,13,19,68.4,100,,2016
Matthew Wyman,matthew-wyman-1,/cfb/players/matthew-wyman-1.html,Kansas,Big 12,12,26,26,100.0,13,19,68.4,65,,2016
Mike Molina,mike-molina-1,/cfb/players/mike-molina-1.html,West Virginia,Big 12,13,51,51,100.0,15,22,68.2,96,,2016
Shane Hynes,shane-hynes-1,/cfb/players/shane-hynes-1.html,Kent State,MAC,12,28,28,100.0,15,22,68.2,73,,2016
Trent Domingue,trent-domingue-1,/cfb/players/trent-domingue-1.html,Texas,Big 12,12,40,44,90.9,15,22,68.2,85,,2016
Blake Brewer,blake-brewer-1,/cfb/players/blake-brewer-1.html,Charlotte,CUSA,12,14,15,93.3,4,6,66.7,26,,2016
Chris Callahan,chris-callahan-3,/cfb/players/chris-callahan-3.html,Baylor,Big 12,12,53,54,98.1,10,15,66.7,83,,2016
Chris Graham,chris-graham-1,/cfb/players/chris-graham-1.html,Colorado,Pac-12,12,8,10,80.0,10,15,66.7,38,,2016
Davis Price,davis-price-1,/cfb/players/davis-price-1.html,Colorado,Pac-12,8,26,27,96.3,4,6,66.7,38,,2016
Jack Mitchell,jack-mitchell-2,/cfb/players/jack-mitchell-2.html,Northwestern,Big Ten,13,42,43,97.7,8,12,66.7,66,,2016
JD Houston,jd-houston-1,/cfb/players/jd-houston-1.html,Arkansas State,Sun Belt,12,36,41,87.8,12,18,66.7,72,,2016
Cooper Rothe,cooper-rothe-1,/cfb/players/cooper-rothe-1.html,Wyoming,MWC,14,64,64,100.0,13,20,65.0,103,,2016
Josh Pasley,josh-pasley-1,/cfb/players/josh-pasley-1.html,Cincinnati,American,10,17,20,85.0,11,17,64.7,50,,2016
Adam Greene,adam-greene-1,/cfb/players/adam-greene-1.html,Maryland,Big Ten,13,37,38,97.4,9,14,64.3,64,,2016
Josh Pollack,josh-pollack-1,/cfb/players/josh-pollack-1.html,Arizona,Pac-12,12,36,36,100.0,9,14,64.3,63,,2016
Hayden Tobola,hayden-tobola-1,/cfb/players/hayden-tobola-1.html,Rice,CUSA,11,31,34,91.2,7,11,63.6,52,,2016
Andrew Dirocco,andrew-dirocco-1,/cfb/players/andrew-dirocco-1.html,Tulane,American,11,32,33,97.0,10,16,62.5,62,,2016
Gavin Patterson,gavin-patterson-1,/cfb/players/gavin-patterson-1.html,South Alabama,Sun Belt,13,42,42,100.0,10,16,62.5,72,,2016
Ryan Nuss,ryan-nuss-1,/cfb/players/ryan-nuss-1.html,Western Kentucky,CUSA,6,8,9,88.9,5,8,62.5,23,,2016
Griffin Oakes,griffin-oakes-1,/cfb/players/griffin-oakes-1.html,Indiana,Big Ten,13,33,35,94.3,16,26,61.5,81,,2016
Adam Mitcheson,adam-mitcheson-1,/cfb/players/adam-mitcheson-1.html,Buffalo,MAC,11,21,23,91.3,11,18,61.1,54,,2016
Christian Hagan,christian-hagan-1,/cfb/players/christian-hagan-1.html,Northern Illinois,MAC,12,45,46,97.8,11,18,61.1,78,,2016
Dominik Eberle,dominik-eberle-1,/cfb/players/dominik-eberle-1.html,Utah State,MWC,4,0,0,,3,5,60.0,9,,2016
Erik Powell,erik-powell-1,/cfb/players/erik-powell-1.html,Washington State,Pac-12,13,63,65,96.9,9,15,60.0,90,,2016
JJ Molson,jj-molson-1,/cfb/players/jj-molson-1.html,UCLA,Pac-12,12,27,27,100.0,12,20,60.0,63,,2016
Chris Blewitt,chris-blewitt-1,/cfb/players/chris-blewitt-1.html,Pitt,ACC,13,66,69,95.7,10,17,58.8,96,,2016
Garrett Owens,garrett-owens-1,/cfb/players/garrett-owens-1.html,Oregon State,Pac-12,12,37,38,97.4,10,17,58.8,67,,2016
Westin Graves,westin-graves-1,/cfb/players/westin-graves-1.html,Mississippi State,SEC,13,48,49,98.0,11,19,57.9,81,,2016
Connor Haskins,connor-haskins-1,/cfb/players/connor-haskins-1.html,North Carolina State,ACC,7,17,17,100.0,4,7,57.1,29,,2016
Cole Murphy,cole-murphy-1,/cfb/players/cole-murphy-1.html,Syracuse,ACC,12,36,39,92.3,10,18,55.6,66,,2016
Rogier Ten Lohuis,rogier-ten-lohuis-1,/cfb/players/rogier-ten-lohuis-1.html,Georgia State,Sun Belt,12,25,28,89.3,8,15,53.3,49,,2016
Alex Furbank,alex-furbank-1,/cfb/players/alex-furbank-1.html,Virginia,ACC,2,6,7,85.7,1,2,50.0,9,,2016
Andrew Strauch,andrew-strauch-1,/cfb/players/andrew-strauch-1.html,UCLA,Pac-12,4,9,9,100.0,1,2,50.0,12,,2016
Blake Wilson,blake-wilson-1,/cfb/players/blake-wilson-1.html,Army,Ind,11,23,26,88.5,4,8,50.0,35,,2016
Brandon Behr,brandon-behr-1,/cfb/players/brandon-behr-1.html,South Florida,American,6,23,23,100.0,3,6,50.0,32,,2016
Brandon Wright,brandon-wright-3,/cfb/players/brandon-wright-3.html,Georgia State,Sun Belt,12,1,2,50.0,1,2,50.0,4,,2016
Brent Zuzo,brent-zuzo-1,/cfb/players/brent-zuzo-1.html,Nevada,MWC,11,16,17,94.1,4,8,50.0,28,,2016
Evan O'Hara,evan-ohara-1,/cfb/players/evan-ohara-1.html,Louisville,ACC,7,29,29,100.0,3,6,50.0,38,,2016
Jake Verity,jake-verity-1,/cfb/players/jake-verity-1.html,East Carolina,American,2,5,5,100.0,1,2,50.0,8,,2016
James Sherman,james-sherman-1,/cfb/players/james-sherman-1.html,Texas State,Sun Belt,10,9,10,90.0,2,4,50.0,15,,2016
Josh Lambert,josh-lambert-1,/cfb/players/josh-lambert-1.html,West Virginia,Big 12,1,0,0,,1,2,50.0,3,,2016
Kyle Bambard,kyle-bambard-1,/cfb/players/kyle-bambard-1.html,North Carolina State,ACC,13,25,28,89.3,5,10,50.0,40,,2016
Logan Tyler,logan-tyler-1,/cfb/players/logan-tyler-1.html,Florida State,ACC,13,3,3,100.0,1,2,50.0,6,,2016
Michael Armstrong,michael-armstrong-1,/cfb/players/michael-armstrong-1.html,SMU,American,5,0,0,,1,2,50.0,3,,2016
Mitchell Howard,mitchell-howard-1,/cfb/players/mitchell-howard-1.html,Army,Ind,8,16,17,94.1,2,4,50.0,22,,2016
Sam Hayward,sam-hayward-1,/cfb/players/sam-hayward-1.html,Virginia,ACC,8,19,19,100.0,4,8,50.0,31,,2016
Tucker McCann,tucker-mccann-1,/cfb/players/tucker-mccann-1.html,Missouri,SEC,12,39,43,90.7,6,12,50.0,57,,2016
Brian Eavey,brian-eavey-1,/cfb/players/brian-eavey-1.html,Central Michigan,MAC,13,42,42,100.0,8,17,47.1,66,,2016
William Ham,william-ham-1,/cfb/players/william-ham-1.html,Georgia,SEC,5,10,10,100.0,3,7,42.9,19,,2016
Amoreto Curraj,amoreto-curraj-1,/cfb/players/amoreto-curraj-1.html,Marshall,CUSA,12,39,42,92.9,4,10,40.0,51,,2016
Miguel Recinos,miguel-recinos-1,/cfb/players/miguel-recinos-1.html,Iowa,Big Ten,3,0,0,,1,3,33.3,3,,2016
Samuel Sloman,samuel-sloman-1,/cfb/players/samuel-sloman-1.html,Miami (OH),MAC,13,2,2,100.0,1,3,33.3,5,,2016
AJ Reed,aj-reed-1,/cfb/players/aj-reed-1.html,Duke,ACC,12,37,38,97.4,3,10,30.0,46,,2016
Alex Kinney,alex-kinney-1,/cfb/players/alex-kinney-1.html,Colorado,Pac-12,14,0,0,,0,1,0.0,0,,2016
Andrew Mikkelsen,andrew-mikkelsen-1,/cfb/players/andrew-mikkelsen-1.html,BYU,Ind,8,2,2,100.0,0,1,0.0,2,,2016
Braxton Davis,braxton-davis-1,/cfb/players/braxton-davis-1.html,Colorado State,MWC,11,3,3,100.0,0,1,0.0,3,,2016
Colton Lichtenberg,colton-lichtenberg-1,/cfb/players/colton-lichtenberg-1.html,Boston College,ACC,1,2,2,100.0,0,2,0.0,2,,2016
Drew Galitz,drew-galitz-1,/cfb/players/drew-galitz-1.html,Baylor,Big 12,13,0,0,,0,1,0.0,0,,2016
Mike Caggiano,mike-caggiano-1,/cfb/players/mike-caggiano-1.html,Massachusetts,Ind,12,35,37,94.6,0,2,0.0,35,,2016
Ryan Tice,ryan-tice-1,/cfb/players/ryan-tice-1.html,Michigan,Big Ten,5,10,10,100.0,0,1,0.0,10,,2016
Spencer Lindsay,spencer-lindsay-1,/cfb/players/spencer-lindsay-1.html,Nebraska,Big Ten,3,5,5,100.0,0,1,0.0,5,,2016
Turner Adams,turner-adams-1,/cfb/players/turner-adams-1.html,Missouri,SEC,4,5,6,83.3,0,1,0.0,5,,2016
Avery Walas,avery-walas-1,/cfb/players/avery-walas-1.html,Army,Ind,2,2,2,100.0,0,0,,2,,2016
Benjamin Tesson,benjamin-tesson-1,/cfb/players/benjamin-tesson-1.html,Missouri,SEC,2,1,2,50.0,0,0,,1,,2016
Bratcher Underwood,bratcher-underwood-1,/cfb/players/bratcher-underwood-1.html,Troy,Sun Belt,13,1,2,50.0,0,0,,1,,2016
Chandler Williams,chandler-williams-2,/cfb/players/chandler-williams-2.html,Troy,Sun Belt,1,1,1,100.0,0,0,,1,,2016
Christian Groomes,christian-groomes-1,/cfb/players/christian-groomes-1.html,Clemson,ACC,2,1,1,100.0,0,0,,1,,2016
Connor Martin,connor-martin-1,/cfb/players/connor-martin-1.html,Baylor,Big 12,1,5,5,100.0,0,0,,5,,2016
Daniel Portillo,daniel-portillo-1,/cfb/players/daniel-portillo-1.html,UTSA,CUSA,13,0,2,0.0,0,0,,0,,2016
Dylan Scheurich,dylan-scheurich-1,/cfb/players/dylan-scheurich-1.html,Louisiana,Sun Belt,2,1,1,100.0,0,0,,1,,2016
Dylan Sims,dylan-sims-1,/cfb/players/dylan-sims-1.html,Virginia,ACC,7,4,5,80.0,0,0,,4,,2016
Holden Foster,holden-foster-1,/cfb/players/holden-foster-1.html,Tennessee,SEC,1,1,1,100.0,0,0,,1,,2016
Jack Gonsoulin,jack-gonsoulin-1,/cfb/players/jack-gonsoulin-1.html,LSU,SEC,2,1,1,100.0,0,0,,1,,2016
Jack Gonsulin,jack-gonsulin-1,/cfb/players/jack-gonsulin-1.html,LSU,SEC,2,1,1,100.0,0,0,,1,,2016
Joe Tillman,joe-tillman-1,/cfb/players/joe-tillman-1.html,Old Dominion,CUSA,1,1,1,100.0,0,0,,1,,2016
Joel Scarborough,joel-scarborough-1,/cfb/players/joel-scarborough-1.html,Houston,American,1,1,1,100.0,0,0,,1,,2016
Joel Scarbrough,joel-scarbrough-1,/cfb/players/joel-scarbrough-1.html,Houston,American,1,1,1,100.0,0,0,,1,,2016
Peyton Paddock,peyton-paddock-1,/cfb/players/peyton-paddock-1.html,Iowa State,Big 12,1,1,1,100.0,0,0,,1,,2016
Randy Harvey,randy-harvey-3,/cfb/players/randy-harvey-3.html,Tulane,American,4,1,1,100.0,0,0,,1,,2016
Trent Taylor,trent-taylor-2,/cfb/players/trent-taylor-2.html,Louisiana Tech,CUSA,14,1,1,100.0,0,0,,1,,2016
Tyler Bass,tyler-bass-3,/cfb/players/tyler-bass-3.html,Georgia Southern,Sun Belt,12,6,7,85.7,0,0,,6,,2016
League Average,,,,,,,,96.8,,,74.9,,,2016
