player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Will Matthews,26941,HB,KENT STATE,1,0,0,201,0,0,0,0,0
Dominic Hill,26945,DI,KENT STATE,10,2,0,201,1,0,0,1,13
Jamal Parker Jr.,26946,S,KENT STATE,12,16,0,201,1,2,4,0,70
Darian Dailey,26955,CB,AKRON,12,2,0,102,0,2,1,0,26
Kendal Keys,26969,WR,UNLV,1,0,0,325,0,0,0,0,0
Brandon Durman,27008,LB,LA TECH,10,1,0,208,0,0,0,0,8
Markis McCray,27009,WR,LA MONROE,1,0,0,209,0,0,0,0,0
Jocquez Kalili,27015,CB,UNLV,12,7,0,325,0,1,7,0,43
Jamal Scott,27022,LB,S JOSE ST,9,15,0,285,0,0,2,3,62
Michael Divinity Jr.,27046,ED,LSU,11,13,1,211,5,1,0,5,25
Clint Stephens,27056,CB,BOWL GREEN,12,8,0,122,0,2,2,0,38
Nnamdi Egbuaba,27059,ED,MARYLAND,11,0,0,215,0,0,0,0,4
Mario Patton,27067,DI,UMASS,11,9,0,216,0,0,0,0,17
Isaiah Rodgers,27069,CB,UMASS,10,3,0,216,0,2,4,0,50
Jonathan Wilson,27127,ED,MEMPHIS,12,3,0,218,3,0,0,5,22
Bryce Huff,27128,ED,MEMPHIS,12,7,1,218,7,0,0,9,33
Austin Hall,27129,LB,MEMPHIS,12,11,2,218,4,0,3,1,46
Jack Walz III,27151,LB,BOWL GREEN,2,0,0,122,0,0,0,0,1
Joeal Williams,27165,S,HOUSTON,11,3,0,182,1,0,2,0,24
Roman Brown,27228,LB,HOUSTON,12,33,0,182,1,1,1,0,70
Montez Sweat,27271,ED,MISS STATE,12,3,1,227,9,0,0,10,31
Jon Reschke,27292,LB,MICH STATE,12,6,0,223,1,0,0,0,21
Matt Morrissey,27297,S,MICH STATE,12,5,0,223,0,2,1,0,15
Raequan Williams,27300,DI,MICH STATE,12,13,1,223,6,0,0,1,30
Joe Hewlett,27302,HB,MICHIGAN,1,0,0,222,0,0,0,0,0
Dillon Alexander,27359,ED,MICH STATE,1,0,0,223,0,0,0,0,1
Nate Schoenle,27365,WR,MICHIGAN,1,0,0,222,0,0,0,0,0
Reuben Jones,27371,ED,MICHIGAN,5,0,0,222,0,0,0,0,4
Carl Myers,27373,DI,MICHIGAN,4,0,0,222,0,0,0,0,1
Lavert Hill,27374,CB,MICHIGAN,12,1,0,222,0,1,4,0,9
Devin Bush,27375,LB,MICHIGAN,12,9,0,222,5,0,5,6,46
Michael Dwumfour,27376,DI,MICHIGAN,12,2,0,222,3,1,0,4,11
David Long Jr.,27377,CB,MICHIGAN,12,1,0,222,0,1,5,0,14
Joshua Uche,27379,ED,MICHIGAN,11,1,0,222,1,0,0,7,6
Tyree Kinnel,27380,S,MICHIGAN,12,6,0,222,0,0,2,0,61
Jerry Gibson,27388,DI,MINNESOTA,10,1,0,225,0,0,0,1,2
Damon Moore,27393,DI,S DIEGO ST,11,5,0,284,0,0,0,1,11
Ronnell Perkins,27441,S,MISSOURI,10,3,0,229,1,0,0,1,10
DeMarkus Acy,27442,CB,MISSOURI,12,1,0,229,0,3,8,0,21
Jarius McDade,27498,DI,NEVADA,11,5,0,239,0,0,0,0,13
Brandon Simmons,27529,S,STANFORD,1,0,0,300,0,0,0,0,0
Lamont Simmons,27565,CB,GA TECH,9,1,0,176,1,1,2,0,23
Hudson Sullivan,27577,LB,NAVY,13,30,3,237,5,0,0,3,60
Josh Webb,27578,ED,NAVY,11,2,0,237,3,0,0,0,8
Mazzi Wilkins,27582,CB,USF,11,2,0,327,0,0,7,0,38
Gerald Willis III,27584,DI,MIAMI FL,12,14,0,220,7,0,0,3,40
Kenny Bigelow Jr.,27603,DI,W VIRGINIA,11,4,1,343,3,0,0,2,16
George Helmuth,27616,LB,FRESNO ST,12,13,0,169,3,0,2,6,46
Lucas Weber,27625,LB,NEVADA,11,6,0,239,7,0,1,2,35
Emmanuel Harris,27628,WR,NEW MEXICO,1,0,0,241,0,0,0,0,0
Alex Hart,27631,LB,NEW MEXICO,3,7,0,241,0,0,0,0,11
Everett Powell,27632,ED,NEW MEXICO,8,0,0,241,0,0,0,1,4
Tre' Jackson,27639,LB,GA TECH,4,0,0,176,0,0,0,0,1
Jalen Johnson,27641,LB,GA TECH,12,11,0,176,1,0,0,1,48
Terrence Alexander,27710,CB,LSU,10,3,0,211,0,0,6,0,18
D'Angelo Ross,27732,CB,NEW MEXICO,12,5,1,241,0,1,7,0,54
Jarius Morehead,27752,S,NC STATE,12,12,0,248,0,3,4,0,49
Jalen Dalton,27753,DI,N CAROLINA,7,2,1,245,2,0,0,3,13
Jordan Perez,27761,LB,STANFORD,1,0,0,300,0,0,0,0,0
Taylor Robinson,27804,S,N TEXAS,11,16,0,251,1,2,2,0,35
Detric Bing-Dukes,27807,LB,OLE MISS,7,2,0,226,0,0,0,0,5
Quintin Wynne,27823,ED,N ILLINOIS,12,3,0,254,5,0,0,2,16
Trayshon Foster,27831,S,N ILLINOIS,10,4,2,254,0,1,2,0,39
Sutton Smith,27832,ED,N ILLINOIS,12,6,4,254,11,0,0,13,30
Trequan Smith,27833,S,N ILLINOIS,11,5,2,254,0,0,1,0,22
Armon Watts,27844,DI,ARKANSAS,12,9,3,111,2,0,0,8,26
O.J. Smith,27891,DI,MINNESOTA,6,1,0,225,0,0,0,0,6
Joe Gaziano,27949,ED,NWESTERN,12,3,2,256,11,0,2,7,21
Trent Goens,27950,ED,NWESTERN,12,2,0,256,3,0,0,4,7
Fred Wyatt,27951,DI,NWESTERN,12,7,0,256,0,0,0,0,14
Alonzo Mayo,27952,CB,NWESTERN,4,2,0,256,0,0,2,0,14
Nathan Fox,27953,LB,NWESTERN,1,0,0,256,0,0,0,0,0
Trae Williams,27962,CB,NWESTERN,9,3,1,256,0,0,0,1,21
Austin Exford,27965,S,APP STATE,11,12,2,108,0,1,1,0,28
K.J. Hill,28025,WR,OHIO STATE,2,0,0,260,0,0,0,0,0
Robert Landers,28064,DI,OHIO STATE,11,2,0,260,2,0,0,1,15
DaVon Hamilton,28072,DI,OHIO STATE,12,6,0,260,2,0,0,0,11
Jashon Cornell,28074,ED,OHIO STATE,12,3,0,260,1,0,0,0,9
Dre'Mont Jones,28075,DI,OHIO STATE,12,10,1,260,14,1,0,9,19
Josh Norwood,28076,CB,W VIRGINIA,11,10,0,343,0,0,9,0,41
Rodjay Burns,28078,CB,LOUISVILLE,10,8,0,210,0,1,0,0,24
Justin Hilliard,28079,LB,OHIO STATE,8,4,0,260,0,0,0,0,9
Damon Arnette,28080,CB,OHIO STATE,11,1,1,260,0,0,6,0,36
Malik Harrison,28081,LB,OHIO STATE,11,20,0,260,0,1,1,5,45
Keandre Jones,28092,LB,OHIO STATE,6,1,0,260,0,0,0,1,5
Neville Gallimore,28094,DI,OKLAHOMA,11,14,2,261,2,0,0,3,19
Mark Jackson Jr.,28095,ED,OKLAHOMA,10,6,0,261,4,0,1,5,30
Jamey Mosley,28100,ED,ALABAMA,11,0,0,103,1,0,0,2,3
Mufu Taiwo,28144,DI,DOMINION,12,1,0,263,1,0,0,0,5
Jamez Brickhouse,28145,CB,DOMINION,10,3,0,263,0,0,0,0,12
Kevin Bletzer,28156,LB,BOSTON COL,10,2,0,121,0,1,1,0,10
Kane Miskel,28163,CB,DOMINION,9,8,0,263,0,0,1,1,21
Jake Khoury,28167,DI,BUFFALO,8,3,0,126,0,0,0,0,1
Quentin Tartabull,28215,S,CAL,9,4,0,130,0,0,0,0,13
Ray Ellis,28231,DI,FAU,12,3,0,165,0,0,0,0,10
Gus Cumberlander,28247,DI,OREGON,11,2,0,264,1,0,0,4,3
Drayton Carlberg,28248,DI,OREGON,12,1,1,264,4,0,0,3,11
A.J. Hotchkins,28250,LB,UTEP,12,39,1,330,0,0,2,7,74
Troy Dye,28251,LB,OREGON,12,16,2,264,4,1,3,0,85
Gary Baker,28252,DI,OREGON,12,10,0,264,0,0,0,0,23
Keith Simms,28255,LB,OREGON,6,3,1,264,0,0,0,0,13
Kain Daub,28279,ED,FAU,7,0,0,165,0,0,0,0,5
Shareef Miller,28307,ED,PENN STATE,12,8,0,266,6,0,0,5,20
Kevin Givens,28308,DI,PENN STATE,11,4,0,266,3,0,0,3,24
Robert Windsor,28310,DI,PENN STATE,12,9,2,266,4,0,0,8,22
Garrett Taylor,28311,S,PENN STATE,12,14,0,266,0,3,4,0,51
Ian Bush,28331,DI,GA SOUTHRN,11,6,1,174,0,0,0,2,14
Shane Roy,28366,DI,PITTSBURGH,12,7,0,268,1,0,0,1,19
Roe Wilkins,28429,ED,RICE,13,11,1,275,2,0,0,1,30
Myles Adams,28430,DI,RICE,13,4,2,275,2,0,0,3,25
Najee Clayton,28437,ED,W MICHIGAN,11,12,4,347,2,0,0,4,18
Jermaine Sheriff,28469,DI,FIU,12,4,0,166,0,0,0,2,21
A.J. Turner,28484,HB,S CAROLINA,1,0,0,289,0,0,0,0,0
Bryan Edwards,28486,WR,S CAROLINA,2,0,0,289,0,0,1,0,0
Kobe Smith,28488,DI,S CAROLINA,12,3,0,289,1,0,0,2,20
Kris Harris,28493,LB,FAU,3,1,0,165,0,0,0,0,2
Trevon Lee,28512,WR,DUKE,1,0,0,154,0,0,0,0,0
Markel Winters,28516,ED,OLE MISS,6,4,0,226,2,0,0,5,4
Erik Simpson,28539,S,KENT STATE,2,0,0,201,0,0,0,0,0
J-Shun Harris II,28560,WR,INDIANA,1,0,0,190,0,0,0,0,0
Matt Bahr,28617,LB,KENT STATE,11,16,1,201,1,1,2,3,66
Darius West,28638,S,KENTUCKY,12,20,0,202,0,3,4,0,55
De'Monte Ruth,28640,CB,IOWA STATE,10,6,0,193,0,0,1,0,11
Sam Sizelove,28642,LB,KANSAS ST,8,4,0,199,0,0,0,0,11
Will Dawkins,28645,S,UAB,11,4,0,321,1,0,0,0,13
Quan Robinson Jr.,28741,CB,KENT STATE,6,1,0,201,0,0,1,0,8
Cornelius Sturghill,28784,CB,LOUISVILLE,12,2,0,210,0,1,2,0,31
Dylan Jackson,28846,DI,STANFORD,11,6,0,300,1,0,0,1,23
Sean Barton,28847,LB,STANFORD,12,15,1,300,3,1,0,3,66
Joseph Broadnax Jr.,28850,DI,TCU,7,2,0,305,1,0,0,0,7
Richard Moore,28853,LB,SMU,12,15,1,287,4,0,1,7,76
Bryan London II,28856,LB,TEXAS ST,12,26,0,314,2,0,3,0,95
Diamon Cannon,28863,LB,TULSA,12,16,0,320,1,0,3,1,39
A.J. Wooten,28905,DI,UCF,11,8,0,323,0,0,0,1,19
Nevelle Clarke,28931,CB,UCF,11,5,0,323,0,2,8,1,38
Brendon Hayes,28933,ED,UCF,11,7,0,323,2,0,0,3,21
Taivon Jacobs,28967,WR,MARYLAND,1,0,0,215,0,0,0,0,0
Evan Austrie,28985,S,UNLV,11,2,1,325,0,0,2,0,56
Soli Afalava,28986,S,UNLV,5,0,0,325,0,0,0,0,4
Javin White,28987,LB,UNLV,12,16,4,325,1,4,5,1,56
Jericho Flowers,28988,CB,UNLV,10,7,0,325,0,1,3,0,52
Michael McGinnis,29020,LB,INDIANA,2,0,0,190,0,0,0,0,1
Manu Hudson-Rasmussen,29046,CB,HAWAII,13,7,2,180,0,0,1,0,28
Michael Pittman Jr.,29049,WR,USC,1,0,0,326,0,0,0,0,0
Kirk Livingstone,29052,ED,USF,12,12,1,327,7,0,0,4,34
Gaje Ferguson,29055,S,UTAH ST,12,18,0,329,2,2,3,1,50
Demonte King,29071,S,ARIZONA ST,11,9,0,110,0,0,1,0,45
Jahmal Jones,29099,ED,MIDDLE TN,12,7,0,224,6,0,0,3,24
Joejuan Williams,29113,CB,VANDERBILT,12,8,0,333,0,4,10,1,54
Andrew Rector,29114,LB,VANDERBILT,3,0,0,333,0,0,0,0,0
Donovan Sheffield,29115,CB,VANDERBILT,10,2,0,333,0,0,5,0,33
Richard Burney,29120,DI,VIRGINIA,3,2,1,335,1,0,0,0,8
Darryl Randolph,29121,CB,MIDDLE TN,12,6,0,224,0,1,5,0,37
Walter Brady,29153,ED,AKRON,12,4,0,102,3,0,0,3,22
Finis Stribling IV,29170,CB,MISSOURI,2,0,1,229,0,0,0,0,2
Darius Harris,29188,LB,MIDDLE TN,12,14,1,224,7,0,0,5,59
Darrius Liggins,29231,ED,MIDDLE TN,12,9,0,224,0,0,0,0,8
Tavon Ross,29237,LB,MISSOURI,6,1,0,229,0,0,0,0,1
Deshon Cooper,29238,ED,GA SOUTHRN,12,8,1,174,0,0,1,1,9
Noah Furbush,29239,ED,MICHIGAN,12,1,0,222,0,1,0,0,8
DJ Beavers,29249,LB,WASHINGTON,3,2,0,340,0,0,0,0,9
Darrion Owens,29257,LB,HOUSTON,6,0,0,182,0,0,0,0,3
Hunter Dale,29306,S,WASH STATE,12,11,0,341,0,0,0,1,41
Stone Wolfley,29316,ED,W VIRGINIA,5,0,0,343,0,0,0,0,1
Adam Shuler,29321,DI,FLORIDA,12,8,0,163,2,0,0,1,26
Toyous Avery Jr.,29323,S,W VIRGINIA,10,6,1,343,2,2,1,0,31
Adam Hensley,29365,LB,W VIRGINIA,4,3,0,343,0,0,0,1,2
David Long Jr.,29367,LB,W VIRGINIA,11,17,1,343,6,0,1,9,74
Zach Sandwisch,29368,LB,W VIRGINIA,5,2,0,343,0,0,0,0,10
Cedric Fernandes,29404,S,N TEXAS,4,0,0,251,0,0,0,0,0
Germaine Pratt,29407,LB,NC STATE,11,22,2,248,7,0,1,6,67
Peyton Newell,29417,DI,NEBRASKA,12,2,0,238,0,1,0,0,2
Deonte Holden,29464,ED,NC STATE,12,2,2,248,2,0,0,5,9
Matt Jarzynka,29477,ED,NEBRASKA,1,0,0,238,0,0,0,1,0
Justin Brent,29526,S,NEVADA,7,1,1,239,0,0,0,1,8
Daquan Baker,29550,LB,NEW MEXICO,8,1,2,241,0,0,0,1,12
Der'Quione Mobley,29561,LB,W KENTUCKY,10,5,0,346,1,0,0,0,7
Dexter Wright,29589,S,NC STATE,12,11,0,248,0,1,4,1,31
Nick Watkins,29592,CB,HOUSTON,12,2,0,182,0,2,4,0,31
Ben Oxley,29595,DI,NWESTERN,7,1,0,256,0,0,0,0,0
Wesley French,29608,DI,W MICHIGAN,12,3,0,347,0,0,0,0,14
Austin Conway,29618,WR,WYOMING,1,0,0,351,0,0,0,0,0
Josiah Hall,29620,ED,WYOMING,9,0,0,351,0,0,0,0,6
Youhanna Ghaifan,29621,DI,WYOMING,8,4,1,351,5,0,0,1,26
Logan Wilson,29623,LB,WYOMING,12,21,0,351,7,2,2,2,80
Jay Hayes,29631,ED,GEORGIA,10,4,0,173,0,0,0,0,0
Pat Toal Jr.,29632,DI,DOMINION,12,11,0,263,0,0,0,0,16
Tito Windham,29683,CB,MEMPHIS,10,3,0,218,0,2,4,0,46
Jordan Brailford,29695,ED,OKLA STATE,12,13,1,262,6,0,0,7,35
Brandon Tyson,29743,DI,DOMINION,9,0,0,263,0,0,0,0,1
Darius Slade,29757,ED,ARIZONA ST,10,2,0,110,0,0,0,3,6
Dylan Thompson,29759,DI,VIRGINIA,5,2,0,335,0,0,0,1,7
Adam Soesman,29770,ED,OREGON ST,3,0,0,265,0,0,0,0,1
LaMone Williams,29813,DI,OREGON ST,12,1,0,265,0,0,0,0,3
Michael Epley,29848,ED,TCU,11,1,0,305,1,0,0,0,6
Keiwan Jones,29947,DI,PURDUE,11,0,0,273,1,0,0,0,12
Mattrell McGraw,30011,S,OREGON,9,0,0,264,0,0,0,0,4
Ridwan Issahaku,30061,S,TCU,12,11,0,305,0,2,2,2,64
Dakota Allen,30076,LB,TEXAS TECH,11,27,0,315,4,0,1,1,46
