Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Jevyon Ducker,jevyon-ducker-1,/cfb/players/jevyon-ducker-1.html,Northern Illinois,MAC,12,218,1184,5.4,3,98.7,1,15,15.0,0,1.3,219,1199,5.5,3,,2021
Tyler Goodson,tyler-goodson-1,/cfb/players/tyler-goodson-1.html,Iowa,Big Ten,13,256,1151,4.5,6,88.5,31,247,8.0,1,19.0,287,1398,4.9,7,,2021
Sean Tyler,sean-tyler-1,/cfb/players/sean-tyler-1.html,Western Michigan,MAC,13,178,1140,6.4,9,87.7,14,114,8.1,2,8.8,192,1254,6.5,11,,2021
Ellis Merriweather,ellis-merriweather-1,/cfb/players/ellis-merriweather-1.html,Massachusetts,Ind,12,218,1138,5.2,5,94.8,22,165,7.5,1,13.8,240,1303,5.4,6,,2021
Zach Charbonnet,zach-charbonnet-1,/cfb/players/zach-charbonnet-1.html,UCLA,Pac-12,12,203,1137,5.6,13,94.8,24,197,8.2,0,16.4,227,1334,5.9,13,,2021
Keaton Mitchell,keaton-mitchell-1,/cfb/players/keaton-mitchell-1.html,East Carolina,American,12,174,1132,6.5,9,94.3,22,253,11.5,1,21.1,196,1385,7.1,10,,2021
Bijan Robinson,bijan-robinson-1,/cfb/players/bijan-robinson-1.html,Texas,Big 12,10,195,1127,5.8,11,112.7,26,295,11.3,4,29.5,221,1422,6.4,15,,2021
Nate Noel,nate-noel-1,/cfb/players/nate-noel-1.html,Appalachian State,Sun Belt,14,199,1126,5.7,4,80.4,8,16,2.0,0,1.1,207,1142,5.5,4,,2021
Blake Watson,blake-watson-2,/cfb/players/blake-watson-2.html,Old Dominion,CUSA,11,215,1112,5.2,8,101.1,10,55,5.5,1,5.0,225,1167,5.2,9,,2021
Tavion Thomas,tavion-thomas-1,/cfb/players/tavion-thomas-1.html,Utah,Pac-12,13,204,1108,5.4,21,85.2,2,3,1.5,0,0.2,206,1111,5.4,21,,2021
Tank Bigsby,tank-bigsby-1,/cfb/players/tank-bigsby-1.html,Auburn,SEC,13,224,1102,4.9,10,84.8,21,184,8.8,0,14.2,245,1286,5.2,10,,2021
Ty Chandler,ty-chandler-1,/cfb/players/ty-chandler-1.html,North Carolina,ACC,13,182,1092,6.0,13,84.0,15,216,14.4,1,16.6,197,1308,6.6,14,,2021
Greg Bell,greg-bell-5,/cfb/players/greg-bell-5.html,San Diego State,MWC,14,245,1091,4.5,9,77.9,4,5,1.3,0,0.4,249,1096,4.4,9,,2021
Xazavian Valladay,xazavian-valladay-1,/cfb/players/xazavian-valladay-1.html,Wyoming,MWC,13,209,1070,5.1,6,82.3,23,233,10.1,0,17.9,232,1303,5.6,6,,2021
Leddie Brown,leddie-brown-1,/cfb/players/leddie-brown-1.html,West Virginia,Big 12,12,223,1065,4.8,13,88.8,36,217,6.0,1,18.1,259,1282,4.9,14,,2021
Dylan McDuffie,dylan-mcduffie-1,/cfb/players/dylan-mcduffie-1.html,Buffalo,MAC,12,206,1049,5.1,11,87.4,14,113,8.1,1,9.4,220,1162,5.3,12,,2021
Patrick Garwo,patrick-garwo-1,/cfb/players/patrick-garwo-1.html,Boston College,ACC,12,205,1045,5.1,7,87.1,3,19,6.3,0,1.6,208,1064,5.1,7,,2021
Shermari Jones,shermari-jones-1,/cfb/players/shermari-jones-1.html,Coastal Carolina,Sun Belt,11,159,1040,6.5,13,94.5,3,28,9.3,0,2.5,162,1068,6.6,13,,2021
Malik Cunningham,malik-cunningham-1,/cfb/players/malik-cunningham-1.html,Louisville,ACC,13,173,1031,6.0,20,79.3,1,9,9.0,0,0.7,174,1040,6.0,20,,2021
Shamari Brooks,shamari-brooks-1,/cfb/players/shamari-brooks-1.html,Tulsa,American,13,218,1029,4.7,7,79.2,8,71,8.9,0,5.5,226,1100,4.9,7,,2021
Isaiah Spiller,isaiah-spiller-1,/cfb/players/isaiah-spiller-1.html,Texas A&M,SEC,12,179,1011,5.6,6,84.3,25,189,7.6,1,15.8,204,1200,5.9,7,,2021
Evan Hull,evan-hull-2,/cfb/players/evan-hull-2.html,Northwestern,Big Ten,12,196,1009,5.1,7,84.1,33,264,8.0,2,22.0,229,1273,5.6,9,,2021
Rachaad White,rachaad-white-1,/cfb/players/rachaad-white-1.html,Arizona State,Pac-12,11,182,1006,5.5,15,91.5,43,456,10.6,1,41.5,225,1462,6.5,16,,2021
Chase Brown,chase-brown-3,/cfb/players/chase-brown-3.html,Illinois,Big Ten,10,170,1005,5.9,5,100.5,14,142,10.1,0,14.2,184,1147,6.2,5,,2021
Tyrion Davis-Price,tyrion-davis-price-1,/cfb/players/tyrion-davis-price-1.html,LSU,SEC,12,211,1003,4.8,6,83.6,10,64,6.4,0,5.3,221,1067,4.8,6,,2021
Kyren Williams,kyren-williams-1,/cfb/players/kyren-williams-1.html,Notre Dame,Ind,12,204,1002,4.9,14,83.5,42,359,8.5,3,29.9,246,1361,5.5,17,,2021
Alton McCaskill,alton-mccaskill-1,/cfb/players/alton-mccaskill-1.html,Houston,American,14,189,961,5.1,16,68.6,21,113,5.4,2,8.1,210,1074,5.1,18,,2021
Tucker Gregg,tucker-gregg-1,/cfb/players/tucker-gregg-1.html,Georgia State,Sun Belt,13,192,953,5.0,9,73.3,2,12,6.0,0,0.9,194,965,5.0,9,,2021
Blake Corum,blake-corum-1,/cfb/players/blake-corum-1.html,Michigan,Big Ten,12,143,952,6.7,11,79.3,24,141,5.9,1,11.8,167,1093,6.5,12,,2021
Camerun Peoples,camerun-peoples-1,/cfb/players/camerun-peoples-1.html,Appalachian State,Sun Belt,12,166,926,5.6,14,77.2,2,19,9.5,0,1.6,168,945,5.6,14,,2021
Keaontay Ingram,keaontay-ingram-1,/cfb/players/keaontay-ingram-1.html,USC,Pac-12,10,156,911,5.8,5,91.1,22,156,7.1,0,15.6,178,1067,6.0,5,,2021
Devon Achane,devon-achane-1,/cfb/players/devon-achane-1.html,Texas A&M,SEC,12,130,910,7.0,9,75.8,24,261,10.9,1,21.8,154,1171,7.6,10,,2021
Carson Steele,carson-steele-1,/cfb/players/carson-steele-1.html,Ball State,MAC,13,192,891,4.6,6,68.5,12,157,13.1,1,12.1,204,1048,5.1,7,,2021
Jashaun Corbin,jashaun-corbin-1,/cfb/players/jashaun-corbin-1.html,Florida State,ACC,12,143,887,6.2,7,73.9,25,144,5.8,1,12.0,168,1031,6.1,8,,2021
Calvin Tyler Jr.,calvin-tyler-jr-1,/cfb/players/calvin-tyler-jr-1.html,Utah State,MWC,12,196,884,4.5,7,73.7,11,50,4.5,0,4.2,207,934,4.5,7,,2021
Max Borghi,max-borghi-1,/cfb/players/max-borghi-1.html,Washington State,Pac-12,12,160,880,5.5,12,73.3,16,156,9.8,0,13.0,176,1036,5.9,12,,2021
Malik Willis,malik-willis-1,/cfb/players/malik-willis-1.html,Liberty,Ind,13,197,878,4.5,13,67.5,1,13,13.0,0,1.0,198,891,4.5,13,,2021
Tyjae Spears,tyjae-spears-1,/cfb/players/tyjae-spears-1.html,Tulane,American,12,129,863,6.7,9,71.9,19,145,7.6,0,12.1,148,1008,6.8,9,,2021
Jamyest Williams,jamyest-williams-1,/cfb/players/jamyest-williams-1.html,Georgia State,Sun Belt,13,128,859,6.7,9,66.1,1,19,19.0,0,1.5,129,878,6.8,9,,2021
Zamir White,zamir-white-1,/cfb/players/zamir-white-1.html,Georgia,SEC,15,160,856,5.4,11,57.1,9,75,8.3,0,5.0,169,931,5.5,11,,2021
Chris Smith,chris-smith-22,/cfb/players/chris-smith-22.html,Louisiana,Sun Belt,13,153,855,5.6,8,65.8,14,75,5.4,1,5.8,167,930,5.6,9,,2021
Ronald Awatt,ronald-awatt-1,/cfb/players/ronald-awatt-1.html,UTEP,CUSA,13,158,844,5.3,6,64.9,11,158,14.4,0,12.2,169,1002,5.9,6,,2021
Montrell Johnson,montrell-johnson-1,/cfb/players/montrell-johnson-1.html,Louisiana,Sun Belt,14,162,838,5.2,12,59.9,6,53,8.8,0,3.8,168,891,5.3,12,,2021
La'darius Jefferson,ladarius-jefferson-1,/cfb/players/ladarius-jefferson-1.html,Western Michigan,MAC,12,185,836,4.5,10,69.7,3,38,12.7,0,3.2,188,874,4.6,10,,2021
Johnny Ford,johnny-ford-1,/cfb/players/johnny-ford-1.html,Florida Atlantic,CUSA,11,131,831,6.3,5,75.5,23,282,12.3,2,25.6,154,1113,7.2,7,,2021
Sam Howell,sam-howell-1,/cfb/players/sam-howell-1.html,North Carolina,ACC,12,183,828,4.5,11,69.0,0,0,,0,0.0,183,828,4.5,11,,2021
Ky Thomas,ky-thomas-1,/cfb/players/ky-thomas-1.html,Minnesota,Big Ten,9,166,824,5.0,6,91.6,6,44,7.3,0,4.9,172,868,5.0,6,,2021
Chez Mellusi,chez-mellusi-1,/cfb/players/chez-mellusi-1.html,Wisconsin,Big Ten,9,173,815,4.7,5,90.6,7,66,9.4,0,7.3,180,881,4.9,5,,2021
Xavier Williams,xavier-williams-2,/cfb/players/xavier-williams-2.html,Kent State,MAC,13,125,812,6.5,3,62.5,4,40,10.0,0,3.1,129,852,6.6,3,,2021
De'Montre Tuggle,demontre-tuggle-1,/cfb/players/demontre-tuggle-1.html,Ohio,MAC,12,138,804,5.8,7,67.0,16,156,9.8,2,13.0,154,960,6.2,9,,2021
Frank Gore Jr.,frank-gore-jr-1,/cfb/players/frank-gore-jr-1.html,Southern Mississippi,CUSA,12,179,801,4.5,5,66.8,20,155,7.8,0,12.9,199,956,4.8,5,,2021
Trestan Ebner,trestan-ebner-1,/cfb/players/trestan-ebner-1.html,Baylor,Big 12,14,148,799,5.4,2,57.1,28,284,10.1,2,20.3,176,1083,6.2,4,,2021
Jabari Small,jabari-small-1,/cfb/players/jabari-small-1.html,Tennessee,SEC,11,141,796,5.6,9,72.4,9,77,8.6,0,7.0,150,873,5.8,9,,2021
Logan Wright,logan-wright-2,/cfb/players/logan-wright-2.html,Georgia Southern,Sun Belt,12,150,793,5.3,8,66.1,17,180,10.6,0,15.0,167,973,5.8,8,,2021
Ronnie Rivers,ronnie-rivers-1,/cfb/players/ronnie-rivers-1.html,Fresno State,MWC,11,161,788,4.9,5,71.6,34,364,10.7,2,33.1,195,1152,5.9,7,,2021
Marcus Williams Jr.,marcus-williams-12,/cfb/players/marcus-williams-12.html,Louisiana Tech,CUSA,12,194,787,4.1,8,65.6,20,202,10.1,1,16.8,214,989,4.6,9,,2021
Titus Swen,titus-swen-1,/cfb/players/titus-swen-1.html,Wyoming,MWC,13,132,785,5.9,7,60.4,6,30,5.0,0,2.3,138,815,5.9,7,,2021
Garrett Shrader,garrett-shrader-1,/cfb/players/garrett-shrader-1.html,Syracuse,ACC,12,173,781,4.5,14,65.1,0,0,,0,0.0,173,781,4.5,14,,2021
Jerrion Ealy,jerrion-ealy-1,/cfb/players/jerrion-ealy-1.html,Ole Miss,SEC,12,133,768,5.8,5,64.0,32,218,6.8,2,18.2,165,986,6.0,7,,2021
Tyler Nevens,tyler-nevens-1,/cfb/players/tyler-nevens-1.html,San Jose State,MWC,11,167,766,4.6,7,69.6,8,42,5.3,1,3.8,175,808,4.6,8,,2021
Raheem Blackshear,raheem-blackshear-1,/cfb/players/raheem-blackshear-1.html,Virginia Tech,ACC,13,133,765,5.8,6,58.8,25,249,10.0,1,19.2,158,1014,6.4,7,,2021
Emory Jones,emory-jones-1,/cfb/players/emory-jones-1.html,Florida,SEC,13,143,758,5.3,4,58.3,2,28,14.0,1,2.2,145,786,5.4,5,,2021
Zonovan Knight,zonovan-knight-1,/cfb/players/zonovan-knight-1.html,North Carolina State,ACC,12,140,753,5.4,3,62.8,21,156,7.4,0,13.0,161,909,5.6,3,,2021
David Bailey,david-bailey-4,/cfb/players/david-bailey-4.html,Colorado State,MWC,11,197,752,3.8,9,68.4,15,134,8.9,2,12.2,212,886,4.2,11,,2021
Jahmyr Gibbs,jahmyr-gibbs-1,/cfb/players/jahmyr-gibbs-1.html,Georgia Tech,ACC,12,143,746,5.2,4,62.2,36,470,13.1,2,39.2,179,1216,6.8,6,,2021
Will Shipley,will-shipley-1,/cfb/players/will-shipley-1.html,Clemson,ACC,10,149,738,5.0,11,73.8,16,116,7.3,0,11.6,165,854,5.2,11,,2021
Haaziq Daniels,haaziq-daniels-1,/cfb/players/haaziq-daniels-1.html,Air Force,MWC,12,155,734,4.7,11,61.2,0,0,,0,0.0,155,734,4.7,11,,2021
Johnny Richardson,johnny-richardson-4,/cfb/players/johnny-richardson-4.html,UCF,American,13,104,733,7.0,3,56.4,25,226,9.0,1,17.4,129,959,7.4,4,,2021
Toa Taua,toa-taua-1,/cfb/players/toa-taua-1.html,Nevada,MWC,13,150,730,4.9,6,56.2,39,296,7.6,1,22.8,189,1026,5.4,7,,2021
James Cook,james-cook-2,/cfb/players/james-cook-2.html,Georgia,SEC,15,113,728,6.4,7,48.5,27,284,10.5,4,18.9,140,1012,7.2,11,,2021
Tre Siggers,tre-siggers-1,/cfb/players/tre-siggers-1.html,SMU,American,11,147,727,4.9,9,66.1,9,56,6.2,1,5.1,156,783,5.0,10,,2021
Jalen Mitchell,jalen-mitchell-1,/cfb/players/jalen-mitchell-1.html,Louisville,ACC,12,155,722,4.7,5,60.2,12,121,10.1,0,10.1,167,843,5.0,5,,2021
Tayon Fleet-Davis,tayon-fleet-davis-1,/cfb/players/tayon-fleet-davis-1.html,Maryland,Big Ten,13,128,721,5.6,8,55.5,32,305,9.5,1,23.5,160,1026,6.4,9,,2021
Calvin Hill,calvin-hill-4,/cfb/players/calvin-hill-4.html,Texas State,Sun Belt,12,128,714,5.6,3,59.5,18,78,4.3,0,6.5,146,792,5.4,3,,2021
Jayden Daniels,jayden-daniels-1,/cfb/players/jayden-daniels-1.html,Arizona State,Pac-12,13,138,710,5.1,6,54.6,0,0,,0,0.0,138,710,5.1,6,,2021
Jordan Mims,jordan-mims-1,/cfb/players/jordan-mims-1.html,Fresno State,MWC,13,127,710,5.6,6,54.6,25,324,13.0,4,24.9,152,1034,6.8,10,,2021
Devin Neal,devin-neal-3,/cfb/players/devin-neal-3.html,Kansas,Big 12,11,158,707,4.5,8,64.3,7,57,8.1,1,5.2,165,764,4.6,9,,2021
Dustin Crum,dustin-crum-1,/cfb/players/dustin-crum-1.html,Kent State,MAC,14,161,703,4.4,12,50.2,0,0,,1,0.0,161,703,4.4,13,,2021
Isaiah Bowser,isaiah-bowser-1,/cfb/players/isaiah-bowser-1.html,UCF,American,8,159,703,4.4,9,87.9,9,75,8.3,0,9.4,168,778,4.6,9,,2021
Kimani Vidal,kimani-vidal-1,/cfb/players/kimani-vidal-1.html,Troy,Sun Belt,11,152,701,4.6,5,63.7,22,134,6.1,0,12.2,174,835,4.8,5,,2021
Bucky Irving,markeise-irving-1,/cfb/players/markeise-irving-1.html,Minnesota,Big Ten,12,133,699,5.3,4,58.3,8,73,9.1,0,6.1,141,772,5.5,4,,2021
T.J. Pledger,tj-pledger-1,/cfb/players/tj-pledger-1.html,Utah,Pac-12,14,104,694,6.7,6,49.6,10,107,10.7,0,7.6,114,801,7.0,6,,2021
Juwuan Price,juwuan-price-1,/cfb/players/juwuan-price-1.html,New Mexico State,Ind,12,135,692,5.1,10,57.7,26,181,7.0,0,15.1,161,873,5.4,10,,2021
D'Vonte Price,dvonte-price-1,/cfb/players/dvonte-price-1.html,Florida International,CUSA,9,129,682,5.3,6,75.8,10,83,8.3,0,9.2,139,765,5.5,6,,2021
Jaren Mangham,jaren-mangham-1,/cfb/players/jaren-mangham-1.html,South Florida,American,12,160,671,4.2,15,55.9,5,50,10.0,0,4.2,165,721,4.4,15,,2021
Brandon Thomas,brandon-thomas-5,/cfb/players/brandon-thomas-5.html,Memphis,American,9,116,669,5.8,8,74.3,8,52,6.5,0,5.8,124,721,5.8,8,,2021
Spencer Sanders,spencer-sanders-1,/cfb/players/spencer-sanders-1.html,Oklahoma State,Big 12,13,146,668,4.6,6,51.4,1,6,6.0,0,0.5,147,674,4.6,6,,2021
K.J. Jefferson,kj-jefferson-1,/cfb/players/kj-jefferson-1.html,Arkansas,SEC,13,146,664,4.5,6,51.1,0,0,,0,0.0,146,664,4.5,6,,2021
Jarek Broussard,jarek-broussard-1,/cfb/players/jarek-broussard-1.html,Colorado,Pac-12,11,142,661,4.7,2,60.1,13,81,6.2,0,7.4,155,742,4.8,2,,2021
Darren Grainger,darren-grainger-1,/cfb/players/darren-grainger-1.html,Georgia State,Sun Belt,13,133,660,5.0,3,50.8,0,0,,0,0.0,133,660,5.0,3,,2021
Kevin Harris,kevin-harris-5,/cfb/players/kevin-harris-5.html,South Carolina,SEC,12,152,659,4.3,4,54.9,11,89,8.1,0,7.4,163,748,4.6,4,,2021
Aaron Dumas,aaron-dumas-1,/cfb/players/aaron-dumas-1.html,New Mexico,MWC,11,136,658,4.8,2,59.8,0,0,,0,0.0,136,658,4.8,2,,2021
Anthony Brown,anthony-brown-11,/cfb/players/anthony-brown-11.html,Oregon,Pac-12,14,151,658,4.4,9,47.0,0,0,,0,0.0,151,658,4.4,9,,2021
Christian Anderson,christian-anderson-2,/cfb/players/christian-anderson-2.html,Army,Ind,12,116,652,5.6,9,54.3,0,0,,0,0.0,116,652,5.6,9,,2021
Dae Dae Hunter,dae-dae-hunter-1,/cfb/players/dae-dae-hunter-1.html,Hawaii,MWC,10,101,651,6.4,3,65.1,19,163,8.6,0,16.3,120,814,6.8,3,,2021
Israel Abanikanda,israel-abanikanda-1,/cfb/players/israel-abanikanda-1.html,Pitt,ACC,13,123,651,5.3,7,50.1,24,197,8.2,1,15.2,147,848,5.8,8,,2021
Zach Evans,zach-evans-1,/cfb/players/zach-evans-1.html,Texas Christian,Big 12,6,92,648,7.0,5,108.0,10,130,13.0,1,21.7,102,778,7.6,6,,2021
Isiah Pacheco,isaih-pacheco-1,/cfb/players/isaih-pacheco-1.html,Rutgers,Big Ten,12,167,647,3.9,5,53.9,13,25,1.9,0,2.1,180,672,3.7,5,,2021
Snoop Conner,snoop-conner-1,/cfb/players/snoop-conner-1.html,Ole Miss,SEC,13,130,647,5.0,13,49.8,14,82,5.9,0,6.3,144,729,5.1,13,,2021
Emani Bailey,emani-bailey-1,/cfb/players/emani-bailey-1.html,Louisiana,Sun Belt,11,102,642,6.3,8,58.4,15,153,10.2,0,13.9,117,795,6.8,8,,2021
Isaac Ruoss,isaac-ruoss-1,/cfb/players/isaac-ruoss-1.html,Navy,American,12,166,641,3.9,5,53.4,2,15,7.5,0,1.3,168,656,3.9,5,,2021
Kobe Pace,kobe-pace-1,/cfb/players/kobe-pace-1.html,Clemson,ACC,11,104,641,6.2,6,58.3,12,131,10.9,0,11.9,116,772,6.7,6,,2021
Braydon Bennett,braydon-bennett-1,/cfb/players/braydon-bennett-1.html,Coastal Carolina,Sun Belt,13,74,636,8.6,7,48.9,24,295,12.3,2,22.7,98,931,9.5,9,,2021
Ricky Person Jr.,ricky-person-jr-1,/cfb/players/ricky-person-jr-1.html,North Carolina State,ACC,12,135,636,4.7,5,53.0,28,240,8.6,2,20.0,163,876,5.4,7,,2021
Calvin Camp,calvin-camp-1,/cfb/players/calvin-camp-1.html,Charlotte,CUSA,12,113,635,5.6,4,52.9,15,130,8.7,1,10.8,128,765,6.0,5,,2021
Anthony Watkins,anthony-watkins-3,/cfb/players/anthony-watkins-3.html,Tulsa,American,13,86,634,7.4,4,48.8,4,28,7.0,0,2.2,90,662,7.4,4,,2021
Jermaine Brown Jr.,jermaine-brown-jr-1,/cfb/players/jermaine-brown-jr-1.html,UAB,CUSA,13,123,631,5.1,7,48.5,23,200,8.7,0,15.4,146,831,5.7,7,,2021
Jawon Hamilton,jawon-hamilton-1,/cfb/players/jawon-hamilton-1.html,Eastern Michigan,MAC,11,101,623,6.2,4,56.6,1,7,7.0,0,0.6,102,630,6.2,4,,2021
Kendre Miller,kendre-miller-1,/cfb/players/kendre-miller-1.html,Texas Christian,Big 12,10,83,623,7.5,7,62.3,12,117,9.8,1,11.7,95,740,7.8,8,,2021
Dedrick Parson,dedrick-parson-1,/cfb/players/dedrick-parson-1.html,Hawaii,MWC,13,117,618,5.3,8,47.5,28,279,10.0,1,21.5,145,897,6.2,9,,2021
Noah Whittington,noah-whittington-1,/cfb/players/noah-whittington-1.html,Western Kentucky,CUSA,12,101,617,6.1,2,51.4,12,58,4.8,0,4.8,113,675,6.0,2,,2021
Hendon Hooker,hendon-hooker-1,/cfb/players/hendon-hooker-1.html,Tennessee,SEC,13,166,616,3.7,5,47.4,0,0,,0,0.0,166,616,3.7,5,,2021
Brittain Brown,brittain-brown-1,/cfb/players/brittain-brown-1.html,UCLA,Pac-12,10,102,615,6.0,7,61.5,18,129,7.2,0,12.9,120,744,6.2,7,,2021
Tyrell Robinson,tyrell-robinson-2,/cfb/players/tyrell-robinson-2.html,Army,Ind,14,78,615,7.9,3,43.9,13,382,29.4,3,27.3,91,997,11.0,6,,2021
Matt Corral,matt-corral-1,/cfb/players/matt-corral-1.html,Ole Miss,SEC,13,152,614,4.0,11,47.2,1,19,19.0,0,1.5,153,633,4.1,11,H-7,2021
Ulysses Bentley IV,ulysses-bentley-iv-1,/cfb/players/ulysses-bentley-iv-1.html,SMU,American,11,96,610,6.4,4,55.5,19,90,4.7,1,8.2,115,700,6.1,5,,2021
Dorian Thompson-Robinson,dorian-thompson-robinson-1,/cfb/players/dorian-thompson-robinson-1.html,UCLA,Pac-12,11,130,609,4.7,9,55.4,0,0,,0,0.0,130,609,4.7,9,,2021
Christopher Brooks,christopher-brooks-1,/cfb/players/christopher-brooks-1.html,California,Pac-12,12,116,607,5.2,4,50.6,19,131,6.9,3,10.9,135,738,5.5,7,,2021
Christian Beal,christian-beal-1,/cfb/players/christian-beal-1.html,Wake Forest,ACC,12,131,604,4.6,7,50.3,9,55,6.1,0,4.6,140,659,4.7,7,,2021
Christian Beal-Smith,christian-beal-smith-1,/cfb/players/christian-beal-smith-1.html,Wake Forest,ACC,12,131,604,4.6,7,50.3,9,55,6.1,0,4.6,140,659,4.7,7,,2021
Stephen Carr,stephen-carr-2,/cfb/players/stephen-carr-2.html,Indiana,Big Ten,9,155,600,3.9,6,66.7,15,93,6.2,1,10.3,170,693,4.1,7,,2021
